,SKN diesel,ATG diesel,MSR diesel,GLP diesel,DMA diesel,MTQ diesel,LCA diesel,BRB diesel,SVG diesel,GRD diesel,SKN geothermal,MSR geothermal,GLP coal,GLP hydro,GLP geothermal,GLP biomass,DMA hydro,DMA geothermal,MTQ biomass,MTQ geothermal,LCA geothermal,BRB biomass,SVG geothermal,SVG hydro,GRD geothermal,GRD hydro
14,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,20.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
15,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,20.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
16,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
17,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
18,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
19,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
20,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
21,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
22,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
23,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
24,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
25,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
26,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
27,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
28,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
29,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
30,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
31,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
32,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
33,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
34,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
35,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
36,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
37,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
38,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
39,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
40,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
41,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
42,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
43,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
44,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
45,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
46,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
47,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
48,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
49,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
50,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
51,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
52,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
53,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
54,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
55,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
56,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
57,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
58,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
59,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,20.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
60,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,20.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
61,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
62,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
63,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
64,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
65,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
66,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
67,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
68,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
69,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
70,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
71,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
72,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
73,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
74,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
75,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
76,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
77,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
78,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
79,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
80,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
81,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
82,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
83,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
84,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
85,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
86,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
87,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
88,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
89,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
90,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
91,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
92,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
93,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
94,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
95,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
96,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
97,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
98,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
99,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
100,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
101,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
102,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
103,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
104,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
105,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
106,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
107,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
108,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
109,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
110,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
111,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
112,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
113,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
114,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
115,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
116,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
117,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
118,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
119,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
120,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
121,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
122,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
123,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
124,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
125,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
126,150.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-0.0,20.0,100.0,10.0,20.0,140.0,10.0,20.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
