,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada,Antigua Hydrogen,Barbados Hydrogen,Guadeloupe Hydrogen,Martinique Hydrogen,SaintLucia Hydrogen,SaintVincentGrenadines Hydrogen,Grenada Hydrogen,SaintKittsNevis Hydrogen,Montserrat Hydrogen
0,2.6645352591003757e-15,3.552713678800501e-15,-1.4210854715202004e-14,3.4833247397614286e-15,-1.4210854715202004e-14,0.0,0.0,0.0,-5.329070518200751e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.881784197001252e-16,3.552713678800501e-15,1.4210854715202004e-14,5.551115123125783e-17,-1.4210854715202004e-14,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.6645352591003757e-15,-3.552713678800501e-15,0.0,5.551115123125783e-17,-1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,-3.552713678800501e-15,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-1.0480505352461478e-13,-3.552713678800501e-15,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0
5,8.881784197001252e-16,3.552713678800501e-15,0.0,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.6645352591003757e-15,3.552713678800501e-15,-9.947598300641403e-14,0.0,0.0,-3.552713678800501e-15,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3.552713678800501e-15,-3.552713678800501e-15,-1.4210854715202004e-14,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0
8,0.0,3.552713678800501e-15,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9.325873406851315e-15,-3.552713678800501e-15,-1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0
10,-1.7763568394002505e-15,3.552713678800501e-15,1.4210854715202004e-14,8.326672684688674e-17,-1.4210854715202004e-14,0.0,1.4210854715202004e-14,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1.7763568394002505e-15,3.552713678800501e-15,1.4210854715202004e-14,5.551115123125783e-17,2.842170943040401e-14,7.327471962526033e-15,-1.4210854715202004e-14,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-5.329070518200751e-15,3.552713678800501e-15,1.4210854715202004e-14,-1.6653345369377348e-16,0.0,-7.105427357601002e-15,1.4210854715202004e-14,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8.615330671091215e-14,3.552713678800501e-15,4.263256414560601e-14,-1.6653345369377348e-16,5.684341886080802e-14,7.105427357601002e-15,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,-1.0658141036401503e-14,1.4210854715202004e-14,2.3314683517128287e-15,1.4210854715202004e-14,0.0,0.0,3.552713678800501e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,-3.552713678800501e-15,-1.4210854715202004e-14,-5.551115123125783e-17,0.0,0.0,0.0,0.0,-5.329070518200751e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.1546319456101628e-14,3.552713678800501e-15,1.9895196601282805e-13,-4.919675777870225e-15,0.0,0.0,-7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.7763568394002505e-15,3.552713678800501e-15,0.0,1.1102230246251565e-16,0.0,4.996003610813204e-16,-7.105427357601002e-15,0.0,-1.7763568394002505e-15,0.0,6.217248937900877e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
18,1.7763568394002505e-15,3.552713678800501e-15,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,3.552713678800501e-15,-3.552713678800501e-15,0.0,1.6653345369377348e-16,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,1.6653345369377348e-16,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.7763568394002505e-15,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1.7763568394002505e-15,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,-5.329070518200751e-15,1.3322676295501878e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2.6645352591003757e-15,0.0,0.0,-5.551115123125783e-17,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,-2.6645352591003757e-15,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
