,ATG H2 Tank,BRB H2 Tank,GLP H2 Tank,GRD H2 Tank,LCA H2 Tank,MSR H2 Tank,MTQ H2 Tank,SKN H2 Tank,SVG H2 Tank
0,1.8857756967746013,-2.179622356487812,46.56572580538709,-1.477344306076244,3.272209531968514,-0.05700679232028705,48.983557671875346,-0.0,-4.052749548803301
1,1.8857756967746013,-2.179622356487812,46.56572580538709,-1.477344306076244,19.1871180118319,-0.24995621849632185,48.983557671875346,-0.0,-4.625305036950214
2,1.8857756967746013,-2.179622356487812,-0.0,-1.477344306076244,19.055826268712636,-0.24995621849632185,48.983557671875346,-0.0,-4.522971501390952
3,1.8857756967746013,-2.179622356487812,-0.0,1.3977092339258501,-3.2284513761467877,-0.24995621849632185,10.019835707322974,-0.0,-4.393119469782722
4,1.8857756967746013,-2.179622356487812,-0.0,3.044481337567918,-4.345317431192661,-0.24995621849632185,4.260267185308446,-3.632706255235348,-0.0
5,1.8857756967746013,-2.179622356487812,83.7432422905863,12.607766410265251,-3.5603412844036653,-0.0,9.532593736675636,-0.0,-0.0
6,12.790212272595284,46.094547666160274,81.11998707300404,1.2961387789839485,18.840947322842315,-0.0,8.581994742762381,-0.0,-1.6391500522194953
7,1.8857756967746013,-2.179622356487812,46.56572580538709,10.495025502624538,3.272209531968514,-0.19135532190427185,-30.16350529638802,-3.9523763840561514,-3.1290935379767926
8,1.8857756967746013,-2.179622356487812,-74.07244646871948,-1.477344306076244,3.272209531968514,-0.0,-77.72883283615067,-4.0124594411738945,-0.0
9,1.8857756967746013,-2.179622356487812,-74.07244646871948,-1.477344306076244,-36.26639001389794,-0.24995621849632185,-57.9319451756752,-1.7087757181426468,-6.798039383353126
10,1.8857756967746013,-2.179622356487812,-74.07244646871948,-1.477344306076244,3.272209531968514,-0.11705357570063413,48.983557671875346,-4.0124594411738945,-6.798039383353126
11,1.8857756967746013,-2.179622356487812,-74.07244646871948,-1.477344306076244,-33.47634765306134,-0.24995621849632185,-92.41611268175676,-4.0124594411738945,-6.798039383353126
12,1.8857756967746013,-2.179622356487812,-74.07244646871948,-1.477344306076244,-36.26639001389794,-0.24995621849632185,-92.41611268175676,-4.0124594411738945,-6.798039383353126
13,1.8857756967746013,-2.179622356487812,-74.07244646871948,-6.93161754550399,-36.26639001389794,-0.24995621849632185,-92.41611268175676,-2.6950125841257204,-6.798039383353126
14,1.8857756967746013,-2.179622356487812,-74.07244646871948,-1.477344306076244,-36.26639001389794,-0.12992753280806468,48.983557671875346,-4.0124594411738945,-0.0
15,1.8857756967746013,-2.179622356487812,-74.07244646871948,-1.477344306076244,-31.10648025129702,-0.24995621849632185,48.983557671875346,-4.0124594411738945,-5.588182243581135
16,1.8857756967746013,28.38018417738818,-34.35562734115592,-1.477344306076244,6.123195720168802,-0.036694786995624895,59.664563861445856,-0.7720448258199895,-6.307177391165353
17,1.8857756967746013,67.93759276047165,120.63817227410657,-1.477344306076244,0.5370286020273112,0.3996204386837888,107.30952933469231,7.100038455883848,-0.0
18,1.8857756967746013,6.751062498511715,120.63817227410657,4.015735983858109,14.525504587155982,0.3996204386837888,106.29633730588623,7.100038455883848,-0.0
19,1.8857756967746013,70.76167782365022,-0.0,4.5861382767094465,16.57027522935781,0.3996204386837888,51.2764760152109,7.100038455883848,-0.0
20,15.94572910975955,-2.179622356487812,-0.0,-1.477344306076244,3.272209531968514,0.3996204386837888,124.07313901885612,-0.0,-1.0645081901500049
21,44.38891078208368,70.76167782365022,-0.0,-1.477344306076244,3.272209531968514,0.3996204386837888,118.49876186728191,7.100038455883848,-1.7157489421255205
22,42.696462545247385,-2.179622356487812,-0.0,-1.477344306076244,3.272209531968514,0.3996204386837888,115.41608268111786,7.100038455883848,-1.32085991841935
23,39.70323318369485,-2.179622356487812,-0.0,-1.477344306076244,3.272209531968514,-0.0,107.73425247765886,7.100038455883848,-3.0988694167969704
24,37.3132226974261,-2.179622356487812,-0.0,-1.477344306076244,1.156513761467887,0.3996204386837888,48.983557671875346,5.152777319276879,-2.649915103227375
25,36.6000352809486,-2.179622356487812,-0.0,-1.477344306076244,1.7411009174312042,0.27149137357589126,98.37836515313543,-0.0,-6.798039383353126
26,36.24026464250113,-2.179622356487812,-0.0,1.8304966232434943,4.376269113149848,-0.0,-0.0,-0.0,-6.798039383353126
27,37.05730658757617,-2.179622356487812,-0.0,11.797607960987477,6.758532110091752,-0.0,-0.0,-0.0,-6.798039383353126
28,37.7921401436362,-2.179622356487812,113.8243731478301,1.5593088517839586,7.670642201834876,-0.0,5.23738964207117,7.100038455883848,-0.8073026102391023
29,40.725786283218746,-2.179622356487812,-0.0,12.607766410265251,15.820733944954135,-0.0,40.204537434278556,-0.0,-0.0
30,42.221957484882466,70.76167782365022,-0.0,2.914291734128284,3.272209531968514,0.3996204386837888,126.72683558915352,-0.0,-0.0
31,28.55803167646814,30.507497103286653,-0.0,-1.477344306076244,-0.0,-0.0,48.983557671875346,-0.0,-1.223942085111917
32,10.275839287310994,-2.179622356487812,-0.0,-1.477344306076244,-0.0,-0.0,48.983557671875346,-0.0,-4.02565811406979
33,25.720167534187823,-2.179622356487812,-74.07244646871948,-2.421519848429993,-32.35100344746968,-0.0,-68.92404541199936,-0.0,-5.986233174967775
34,-0.0,-2.179622356487812,-68.17889625255702,-0.07674217912074255,3.272209531968514,-0.0,-0.0,-0.0,-0.0
35,-0.0,-2.179622356487812,-0.0,-11.142346139060606,3.272209531968514,-0.0,-92.41611268175676,-0.0,-6.798039383353126
