,SKN diesel,SKN solar pv,SKN wind,SKN geothermal,ATG diesel,ATG wind,ATG solar pv,MSR diesel,MSR geothermal,MSR solar pv,GLP diesel,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ diesel,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA diesel,LCA wind,LCA solar pv,LCA geothermal,BRB diesel,BRB solar pv,BRB wind,SVG diesel,SVG solar pv,SVG wind,SVG hydro,GRD diesel,GRD solar pv,GRD wind,GRD geothermal
1223,-0.0,-0.0,23.553727017692264,-0.0,-0.0,43.15,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,195.8,-0.0,-0.0,6.6,5.9,-0.0,180.1,-0.0,-0.0,-0.0,-0.0,47.3,-0.0,-0.0,-0.0,-0.0,65.25,-0.0,-0.0,17.8,-0.0,-0.0,-0.0,25.8,-0.0
1224,-0.0,-0.0,23.80376658263592,-0.0,-0.0,39.45,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,179.8,-0.0,-0.0,6.6,4.800000000000001,-0.0,163.9,-0.0,-0.0,-0.0,-0.0,43.2,-0.0,-0.0,-0.0,-0.0,65.4,-0.0,-0.0,16.2,-0.0,-0.0,-0.0,23.8,-0.0
1225,-0.0,-0.0,23.753758669647187,-0.0,-0.0,37.86,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,170.3,-0.0,-0.0,6.6,4.5,-0.0,156.3,-0.0,-0.0,-0.0,-0.0,41.1,-0.0,-0.0,-0.0,-0.0,65.325,-0.0,-0.0,15.5,-0.0,-0.0,-0.0,22.5,-0.0
1226,-0.0,-0.0,23.478715148209165,-0.0,-0.0,36.94,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,165.6,-0.0,-0.0,6.6,4.200000000000001,-0.0,152.4,-0.0,-0.0,-0.0,-0.0,39.9,-0.0,-0.0,-0.0,-0.0,65.1,-0.0,-0.0,15.1,-0.0,-0.0,-0.0,22.0,-0.0
1227,-0.0,-0.0,23.153663713782418,-0.0,-0.0,36.53,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,168.1,-0.0,-0.0,6.6,3.9000000000000004,-0.0,151.6,-0.0,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,-0.0,-0.0,64.425,-0.0,-0.0,15.1,-0.0,-0.0,-0.0,22.0,-0.0
1228,-0.0,-0.0,22.953632061827495,-0.0,-0.0,37.14,-0.0,-0.0,1.1870972001149922,-0.0,-0.0,-0.0,-0.0,169.6,-0.0,-0.0,6.6,4.200000000000001,-0.0,157.85555555555555,-0.0,-0.0,-0.0,-0.0,40.1,-0.0,-0.0,-0.0,-0.0,63.224999999999994,-0.0,-0.0,15.6,-0.0,-0.0,-0.0,22.2,-0.0
1229,-0.0,-0.0,22.903624148838762,-0.0,-0.0,42.38,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,196.95819695854013,-0.0,-0.0,6.6,5.800000000000001,-0.0,177.0,-0.0,-0.0,-0.0,-0.0,44.9,-0.0,-0.0,-0.0,-0.0,62.175,-0.0,-0.0,17.7,-0.0,-0.0,-0.0,25.5,-0.0
1230,-0.0,0.9063755390356606,22.828612279355667,-0.0,-0.0,45.65,0.6700000000000017,-0.0,1.5132743992462856,0.043256404407293954,-0.0,-0.0,-0.0,198.127911605633,11.313891435826893,-0.0,6.6,6.9,-0.0,175.0,12.444444444444441,-0.0,-0.0,-0.0,49.4,-0.0,-0.0,-0.0,22.8,61.349999999999994,-0.0,-0.0,19.5,-0.0,-0.0,-0.0,27.8,-0.0
1231,-0.0,8.3563916771387,22.8036083228613,-0.0,-0.0,45.6,5.049999999999997,-0.0,1.2535962371960614,0.6164037628039388,-0.0,-0.0,-0.0,108.75818576216923,119.04181423783078,-0.0,6.6,7.9,-0.0,173.8,34.29999999999998,-0.0,-0.0,-0.0,32.74898789782997,20.65101210217003,-0.0,-0.0,75.92499999999998,60.675000000000004,-0.0,-0.0,21.0,-0.0,-0.0,9.448335840789436,20.851664159210564,-0.0
1232,-0.0,10.211379807655607,22.878620192344396,-0.0,-0.0,45.65,8.219999999999999,-0.0,0.835855929350328,1.184144070649672,-0.0,-0.0,-0.0,25.341254516430325,221.35874548356966,-0.0,6.6,9.1,-0.0,174.0,49.099999999999994,-0.0,-0.0,-0.0,57.2,-0.0,-0.0,-0.0,146.9,-0.0,-0.0,11.544939179625725,11.055060820374276,-0.0,-0.0,17.815718004878388,14.384281995121615,-0.0
1233,-0.0,10.881348155700678,23.078651844299323,-0.0,-0.0,-0.0,54.87,-0.0,0.46599541055284455,1.6140045894471555,-0.0,-0.0,-0.0,197.68467242978147,55.01532757021852,-0.0,6.6,9.3,-0.0,-0.0,229.4,-0.0,-0.0,-0.0,58.9,-0.0,-0.0,-0.0,87.82500000000002,62.474999999999994,-0.0,1.3276912125916382,21.67230878740836,-0.0,-0.0,1.9280495578875367,31.471950442112462,-0.0
1234,-0.0,34.68,-0.0,-0.0,-0.0,46.0,8.329999999999998,-0.0,0.9385901442215951,1.8978747433700218,-0.0,-0.0,-0.0,198.5711507814845,55.8288492185155,-0.0,6.6,9.6,-0.0,175.6,54.0,-0.0,-0.0,-0.0,2.99956325801044,57.30043674198956,-0.0,-0.0,189.83500000000015,-0.0,-0.0,1.453584054631552,21.64641594536845,-0.0,-0.0,28.144830915571923,5.655169084428074,-0.0
1235,-0.0,12.101340242711945,23.12865975728805,-0.0,-0.0,45.75,10.869999999999997,-0.0,0.47027641836559075,2.0411615829691834,-0.0,-0.0,-0.0,-0.0,253.2,-0.0,6.6,9.9,-0.0,176.4,56.5,-0.0,-0.0,-0.0,0.0713319999426858,60.72866800005731,-0.0,-0.0,88.75,63.449999999999996,-0.0,19.27481206447232,3.82518793552768,-0.0,-0.0,3.0420386982737995,30.9579613017262,-0.0
1236,-0.0,35.0,-0.0,-0.0,-0.0,45.4,10.480000000000004,-0.0,0.06991374010262552,2.0600862598973744,-0.0,-0.0,-0.0,198.127911605633,56.77208839436702,-0.0,6.6,9.799999999999999,-0.0,176.8,58.099999999999994,-0.0,-0.0,-0.0,60.7,-0.0,-0.0,-0.0,294.9,62.099999999999994,-0.0,19.249876990650236,4.550123009349765,-0.0,-0.0,2.4652753149888937,31.23472468501111,-0.0
1237,-0.0,11.40138772064433,22.828612279355667,-0.0,-0.0,45.1,9.280000000000001,-0.0,0.8572231639879335,1.9492417236036836,-0.0,-0.0,-0.0,196.57657449015264,57.82342550984737,-0.0,6.6,9.500000000000002,-0.0,176.4,51.900000000000006,-0.0,-0.0,-0.0,59.3,-0.0,-0.0,-0.0,288.15,61.05,-0.0,17.97818822572386,4.721811774276141,-0.0,-0.0,1.8071248102546598,31.392875189745343,-0.0
1238,-0.0,43.57574706902214,9.971408107372898,-0.0,-0.0,-0.0,53.52,-0.0,-0.0,1.7059244488126553,-0.0,-0.0,-0.0,194.8036177867465,48.79638221325348,-0.0,6.6,9.0,-0.0,176.4,45.4666666666667,-0.0,-0.0,-0.0,58.1,-0.0,-0.0,-0.0,336.87,10.129999999999995,-0.0,15.260265179116509,6.939734820883491,-0.0,-0.0,24.221369422362752,8.178630577637247,-0.0
1239,-0.0,33.46617374900901,22.728596453378206,-0.0,-0.0,44.9,6.420000000000002,-0.0,1.4052551289955195,1.3112097585960978,-0.0,-0.0,-0.0,110.07219167861643,237.59172015236476,-0.0,6.6,8.200000000000001,-0.0,176.6,172.08888888888885,-0.0,-0.0,-0.0,17.371080715018252,37.62891928498175,-0.0,-0.0,235.41,60.900000000000006,-0.0,1.1964404725474438,20.403559527452558,-0.0,-0.0,18.736530396141767,12.663469603858232,-0.0
1240,-0.0,19.66137707754279,22.853616235850033,-0.0,-0.0,31.84121570615735,46.491437102135116,-0.0,1.0767917712196207,0.7732082287803793,-0.0,-0.0,-0.0,193.2522806712662,137.2424221998132,-0.0,6.6,8.0,-0.0,176.2,106.55555555555554,-0.0,-0.0,-0.0,33.80411423653942,20.89588576346058,-0.0,-0.0,99.75,60.37500000000001,-0.0,5.749156635200471,20.325881001332814,-0.0,-0.0,10.609360160208478,19.890639839791522,-0.0
1241,-0.0,4.11355052331569,23.12865975728805,-0.0,-0.0,45.25,9.467347191707514,-0.0,1.5132743992462856,0.17032209235371992,-0.0,-0.0,-0.0,194.360378610895,28.038774427918824,-0.0,6.6,7.9,-0.0,175.6,21.388888888888886,-0.0,-0.0,-0.0,53.6,-0.0,-0.0,-0.0,15.39,60.300000000000004,-0.0,0.31161921010838256,20.688380789891617,-0.0,-0.0,0.921942039788064,33.44883175129038,-0.0
1242,-0.0,-0.0,23.378699322231707,-0.0,-0.0,45.65,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,196.35495490222686,-0.0,-0.0,6.6,9.4,-0.0,175.4,-0.0,-0.0,-0.0,-0.0,58.9,-0.0,-0.0,-0.0,-0.0,61.199999999999996,-0.0,-0.0,21.18034478864999,-0.0,-0.0,-0.0,32.93484261090412,-0.0
1243,-0.0,-0.0,23.603734930680993,-0.0,-0.0,46.1,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,198.127911605633,-0.0,-0.0,6.6,10.200000000000001,-0.0,176.8,-0.0,-0.0,-0.0,-0.0,61.8,-0.0,-0.0,-0.0,-0.0,62.55,-0.0,-0.0,21.54284457720879,-0.0,-0.0,-0.0,32.104552461049394,-0.0
1244,-0.0,-0.0,23.753758669647187,-0.0,-0.0,46.35,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,199.01438995733605,-0.0,-0.0,6.6,9.0,-0.0,179.0,-0.0,-0.0,-0.0,-0.0,58.5,-0.0,-0.0,-0.0,-0.0,63.449999999999996,-0.0,-0.0,21.801772997607934,-0.0,-0.0,-0.0,30.9579613017262,-0.0
1245,-0.0,-0.0,23.80376658263592,-0.0,-0.0,46.45,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,199.67924872111334,-0.0,-0.0,6.6,7.800000000000001,-0.0,180.4,-0.0,-0.0,-0.0,-0.0,53.3,-0.0,-0.0,-0.0,-0.0,63.824999999999996,-0.0,-0.0,20.8,-0.0,-0.0,-0.0,29.415993880567424,-0.0
1246,-0.0,-0.0,23.703750756658454,-0.0,-0.0,46.6,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,200.5657270728164,-0.0,-0.0,6.6,7.0,-0.0,181.20000000000002,-0.0,-0.0,-0.0,-0.0,49.8,-0.0,-0.0,-0.0,-0.0,63.824999999999996,-0.0,-0.0,19.5,-0.0,-0.0,-0.0,27.715875954674413,-0.0
1247,-0.0,-0.0,23.753758669647187,-0.0,-0.0,42.56,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,192.5,-0.0,-0.0,6.6,5.700000000000001,-0.0,176.9,-0.0,-0.0,-0.0,-0.0,46.3,-0.0,-0.0,-0.0,-0.0,64.2,-0.0,-0.0,17.6,-0.0,-0.0,-0.0,25.7,-0.0
1248,-0.0,-0.0,23.72875471315282,-0.0,-0.0,39.63,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,178.3,-0.0,-0.0,6.6,4.700000000000001,-0.0,162.9,-0.0,-0.0,-0.0,-0.0,42.9,-0.0,-0.0,-0.0,-0.0,64.425,-0.0,-0.0,16.1,-0.0,-0.0,-0.0,23.5,-0.0
1249,-0.0,-0.0,23.703750756658454,-0.0,-0.0,37.31,-0.0,-0.0,1.42,-0.0,-0.0,-0.0,-0.0,169.6,-0.0,-0.0,6.6,4.300000000000001,-0.0,155.1,-0.0,-0.0,-0.0,-0.0,40.6,-0.0,-0.0,-0.0,-0.0,64.125,-0.0,-0.0,15.7,-0.0,-0.0,-0.0,22.8,-0.0
1250,-0.0,-0.0,23.753758669647187,-0.0,-0.0,36.03,-0.0,-0.0,1.3067256007537145,-0.0,-0.0,-0.0,-0.0,165.5,-0.0,-0.0,6.6,4.1,-0.0,150.8,-0.0,-0.0,-0.0,-0.0,39.2,-0.0,-0.0,-0.0,-0.0,63.074999999999996,-0.0,-0.0,15.2,-0.0,-0.0,-0.0,22.0,-0.0
1251,-0.0,-0.0,23.90378240861338,-0.0,-0.0,35.78,-0.0,-0.0,1.497734498955673,-0.0,-0.0,-0.0,-0.0,166.8,-0.0,-0.0,6.6,3.8000000000000007,-0.0,157.6222222222222,-0.0,-0.0,-0.0,-0.0,39.1,-0.0,-0.0,-0.0,-0.0,61.724999999999994,-0.0,-0.0,15.0,-0.0,-0.0,-0.0,21.6,-0.0
1252,-0.0,-0.0,24.02880219108521,-0.0,-0.0,37.14,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,168.8,-0.0,-0.0,6.6,4.1,-0.0,172.4,-0.0,-0.0,-0.0,-0.0,40.4,-0.0,-0.0,-0.0,-0.0,61.12499999999999,-0.0,-0.0,15.2,-0.0,-0.0,-0.0,22.4,-0.0
1253,-0.0,-0.0,24.078810104073938,-0.0,-0.0,41.36,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,196.11239637602847,-0.0,-0.0,6.6,5.700000000000001,-0.0,169.4,-0.0,-0.0,-0.0,-0.0,45.0,-0.0,-0.0,-0.0,-0.0,60.0,-0.0,-0.0,17.4,-0.0,-0.0,-0.0,25.4,-0.0
1254,-0.0,0.7669331484147898,24.078810104073938,-0.0,-0.0,46.48,-0.0,-0.0,1.5132743992462856,0.03244230330547046,-0.0,-0.0,-0.0,203.22516212792556,8.362441496045966,-0.0,6.6,7.300000000000001,-0.0,164.0,11.277777777777775,-0.0,-0.0,-0.0,50.7,-0.0,-0.0,-0.0,23.94,58.875,-0.0,-0.0,19.8,-0.0,-0.0,-0.0,28.1,-0.0
1255,-0.0,7.301205721903525,23.978794278096476,-0.0,-0.0,48.1,1.8999999999999986,-0.0,1.5132743992462856,0.49204160013296866,-0.0,-0.0,-0.0,140.34841012986897,88.05158987013104,-0.0,6.6,8.3,-0.0,112.76666666666668,96.83333333333331,-0.0,-0.0,-0.0,54.3,-0.0,-0.0,-0.0,138.9,-0.0,-0.0,1.2366187872259857,19.963381212774014,-0.0,-0.0,9.368265198070883,20.931734801929117,-0.0
1256,-0.0,8.506233417364083,23.80376658263592,-0.0,-0.0,-0.0,51.44,-0.0,0.8848110414703865,1.0651889585296135,-0.0,-0.0,-0.0,201.45220542451946,38.54779457548054,-0.0,6.6,8.200000000000001,-0.0,37.76666666666671,177.3333333333333,-0.0,-0.0,-0.0,55.15642189827227,1.4435781017277307,-0.0,-0.0,82.025,58.275,-0.0,1.9955472076251297,19.70445279237487,-0.0,-0.0,0.7955654648436159,30.404434535156383,-0.0
1257,-0.0,10.34628089529647,23.50371910470353,-0.0,-0.0,47.65,5.75,-0.0,1.2770836827854168,1.5193812048062,-0.0,-0.0,-0.0,199.45762913318757,44.842370866812445,-0.0,6.6,8.9,-0.0,154.20000000000002,68.19999999999999,-0.0,-0.0,-0.0,54.647061801586375,3.9529381984136265,-0.0,-0.0,89.82499999999999,58.275,-0.0,15.31013532676068,7.18986467323932,-0.0,-0.0,23.7809808874107,8.319019112589302,-0.0
1258,-0.0,33.85,-0.0,-0.0,-0.0,47.3,8.0,-0.0,1.0602487816171091,1.7762161059745079,-0.0,-0.0,-0.0,196.7981940780784,51.70180592192159,-0.0,6.6,9.4,-0.0,-0.0,227.6,-0.0,-0.0,-0.0,53.91940452060653,5.1805954793934745,-0.0,-0.0,150.7,-0.0,-0.0,17.878447930435517,4.521552069564482,-0.0,-0.0,27.944654308775537,5.255345691224466,-0.0
1259,-0.0,34.68,-0.0,-0.0,-0.0,46.85,8.269999999999996,-0.0,0.9361478409161248,1.9303170466754924,-0.0,-0.0,-0.0,195.0252373746723,60.57476262532771,-0.0,6.6,9.9,-0.0,-0.0,231.7,-0.0,-0.0,-0.0,-0.0,60.4,-0.0,-0.0,108.71500000000009,57.375,-0.0,4.7937606777805115,18.30623932221949,-0.0,-0.0,30.306738268972897,2.8932617310271063,-0.0
1260,-0.0,13.011474763520372,22.278525236479627,-0.0,-0.0,46.5,10.189999999999998,-0.0,0.1888252728270312,1.9276135214000365,-0.0,-0.0,-0.0,-0.0,258.8,-0.0,6.6,10.000000000000002,-0.0,149.8,84.39999999999998,-0.0,-0.0,-0.0,-0.0,61.0,-0.0,-0.0,354.2,-0.0,-0.0,5.459831834498971,17.84016816550103,-0.0,-0.0,30.627020839847116,3.672979160152881,-0.0
1261,-0.0,44.98915841646501,-0.0,-0.0,-0.0,46.2,8.759999999999998,-0.0,0.3640755511873446,1.7059244488126553,-0.0,-0.0,-0.0,196.7981940780784,59.40180592192158,-0.0,6.6,9.6,-0.0,151.6,79.0,-0.0,-0.0,-0.0,52.609621414842806,6.590378585157197,-0.0,-0.0,350.7,-0.0,-0.0,18.077928521012204,5.022071478987797,-0.0,-0.0,28.98557266411675,4.814427335883249,-0.0
1262,-0.0,39.74108132694819,19.64670170354306,-0.0,-0.0,45.9,8.25,-0.0,1.399556421282755,1.3869084663088622,-0.0,-0.0,-0.0,-0.0,244.0,-0.0,6.6,9.0,-0.0,84.05555555555569,230.61111111111106,-0.0,-0.0,-0.0,8.782523989200008,50.11747601079999,-0.0,-0.0,348.4,-0.0,-0.0,5.477688675297259,17.322311324702742,-0.0,-0.0,2.9514041004956404,30.04859589950436,-0.0
1263,-0.0,31.30481669438551,22.053489628030338,-0.0,-0.0,-0.0,52.25916061066981,-0.0,0.1564567297051369,1.057078382703246,-0.0,-0.0,-0.0,167.788866144404,195.28760434883813,-0.0,6.6,8.8,-0.0,160.8,165.66666666666663,-0.0,-0.0,-0.0,55.66578199495816,2.0342180050418435,-0.0,-0.0,263.34000000000003,56.775,-0.0,11.522645423764285,17.814275323461114,-0.0,-0.0,12.206120326148014,29.77183251621945,-0.0
1264,-0.0,18.545837952575827,22.20351336699653,-0.0,-0.0,45.15,37.36220945298858,-0.0,1.5132743992462856,0.6082931869775712,-0.0,-0.0,-0.0,202.56030336414827,108.71173944859754,-0.0,6.6,8.5,-0.0,167.2,92.94444444444441,-0.0,-0.0,-0.0,34.44750494733188,21.630506747332245,-0.0,-0.0,144.21,57.0,-0.0,6.882080374895681,18.228560796099746,-0.0,-0.0,11.530172551471855,30.562585039890617,-0.0
1265,-0.0,3.9741081326948198,22.328533149468356,-0.0,-0.0,45.0,7.438629936341617,-0.0,1.5132743992462856,0.1243621626709701,-0.0,-0.0,-0.0,201.6738250124452,16.72488299209193,-0.0,6.6,8.1,-0.0,170.2,16.722222222222218,-0.0,-0.0,-0.0,58.72194257507351,-0.0,-0.0,-0.0,23.37,57.300000000000004,-0.0,1.4462342816809763,18.849989005057694,-0.0,-0.0,2.7624371737901323,30.681197918441292,-0.0
1266,-0.0,-0.0,22.57857271441201,-0.0,-0.0,45.45,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,202.3386837762225,-0.0,-0.0,6.6,9.700000000000001,-0.0,172.4,-0.0,-0.0,-0.0,-0.0,59.813428496543274,-0.0,-0.0,-0.0,-0.0,58.35,-0.0,-0.0,19.574988582175298,-0.0,-0.0,-0.0,29.455531506750983,-0.0
1267,-0.0,-0.0,22.97863601832186,-0.0,-0.0,46.35,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,204.99811883133168,-0.0,-0.0,6.6,10.500000000000002,-0.0,175.0,-0.0,-0.0,-0.0,-0.0,60.68661723371909,-0.0,-0.0,-0.0,-0.0,59.625,-0.0,-0.0,20.144631107053414,-0.0,-0.0,-0.0,28.150789842693555,-0.0
1268,-0.0,-0.0,23.278683496254246,-0.0,-0.0,46.85,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,206.1062167709605,-0.0,-0.0,6.6,9.200000000000001,-0.0,177.0,-0.0,-0.0,-0.0,-0.0,58.4,-0.0,-0.0,-0.0,-0.0,60.075,-0.0,-0.0,20.63659510581179,-0.0,-0.0,-0.0,26.96466105718681,-0.0
1269,-0.0,-0.0,23.303687452748612,-0.0,-0.0,46.75,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,205.4413580071832,-0.0,-0.0,6.6,7.6,-0.0,177.8,-0.0,-0.0,-0.0,-0.0,54.1,-0.0,-0.0,-0.0,-0.0,59.475,-0.0,-0.0,20.6,-0.0,-0.0,-0.0,26.015758028781406,-0.0
1270,-0.0,-0.0,23.20367162677115,-0.0,-0.0,46.400000000000006,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,203.6684013037771,-0.0,-0.0,6.6,6.800000000000001,-0.0,177.8,-0.0,-0.0,-0.0,-0.0,50.3,-0.0,-0.0,-0.0,-0.0,59.025000000000006,-0.0,-0.0,19.1,-0.0,-0.0,-0.0,25.580844140762263,-0.0
1271,-0.0,-0.0,23.12865975728805,-0.0,-0.0,41.98,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,194.1,-0.0,-0.0,6.6,5.6,-0.0,175.9,-0.0,-0.0,-0.0,-0.0,45.8,-0.0,-0.0,-0.0,-0.0,59.325,-0.0,-0.0,17.7,-0.0,-0.0,-0.0,25.818069897863616,-0.0
1272,-0.0,-0.0,23.003639974816224,-0.0,-0.0,37.98,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,174.1,-0.0,-0.0,6.6,4.6,-0.0,157.4,-0.0,-0.0,-0.0,-0.0,41.3,-0.0,-0.0,-0.0,-0.0,59.475,-0.0,-0.0,15.9,-0.0,-0.0,-0.0,22.5,-0.0
1273,-0.0,-0.0,22.8036083228613,-0.0,-0.0,34.74,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,158.4,-0.0,-0.0,6.6,3.5999999999999996,-0.0,144.8,-0.0,-0.0,-0.0,-0.0,37.7,-0.0,-0.0,-0.0,-0.0,58.575,-0.0,-0.0,14.4,-0.0,-0.0,-0.0,21.1,-0.0
1274,-0.0,-0.0,22.503560844928916,-0.0,-0.0,34.22,-0.0,-0.0,0.9734512015074288,-0.0,-0.0,-0.0,-0.0,155.0,-0.0,-0.0,6.6,3.200000000000001,-0.0,142.3,-0.0,-0.0,-0.0,-0.0,37.2,-0.0,-0.0,-0.0,-0.0,57.0,-0.0,-0.0,14.3,-0.0,-0.0,-0.0,20.6,-0.0
1275,-0.0,-0.0,22.303529192973993,-0.0,-0.0,34.14,-0.0,-0.0,1.26,-0.0,-0.0,-0.0,-0.0,156.4,-0.0,-0.0,6.6,3.5,-0.0,142.0,-0.0,-0.0,-0.0,-0.0,36.8,-0.0,-0.0,-0.0,-0.0,55.199999999999996,-0.0,-0.0,14.3,-0.0,-0.0,-0.0,20.5,-0.0
1276,-0.0,-0.0,22.20351336699653,-0.0,-0.0,34.71,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,-0.0,-0.0,160.5,-0.0,-0.0,6.6,3.700000000000001,-0.0,145.7,-0.0,-0.0,-0.0,-0.0,37.4,-0.0,-0.0,-0.0,-0.0,53.699999999999996,-0.0,-0.0,14.7,-0.0,-0.0,-0.0,21.4,-0.0
1277,-0.0,-0.0,21.92846984555851,-0.0,-0.0,40.35,-0.0,-0.0,1.477491271824679,-0.0,-0.0,-0.0,-0.0,198.45820322146577,-0.0,-0.0,6.6,5.200000000000001,-0.0,175.14444444444445,-0.0,-0.0,-0.0,-0.0,44.6,-0.0,-0.0,-0.0,-0.0,52.425,-0.0,-0.0,18.101763578863597,-0.0,-0.0,-0.0,24.6,-0.0
1278,-0.0,0.9760967343460961,21.678430280614855,-0.0,-0.0,43.95,2.9399999999999977,-0.0,1.5132743992462856,0.045959929682749825,-0.0,-0.0,-0.0,197.01981366600418,10.821983112530072,-0.0,6.6,7.1,-0.0,180.8,8.555555555555554,-0.0,-0.0,-0.0,50.1,-0.0,-0.0,-0.0,26.79,51.37500000000001,-0.0,0.6732469931963165,18.124989427940086,-0.0,-0.0,-0.0,27.8,-0.0
1279,-0.0,9.691625110306262,21.328374889693738,-0.0,-0.0,9.432834206523566,40.067165793476434,-0.0,1.2381891866451495,0.6218108133548506,-0.0,-0.0,-0.0,110.3662774388724,119.5337225611276,-0.0,6.6,7.9,-0.0,125.66666666666669,82.83333333333331,-0.0,-0.0,-0.0,53.4,-0.0,-0.0,-0.0,135.9,-0.0,-0.0,5.859742348190162,14.940257651809839,-0.0,-0.0,9.888724375741488,20.211275624258512,-0.0
1280,-0.0,8.511672588238646,21.028327411761353,-0.0,-0.0,-0.0,47.82,-0.0,1.397727867492857,1.1787370200987601,-0.0,-0.0,-0.0,-0.0,218.8,-0.0,6.6,7.300000000000001,-0.0,173.4,24.400000000000006,-0.0,-0.0,-0.0,51.9,-0.0,-0.0,-0.0,79.35,52.349999999999994,-0.0,10.722081743496894,9.177918256503105,-0.0,-0.0,18.37621250390827,10.723787496091731,-0.0
1281,-0.0,33.48,-0.0,-0.0,-0.0,-0.0,54.18,-0.0,-0.0,1.624818690548979,-0.0,-0.0,-0.0,185.0523559180129,59.0476440819871,-0.0,6.6,9.200000000000001,-0.0,173.2,50.30000000000001,-0.0,-0.0,-0.0,58.9,-0.0,-0.0,-0.0,147.7,-0.0,-0.0,4.704474782259485,17.995525217740514,-0.0,-0.0,1.8723288481285252,30.127671151871475,-0.0
1282,-0.0,33.47,-0.0,-0.0,-0.0,41.349999999999994,13.440000000000005,-0.0,0.2215216578317838,1.8789500664418308,-0.0,-0.0,-0.0,181.2848229232749,65.1151770767251,-0.0,6.6,9.3,-0.0,-0.0,226.2,-0.0,-0.0,-0.0,59.6,-0.0,-0.0,-0.0,228.55,-0.0,-0.0,3.8276895210620516,18.77231047893795,-0.0,-0.0,28.745360735961082,4.054639264038915,-0.0
1283,-0.0,14.36182293502453,20.078177064975467,-0.0,-0.0,-0.0,55.06,-0.0,0.08209482143811075,1.9979051785618893,-0.0,-0.0,-0.0,-0.0,249.5,-0.0,6.6,9.3,-0.0,176.0,53.19999999999999,-0.0,-0.0,-0.0,60.4,-0.0,-0.0,-0.0,350.8,-0.0,-0.0,17.828577782791346,5.171422217208654,-0.0,-0.0,30.627020839847116,2.5729791601528866,-0.0
1284,-0.0,47.97735426329968,-0.0,-0.0,-0.0,39.85,15.670000000000002,-0.0,0.8147504254905957,2.0817144621010213,-0.0,-0.0,-0.0,-0.0,251.3,-0.0,6.6,9.4,-0.0,176.0,54.900000000000006,-0.0,-0.0,-0.0,8.341910145112067,52.15808985488793,-0.0,-0.0,286.14,63.975,-0.0,4.301796679022139,18.798203320977862,-0.0,-0.0,30.306738268972897,4.977222120190493,-0.0
1285,-0.0,39.74468905189747,19.55309397859379,-0.0,-0.0,39.5,14.530000000000001,-0.0,0.08238647859996329,1.9276135214000365,-0.0,-0.0,-0.0,183.2793992146068,67.62060078539321,-0.0,6.6,9.4,-0.0,175.4,49.900000000000006,-0.0,-0.0,-0.0,11.6842570322137,47.0157429677863,-0.0,-0.0,228.57000000000002,65.175,-0.0,3.432154154144019,19.36784584585598,-0.0,-0.0,23.726873272651574,27.51818782375662,-0.0
1286,-0.0,38.42962970448198,19.928153326009273,-0.0,-0.0,40.550000000000004,11.709999999999994,-0.0,1.0524298629525943,1.7140350246390228,-0.0,-0.0,-0.0,185.7172146817902,121.30850550162486,-0.0,6.6,8.8,-0.0,174.8,122.18888888888895,-0.0,-0.0,-0.0,15.953102134369388,41.54689786563061,-0.0,-0.0,160.17000000000002,66.9,-0.0,11.694549622558238,10.405450377441763,-0.0,-0.0,22.880400039221378,26.96466105718681,-0.0
