,SKN diesel,SKN solar pv,SKN wind,SKN geothermal,ATG diesel,ATG wind,ATG solar pv,MSR diesel,MSR geothermal,MSR solar pv,GLP diesel,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ diesel,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA diesel,LCA wind,LCA solar pv,LCA geothermal,BRB diesel,BRB solar pv,BRB wind,SVG diesel,SVG solar pv,SVG wind,SVG hydro,GRD diesel,GRD solar pv,GRD wind,GRD geothermal
20,-0.0,-0.0,9.251463902915221,-0.0,-0.0,16.0,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,89.53431352200865,-0.0,-0.0,6.6,7.9,-0.0,128.0,-0.0,-0.0,-0.0,-0.0,50.06282093141335,-0.0,-0.0,-0.0,-0.0,49.425000000000004,-0.0,-0.0,18.875881847097606,-0.0,-0.0,-0.0,29.7,-0.0
21,-0.0,-0.0,9.97657864125182,11.64938855802983,-0.0,17.1,-0.0,-0.0,1.023535112408383,-0.0,-0.0,15.0,-0.0,94.63156404430121,-0.0,-0.0,6.6,7.4,-0.0,130.8,-0.0,-0.0,-0.0,-0.0,50.49941530000125,-0.0,-0.0,-0.0,-0.0,49.125,-0.0,-0.0,18.901774689137522,-0.0,-0.0,-0.0,29.2,-0.0
22,-0.0,-0.0,10.626681510105321,11.64938855802983,-0.0,18.25,-0.0,-0.0,1.003535112408383,-0.0,-0.0,15.0,-0.0,98.17747745111343,-0.0,-0.0,6.6,7.200000000000001,-0.0,131.6,-0.0,-0.0,-0.0,-0.0,50.06282093141335,-0.0,-0.0,-0.0,-0.0,47.4,-0.0,-0.0,18.591060584658546,-0.0,-0.0,-0.0,28.8,-0.0
23,-0.0,-0.0,10.926728988037706,-0.0,-0.0,18.95,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,101.94501044585142,-0.0,-0.0,6.6,6.300000000000001,-0.0,131.4,-0.0,-0.0,-0.0,-0.0,49.698992290923435,-0.0,-0.0,-0.0,-0.0,45.449999999999996,-0.0,-0.0,18.280346480179574,-0.0,-0.0,-0.0,27.1,-0.0
24,-0.0,-0.0,10.751701292577149,11.64938855802983,-0.0,19.2,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,-0.0,104.16120632510906,-0.0,-0.0,6.6,5.6,-0.0,128.8,-0.0,-0.0,-0.0,-0.0,48.46197491325769,-0.0,-0.0,-0.0,-0.0,43.199999999999996,-0.0,-0.0,17.736596797341374,-0.0,-0.0,-0.0,24.9,-0.0
25,-0.0,-0.0,10.176610293206743,-0.0,-0.0,18.9,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,-0.0,104.38282591303482,-0.0,-0.0,6.6,4.9,-0.0,124.2,-0.0,-0.0,-0.0,-0.0,46.0607058860242,-0.0,-0.0,-0.0,-0.0,40.650000000000006,-0.0,-0.0,16.778561641864542,-0.0,-0.0,-0.0,23.7,-0.0
26,-0.0,-0.0,9.501503467858875,11.64938855802983,-0.0,18.2,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,-0.0,102.83148879755448,-0.0,-0.0,6.6,4.700000000000001,-0.0,118.8,-0.0,-0.0,-0.0,-0.0,43.513905402594744,-0.0,-0.0,-0.0,-0.0,38.25,-0.0,-0.0,15.768740802307876,-0.0,-0.0,-0.0,24.22595732393269,-0.0
27,-0.0,-0.0,8.826396642511007,-0.0,-0.0,17.2,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,100.17205374244531,-0.0,-0.0,6.6,4.300000000000001,-0.0,114.8,-0.0,-0.0,14.322222222222436,-0.0,41.69476220014513,-0.0,-0.0,-0.0,-0.0,36.6,-0.0,-0.0,15.043741225190272,-0.0,-0.0,-0.0,28.78339186163049,-0.0
28,-0.0,-0.0,8.3263175126237,11.64938855802983,-0.0,16.400000000000002,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,97.29099909941039,-0.0,-0.0,6.6,4.700000000000001,-0.0,111.00000000000001,-0.0,-0.0,50.0,-0.0,40.748807734871335,-0.0,-0.0,-0.0,-0.0,35.475,-0.0,-0.0,14.551777226431902,-0.0,-0.0,-0.0,29.455531506750983,-0.0
29,-0.0,-0.0,7.676214643770196,11.64938855802983,-0.0,15.299999999999999,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,90.64241146163745,-0.0,-0.0,6.6,5.1,-0.0,102.8,-0.0,-0.0,50.0,-0.0,38.63860162002978,-0.0,-0.0,-0.0,-0.0,33.75,-0.0,-0.0,13.852670491354212,-0.0,-0.0,-0.0,29.73229489003589,-0.0
30,-0.0,-0.0,7.126127600894156,11.64938855802983,-0.0,14.6,0.3381195425609826,-0.0,1.360924478493116,0.002703525275455872,-0.0,15.0,50.0,84.65868258764183,1.4757249698904644,-0.0,6.6,5.9,-0.0,93.8,3.1111111111111103,-0.0,-0.0,-0.0,36.16456686469831,0.8162455376351789,-0.0,-0.0,11.97,31.349999999999998,-0.0,0.22441566439877217,13.334813650555922,-0.0,-0.0,0.20017660679638638,29.33691862820031,-0.0
31,-0.0,11.225112444980105,6.926095948939233,11.64938855802983,-0.0,14.649999999999999,27.218623176159102,-0.0,1.5132743992462856,0.36497591218654274,-0.0,15.0,-0.0,81.55600835668113,71.3267068780391,-0.0,6.6,7.1,-0.0,87.4,79.7222222222222,-0.0,28.377777777777794,-0.0,33.90882929366079,16.97790718281172,-0.0,-0.0,98.725,28.875,-0.0,5.036884912061331,13.049992388116864,-0.0,-0.0,5.685015633017373,28.902004740181166,-0.0
32,-0.0,26.215169436723723,6.851084079456137,11.64938855802983,-0.0,15.0,62.55211537378178,-0.0,0.8919982157803371,0.9597514727868345,-0.0,15.0,50.0,81.99924753253266,163.80547165784154,-0.0,6.6,8.5,-0.0,84.8,158.27777777777774,-0.0,-0.0,-0.0,32.380749003603114,34.200688026913994,-0.0,-0.0,174.37499999999997,26.849999999999998,-0.0,10.372990709987691,12.868742493837463,-0.0,-0.0,13.09155008448367,28.30894034742779,-0.0
33,-0.0,37.64944546763514,6.4760247320406545,11.64938855802983,-0.0,15.15,89.26355923609941,-0.0,1.3827823904981815,1.4436824970934357,-0.0,15.0,50.0,81.99924753253266,239.55935344555203,-0.0,6.6,9.200000000000001,-0.0,82.0,218.94444444444437,-0.0,-0.0,-0.0,30.63437152925148,46.852493860259266,-0.0,-0.0,333.45,17.650000000000006,-0.0,14.188057004766817,12.454457021198833,-0.0,-0.0,20.89843774954274,27.439112571389504,-0.0
34,-0.0,45.10961336585173,5.625890211232229,10.012279453407288,-0.0,14.35,107.46517097628303,-0.0,0.47083675153299964,1.7654020048726844,-0.0,15.0,-0.0,77.78847536194314,295.6369023013897,-0.0,6.6,9.6,-0.0,76.2,257.0555555555555,-0.0,34.233333333333334,-0.0,28.233102502017996,55.34144745166514,-0.0,-0.0,354.4,-0.0,-0.0,16.80623975608583,11.703564602041315,-0.0,-0.0,25.982923562170953,26.16213753423724,-0.0
35,-0.0,48.38650954544219,4.9007754728956305,8.190498012153434,-0.0,6.137689707622073,117.32748126866096,-0.0,0.9769619420179481,1.919502945573669,-0.0,15.0,4.34242624644277,72.69122483965059,328.1028516389799,-0.0,6.6,10.1,-0.0,70.19999999999999,276.49999999999994,-0.0,26.388888888888914,-0.0,25.540770562392566,58.76967870973288,-0.0,-0.0,338.625,19.875,-0.0,17.878447930435517,10.616065236364909,-0.0,-0.0,27.944654308775537,24.600406787632654,-0.0
36,-0.0,47.6195763970274,4.425700299502687,9.251071468636525,-0.0,11.65,112.33517097628302,-0.0,1.0494042453234187,1.8870606422681984,-0.0,15.0,35.11627424665157,65.8210176139519,338.43292642821314,-0.0,6.6,10.4,-0.0,64.4,276.11111111111103,-0.0,35.7777777777778,-0.0,22.921204350865125,59.25942603231399,-0.0,-0.0,359.7,-0.0,-0.0,17.85351285661343,9.295530292329273,-0.0,-0.0,28.1848662369312,24.869166869458212,-0.0
37,-0.0,43.78491065495345,4.02563699559284,11.64938855802983,-0.0,10.6,106.8457754492705,-0.0,1.2383897926353444,1.6680750949562728,-0.0,15.0,50.0,58.50757121240169,312.3617852934816,-0.0,6.6,10.299999999999999,-0.0,57.8,251.61111111111106,-0.0,50.0,-0.0,20.010575226945743,55.50469655919217,-0.0,-0.0,357.9,-0.0,-0.0,16.781304682263745,7.819638296054152,-0.0,-0.0,26.383276775763726,24.315640102888395,-0.0
38,-0.0,37.02195470984122,3.80060138714355,11.64938855802983,-0.0,9.85,84.86800518280664,-0.0,1.5132743992462856,1.2976921322188184,-0.0,15.0,50.0,52.967081514257586,254.8085114677535,-0.0,6.6,9.799999999999999,-0.0,51.4,214.66666666666663,-0.0,50.0,-0.0,17.24547755922233,47.58711484413093,-0.0,-0.0,319.20000000000005,19.875,-0.0,14.462342816809763,6.550889036098346,-0.0,-0.0,22.780097853428767,23.999339093419927,-0.0
39,-0.0,28.09764171010548,3.7755974306491846,11.64938855802983,-0.0,9.4,54.099126809757216,-0.0,1.237575437129577,0.8624245628704231,-0.0,15.0,50.0,48.75630934366807,160.8540217180606,-0.0,6.6,9.799999999999999,-0.0,47.0,155.94444444444443,-0.0,50.0,-0.0,15.426334356772719,35.34343177960325,1.9690978762291724,-0.0,232.55999999999997,21.224999999999998,-0.0,10.871692186429408,5.748210932860999,-0.0,-0.0,17.05504689905212,24.038876719603486,-0.0
40,-0.0,14.990056991743618,3.8756132566266466,11.64938855802983,10.430270970649364,9.45,24.00648752182976,-0.0,1.5132743992462856,0.42715699352202774,-0.0,15.0,50.0,46.54011346441043,56.07754885583765,3.7,6.6,9.0,-0.0,45.6,77.38888888888887,41.4,50.0,-0.0,14.62591134769489,18.6920228118456,12.738730040221943,-0.0,115.14,23.025,-0.0,5.784937126723905,5.437496828382026,1.5713148819674752,-0.0,9.248159233993052,24.23656485052128,-0.0
41,-0.0,1.3944239062087087,4.050640952087205,11.64938855802983,-0.0,9.35,2.028717255365896,-0.0,1.5132743992462856,0.045959929682749825,-0.0,15.0,50.0,45.65363511270738,3.9352665863745715,3.7,6.6,8.9,-0.0,47.4,6.2222222222222205,-0.0,50.0,-0.0,14.98973998818481,1.8773647365609116,12.738730040221943,-0.0,7.409999999999999,24.525000000000002,-0.0,0.6483119193742307,5.463389670421941,8.0,-0.0,1.2010596407783183,24.276102476704835,-0.0
42,-0.0,-0.0,4.375692386513955,11.64938855802983,-0.0,9.35,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,46.98335264026196,-0.0,3.7,6.6,10.200000000000001,-0.0,51.800000000000004,-0.0,16.10000000000076,50.0,6.580782274331854,16.663351734438457,-0.0,12.738730040221943,-0.0,-0.0,26.549999999999997,0.8607166417733509,-0.0,6.033032195300058,8.0,-0.0,-0.0,23.880726214869252,-0.0
43,-0.0,-0.0,4.6257319514576105,11.64938855802983,-0.0,9.35,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,47.64821140403925,-0.0,3.7,6.6,10.4,-0.0,57.99999999999999,-0.0,3.0111111111111555,50.0,2.8884503347064285,19.355683674063883,-0.0,12.738730040221943,-0.0,-0.0,29.400000000000002,0.1767886442566038,-0.0,7.016960192816806,8.0,-0.0,-0.0,22.6945974293625,-0.0
44,-0.0,-0.0,4.450704255997052,11.64938855802983,-0.0,9.049999999999999,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,46.54011346441043,-0.0,3.7,6.6,9.799999999999999,-0.0,63.800000000000004,-0.0,-0.0,50.0,-0.0,22.484609982277217,-0.0,12.738730040221943,-0.0,-0.0,32.4,-0.0,-0.0,8.078566716453297,8.0,-0.0,-0.0,20.994479503469492,-0.0
45,-0.0,-0.0,3.900617213121012,11.64938855802983,-0.0,8.35,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,42.77258046967245,-0.0,3.7,6.6,8.6,-0.0,67.60000000000001,-0.0,-0.0,50.0,-0.0,25.395239106196595,-0.0,12.738730040221943,-0.0,-0.0,34.800000000000004,-0.0,-0.0,8.907137661730557,8.0,-0.0,-0.0,19.09667344665869,-0.0
46,-0.0,-0.0,3.5255578657055295,11.64938855802983,-0.0,7.199999999999999,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,37.67532994737988,-0.0,3.7,6.6,8.200000000000001,-0.0,68.0,-0.0,41.4,50.0,-0.0,26.996085124352255,-0.0,12.738730040221943,-0.0,-0.0,36.449999999999996,-0.0,-0.0,9.580351554768333,1.9133972823050769,-0.0,-0.0,17.35701789458212,-0.0
47,-0.0,-0.0,3.5505618221998954,11.64938855802983,-0.0,7.449999999999999,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,37.67532994737988,-0.0,-0.0,6.6,7.200000000000001,-0.0,70.39999999999999,-0.0,-0.0,50.0,-0.0,28.378633958213964,-0.0,12.738730040221943,-0.0,-0.0,38.175,-0.0,-0.0,9.994637027406963,8.0,-0.0,-0.0,16.329039613809606,-0.0
48,-0.0,-0.0,3.80060138714355,11.64938855802983,-0.0,9.4,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,43.43743923344974,-0.0,3.7,6.6,6.300000000000001,-0.0,72.6,-0.0,-0.0,50.0,-0.0,29.10629123919381,-0.0,12.738730040221943,-0.0,-0.0,39.300000000000004,-0.0,-0.0,10.09820839556662,6.925496667137432,-0.0,-0.0,15.933663351974023,-0.0
49,-0.0,-0.0,3.9256211696153773,11.64938855802983,-0.0,11.5,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,49.642787695371126,-0.0,-0.0,6.6,5.6,-0.0,70.19999999999999,-0.0,41.4,50.0,-0.0,28.524165414409932,-0.0,12.738730040221943,-0.0,-0.0,40.050000000000004,-0.0,-0.0,9.968744185367049,7.23125581463295,-0.0,-0.0,16.329039613809606,-0.0
50,-0.0,-0.0,4.150656778064667,11.64938855802983,-0.0,12.9,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,55.62651656936676,-0.0,3.7,6.6,5.1,-0.0,66.60000000000001,-0.0,-0.0,50.0,-0.0,26.777787940058303,-0.0,12.738730040221943,-0.0,-0.0,40.275000000000006,-0.0,-0.0,9.476780186608675,8.0,-0.0,-0.0,17.871007034968382,-0.0
51,-0.0,-0.0,4.775755690423803,11.64938855802983,-0.0,14.2,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,61.61024544336239,-0.0,-0.0,6.6,5.200000000000001,-0.0,63.6,-0.0,41.4,50.0,-0.0,25.249707650000627,-0.0,12.738730040221943,-0.0,-0.0,40.050000000000004,-0.0,-0.0,8.907137661730557,8.0,-0.0,-0.0,19.729275465595624,-0.0
52,-0.0,-0.0,5.700902080715325,11.64938855802983,-0.0,16.650000000000002,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,71.361507312096,-0.0,-0.0,6.6,5.300000000000001,-0.0,63.2,-0.0,-0.0,50.0,-0.0,24.30375318472683,-0.0,12.738730040221943,-0.0,-0.0,39.300000000000004,-0.0,-0.0,8.285709452772613,8.0,-0.0,-0.0,21.271242886754404,-0.0
53,-0.0,-0.0,6.175977254108269,11.64938855802983,-0.0,18.6,-0.0,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,75.57227948268552,-0.0,3.7,6.6,5.9,-0.0,60.0,-0.0,41.4,50.0,-0.0,22.84843862276714,-0.0,12.738730040221943,-0.0,-0.0,36.975,-0.0,-0.0,7.508924191575179,8.0,-0.0,-0.0,22.06199541042557,-0.0
54,-0.0,-0.0,6.576040558018117,11.64938855802983,-0.0,19.7,0.1690597712804913,-0.0,1.5132743992462856,-0.0,-0.0,15.0,50.0,78.45333412572045,0.9838166465936429,3.7,6.6,6.6,-0.0,59.4,2.333333333333333,-0.0,50.0,-0.0,22.5573757103752,0.8162455376351789,12.738730040221943,-0.0,12.54,35.25,-0.0,0.249350738220858,7.198210087096207,8.0,-0.0,0.3603178922334955,22.299221167526916,-0.0
55,-0.0,5.996022796697447,7.351163209343445,11.64938855802983,-0.0,21.3,17.244096670610112,-0.0,1.5132743992462856,0.2514278506173961,-0.0,15.0,50.0,87.76135681860254,52.63419059275989,3.7,6.6,7.700000000000001,-0.0,63.800000000000004,62.22222222222221,-0.0,50.0,-0.0,24.012690272334893,16.080037091413026,12.738730040221943,-0.0,102.38,34.800000000000004,-0.0,5.086755059705502,7.69017408585458,7.523070854439919,-0.0,7.486605094184851,22.220145915159804,-0.0
56,-0.0,19.10360751505931,7.976262121702582,11.64938855802983,-0.0,8.681041068108819,45.13895893189118,-0.0,1.5132743992462856,0.7461729760258207,-0.0,15.0,50.0,100.8369125062226,120.51753920772126,3.7,6.6,9.200000000000001,-0.0,76.0,137.66666666666663,-0.0,50.0,-0.0,27.287148036744195,32.07844962906253,-0.0,-0.0,243.96,35.1,-0.0,10.173510119411004,8.674102083371329,3.3523877972176663,-0.0,15.373563401962475,21.785232027140662,-0.0
57,-0.0,33.95422211618205,8.201297730151872,11.64938855802983,-0.0,24.45,66.2572345219986,-0.0,0.7904184436075492,1.2895815563924509,-0.0,15.0,50.0,109.92331561117892,200.69859590510313,-0.0,6.6,9.500000000000002,-0.0,88.2,205.72222222222217,-0.0,50.0,-0.0,30.77990298544745,44.64863090864429,-0.0,-0.0,323.76,27.640000000000015,-0.0,13.938706266545962,9.735708607007819,-0.0,-0.0,21.979391426243225,20.954941877285936,-0.0
58,-0.0,44.203237826816064,7.87624629572512,7.806932483866241,-0.0,24.3,95.34971100219708,-0.0,1.2729827420844326,1.6734821455071847,-0.0,15.0,50.0,109.70169602325316,258.7437780541281,3.7,6.6,9.799999999999999,-0.0,96.8,247.3333333333333,-0.0,26.85555555555554,-0.0,32.890109100289,52.23971440865145,-0.0,-0.0,356.2,-0.0,-0.0,16.38234350111037,10.33124397392585,-0.0,-0.0,26.02295888353023,19.729275465595624,-0.0
