,SKN diesel,ATG diesel,MSR diesel,GLP diesel,DMA diesel,MTQ diesel,LCA diesel,BRB diesel,SVG diesel,GRD diesel,SKN geothermal,GLP coal,GLP hydro,GLP geothermal,GLP biomass,MTQ biomass,MTQ geothermal,LCA geothermal,BRB biomass,SVG geothermal,SVG hydro,GRD geothermal,GRD hydro
1311,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1312,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1313,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1314,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1315,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1316,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1317,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1318,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1319,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1320,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1321,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1322,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1323,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1324,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1325,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1326,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1327,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1328,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1329,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1330,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1331,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1332,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1333,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1334,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1335,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1336,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1337,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1338,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1339,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1340,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1341,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1342,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1343,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1344,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1345,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1346,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1347,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1348,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1349,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1350,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1351,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1352,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1353,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1354,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1355,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1356,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1357,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1358,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1359,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1360,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
1361,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1362,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1363,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1364,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1365,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1366,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1367,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1368,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1369,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1370,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1371,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1372,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1373,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1374,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1375,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1376,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1377,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
1378,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1379,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1380,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1381,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1382,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1383,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1384,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1385,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1386,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1387,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1388,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1389,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1390,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1391,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1392,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1393,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1394,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1395,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1396,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1397,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1398,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1399,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1400,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1401,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1402,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1403,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1404,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1405,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1406,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1407,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1408,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1409,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1410,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1411,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1412,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1413,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1414,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1415,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1416,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1417,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1418,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1419,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1420,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1421,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1422,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1423,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1424,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1425,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1426,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1427,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1428,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1429,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1430,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1431,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1432,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1433,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1434,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1435,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1436,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1437,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1438,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1439,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1440,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1441,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1442,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1443,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1444,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1445,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1446,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1447,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1448,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1449,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
1450,150.0,170.0,150.0,170.0,150.0,150.0,170.0,170.0,160.0,150.0,-0.0,100.0,10.0,20.0,140.0,120.0,-0.0,20.0,140.0,10.0,-0.0,-0.0,-0.0
