,SKN diesel,ATG diesel,MSR diesel,GLP diesel,DMA diesel,MTQ diesel,LCA diesel,BRB diesel,SVG diesel,GRD diesel,SKN geothermal,GLP coal,GLP hydro,GLP geothermal,GLP biomass,MTQ biomass,MTQ geothermal,LCA geothermal,BRB biomass,SVG geothermal,SVG hydro,GRD geothermal,GRD hydro
25,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
26,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
27,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
28,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
29,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
30,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
31,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
32,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
33,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
34,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
35,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
36,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
37,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
38,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
39,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
40,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,170.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,20.0,10.0
41,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
42,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
43,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
44,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
45,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
46,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
47,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
48,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
49,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
50,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
51,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
52,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
53,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
54,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
55,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
56,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
57,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
58,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
59,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
60,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
61,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
62,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
63,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
64,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
65,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
66,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
67,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
68,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
69,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
70,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
71,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
72,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
73,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
74,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
75,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
76,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
77,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
78,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
79,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
80,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
81,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
82,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
83,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
84,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
85,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
86,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
87,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
88,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
89,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
90,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
91,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
92,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
93,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
94,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
95,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
96,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
97,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
98,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
99,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
100,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
101,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
102,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
103,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
104,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
105,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
106,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
107,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
108,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
109,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
110,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
111,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
112,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
113,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
114,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
115,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
116,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
117,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
118,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
119,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
120,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
121,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
122,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
123,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
124,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
125,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
126,150.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,-0.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
127,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
128,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
129,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
130,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
131,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
132,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
133,170.0,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,20.0,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
134,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
135,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
136,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
137,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
138,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
139,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
140,161.6,170.0,150.0,170.0,150.0,170.0,170.0,170.0,170.0,150.0,11.600000000000001,100.0,10.0,20.0,140.0,140.0,20.0,20.0,140.0,20.0,10.0,-0.0,-0.0
