,ATG GLP link,SVG BRB link,LCA BRB link,ATG Electrolyzer,ATG Fuel Cell,BRB Electrolyzer,BRB Fuel Cell,GLP Electrolyzer,GLP Fuel Cell,MTQ Electrolyzer,MTQ Fuel Cell,LCA Electrolyzer,LCA Fuel Cell,SVG Electrolyzer,SVG Fuel Cell,GRD Electrolyzer,GRD Fuel Cell,SKN Electrolyzer,SKN Fuel Cell,MSR Electrolyzer,MSR Fuel Cell
0,-8.39695554192194,17.044968056341524,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,5.671188350912484,-0.0,-0.0
1,1.206027672288542,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,5.671188350912484,-0.0,-0.0
2,-8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,5.671188350912484,-0.0,-0.0
3,-8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,1.5855430322771227,-0.0,-0.0
4,-8.39695554192194,17.112259267680805,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
5,-8.39695554192194,16.644057981535337,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
6,8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
7,8.39695554192194,17.42285883896565,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
8,8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
9,8.39695554192194,-17.701108817144334,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
10,8.39695554192194,-17.701108817144334,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
11,8.39695554192194,-17.701108817144334,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,0.6028004852473288,-0.0,-0.0,-0.0
12,8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,0.3872920709408163,-0.0,-0.0,-0.0
13,8.39695554192194,-15.679443090252555,-11.46692645034431,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,0.6930647893317015,-0.0,-0.0
14,8.39695554192194,-15.75224823483444,5.562248234834442,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
15,7.766778012857159,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
16,8.39695554192194,16.648563884514026,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
17,8.39695554192194,13.85362707608097,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
18,-8.39695554192194,11.245449835947351,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
19,-8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
20,8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
21,8.39695554192194,12.931156481032286,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
22,8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
23,8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
24,8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
25,-8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
26,-8.39695554192194,15.109285348600611,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
27,-8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
28,-8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
29,-8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
30,8.39695554192194,5.573758643625808,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.2778352843830305,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
31,8.39695554192194,-17.701108817144334,-16.953891182855667,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
32,8.39695554192194,-17.701108817144334,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
33,8.39695554192194,-17.701108817144334,-17.339552558059488,8.906944404405522,-0.0,-0.0,-0.0,-0.0,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
34,8.39695554192194,-17.701108817144334,-17.339552558059488,8.906944404405522,-0.0,7.005047614371935,-0.0,9.831835112542265,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
35,8.39695554192194,-17.701108817144334,-17.339552558059488,8.906944404405522,-0.0,7.005047614371935,-0.0,33.38799156958448,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
36,8.39695554192194,-17.701108817144334,-17.339552558059488,8.906944404405522,-0.0,7.005047614371935,-0.0,33.38799156958448,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
37,8.39695554192194,-17.701108817144334,-17.339552558059488,8.906944404405522,-0.0,7.005047614371935,-0.0,8.37010922030835,-0.0,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
38,8.39695554192194,-2.621291912612712,-17.339552558059488,0.6234342960979546,-0.0,-0.0,15.678931690362008,-0.0,59.4845492304137,25.108448415318453,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
39,8.39695554192194,-14.67509446727209,-10.017234823634709,-0.0,11.51670037776513,-0.0,-0.0,-0.0,-0.0,23.579900483667444,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047118322193774,-0.0,-0.0,-0.0,-0.0,-0.0
40,8.39695554192194,17.701108817144334,-12.227229795071986,-0.0,20.09400904492276,-0.0,3.93520162987941,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,0.9194308626244965,-0.0,-0.0,-0.0,-0.0,-0.0
41,8.39695554192194,-12.12582649429591,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
42,8.39695554192194,15.915149945315784,-9.092810379080532,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
43,8.39695554192194,17.313758090903768,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
44,8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
45,8.39695554192194,-6.923126260993007,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
46,8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
47,8.39695554192194,17.701108817144334,-12.200000000000003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
48,8.39695554192194,-1.0669164005443932,-7.200000000000003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
49,-8.394417344889803,0.009582527667713947,-6.199999999999996,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
50,8.39695554192194,-0.23972154512627952,-7.200000000000003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
51,-8.39695554192194,17.701108817144334,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
52,-8.39695554192194,-2.6959314055748873,-10.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
53,-8.39695554192194,-4.636937836302245,-14.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
54,8.39695554192194,-6.0031756869566335,17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
55,-2.913665809804723,-14.270447441940526,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
56,8.39695554192194,-17.701108817144334,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
57,8.39695554192194,-0.420447441940496,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
58,8.39695554192194,-17.701108817144334,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
59,-8.39695554192194,-17.701108817144334,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,38.99754101296945,-0.0,-0.0,-0.0,-0.0,-0.0,2.1274042266344813,-0.0,-0.0,-0.0,-0.0
60,-8.39695554192194,-17.701108817144334,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,31.22821846585121,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
61,8.39695554192194,-17.701108817144334,-17.339552558059488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
62,8.39695554192194,-17.701108817144334,-0.9988911828556546,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
63,8.39695554192194,-17.701108817144334,15.487861753463715,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.6280828577423,-0.0,-0.0,-0.0,-0.0,-0.0,2.11378728701753,-0.0,-0.0,-0.0,-0.0
64,-8.39695554192194,-10.500614575451936,1.2456145754519259,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,56.081999517103995,-0.0,-0.0,-0.0,-0.0,-0.0,6.3838460825859,-0.0,-0.0,-0.0,-0.0
