,SKN Storage,ATG Storage,MSR Storage,GLP Storage,DMA Storage,MTQ Storage,LCA Storage,BRB Storage,SVG Storage,GRD Storage
4989,48.05442294106845,244.65221841817657,1.0201885206974723,629.7791077155897,-0.0,736.2387932738942,23.43731534835692,456.94410145355897,18.055536397145705,15.24373585949839
4990,25.211354860029616,205.36526287625463,0.6326649556102883,509.4359464211416,-0.0,613.6303448585758,12.197762790297432,387.0797152143909,7.543667555500118,-0.0
4991,4.2152654585677,168.68830733433268,0.35514139052310423,402.7927851266934,-0.0,504.9218964432573,4.358210232237937,318.47696120536506,7.543667555500118,-0.0
4992,5.373784236545102,135.96135179241074,0.1976178254359202,314.28596861042683,-0.0,411.61344802793883,1.218657674178452,265.01257496619695,-0.0,4.934722455722719
4993,8.378115806776353,106.8143962504888,0.11009426034873626,235.80262908506933,-0.0,327.7049996126204,1.079105116118967,211.28251902795296,-0.0,3.050025533555342
4994,11.67105164109222,78.88744070856686,0.07257069526155213,162.91093893971168,-0.0,250.89655119730196,0.8395525580594878,159.616060517418,-0.0,-0.0
4995,15.569570419069624,51.800485166644926,0.025047130174368215,97.39193835071734,-0.0,174.6881027819835,-0.0,108.82759986330726,-0.0,0.2104998124651445
4996,-0.0,26.523529624722986,0.007523565087184103,45.50319050354071,-0.0,104.57965436666505,-0.0,61.38084156712988,-0.0,-0.0
4997,4.808535422338908,1.6365740828010473,-0.0,-0.0,-0.0,36.87120595134661,-0.0,12.744682842237342,-0.0,0.4041590712975136
4998,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.367789248506151
4999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.8943732226972685
5000,7.539528032796863,-0.0,0.23425852176115058,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.646762197964876
5001,23.84700612275087,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.675162580001153
5002,45.500825901194446,-0.0,0.028757809398389345,-0.0,-0.0,156.3590524660824,-0.0,-0.0,-0.0,20.001471393661152
5003,71.35524792128597,-0.0,0.9130454070080625,-0.0,-0.0,276.84060657191947,-0.0,-0.0,-0.0,25.590483073293996
5004,98.46536840130658,-0.0,1.2277129992718923,-0.0,-0.0,477.05095690940357,-0.0,57.85755135598481,-0.0,32.391456544917645
5005,124.08105073956106,-0.0,2.1120005968815656,-0.0,-0.0,670.2088453677288,-0.0,247.8575513559848,-0.0,40.97115355277056
5006,146.37476420162855,70.0,2.996288194491239,66.99680412045672,-0.0,831.6608701300963,2.4131608086234664,437.8575513559848,30.0,49.9215228450064
5007,159.85401012584853,140.0,3.8805757921009123,369.57303445613,-0.0,921.7950797344735,20.03217823608278,545.455947482528,59.32672838726545,58.16204452074699
5008,162.04575530626175,183.43436035092495,2.996288194491239,528.0908725638355,-0.0,935.6922709449958,30.114902877272367,589.1556095939529,59.32672838726545,63.301122576557546
5009,153.0259280513896,196.5568449577068,2.8719996833943293,528.0908725638355,-0.0,879.1049056408222,29.418657674178448,565.5662233547848,50.696910286578074,63.80243383930081
5010,136.22048369794925,188.64412077786787,1.9877120857846562,453.0756521586036,-0.0,779.4964572255037,20.379105116118957,512.5268371156167,39.28182944090808,61.559471422281874
5011,115.55909113450262,173.7810763197898,1.5701885206974722,357.8625330457635,-0.0,662.0880088101852,7.439552558059475,452.76245087644855,24.783343879371373,53.82986179585629
5012,95.99003034570214,143.32412077786785,1.1526649556102881,280.48802041494906,-0.0,557.0795603948668,-0.0,391.99806463728044,10.169654888113406,42.80740948440541
5013,77.3416757470401,130.37203533861828,0.7851413905231042,200.0680284778259,-0.0,470.1711119795483,-0.0,324.46859755244236,10.169654888113406,31.795342676749367
5014,60.478192109533445,102.57507979669633,0.49761782543592004,132.57229743973872,-0.0,390.16266356422983,-0.0,272.15421131327423,2.188192905910327,20.824462783812727
5015,60.478192109533445,78.51812425477439,0.26009426034873595,84.91516976346944,-0.0,321.5542151489114,-0.0,224.97319312531707,1.5251830221086635,12.40349411576111
5016,46.68008400382523,76.52507979669635,0.13257069526155196,40.19438374517398,-0.0,265.745766733593,-0.0,185.50657405657654,1.5251830221086635,7.7691726571161475
5017,33.840350313609314,58.708124254774404,0.08504713017436805,20.80611217254031,-0.0,213.63731831827454,-0.0,148.81718781740844,1.6312478346028954,5.54505915203606
5018,21.85480383113955,41.29116871285246,0.03752356508718413,5.651926794452066,-0.0,161.5288699029561,-0.0,108.24666081743752,1.6312478346028954,3.4988685461970093
5019,21.85480383113955,25.064213170930515,-0.0,-0.0,-0.0,109.82042148763767,-0.0,71.98227457826938,-0.0,1.9732713977176601
5020,10.79600617965439,11.463934196374439,0.0024764349128159058,-0.0,-0.0,58.61197307231923,-0.0,34.50553771784985,-0.0,0.5873775205584622
5021,-0.0,-0.0,0.0049528698256318116,-0.0,-0.0,10.703524657000802,-0.0,-0.0,-0.0,-0.0
5022,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5023,1.5208854904985696,-0.0,0.42494696330720405,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5024,12.887095269395058,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5025,34.08591715303902,-0.0,0.8842875976096731,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5026,62.12966045138224,-0.0,1.2203404759996332,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5027,90.17340374972547,-0.0,1.7380900406668347,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5028,118.21714704806868,-0.0,2.622377638276508,-0.0,-0.0,44.76385933251919,-0.0,-0.0,-0.0,-0.0
5029,146.2608903464119,-0.0,3.5066652358861807,-0.0,-0.0,284.7638593325192,-0.0,7.684292614009564,3.1240422404824812,-0.0
5030,172.34986397441065,-0.0,3.9730513135264918,-0.0,-0.0,515.4299395023165,-0.0,197.68429261400956,33.12404224048248,-0.0
5031,190.69300461396566,69.01879676273758,4.857338911136165,51.56672240693493,-0.0,682.9761005687262,-0.0,387.68429261400956,38.860678630791654,0.9865218788649788
5032,198.26802949329198,122.66523892221682,5.7416265087458385,261.5597667309136,-0.0,765.5398090658372,-0.0,482.77490637484146,40.378997681853704,12.478168227863186
