,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,9.638985979224717,-0.0,26.650000000000002,-0.0,1.62,-0.0,-0.0,-0.0,126.48416586475471,-0.0,-0.0,6.6,6.0,141.79999999999998,-0.0,-0.0,-0.0,55.37986872251875,-0.0,-0.0,-0.0,60.300000000000004,-0.0,-0.0,20.87822954664064,-0.0,-0.0,-0.0,26.576161921886143,-0.0
1,-0.0,9.706985880312722,-0.0,27.200000000000003,-0.0,1.6409616890802852,-0.0,-0.0,-0.0,127.15576320562951,-0.0,-0.0,6.6,5.1,139.6,-0.0,-0.0,-0.0,54.72145548803702,-0.0,-0.0,-0.0,59.925000000000004,-0.0,-0.0,20.718447177661247,-0.0,-0.0,-0.0,25.130661718404564,-0.0
2,-0.0,9.502986177048708,-0.0,27.0,-0.0,1.6409616890802852,-0.0,-0.0,-0.0,126.70803164504632,-0.0,-0.0,6.6,5.0,138.2,-0.0,-0.0,-0.0,53.69725712328766,-0.0,-0.0,-0.0,59.325,-0.0,-0.0,20.23910007072307,-0.0,-0.0,-0.0,24.530661718404566,-0.0
3,-0.0,9.417986300688701,-0.0,26.400000000000002,-0.0,1.6409616890802852,-0.0,-0.0,-0.0,126.26030008446311,-0.0,-0.0,6.6,4.9,138.6,-0.0,-0.0,-0.0,53.33147199302004,-0.0,-0.0,-0.0,58.875,-0.0,-0.0,19.813013753444686,-0.0,-0.0,-0.0,23.730661718404566,-0.0
4,-0.0,9.67298592976872,-0.0,26.0,-0.0,1.6409616890802852,-0.0,-0.0,-0.0,125.81256852387993,-0.0,-0.0,6.6,4.800000000000001,139.79999999999998,-0.0,-0.0,-0.0,53.55094307118061,-0.0,-0.0,-0.0,58.425000000000004,-0.0,-0.0,19.78638335861479,-0.0,-0.0,-0.0,23.830661718404563,-0.0
5,-0.0,9.859985657760733,5.826630411745791,25.95,-0.0,0.8061532436788592,-0.0,-0.0,-0.0,122.00685025892271,-0.0,-0.0,6.6,4.5,137.0,-0.0,-0.0,-0.0,52.965686862752406,-0.0,-0.0,-0.0,57.9,-0.0,-0.0,19.626600989635396,-0.0,-0.0,-0.0,23.930661718404565,-0.0
6,-0.0,9.791985756672728,-0.0,25.900000000000002,0.29375860984929114,1.4071849683540911,0.0028150316459088815,-0.0,-0.0,117.30566887279907,2.3981913069712704,-0.0,6.6,4.200000000000001,131.6,2.3519802278881516,-0.0,-0.0,52.014645524056576,0.18441769788652218,-0.0,5.7,57.975,-0.0,0.028853915364102943,19.5200794103158,-0.0,-0.0,-0.0,23.030661718404566,-0.0
7,13.48744825195102,9.638985979224717,-0.0,25.35,12.509999999999998,1.6409616890802852,0.3997344937190611,-0.0,-0.0,113.94768216842506,67.29671304141071,-0.0,6.6,4.4,127.4,43.97511369343398,-0.0,-0.0,51.5025463416819,6.085784030255232,-0.0,44.67499999999999,58.425000000000004,-0.0,1.312853149066684,19.73312256895499,-0.0,-0.0,-0.0,23.853684874886586,-0.0
8,30.566228878681898,9.434986275960703,-0.0,24.6,15.469999999999999,-0.0,0.9852610760681084,-0.0,-0.0,111.70902436550904,241.0100376216065,-0.0,6.6,5.300000000000001,126.8,90.82306100347893,-0.0,-0.0,51.64886039378895,15.73697688631656,-0.0,50.77499999999999,59.025000000000006,-0.0,3.3470541822359414,20.23910007072307,-0.0,-0.0,6.287671540988533,30.090691507395604,-0.0
9,43.33541065567695,8.975986943616668,-0.0,23.549999999999997,18.86,0.14899857577329056,1.4610014242267095,-0.0,-0.0,108.12717188084342,370.92025547822317,-0.0,6.6,6.0,127.0,286.9415878023545,-0.0,-0.0,51.64886039378895,25.32669717641571,-0.0,117.2,-0.0,-0.0,5.554378707589817,20.585295203511752,-0.0,-0.0,10.134247071946223,30.248647893261197,-0.0
10,51.71518619682995,8.295987932736617,-0.0,21.2,23.400000000000002,-0.0,1.8100653483194107,-0.0,-0.0,98.94867488888777,431.695720320948,-0.0,6.6,6.6,83.650109168379,356.32500452505496,-0.0,-0.0,51.2099182374678,32.08867943225486,-0.0,294.67499999999984,-0.0,-0.0,7.285613629435993,20.665186388001448,-0.0,-0.0,12.871233507435347,29.97222421799641,-0.0
11,55.180424312872724,7.78598867457658,-0.0,18.75,97.30351910592185,0.9251088592490375,1.9705221521362168,-0.0,-0.0,42.320000462135226,498.0243947477005,-0.0,6.6,7.200000000000001,118.39999999999999,328.27511369343404,-0.0,-0.0,50.55150500298607,34.79347233459051,-0.0,316.0,-0.0,-0.0,7.429883206256508,20.478773624192158,-0.0,-0.0,14.387671937909053,29.41937686746683,-0.0
12,57.14208845205284,6.264324535396462,-0.0,17.299999999999997,99.16,-0.0,1.9986724685953057,-0.0,-0.0,24.035072904041385,518.0093223057944,-0.0,6.6,6.9,47.550479895476144,400.4246337979578,-0.0,-0.0,49.380992586129665,35.34672542825008,-0.0,264.975,54.525,-0.0,7.2134788410257356,20.105948096573574,-0.0,-0.0,14.461644544273623,28.984996806336447,-0.0
