,snapshot,objective,stores,generators
1843,2018-03-18 19:00:00,1,1,1
1844,2018-03-18 20:00:00,1,1,1
1845,2018-03-18 21:00:00,1,1,1
1846,2018-03-18 22:00:00,1,1,1
1847,2018-03-18 23:00:00,1,1,1
1848,2018-03-19 00:00:00,1,1,1
1849,2018-03-19 01:00:00,1,1,1
1850,2018-03-19 02:00:00,1,1,1
1851,2018-03-19 03:00:00,1,1,1
1852,2018-03-19 04:00:00,1,1,1
1853,2018-03-19 05:00:00,1,1,1
1854,2018-03-19 06:00:00,1,1,1
1855,2018-03-19 07:00:00,1,1,1
1856,2018-03-19 08:00:00,1,1,1
1857,2018-03-19 09:00:00,1,1,1
1858,2018-03-19 10:00:00,1,1,1
1859,2018-03-19 11:00:00,1,1,1
1860,2018-03-19 12:00:00,1,1,1
1861,2018-03-19 13:00:00,1,1,1
1862,2018-03-19 14:00:00,1,1,1
1863,2018-03-19 15:00:00,1,1,1
1864,2018-03-19 16:00:00,1,1,1
1865,2018-03-19 17:00:00,1,1,1
1866,2018-03-19 18:00:00,1,1,1
1867,2018-03-19 19:00:00,1,1,1
1868,2018-03-19 20:00:00,1,1,1
1869,2018-03-19 21:00:00,1,1,1
1870,2018-03-19 22:00:00,1,1,1
1871,2018-03-19 23:00:00,1,1,1
1872,2018-03-20 00:00:00,1,1,1
1873,2018-03-20 01:00:00,1,1,1
1874,2018-03-20 02:00:00,1,1,1
1875,2018-03-20 03:00:00,1,1,1
1876,2018-03-20 04:00:00,1,1,1
1877,2018-03-20 05:00:00,1,1,1
1878,2018-03-20 06:00:00,1,1,1
1879,2018-03-20 07:00:00,1,1,1
1880,2018-03-20 08:00:00,1,1,1
1881,2018-03-20 09:00:00,1,1,1
1882,2018-03-20 10:00:00,1,1,1
1883,2018-03-20 11:00:00,1,1,1
1884,2018-03-20 12:00:00,1,1,1
1885,2018-03-20 13:00:00,1,1,1
1886,2018-03-20 14:00:00,1,1,1
1887,2018-03-20 15:00:00,1,1,1
1888,2018-03-20 16:00:00,1,1,1
1889,2018-03-20 17:00:00,1,1,1
1890,2018-03-20 18:00:00,1,1,1
1891,2018-03-20 19:00:00,1,1,1
1892,2018-03-20 20:00:00,1,1,1
1893,2018-03-20 21:00:00,1,1,1
1894,2018-03-20 22:00:00,1,1,1
1895,2018-03-20 23:00:00,1,1,1
1896,2018-03-21 00:00:00,1,1,1
1897,2018-03-21 01:00:00,1,1,1
1898,2018-03-21 02:00:00,1,1,1
1899,2018-03-21 03:00:00,1,1,1
1900,2018-03-21 04:00:00,1,1,1
1901,2018-03-21 05:00:00,1,1,1
1902,2018-03-21 06:00:00,1,1,1
1903,2018-03-21 07:00:00,1,1,1
1904,2018-03-21 08:00:00,1,1,1
1905,2018-03-21 09:00:00,1,1,1
1906,2018-03-21 10:00:00,1,1,1
1907,2018-03-21 11:00:00,1,1,1
1908,2018-03-21 12:00:00,1,1,1
1909,2018-03-21 13:00:00,1,1,1
1910,2018-03-21 14:00:00,1,1,1
1911,2018-03-21 15:00:00,1,1,1
1912,2018-03-21 16:00:00,1,1,1
1913,2018-03-21 17:00:00,1,1,1
1914,2018-03-21 18:00:00,1,1,1
1915,2018-03-21 19:00:00,1,1,1
1916,2018-03-21 20:00:00,1,1,1
1917,2018-03-21 21:00:00,1,1,1
1918,2018-03-21 22:00:00,1,1,1
1919,2018-03-21 23:00:00,1,1,1
1920,2018-03-22 00:00:00,1,1,1
1921,2018-03-22 01:00:00,1,1,1
1922,2018-03-22 02:00:00,1,1,1
1923,2018-03-22 03:00:00,1,1,1
1924,2018-03-22 04:00:00,1,1,1
1925,2018-03-22 05:00:00,1,1,1
1926,2018-03-22 06:00:00,1,1,1
1927,2018-03-22 07:00:00,1,1,1
1928,2018-03-22 08:00:00,1,1,1
1929,2018-03-22 09:00:00,1,1,1
1930,2018-03-22 10:00:00,1,1,1
1931,2018-03-22 11:00:00,1,1,1
1932,2018-03-22 12:00:00,1,1,1
1933,2018-03-22 13:00:00,1,1,1
1934,2018-03-22 14:00:00,1,1,1
1935,2018-03-22 15:00:00,1,1,1
1936,2018-03-22 16:00:00,1,1,1
1937,2018-03-22 17:00:00,1,1,1
1938,2018-03-22 18:00:00,1,1,1
1939,2018-03-22 19:00:00,1,1,1
1940,2018-03-22 20:00:00,1,1,1
1941,2018-03-22 21:00:00,1,1,1
1942,2018-03-22 22:00:00,1,1,1
1943,2018-03-22 23:00:00,1,1,1
1944,2018-03-23 00:00:00,1,1,1
1945,2018-03-23 01:00:00,1,1,1
1946,2018-03-23 02:00:00,1,1,1
1947,2018-03-23 03:00:00,1,1,1
1948,2018-03-23 04:00:00,1,1,1
1949,2018-03-23 05:00:00,1,1,1
1950,2018-03-23 06:00:00,1,1,1
1951,2018-03-23 07:00:00,1,1,1
1952,2018-03-23 08:00:00,1,1,1
1953,2018-03-23 09:00:00,1,1,1
1954,2018-03-23 10:00:00,1,1,1
1955,2018-03-23 11:00:00,1,1,1
1956,2018-03-23 12:00:00,1,1,1
1957,2018-03-23 13:00:00,1,1,1
1958,2018-03-23 14:00:00,1,1,1
1959,2018-03-23 15:00:00,1,1,1
1960,2018-03-23 16:00:00,1,1,1
1961,2018-03-23 17:00:00,1,1,1
1962,2018-03-23 18:00:00,1,1,1
1963,2018-03-23 19:00:00,1,1,1
1964,2018-03-23 20:00:00,1,1,1
1965,2018-03-23 21:00:00,1,1,1
1966,2018-03-23 22:00:00,1,1,1
1967,2018-03-23 23:00:00,1,1,1
1968,2018-03-24 00:00:00,1,1,1
1969,2018-03-24 01:00:00,1,1,1
1970,2018-03-24 02:00:00,1,1,1
1971,2018-03-24 03:00:00,1,1,1
1972,2018-03-24 04:00:00,1,1,1
1973,2018-03-24 05:00:00,1,1,1
1974,2018-03-24 06:00:00,1,1,1
1975,2018-03-24 07:00:00,1,1,1
1976,2018-03-24 08:00:00,1,1,1
1977,2018-03-24 09:00:00,1,1,1
1978,2018-03-24 10:00:00,1,1,1
1979,2018-03-24 11:00:00,1,1,1
1980,2018-03-24 12:00:00,1,1,1
1981,2018-03-24 13:00:00,1,1,1
1982,2018-03-24 14:00:00,1,1,1
1983,2018-03-24 15:00:00,1,1,1
1984,2018-03-24 16:00:00,1,1,1
1985,2018-03-24 17:00:00,1,1,1
1986,2018-03-24 18:00:00,1,1,1
1987,2018-03-24 19:00:00,1,1,1
1988,2018-03-24 20:00:00,1,1,1
1989,2018-03-24 21:00:00,1,1,1
1990,2018-03-24 22:00:00,1,1,1
1991,2018-03-24 23:00:00,1,1,1
1992,2018-03-25 00:00:00,1,1,1
1993,2018-03-25 01:00:00,1,1,1
1994,2018-03-25 02:00:00,1,1,1
1995,2018-03-25 03:00:00,1,1,1
1996,2018-03-25 04:00:00,1,1,1
1997,2018-03-25 05:00:00,1,1,1
1998,2018-03-25 06:00:00,1,1,1
1999,2018-03-25 07:00:00,1,1,1
2000,2018-03-25 08:00:00,1,1,1
2001,2018-03-25 09:00:00,1,1,1
2002,2018-03-25 10:00:00,1,1,1
2003,2018-03-25 11:00:00,1,1,1
2004,2018-03-25 12:00:00,1,1,1
2005,2018-03-25 13:00:00,1,1,1
2006,2018-03-25 14:00:00,1,1,1
2007,2018-03-25 15:00:00,1,1,1
2008,2018-03-25 16:00:00,1,1,1
2009,2018-03-25 17:00:00,1,1,1
2010,2018-03-25 18:00:00,1,1,1
2011,2018-03-25 19:00:00,1,1,1
2012,2018-03-25 20:00:00,1,1,1
2013,2018-03-25 21:00:00,1,1,1
2014,2018-03-25 22:00:00,1,1,1
2015,2018-03-25 23:00:00,1,1,1
2016,2018-03-26 00:00:00,1,1,1
2017,2018-03-26 01:00:00,1,1,1
2018,2018-03-26 02:00:00,1,1,1
2019,2018-03-26 03:00:00,1,1,1
2020,2018-03-26 04:00:00,1,1,1
2021,2018-03-26 05:00:00,1,1,1
2022,2018-03-26 06:00:00,1,1,1
2023,2018-03-26 07:00:00,1,1,1
2024,2018-03-26 08:00:00,1,1,1
2025,2018-03-26 09:00:00,1,1,1
2026,2018-03-26 10:00:00,1,1,1
2027,2018-03-26 11:00:00,1,1,1
2028,2018-03-26 12:00:00,1,1,1
2029,2018-03-26 13:00:00,1,1,1
2030,2018-03-26 14:00:00,1,1,1
2031,2018-03-26 15:00:00,1,1,1
2032,2018-03-26 16:00:00,1,1,1
2033,2018-03-26 17:00:00,1,1,1
2034,2018-03-26 18:00:00,1,1,1
2035,2018-03-26 19:00:00,1,1,1
2036,2018-03-26 20:00:00,1,1,1
2037,2018-03-26 21:00:00,1,1,1
2038,2018-03-26 22:00:00,1,1,1
2039,2018-03-26 23:00:00,1,1,1
2040,2018-03-27 00:00:00,1,1,1
2041,2018-03-27 01:00:00,1,1,1
2042,2018-03-27 02:00:00,1,1,1
2043,2018-03-27 03:00:00,1,1,1
2044,2018-03-27 04:00:00,1,1,1
2045,2018-03-27 05:00:00,1,1,1
2046,2018-03-27 06:00:00,1,1,1
2047,2018-03-27 07:00:00,1,1,1
2048,2018-03-27 08:00:00,1,1,1
2049,2018-03-27 09:00:00,1,1,1
2050,2018-03-27 10:00:00,1,1,1
2051,2018-03-27 11:00:00,1,1,1
2052,2018-03-27 12:00:00,1,1,1
2053,2018-03-27 13:00:00,1,1,1
2054,2018-03-27 14:00:00,1,1,1
2055,2018-03-27 15:00:00,1,1,1
2056,2018-03-27 16:00:00,1,1,1
2057,2018-03-27 17:00:00,1,1,1
2058,2018-03-27 18:00:00,1,1,1
2059,2018-03-27 19:00:00,1,1,1
2060,2018-03-27 20:00:00,1,1,1
2061,2018-03-27 21:00:00,1,1,1
2062,2018-03-27 22:00:00,1,1,1
2063,2018-03-27 23:00:00,1,1,1
2064,2018-03-28 00:00:00,1,1,1
2065,2018-03-28 01:00:00,1,1,1
2066,2018-03-28 02:00:00,1,1,1
2067,2018-03-28 03:00:00,1,1,1
2068,2018-03-28 04:00:00,1,1,1
2069,2018-03-28 05:00:00,1,1,1
2070,2018-03-28 06:00:00,1,1,1
2071,2018-03-28 07:00:00,1,1,1
2072,2018-03-28 08:00:00,1,1,1
2073,2018-03-28 09:00:00,1,1,1
2074,2018-03-28 10:00:00,1,1,1
2075,2018-03-28 11:00:00,1,1,1
2076,2018-03-28 12:00:00,1,1,1
2077,2018-03-28 13:00:00,1,1,1
2078,2018-03-28 14:00:00,1,1,1
2079,2018-03-28 15:00:00,1,1,1
2080,2018-03-28 16:00:00,1,1,1
2081,2018-03-28 17:00:00,1,1,1
2082,2018-03-28 18:00:00,1,1,1
2083,2018-03-28 19:00:00,1,1,1
2084,2018-03-28 20:00:00,1,1,1
2085,2018-03-28 21:00:00,1,1,1
2086,2018-03-28 22:00:00,1,1,1
2087,2018-03-28 23:00:00,1,1,1
2088,2018-03-29 00:00:00,1,1,1
2089,2018-03-29 01:00:00,1,1,1
2090,2018-03-29 02:00:00,1,1,1
2091,2018-03-29 03:00:00,1,1,1
2092,2018-03-29 04:00:00,1,1,1
2093,2018-03-29 05:00:00,1,1,1
2094,2018-03-29 06:00:00,1,1,1
2095,2018-03-29 07:00:00,1,1,1
2096,2018-03-29 08:00:00,1,1,1
2097,2018-03-29 09:00:00,1,1,1
2098,2018-03-29 10:00:00,1,1,1
2099,2018-03-29 11:00:00,1,1,1
2100,2018-03-29 12:00:00,1,1,1
2101,2018-03-29 13:00:00,1,1,1
2102,2018-03-29 14:00:00,1,1,1
2103,2018-03-29 15:00:00,1,1,1
2104,2018-03-29 16:00:00,1,1,1
2105,2018-03-29 17:00:00,1,1,1
2106,2018-03-29 18:00:00,1,1,1
2107,2018-03-29 19:00:00,1,1,1
2108,2018-03-29 20:00:00,1,1,1
2109,2018-03-29 21:00:00,1,1,1
2110,2018-03-29 22:00:00,1,1,1
2111,2018-03-29 23:00:00,1,1,1
2112,2018-03-30 00:00:00,1,1,1
2113,2018-03-30 01:00:00,1,1,1
2114,2018-03-30 02:00:00,1,1,1
2115,2018-03-30 03:00:00,1,1,1
2116,2018-03-30 04:00:00,1,1,1
2117,2018-03-30 05:00:00,1,1,1
2118,2018-03-30 06:00:00,1,1,1
2119,2018-03-30 07:00:00,1,1,1
2120,2018-03-30 08:00:00,1,1,1
2121,2018-03-30 09:00:00,1,1,1
2122,2018-03-30 10:00:00,1,1,1
2123,2018-03-30 11:00:00,1,1,1
2124,2018-03-30 12:00:00,1,1,1
2125,2018-03-30 13:00:00,1,1,1
2126,2018-03-30 14:00:00,1,1,1
2127,2018-03-30 15:00:00,1,1,1
2128,2018-03-30 16:00:00,1,1,1
2129,2018-03-30 17:00:00,1,1,1
2130,2018-03-30 18:00:00,1,1,1
2131,2018-03-30 19:00:00,1,1,1
2132,2018-03-30 20:00:00,1,1,1
2133,2018-03-30 21:00:00,1,1,1
2134,2018-03-30 22:00:00,1,1,1
2135,2018-03-30 23:00:00,1,1,1
2136,2018-03-31 00:00:00,1,1,1
2137,2018-03-31 01:00:00,1,1,1
2138,2018-03-31 02:00:00,1,1,1
2139,2018-03-31 03:00:00,1,1,1
2140,2018-03-31 04:00:00,1,1,1
2141,2018-03-31 05:00:00,1,1,1
2142,2018-03-31 06:00:00,1,1,1
2143,2018-03-31 07:00:00,1,1,1
2144,2018-03-31 08:00:00,1,1,1
2145,2018-03-31 09:00:00,1,1,1
2146,2018-03-31 10:00:00,1,1,1
2147,2018-03-31 11:00:00,1,1,1
2148,2018-03-31 12:00:00,1,1,1
2149,2018-03-31 13:00:00,1,1,1
2150,2018-03-31 14:00:00,1,1,1
2151,2018-03-31 15:00:00,1,1,1
2152,2018-03-31 16:00:00,1,1,1
2153,2018-03-31 17:00:00,1,1,1
2154,2018-03-31 18:00:00,1,1,1
2155,2018-03-31 19:00:00,1,1,1
2156,2018-03-31 20:00:00,1,1,1
2157,2018-03-31 21:00:00,1,1,1
2158,2018-03-31 22:00:00,1,1,1
2159,2018-03-31 23:00:00,1,1,1
2160,2018-04-01 00:00:00,1,1,1
2161,2018-04-01 01:00:00,1,1,1
2162,2018-04-01 02:00:00,1,1,1
2163,2018-04-01 03:00:00,1,1,1
2164,2018-04-01 04:00:00,1,1,1
2165,2018-04-01 05:00:00,1,1,1
2166,2018-04-01 06:00:00,1,1,1
2167,2018-04-01 07:00:00,1,1,1
2168,2018-04-01 08:00:00,1,1,1
2169,2018-04-01 09:00:00,1,1,1
2170,2018-04-01 10:00:00,1,1,1
2171,2018-04-01 11:00:00,1,1,1
2172,2018-04-01 12:00:00,1,1,1
2173,2018-04-01 13:00:00,1,1,1
2174,2018-04-01 14:00:00,1,1,1
2175,2018-04-01 15:00:00,1,1,1
2176,2018-04-01 16:00:00,1,1,1
2177,2018-04-01 17:00:00,1,1,1
2178,2018-04-01 18:00:00,1,1,1
2179,2018-04-01 19:00:00,1,1,1
2180,2018-04-01 20:00:00,1,1,1
2181,2018-04-01 21:00:00,1,1,1
2182,2018-04-01 22:00:00,1,1,1
2183,2018-04-01 23:00:00,1,1,1
2184,2018-04-02 00:00:00,1,1,1
2185,2018-04-02 01:00:00,1,1,1
2186,2018-04-02 02:00:00,1,1,1
2187,2018-04-02 03:00:00,1,1,1
2188,2018-04-02 04:00:00,1,1,1
2189,2018-04-02 05:00:00,1,1,1
2190,2018-04-02 06:00:00,1,1,1
2191,2018-04-02 07:00:00,1,1,1
2192,2018-04-02 08:00:00,1,1,1
2193,2018-04-02 09:00:00,1,1,1
2194,2018-04-02 10:00:00,1,1,1
2195,2018-04-02 11:00:00,1,1,1
2196,2018-04-02 12:00:00,1,1,1
2197,2018-04-02 13:00:00,1,1,1
2198,2018-04-02 14:00:00,1,1,1
2199,2018-04-02 15:00:00,1,1,1
2200,2018-04-02 16:00:00,1,1,1
2201,2018-04-02 17:00:00,1,1,1
2202,2018-04-02 18:00:00,1,1,1
2203,2018-04-02 19:00:00,1,1,1
2204,2018-04-02 20:00:00,1,1,1
2205,2018-04-02 21:00:00,1,1,1
2206,2018-04-02 22:00:00,1,1,1
2207,2018-04-02 23:00:00,1,1,1
2208,2018-04-03 00:00:00,1,1,1
2209,2018-04-03 01:00:00,1,1,1
2210,2018-04-03 02:00:00,1,1,1
2211,2018-04-03 03:00:00,1,1,1
2212,2018-04-03 04:00:00,1,1,1
2213,2018-04-03 05:00:00,1,1,1
2214,2018-04-03 06:00:00,1,1,1
2215,2018-04-03 07:00:00,1,1,1
2216,2018-04-03 08:00:00,1,1,1
2217,2018-04-03 09:00:00,1,1,1
2218,2018-04-03 10:00:00,1,1,1
2219,2018-04-03 11:00:00,1,1,1
2220,2018-04-03 12:00:00,1,1,1
2221,2018-04-03 13:00:00,1,1,1
2222,2018-04-03 14:00:00,1,1,1
2223,2018-04-03 15:00:00,1,1,1
2224,2018-04-03 16:00:00,1,1,1
2225,2018-04-03 17:00:00,1,1,1
2226,2018-04-03 18:00:00,1,1,1
2227,2018-04-03 19:00:00,1,1,1
2228,2018-04-03 20:00:00,1,1,1
2229,2018-04-03 21:00:00,1,1,1
2230,2018-04-03 22:00:00,1,1,1
2231,2018-04-03 23:00:00,1,1,1
2232,2018-04-04 00:00:00,1,1,1
2233,2018-04-04 01:00:00,1,1,1
2234,2018-04-04 02:00:00,1,1,1
2235,2018-04-04 03:00:00,1,1,1
2236,2018-04-04 04:00:00,1,1,1
2237,2018-04-04 05:00:00,1,1,1
2238,2018-04-04 06:00:00,1,1,1
2239,2018-04-04 07:00:00,1,1,1
2240,2018-04-04 08:00:00,1,1,1
2241,2018-04-04 09:00:00,1,1,1
2242,2018-04-04 10:00:00,1,1,1
2243,2018-04-04 11:00:00,1,1,1
2244,2018-04-04 12:00:00,1,1,1
2245,2018-04-04 13:00:00,1,1,1
2246,2018-04-04 14:00:00,1,1,1
2247,2018-04-04 15:00:00,1,1,1
2248,2018-04-04 16:00:00,1,1,1
2249,2018-04-04 17:00:00,1,1,1
2250,2018-04-04 18:00:00,1,1,1
2251,2018-04-04 19:00:00,1,1,1
2252,2018-04-04 20:00:00,1,1,1
2253,2018-04-04 21:00:00,1,1,1
2254,2018-04-04 22:00:00,1,1,1
2255,2018-04-04 23:00:00,1,1,1
2256,2018-04-05 00:00:00,1,1,1
2257,2018-04-05 01:00:00,1,1,1
2258,2018-04-05 02:00:00,1,1,1
2259,2018-04-05 03:00:00,1,1,1
2260,2018-04-05 04:00:00,1,1,1
2261,2018-04-05 05:00:00,1,1,1
2262,2018-04-05 06:00:00,1,1,1
2263,2018-04-05 07:00:00,1,1,1
2264,2018-04-05 08:00:00,1,1,1
2265,2018-04-05 09:00:00,1,1,1
2266,2018-04-05 10:00:00,1,1,1
2267,2018-04-05 11:00:00,1,1,1
2268,2018-04-05 12:00:00,1,1,1
2269,2018-04-05 13:00:00,1,1,1
2270,2018-04-05 14:00:00,1,1,1
2271,2018-04-05 15:00:00,1,1,1
2272,2018-04-05 16:00:00,1,1,1
2273,2018-04-05 17:00:00,1,1,1
2274,2018-04-05 18:00:00,1,1,1
2275,2018-04-05 19:00:00,1,1,1
2276,2018-04-05 20:00:00,1,1,1
2277,2018-04-05 21:00:00,1,1,1
2278,2018-04-05 22:00:00,1,1,1
2279,2018-04-05 23:00:00,1,1,1
2280,2018-04-06 00:00:00,1,1,1
2281,2018-04-06 01:00:00,1,1,1
2282,2018-04-06 02:00:00,1,1,1
2283,2018-04-06 03:00:00,1,1,1
2284,2018-04-06 04:00:00,1,1,1
2285,2018-04-06 05:00:00,1,1,1
2286,2018-04-06 06:00:00,1,1,1
2287,2018-04-06 07:00:00,1,1,1
2288,2018-04-06 08:00:00,1,1,1
2289,2018-04-06 09:00:00,1,1,1
2290,2018-04-06 10:00:00,1,1,1
2291,2018-04-06 11:00:00,1,1,1
2292,2018-04-06 12:00:00,1,1,1
2293,2018-04-06 13:00:00,1,1,1
2294,2018-04-06 14:00:00,1,1,1
2295,2018-04-06 15:00:00,1,1,1
2296,2018-04-06 16:00:00,1,1,1
2297,2018-04-06 17:00:00,1,1,1
2298,2018-04-06 18:00:00,1,1,1
2299,2018-04-06 19:00:00,1,1,1
2300,2018-04-06 20:00:00,1,1,1
2301,2018-04-06 21:00:00,1,1,1
2302,2018-04-06 22:00:00,1,1,1
2303,2018-04-06 23:00:00,1,1,1
2304,2018-04-07 00:00:00,1,1,1
2305,2018-04-07 01:00:00,1,1,1
2306,2018-04-07 02:00:00,1,1,1
2307,2018-04-07 03:00:00,1,1,1
2308,2018-04-07 04:00:00,1,1,1
2309,2018-04-07 05:00:00,1,1,1
2310,2018-04-07 06:00:00,1,1,1
2311,2018-04-07 07:00:00,1,1,1
2312,2018-04-07 08:00:00,1,1,1
2313,2018-04-07 09:00:00,1,1,1
2314,2018-04-07 10:00:00,1,1,1
2315,2018-04-07 11:00:00,1,1,1
2316,2018-04-07 12:00:00,1,1,1
2317,2018-04-07 13:00:00,1,1,1
2318,2018-04-07 14:00:00,1,1,1
2319,2018-04-07 15:00:00,1,1,1
2320,2018-04-07 16:00:00,1,1,1
2321,2018-04-07 17:00:00,1,1,1
2322,2018-04-07 18:00:00,1,1,1
2323,2018-04-07 19:00:00,1,1,1
2324,2018-04-07 20:00:00,1,1,1
2325,2018-04-07 21:00:00,1,1,1
2326,2018-04-07 22:00:00,1,1,1
2327,2018-04-07 23:00:00,1,1,1
2328,2018-04-08 00:00:00,1,1,1
2329,2018-04-08 01:00:00,1,1,1
2330,2018-04-08 02:00:00,1,1,1
2331,2018-04-08 03:00:00,1,1,1
2332,2018-04-08 04:00:00,1,1,1
2333,2018-04-08 05:00:00,1,1,1
2334,2018-04-08 06:00:00,1,1,1
2335,2018-04-08 07:00:00,1,1,1
2336,2018-04-08 08:00:00,1,1,1
2337,2018-04-08 09:00:00,1,1,1
2338,2018-04-08 10:00:00,1,1,1
2339,2018-04-08 11:00:00,1,1,1
2340,2018-04-08 12:00:00,1,1,1
2341,2018-04-08 13:00:00,1,1,1
2342,2018-04-08 14:00:00,1,1,1
2343,2018-04-08 15:00:00,1,1,1
2344,2018-04-08 16:00:00,1,1,1
2345,2018-04-08 17:00:00,1,1,1
2346,2018-04-08 18:00:00,1,1,1
2347,2018-04-08 19:00:00,1,1,1
2348,2018-04-08 20:00:00,1,1,1
2349,2018-04-08 21:00:00,1,1,1
2350,2018-04-08 22:00:00,1,1,1
2351,2018-04-08 23:00:00,1,1,1
2352,2018-04-09 00:00:00,1,1,1
2353,2018-04-09 01:00:00,1,1,1
2354,2018-04-09 02:00:00,1,1,1
2355,2018-04-09 03:00:00,1,1,1
2356,2018-04-09 04:00:00,1,1,1
2357,2018-04-09 05:00:00,1,1,1
2358,2018-04-09 06:00:00,1,1,1
2359,2018-04-09 07:00:00,1,1,1
2360,2018-04-09 08:00:00,1,1,1
2361,2018-04-09 09:00:00,1,1,1
2362,2018-04-09 10:00:00,1,1,1
2363,2018-04-09 11:00:00,1,1,1
2364,2018-04-09 12:00:00,1,1,1
2365,2018-04-09 13:00:00,1,1,1
2366,2018-04-09 14:00:00,1,1,1
2367,2018-04-09 15:00:00,1,1,1
2368,2018-04-09 16:00:00,1,1,1
2369,2018-04-09 17:00:00,1,1,1
2370,2018-04-09 18:00:00,1,1,1
2371,2018-04-09 19:00:00,1,1,1
2372,2018-04-09 20:00:00,1,1,1
2373,2018-04-09 21:00:00,1,1,1
2374,2018-04-09 22:00:00,1,1,1
2375,2018-04-09 23:00:00,1,1,1
2376,2018-04-10 00:00:00,1,1,1
2377,2018-04-10 01:00:00,1,1,1
2378,2018-04-10 02:00:00,1,1,1
2379,2018-04-10 03:00:00,1,1,1
2380,2018-04-10 04:00:00,1,1,1
2381,2018-04-10 05:00:00,1,1,1
2382,2018-04-10 06:00:00,1,1,1
2383,2018-04-10 07:00:00,1,1,1
2384,2018-04-10 08:00:00,1,1,1
2385,2018-04-10 09:00:00,1,1,1
2386,2018-04-10 10:00:00,1,1,1
2387,2018-04-10 11:00:00,1,1,1
2388,2018-04-10 12:00:00,1,1,1
2389,2018-04-10 13:00:00,1,1,1
2390,2018-04-10 14:00:00,1,1,1
2391,2018-04-10 15:00:00,1,1,1
2392,2018-04-10 16:00:00,1,1,1
2393,2018-04-10 17:00:00,1,1,1
2394,2018-04-10 18:00:00,1,1,1
2395,2018-04-10 19:00:00,1,1,1
2396,2018-04-10 20:00:00,1,1,1
2397,2018-04-10 21:00:00,1,1,1
2398,2018-04-10 22:00:00,1,1,1
2399,2018-04-10 23:00:00,1,1,1
2400,2018-04-11 00:00:00,1,1,1
2401,2018-04-11 01:00:00,1,1,1
2402,2018-04-11 02:00:00,1,1,1
2403,2018-04-11 03:00:00,1,1,1
2404,2018-04-11 04:00:00,1,1,1
2405,2018-04-11 05:00:00,1,1,1
2406,2018-04-11 06:00:00,1,1,1
2407,2018-04-11 07:00:00,1,1,1
2408,2018-04-11 08:00:00,1,1,1
2409,2018-04-11 09:00:00,1,1,1
2410,2018-04-11 10:00:00,1,1,1
2411,2018-04-11 11:00:00,1,1,1
2412,2018-04-11 12:00:00,1,1,1
2413,2018-04-11 13:00:00,1,1,1
2414,2018-04-11 14:00:00,1,1,1
2415,2018-04-11 15:00:00,1,1,1
2416,2018-04-11 16:00:00,1,1,1
2417,2018-04-11 17:00:00,1,1,1
2418,2018-04-11 18:00:00,1,1,1
2419,2018-04-11 19:00:00,1,1,1
2420,2018-04-11 20:00:00,1,1,1
2421,2018-04-11 21:00:00,1,1,1
2422,2018-04-11 22:00:00,1,1,1
2423,2018-04-11 23:00:00,1,1,1
2424,2018-04-12 00:00:00,1,1,1
2425,2018-04-12 01:00:00,1,1,1
2426,2018-04-12 02:00:00,1,1,1
2427,2018-04-12 03:00:00,1,1,1
2428,2018-04-12 04:00:00,1,1,1
2429,2018-04-12 05:00:00,1,1,1
2430,2018-04-12 06:00:00,1,1,1
2431,2018-04-12 07:00:00,1,1,1
2432,2018-04-12 08:00:00,1,1,1
2433,2018-04-12 09:00:00,1,1,1
2434,2018-04-12 10:00:00,1,1,1
2435,2018-04-12 11:00:00,1,1,1
2436,2018-04-12 12:00:00,1,1,1
2437,2018-04-12 13:00:00,1,1,1
2438,2018-04-12 14:00:00,1,1,1
2439,2018-04-12 15:00:00,1,1,1
2440,2018-04-12 16:00:00,1,1,1
2441,2018-04-12 17:00:00,1,1,1
2442,2018-04-12 18:00:00,1,1,1
2443,2018-04-12 19:00:00,1,1,1
2444,2018-04-12 20:00:00,1,1,1
2445,2018-04-12 21:00:00,1,1,1
2446,2018-04-12 22:00:00,1,1,1
2447,2018-04-12 23:00:00,1,1,1
2448,2018-04-13 00:00:00,1,1,1
2449,2018-04-13 01:00:00,1,1,1
2450,2018-04-13 02:00:00,1,1,1
2451,2018-04-13 03:00:00,1,1,1
2452,2018-04-13 04:00:00,1,1,1
2453,2018-04-13 05:00:00,1,1,1
2454,2018-04-13 06:00:00,1,1,1
2455,2018-04-13 07:00:00,1,1,1
2456,2018-04-13 08:00:00,1,1,1
2457,2018-04-13 09:00:00,1,1,1
2458,2018-04-13 10:00:00,1,1,1
2459,2018-04-13 11:00:00,1,1,1
2460,2018-04-13 12:00:00,1,1,1
2461,2018-04-13 13:00:00,1,1,1
2462,2018-04-13 14:00:00,1,1,1
2463,2018-04-13 15:00:00,1,1,1
2464,2018-04-13 16:00:00,1,1,1
2465,2018-04-13 17:00:00,1,1,1
2466,2018-04-13 18:00:00,1,1,1
2467,2018-04-13 19:00:00,1,1,1
2468,2018-04-13 20:00:00,1,1,1
2469,2018-04-13 21:00:00,1,1,1
2470,2018-04-13 22:00:00,1,1,1
2471,2018-04-13 23:00:00,1,1,1
2472,2018-04-14 00:00:00,1,1,1
2473,2018-04-14 01:00:00,1,1,1
2474,2018-04-14 02:00:00,1,1,1
2475,2018-04-14 03:00:00,1,1,1
2476,2018-04-14 04:00:00,1,1,1
2477,2018-04-14 05:00:00,1,1,1
