,SKN MSR link,MSR ATG link,ATG GLP link,GLP DMA link,DMA MTQ link,MTQ LCA link,LCA SVG link,SCG GRD link,SVG BRB link,LCA BRB link,ATG Electrolyzer,ATG Fuel Cell,BRB Electrolyzer,BRB Fuel Cell,GLP Electrolyzer,GLP Fuel Cell,MTQ Electrolyzer,MTQ Fuel Cell,LCA Electrolyzer,LCA Fuel Cell,SVG Electrolyzer,SVG Fuel Cell,GRD Electrolyzer,GRD Fuel Cell,SKN Electrolyzer,SKN Fuel Cell,MSR Electrolyzer,MSR Fuel Cell,DMA Electrolyzer,DMA Fuel Cell
0,-0.6598671500815484,-2.3517197290953926,10.970964365376156,-5.541461603209459,-6.841283080460324,-2.6460452248176014,-1.1469553316991785,-4.050105006360589,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
1,-0.6598671500815484,-2.2617197290953928,10.970964365376156,7.40931625073401,6.841283080460324,-2.6460452248176014,1.1469553316991785,-4.050105006360589,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
2,-0.6598671500815484,-2.2317197290953925,10.970964365376156,-6.415302833442344,-6.841283080460324,-2.6460452248176014,1.1469553316991785,0.9535813549701544,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
3,-0.6598671500815484,-2.1917197290953925,10.970964365376156,-20.0,-6.841283080460324,-2.6460452248176014,-1.1469553316991785,-1.8227687141424127,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
4,-0.6598671500815484,-2.1917197290953925,10.970964365376156,-20.0,-6.841283080460324,-2.6460452248176014,1.1469553316991785,-4.050105006360589,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
5,-0.6598671500815484,-2.1517197290953924,9.923177317597386,-14.148630826010283,6.841283080460324,-2.6460452248176014,-1.1469553316991785,-2.165085954142384,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
6,-0.6598671500815484,-2.1414697290953923,10.970964365376156,-20.0,-6.841283080460324,-2.6460452248176014,1.1469553316991785,0.7332148578274271,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
7,-0.6598671500815484,-2.4851182788507464,10.970964365376156,-5.837820982282593,-6.841283080460324,-2.6460452248176014,-1.1469553316991785,-4.050105006360589,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
8,-0.6598671500815484,-2.5,10.970964365376156,16.104231940973108,-6.841283080460324,-2.6460452248176014,1.1469553316991785,1.9875003956079702,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
9,-0.6598671500815484,-2.5,10.970964365376156,20.0,-3.792700252828407,-2.6460452248176014,1.1469553316991785,-4.050105006360589,20.759245748154076,14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7410028143535397,0.07185257901384413,-0.0,2.6193390748893326,-0.0
10,-0.6598671500815484,-2.5,10.970964365376156,-2.7336831322849307,-6.841283080460324,-2.6460452248176014,-1.1469553316991785,-4.050105006360589,-15.796850325338589,-14.706999443483213,3.1337718743313165,-0.0,-0.0,-0.0,22.510640111919894,-0.0,32.72704815883463,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2752663790272325,0.07185257901384413,-0.0,2.6193390748893326,-0.0
