,ATG H2 Tank,BRB H2 Tank,GLP H2 Tank,MTQ H2 Tank,LCA H2 Tank,SKN H2 Tank,SVG H2 Tank,MSR H2 Tank,GRD H2 Tank,DMA H2 Tank
0,157.94210246629837,-0.0,1054.1841583103767,1191.2753144461478,-0.0,33.944291708209086,-0.0,4.426118867252798,-0.0,88.00979291628163
1,160.1357427783303,-0.0,1069.9416063887206,1214.1842481573321,-0.0,30.203288893855547,-0.0,4.4764156725624895,-0.0,89.84333026870416
2,162.32938309036223,-0.0,1085.6990544670646,1237.0931818685165,-0.0,26.462286079502007,-0.0,4.526712477872181,-0.0,91.6768676211267
3,164.52302340239416,-0.0,1101.4565025454085,1260.0021155797008,-0.0,22.721283265148468,-0.0,4.577009283181872,-0.0,93.51040497354924
4,166.7166637144261,-0.0,1117.2139506237525,1282.911049290885,-0.0,18.98028045079493,-0.0,4.627306088491563,-0.0,95.34394232597178
5,168.91030402645802,-0.0,1132.9713987020964,1305.8199830020694,-0.0,15.23927763644139,-0.0,4.677602893801255,-0.0,97.17747967839432
6,171.10394433848995,-0.0,1148.7288467804403,1328.7289167132537,-0.0,11.49827482208785,-0.0,4.727899699110946,-0.0,99.01101703081686
7,173.29758465052188,-0.0,1164.4862948587843,1351.637850424438,-0.0,7.757272007734311,-0.0,4.778196504420637,-0.0,100.8445543832394
8,175.49122496255382,-0.0,1180.2437429371282,1374.5467841356224,-0.0,4.016269193380772,-0.0,4.828493309730328,-0.0,102.67809173566194
9,177.68486527458575,-0.0,1196.0011910154722,1397.4557178468067,-0.0,0.2752663790272325,-0.0,4.87879011504002,-0.0,104.51162908808448
10,179.87850558661768,-0.0,1211.758639093816,1420.364651557991,-0.0,-0.0,-0.0,4.929086920349711,-0.0,106.34516644050701
11,182.0721458986496,-0.0,1227.51608717216,1443.2735852691753,-0.0,0.948007477023096,-0.0,4.979383725659402,-0.0,108.17870379292955
12,184.26578621068154,-0.0,1243.273535250504,1466.1825189803596,-0.0,1.7726934323058732,-0.0,5.0296805309690935,-0.0,110.01224114535209
13,186.45942652271347,-0.0,1259.030983328848,1489.091452691544,-0.0,0.5598505857226741,-0.0,5.079977336278785,-0.0,111.84577849777463
14,188.6530668347454,-0.0,1274.7884314071919,1512.0003864027283,-0.0,0.5598505857226741,-0.0,5.130274141588476,-0.0,113.67931585019717
15,190.84670714677733,-0.0,1290.5458794855358,1534.9093201139126,-0.0,0.5598505857226741,-0.0,5.180570946898167,-0.0,115.51285320261971
16,193.04034745880926,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.230867752207859,-0.0,117.34639055504225
17,195.2339877708412,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.28116455751755,-0.0,117.34639055504225
18,197.42762808287313,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.331461362827241,-0.0,117.34639055504225
19,199.62126839490506,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.381758168136932,-0.0,117.34639055504225
20,201.814908706937,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.432054973446624,-0.0,117.34639055504225
21,204.00854901896892,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.482351778756315,-0.0,117.34639055504225
22,206.20218933100085,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.532648584066006,-0.0,117.34639055504225
23,208.39582964303278,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.5829453893756975,-0.0,117.34639055504225
24,210.58946995506471,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.633242194685389,-0.0,117.34639055504225
25,212.78311026709665,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.68353899999508,-0.0,117.34639055504225
26,214.97675057912858,-0.0,1306.3033275638797,1557.818253825097,-0.0,-0.0,-0.0,5.733835805304771,-0.0,117.34639055504225
27,217.1703908911605,-0.0,1322.0607756422237,1557.818253825097,-0.0,-0.0,-0.0,5.784132610614463,-0.0,117.34639055504225
28,219.36403120319244,-0.0,1337.8182237205676,1557.818253825097,-0.0,-0.0,-0.0,5.834429415924154,-0.0,117.34639055504225
29,221.55767151522437,-0.0,1353.5756717989116,1557.818253825097,-0.0,-0.0,-0.0,5.884726221233845,-0.0,117.34639055504225
30,223.7513118272563,-0.0,1360.6279328689197,1557.818253825097,-0.0,-0.0,-0.0,5.935023026543536,-0.0,117.34639055504225
31,225.94495213928823,-0.0,1376.3853809472637,1557.818253825097,-0.0,-0.0,-0.0,5.985319831853228,-0.0,117.34639055504225
32,228.13859245132016,-0.0,1392.1428290256076,1557.818253825097,-0.0,-0.0,-0.0,5.900124581717313,-0.0,117.34639055504225
33,230.3322327633521,-0.0,1407.9002771039516,1577.4800473029575,-0.0,-0.0,-0.0,5.81381883157641,-0.0,117.34639055504225
34,232.52587307538403,4.754319025751208,1423.6577251822955,1600.3889810141418,-0.0,-0.0,-0.0,5.719901537964446,-0.0,117.34639055504225
35,234.71951338741596,9.508638051502416,1439.4151732606394,1623.297914725326,-0.0,-0.0,-0.0,5.625984244352481,-0.0,117.34639055504225
36,236.9131536994479,14.262957077253624,1455.1726213389834,1646.2068484365104,-0.0,-0.0,-0.0,5.532066950740517,-0.0,117.34639055504225
37,239.10679401147982,19.017276103004832,1470.9300694173273,1669.1157821476947,-0.0,-0.0,-0.0,5.438149657128553,-0.0,117.34639055504225
38,241.30043432351175,4.195814949679603,1486.6875174956713,1692.024715858879,-0.0,-0.0,-0.0,5.438149657128553,-0.0,117.34639055504225
39,243.49407463554368,4.195814949679603,1502.4449655740152,1710.3511034428602,-0.0,-0.0,-0.0,5.438149657128553,-0.0,117.34639055504225
40,220.28111614197786,-0.0,1424.4951783358579,1667.6528181486985,-0.0,-0.0,-0.0,5.438149657128553,-0.0,114.76581230468221
41,197.06815764841207,-0.0,1346.5453910977005,1624.9545328545369,-0.0,-0.0,-0.0,5.438149657128553,-0.0,112.18523405432218
42,173.85519915484628,-0.0,1268.5956038595432,1582.2562475603752,-0.0,-0.0,-0.0,5.438149657128553,-0.0,109.60465580396215
43,150.64224066128048,-0.0,1190.6458166213858,1539.5579622662135,-0.0,-0.0,-0.0,5.436535323251562,-0.0,107.02407755360211
44,127.42928216771467,-0.0,1112.6960293832285,1496.8596769720518,-0.0,-0.0,-0.0,5.436535323251562,-0.0,104.44349930324208
45,104.21632367414887,-0.0,1034.7462421450712,1454.1613916778902,-0.0,-0.0,-0.0,5.436535323251562,-0.0,101.86292105288204
