,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada,Antigua Hydrogen,Guadeloupe Hydrogen,SaintVincentGrenadines Hydrogen
36,0.0,-1.6431300764452317e-14,1.1901590823981678e-13,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
37,3.552713678800501e-15,1.199040866595169e-14,-5.1514348342607263e-14,0.0,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,-3.552713678800501e-15,-1.6431300764452317e-14,-2.3092638912203256e-14,2.220446049250313e-16,0.0,1.4210854715202004e-14,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0
39,-3.552713678800501e-15,-2.220446049250313e-15,5.329070518200751e-15,0.0,0.0,7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
40,-8.881784197001252e-16,0.0,7.105427357601002e-15,0.0,-2.1316282072803006e-14,-3.552713678800501e-15,-1.4210854715202004e-14,0.0,-3.552713678800501e-15,0.0,0.0,0.0
41,-8.881784197001252e-16,-8.881784197001252e-15,0.0,-5.551115123125783e-17,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,-4.440892098500626e-16,0.0,0.0,0.0
42,-8.881784197001252e-16,5.329070518200751e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,3.552713678800501e-15,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
43,-8.881784197001252e-16,-1.7763568394002505e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
44,-1.0685896612017132e-15,-1.7763568394002505e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,-1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
45,0.0,1.7763568394002505e-15,-8.881784197001252e-15,0.0,-2.1316282072803006e-14,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
46,0.0,-1.7763568394002505e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,-1.7763568394002505e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,1.7763568394002505e-15,-8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
49,0.0,1.7763568394002505e-15,-8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
50,0.0,-3.552713678800501e-15,0.0,0.0,-7.105427357601002e-15,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0
51,-3.552713678800501e-15,0.0,-8.881784197001252e-15,0.0,-7.105427357601002e-15,0.0,-1.4210854715202004e-14,3.552713678800501e-15,0.0,0.0,0.0,0.0
52,0.0,0.0,5.329070518200751e-15,0.0,7.105427357601002e-15,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
53,0.0,0.0,5.329070518200751e-15,0.0,7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
54,0.0,1.7763568394002505e-15,-1.9539925233402755e-14,0.0,3.552713678800501e-14,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0
55,0.0,0.0,-2.842170943040401e-14,0.0,7.105427357601002e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
56,-3.552713678800501e-15,-5.329070518200751e-15,-8.881784197001252e-15,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
57,0.0,5.329070518200751e-15,3.730349362740526e-14,0.0,-2.842170943040401e-14,-1.4210854715202004e-14,3.552713678800501e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0
58,0.0,-1.6431300764452317e-14,-1.9539925233402755e-14,0.0,2.842170943040401e-14,1.4210854715202004e-14,-1.4210854715202004e-14,-3.552713678800501e-15,0.0,0.0,0.0,0.0
59,0.0,-7.549516567451064e-15,2.4868995751603507e-14,0.0,0.0,-1.4210854715202004e-14,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0
60,0.0,-1.2878587085651816e-14,4.440892098500626e-14,0.0,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,7.105427357601002e-15,-1.6431300764452317e-14,-5.1514348342607263e-14,2.220446049250313e-16,-2.842170943040401e-14,1.4210854715202004e-14,-2.842170943040401e-14,3.552713678800501e-15,0.0,0.0,0.0,0.0
62,0.0,1.199040866595169e-14,-1.9539925233402755e-14,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0
63,3.552713678800501e-15,-4.884981308350689e-15,1.0658141036401503e-14,0.0,-2.842170943040401e-14,0.0,-7.105427357601002e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0
65,0.0,-1.7763568394002505e-15,-1.9539925233402755e-14,5.551115123125783e-17,2.1316282072803006e-14,-7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
66,0.0,-1.7763568394002505e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,-1.7763568394002505e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,-1.7763568394002505e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
69,-1.7763568394002505e-15,-1.7763568394002505e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
70,1.7763568394002505e-15,5.329070518200751e-15,8.881784197001252e-15,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
71,1.7763568394002505e-15,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,5.329070518200751e-15,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,-1.7763568394002505e-15,-5.329070518200751e-15,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,5.329070518200751e-15,0.0,7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
75,1.7763568394002505e-15,0.0,5.329070518200751e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,-7.105427357601002e-15,0.0,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0
77,0.0,1.7763568394002505e-15,-5.329070518200751e-15,0.0,7.105427357601002e-15,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
78,1.7763568394002505e-15,0.0,5.329070518200751e-15,-5.551115123125783e-17,7.105427357601002e-15,0.0,3.552713678800501e-15,6.661338147750939e-16,0.0,0.0,0.0,0.0
79,0.0,5.329070518200751e-15,-1.9539925233402755e-14,0.0,-7.105427357601002e-15,-3.552713678800501e-15,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
80,3.552713678800501e-15,5.329070518200751e-15,8.881784197001252e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,1.199040866595169e-14,8.881784197001252e-15,0.0,-2.842170943040401e-14,0.0,-1.7763568394002505e-14,0.0,0.0,0.0,0.0,0.0
82,0.0,-1.6431300764452317e-14,3.730349362740526e-14,0.0,2.842170943040401e-14,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0
83,0.0,-1.6431300764452317e-14,8.881784197001252e-15,0.0,0.0,0.0,3.552713678800501e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0
84,0.0,-2.220446049250313e-15,8.881784197001252e-15,0.0,-5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,1.4654943925052066e-14,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0
86,0.0,1.7763568394002505e-15,-8.881784197001252e-15,2.220446049250313e-16,2.842170943040401e-14,-1.4210854715202004e-14,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
87,0.0,-1.7763568394002505e-15,8.881784197001252e-15,-1.1102230246251565e-16,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0
88,-1.7763568394002505e-15,-3.552713678800501e-15,3.552713678800501e-15,0.0,2.842170943040401e-14,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0
89,3.552713678800501e-15,-8.881784197001252e-15,8.881784197001252e-15,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
90,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
91,0.0,1.7763568394002505e-15,-8.881784197001252e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,-1.7763568394002505e-15,8.881784197001252e-15,0.0,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
93,0.0,1.7763568394002505e-15,-8.881784197001252e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,8.881784197001252e-15,-8.881784197001252e-15,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
95,0.0,0.0,5.329070518200751e-15,0.0,0.0,0.0,1.7763568394002505e-14,0.0,0.0,0.0,0.0,0.0
96,-3.552713678800501e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
97,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,1.7763568394002505e-15,1.5987211554602254e-14,0.0,0.0,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0
103,0.0,1.7763568394002505e-15,1.9539925233402755e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,6.661338147750939e-16,-1.7763568394002505e-15,8.881784197001252e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,6.661338147750939e-16,5.329070518200751e-15,-1.9539925233402755e-14,2.220446049250313e-16,0.0,-7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
106,6.661338147750939e-16,-1.7763568394002505e-15,-1.9539925233402755e-14,0.0,-2.842170943040401e-14,0.0,-2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0
107,-6.439293542825908e-15,-1.7763568394002505e-15,-1.9539925233402755e-14,0.0,5.684341886080802e-14,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0
108,6.661338147750939e-16,-5.329070518200751e-15,1.9539925233402755e-14,2.220446049250313e-16,2.842170943040401e-14,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
109,6.661338147750939e-16,-5.329070518200751e-15,1.9539925233402755e-14,0.0,-2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,6.661338147750939e-16,-1.2434497875801753e-14,1.9539925233402755e-14,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,4.218847493575595e-15,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0
112,-2.886579864025407e-15,1.7763568394002505e-15,5.329070518200751e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,6.661338147750939e-16,1.7763568394002505e-15,5.329070518200751e-15,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0
114,6.661338147750939e-16,1.7763568394002505e-15,5.329070518200751e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0
116,6.661338147750939e-16,1.7763568394002505e-15,-5.329070518200751e-15,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
117,6.661338147750939e-16,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0
118,6.661338147750939e-16,0.0,5.329070518200751e-15,0.0,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
119,6.661338147750939e-16,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
120,6.661338147750939e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0
122,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,-2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0
123,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
124,6.661338147750939e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
125,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
126,6.661338147750939e-16,0.0,1.2434497875801753e-14,-5.551115123125783e-17,0.0,0.0,0.0,-1.5543122344752192e-15,0.0,0.0,0.0,0.0
127,6.661338147750939e-16,-1.7763568394002505e-15,8.881784197001252e-15,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,6.661338147750939e-16,0.0,1.4210854715202004e-14,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0
129,6.661338147750939e-16,-1.7763568394002505e-15,8.881784197001252e-15,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
130,-2.886579864025407e-15,1.7763568394002505e-15,-8.881784197001252e-15,2.220446049250313e-16,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
131,-2.886579864025407e-15,1.7763568394002505e-15,-8.881784197001252e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0
132,6.661338147750939e-16,5.329070518200751e-15,8.881784197001252e-15,0.0,0.0,1.4210854715202004e-14,-3.552713678800501e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0
133,-2.886579864025407e-15,1.7763568394002505e-15,-8.881784197001252e-15,0.0,2.842170943040401e-14,-1.4210854715202004e-14,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
134,7.771561172376096e-15,-8.881784197001252e-15,8.881784197001252e-15,0.0,2.842170943040401e-14,-1.4210854715202004e-14,-1.0658141036401503e-14,3.552713678800501e-15,0.0,0.0,0.0,0.0
135,6.661338147750939e-16,-8.881784197001252e-15,3.730349362740526e-14,-2.220446049250313e-16,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
136,6.661338147750939e-16,1.7763568394002505e-15,-8.881784197001252e-15,0.0,0.0,3.552713678800501e-15,-7.105427357601002e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0
137,-1.1102230246251565e-15,-1.7763568394002505e-15,1.5987211554602254e-14,0.0,0.0,0.0,1.4210854715202004e-14,-8.881784197001252e-16,0.0,0.0,0.0,0.0
138,6.661338147750939e-16,0.0,5.329070518200751e-15,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
139,6.661338147750939e-16,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,6.661338147750939e-16,0.0,5.329070518200751e-15,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
141,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0
142,6.661338147750939e-16,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,6.661338147750939e-16,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,6.661338147750939e-16,1.7763568394002505e-15,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
145,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
148,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,1.5543122344752192e-15,-1.7763568394002505e-15,5.329070518200751e-15,0.0,-7.105427357601002e-15,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
151,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,6.661338147750939e-16,1.7763568394002505e-15,-8.881784197001252e-15,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
153,6.661338147750939e-16,-1.7763568394002505e-15,8.881784197001252e-15,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
154,6.661338147750939e-16,-1.7763568394002505e-15,8.881784197001252e-15,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
155,6.661338147750939e-16,-1.7763568394002505e-15,8.881784197001252e-15,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
156,6.661338147750939e-16,1.7763568394002505e-15,-8.881784197001252e-15,0.0,0.0,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0
157,-2.886579864025407e-15,5.329070518200751e-15,8.881784197001252e-15,0.0,2.842170943040401e-14,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0
158,7.771561172376096e-15,1.7763568394002505e-15,-8.881784197001252e-15,0.0,0.0,0.0,3.197442310920451e-14,0.0,0.0,0.0,0.0,0.0
159,-6.439293542825908e-15,-5.329070518200751e-15,-9.414691248821327e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,6.661338147750939e-16,-5.329070518200751e-15,-8.881784197001252e-15,0.0,1.4210854715202004e-14,-7.105427357601002e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
161,2.4424906541753444e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
162,6.661338147750939e-16,0.0,5.329070518200751e-15,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
163,6.661338147750939e-16,0.0,5.329070518200751e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,-2.886579864025407e-15,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
165,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,6.661338147750939e-16,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
167,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,6.661338147750939e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
173,6.661338147750939e-16,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
174,2.4424906541753444e-15,-1.7763568394002505e-15,1.7763568394002505e-15,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,6.661338147750939e-16,-1.7763568394002505e-15,-1.9539925233402755e-14,0.0,0.0,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0
