,MSR geothermal,GLP geothermal,DMA geothermal,MTQ geothermal,LCA geothermal,SKN geothermal,SVG geothermal,GRD geothermal,ATG wind,ATG solar pv,GLP wind,GLP solar pv,DMA wind,DMA solar pv,MTQ wind,MTQ solar pv,SKN solar pv,SKN wind,BRB solar pv,BRB wind
2611,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6248,0.0,0.5848,0.0,0.5704,0.0,0.5472,0.0,0.0,0.624,0.0,0.4944
2612,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6376,0.0,0.5944,0.0,0.5624,0.0,0.5392,0.0,0.0,0.6232,0.0,0.4968
2613,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.652,0.0,0.6072,0.0,0.5536,0.0,0.5352,0.0,0.0,0.6216,0.0,0.488
2614,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6592,0.0,0.6232,0.0,0.5424,0.0,0.5176,0.0,0.0,0.6224,0.0,0.4704
2615,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.66,0.0,0.6368,0.0,0.5528,0.0,0.5072,0.0,0.0,0.6264,0.0,0.4712
2616,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6552,0.0,0.636,0.0,0.5752,0.0,0.508,0.0,0.0,0.6352,0.0,0.4712
2617,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6456,0.0,0.6248,0.0,0.5816,0.0,0.508,0.0,0.0,0.6368,0.0,0.4568
2618,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6256,0.0,0.6096,0.0,0.5792,0.0,0.5096,0.0,0.0,0.6312,0.0,0.4528
2619,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6072,0.0,0.5952,0.0,0.5752,0.0,0.52,0.0,0.0,0.6296,0.0,0.4688
2620,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6072,0.0,0.5944,0.0,0.5776,0.0,0.5392,0.0,0.0,0.6272,0.0,0.4968
2621,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.62,0.0,0.588,0.0,0.576,0.0,0.5528,0.0,0.0,0.6248,0.0,0.5264
2622,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6272,0.0408,0.584,0.0408,0.5744,0.0464,0.5608,0.0432,0.036,0.6232,0.0352,0.5472
2623,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6344,0.1768,0.6144,0.1736,0.5752,0.1856,0.5552,0.1672,0.1728,0.6232,0.1608,0.5632
2624,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6368,0.3208,0.632,0.3192,0.5824,0.34,0.5544,0.3088,0.324,0.6224,0.304,0.56
2625,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6352,0.4456,0.6368,0.44,0.6016,0.4576,0.568,0.4296,0.448,0.6216,0.42,0.5384
2626,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6288,0.5296,0.6336,0.532,0.6128,0.5384,0.584,0.5192,0.5328,0.616,0.4984,0.5232
2627,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6152,0.5776,0.6224,0.5728,0.6096,0.5784,0.5944,0.5528,0.5792,0.5992,0.524,0.5168
2628,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5992,0.584,0.608,0.5752,0.6,0.5808,0.5944,0.5368,0.588,0.5744,0.532,0.5264
2629,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5792,0.548,0.588,0.5416,0.5856,0.5472,0.584,0.4952,0.5584,0.5496,0.5008,0.5384
2630,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5552,0.48,0.5664,0.4728,0.5728,0.4712,0.5712,0.4168,0.4896,0.528,0.4296,0.536
2631,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5296,0.3712,0.5464,0.3616,0.5632,0.356,0.5632,0.3072,0.38,0.5056,0.3296,0.5216
2632,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5096,0.2296,0.5328,0.2128,0.564,0.212,0.5624,0.1736,0.2408,0.4896,0.1888,0.5088
2633,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5016,0.0752,0.5272,0.0656,0.5712,0.064,0.5632,0.0464,0.0856,0.488,0.048,0.4968
2634,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5024,0.0,0.5288,0.0,0.5736,0.0,0.5616,0.0,0.0008,0.4952,0.0,0.4976
2635,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5184,0.0,0.544,0.0,0.5856,0.0,0.5648,0.0,0.0,0.5096,0.0,0.5072
2636,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5408,0.0,0.5616,0.0,0.5952,0.0,0.5672,0.0,0.0,0.5304,0.0,0.5048
2637,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5632,0.0,0.5776,0.0,0.604,0.0,0.5704,0.0,0.0,0.5416,0.0,0.4944
2638,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.576,0.0,0.5864,0.0,0.6056,0.0,0.568,0.0,0.0,0.5424,0.0,0.4808
2639,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5856,0.0,0.5928,0.0,0.612,0.0,0.5768,0.0,0.0,0.5504,0.0,0.4944
2640,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5984,0.0,0.6032,0.0,0.6088,0.0,0.584,0.0,0.0,0.5648,0.0,0.5296
2641,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6072,0.0,0.6216,0.0,0.6184,0.0,0.5976,0.0,0.0,0.5704,0.0,0.544
2642,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6104,0.0,0.6416,0.0,0.632,0.0,0.6088,0.0,0.0,0.5744,0.0,0.5384
2643,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.612,0.0,0.652,0.0,0.6488,0.0,0.616,0.0,0.0,0.58,0.0,0.5384
2644,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6176,0.0,0.6632,0.0,0.6712,0.0,0.6256,0.0,0.0,0.5848,0.0,0.5568
2645,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6136,0.0,0.656,0.0,0.6744,0.0,0.62,0.0,0.0,0.5824,0.0,0.572
2646,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.596,0.0456,0.6368,0.032,0.6728,0.0288,0.6248,0.0416,0.0392,0.5848,0.0392,0.5864
2647,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5984,0.1936,0.6264,0.1376,0.6816,0.136,0.6504,0.1808,0.1808,0.6136,0.1584,0.6
2648,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.624,0.34,0.6376,0.2488,0.6944,0.2424,0.6744,0.3152,0.32,0.64,0.3024,0.6016
2649,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6376,0.4544,0.6464,0.3368,0.6968,0.3096,0.684,0.3896,0.44,0.6376,0.4296,0.5992
2650,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6184,0.536,0.6312,0.4128,0.6848,0.4216,0.6792,0.4784,0.5328,0.6264,0.5176,0.5872
2651,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5936,0.5888,0.6064,0.4496,0.6664,0.4536,0.6648,0.532,0.5872,0.6208,0.5576,0.5528
2652,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5744,0.5968,0.5824,0.408,0.6456,0.4144,0.6448,0.5184,0.596,0.604,0.5488,0.5088
2653,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5488,0.5504,0.5528,0.3216,0.6224,0.3648,0.6232,0.4928,0.5608,0.5752,0.5136,0.4696
2654,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5216,0.4752,0.5256,0.2616,0.6016,0.3024,0.608,0.4136,0.48,0.5384,0.4432,0.4408
2655,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4816,0.368,0.4912,0.216,0.5752,0.244,0.592,0.3016,0.3536,0.4952,0.3384,0.4184
2656,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4344,0.2256,0.4488,0.1448,0.5448,0.16,0.5696,0.1752,0.1784,0.464,0.1904,0.3888
2657,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.408,0.0592,0.424,0.0384,0.5248,0.0496,0.5464,0.0528,0.0464,0.4536,0.044,0.3624
2658,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4064,0.0,0.4128,0.0,0.5072,0.0,0.5264,0.0,0.0,0.448,0.0,0.344
2659,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4032,0.0,0.404,0.0,0.492,0.0,0.5008,0.0,0.0,0.4432,0.0,0.328
2660,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4032,0.0,0.3976,0.0,0.4736,0.0,0.4832,0.0,0.0,0.4608,0.0,0.3048
2661,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4368,0.0,0.4048,0.0,0.4744,0.0,0.48,0.0,0.0,0.4912,0.0,0.2904
2662,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4528,0.0,0.4256,0.0,0.476,0.0,0.4776,0.0,0.0,0.508,0.0,0.2856
2663,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.452,0.0,0.412,0.0,0.4576,0.0,0.4704,0.0,0.0,0.5248,0.0,0.2984
2664,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4592,0.0,0.4016,0.0,0.4264,0.0,0.4416,0.0,0.0,0.5056,0.0,0.316
2665,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4504,0.0,0.408,0.0,0.4224,0.0,0.416,0.0,0.0,0.4824,0.0,0.3256
2666,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.428,0.0,0.4072,0.0,0.4344,0.0,0.4216,0.0,0.0,0.4696,0.0,0.3184
2667,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4096,0.0,0.404,0.0,0.4424,0.0,0.4336,0.0,0.0,0.468,0.0,0.3144
2668,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4136,0.0,0.3912,0.0,0.4328,0.0,0.432,0.0,0.0,0.4448,0.0,0.3216
2669,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4032,0.0,0.3816,0.0,0.4432,0.0,0.4352,0.0,0.0,0.428,0.0,0.328
2670,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3992,0.0344,0.396,0.0472,0.4664,0.0464,0.4536,0.0376,0.028,0.408,0.0504,0.332
2671,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.372,0.152,0.384,0.1872,0.4696,0.1824,0.4712,0.152,0.1384,0.3568,0.1792,0.3552
2672,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3136,0.3016,0.3336,0.3296,0.4416,0.3176,0.4728,0.2792,0.292,0.3,0.3128,0.3992
2673,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2696,0.4216,0.2944,0.4456,0.4104,0.4392,0.4536,0.4032,0.4136,0.284,0.4224,0.4288
2674,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2616,0.4896,0.2736,0.5216,0.384,0.508,0.4192,0.5008,0.512,0.3024,0.4976,0.4216
2675,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2984,0.5528,0.2856,0.552,0.3808,0.532,0.4016,0.4912,0.5744,0.3576,0.5552,0.4008
2676,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3576,0.584,0.3336,0.56,0.4112,0.5248,0.4064,0.4568,0.5032,0.3496,0.5536,0.3688
2677,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3488,0.5208,0.3488,0.5152,0.4328,0.4896,0.4248,0.4216,0.4392,0.3008,0.5088,0.3376
2678,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3304,0.4472,0.3416,0.4512,0.4384,0.4112,0.436,0.36,0.3616,0.2944,0.4232,0.3352
2679,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3456,0.3296,0.3536,0.3352,0.44,0.2984,0.432,0.2752,0.2568,0.3024,0.308,0.356
2680,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3592,0.1784,0.3728,0.176,0.4352,0.1696,0.4192,0.1696,0.1464,0.2984,0.1736,0.3696
2681,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3624,0.0504,0.3792,0.0496,0.428,0.0456,0.4096,0.0432,0.0464,0.3056,0.0448,0.3776
2682,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3656,0.0,0.3832,0.0,0.4272,0.0,0.4088,0.0,0.0,0.3208,0.0,0.3904
2683,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3776,0.0,0.3808,0.0,0.4128,0.0,0.4072,0.0,0.0,0.356,0.0,0.3984
2684,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4152,0.0,0.3848,0.0,0.3936,0.0,0.3928,0.0,0.0,0.4104,0.0,0.3968
2685,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4672,0.0,0.3944,0.0,0.3808,0.0,0.3872,0.0,0.0,0.4312,0.0,0.4032
2686,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.48,0.0,0.3872,0.0,0.364,0.0,0.3792,0.0,0.0,0.4336,0.0,0.4208
2687,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4936,0.0,0.3704,0.0,0.3536,0.0,0.3888,0.0,0.0,0.4528,0.0,0.4368
2688,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5344,0.0,0.4048,0.0,0.3768,0.0,0.42,0.0,0.0,0.464,0.0,0.4568
2689,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.548,0.0,0.4504,0.0,0.3944,0.0,0.4288,0.0,0.0,0.4552,0.0,0.4832
2690,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5336,0.0,0.452,0.0,0.392,0.0,0.4184,0.0,0.0,0.4768,0.0,0.4856
2691,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5384,0.0,0.4544,0.0,0.4112,0.0,0.4136,0.0,0.0,0.5136,0.0,0.468
2692,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5456,0.0,0.484,0.0,0.46,0.0,0.4312,0.0,0.0,0.5376,0.0,0.4608
2693,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5344,0.0,0.4768,0.0,0.476,0.0,0.4544,0.0,0.0,0.54,0.0,0.4584
2694,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5288,0.0128,0.4912,0.0176,0.452,0.0264,0.4408,0.0432,0.0128,0.5368,0.052,0.4472
2695,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5496,0.0632,0.5456,0.0832,0.4632,0.1352,0.4392,0.1752,0.0672,0.5576,0.1736,0.4432
2696,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5912,0.1464,0.604,0.1904,0.5376,0.2768,0.4728,0.3096,0.1472,0.5736,0.284,0.4328
2697,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6176,0.244,0.6136,0.3104,0.56,0.3544,0.5048,0.4168,0.2,0.5792,0.3776,0.428
2698,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.62,0.3112,0.6,0.3792,0.5552,0.4312,0.5112,0.4872,0.256,0.5728,0.4808,0.432
2699,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.584,0.3488,0.5712,0.4288,0.5504,0.4704,0.5016,0.5144,0.2872,0.564,0.5424,0.432
2700,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5216,0.352,0.5096,0.4392,0.5208,0.4824,0.4848,0.5208,0.264,0.5296,0.5504,0.4152
2701,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4536,0.3032,0.4424,0.4088,0.4744,0.4424,0.4648,0.4768,0.2128,0.4952,0.516,0.4096
2702,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4104,0.2168,0.3864,0.3384,0.432,0.3584,0.4424,0.4,0.172,0.4712,0.4384,0.4176
2703,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3888,0.1424,0.3584,0.2488,0.416,0.2688,0.4304,0.3008,0.124,0.456,0.316,0.4256
2704,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3792,0.0728,0.3456,0.1368,0.4144,0.1592,0.4328,0.1752,0.068,0.448,0.1632,0.428
2705,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3696,0.0208,0.3544,0.0336,0.4304,0.0448,0.448,0.0528,0.0232,0.4376,0.0376,0.4304
2706,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3528,0.0,0.356,0.0,0.4328,0.0,0.4488,0.0,0.0,0.432,0.0,0.4312
2707,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.34,0.0,0.3272,0.0,0.388,0.0,0.412,0.0,0.0,0.4144,0.0,0.4256
2708,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3272,0.0,0.2968,0.0,0.3416,0.0,0.3672,0.0,0.0,0.3824,0.0,0.4048
2709,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.308,0.0,0.288,0.0,0.3312,0.0,0.348,0.0,0.0,0.3616,0.0,0.3824
2710,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2856,0.0,0.28,0.0,0.3296,0.0,0.3336,0.0,0.0,0.3352,0.0,0.352
2711,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2544,0.0,0.2496,0.0,0.3176,0.0,0.328,0.0,0.0,0.304,0.0,0.3336
2712,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2392,0.0,0.2232,0.0,0.2976,0.0,0.3272,0.0,0.0,0.2896,0.0,0.3216
2713,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2408,0.0,0.2184,0.0,0.2752,0.0,0.3,0.0,0.0,0.2848,0.0,0.3048
2714,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2496,0.0,0.2312,0.0,0.2704,0.0,0.2664,0.0,0.0,0.2888,0.0,0.2784
2715,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.26,0.0,0.2304,0.0,0.248,0.0,0.2408,0.0,0.0,0.2904,0.0,0.2528
2716,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2584,0.0,0.2352,0.0,0.2328,0.0,0.2152,0.0,0.0,0.2696,0.0,0.2472
2717,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2224,0.0,0.2208,0.0,0.2408,0.0,0.2104,0.0,0.0,0.2528,0.0,0.2512
2718,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1864,0.0112,0.1784,0.0168,0.2072,0.024,0.1888,0.0336,0.0088,0.2344,0.0416,0.228
2719,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.164,0.052,0.152,0.08,0.176,0.108,0.1496,0.1208,0.0496,0.2248,0.1488,0.22
2720,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1456,0.1064,0.1328,0.1368,0.144,0.2096,0.1128,0.1888,0.1064,0.2128,0.244,0.2048
2721,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1288,0.1592,0.1104,0.1944,0.1232,0.248,0.1008,0.2088,0.1688,0.2048,0.3144,0.1776
2722,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.12,0.2104,0.1024,0.2192,0.1104,0.2384,0.0968,0.2352,0.224,0.2104,0.3928,0.148
2723,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1232,0.2432,0.1024,0.2264,0.1016,0.24,0.084,0.292,0.268,0.2176,0.4344,0.1152
2724,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.128,0.2672,0.1016,0.2256,0.096,0.2232,0.076,0.2872,0.3032,0.2104,0.4488,0.0896
2725,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1312,0.2672,0.1,0.2064,0.1064,0.204,0.0912,0.2256,0.3112,0.1952,0.4136,0.0744
2726,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.132,0.2424,0.1088,0.1704,0.1304,0.1672,0.1216,0.164,0.3112,0.1808,0.3912,0.0632
2727,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1344,0.2008,0.1128,0.1312,0.152,0.1208,0.1648,0.1104,0.3216,0.1648,0.3056,0.0632
2728,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1352,0.1648,0.1056,0.0912,0.1368,0.084,0.192,0.064,0.2448,0.1592,0.1496,0.0808
2729,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1432,0.0808,0.0976,0.044,0.1096,0.0368,0.1712,0.02,0.0944,0.168,0.0296,0.1256
2730,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1608,0.0008,0.1024,0.0,0.1056,0.0,0.14,0.0,0.0016,0.1832,0.0,0.1888
2731,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1808,0.0,0.1168,0.0,0.1176,0.0,0.1336,0.0,0.0,0.2048,0.0,0.2664
2732,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2056,0.0,0.1336,0.0,0.1312,0.0,0.1464,0.0,0.0,0.2248,0.0,0.2936
2733,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2112,0.0,0.1408,0.0,0.1368,0.0,0.1592,0.0,0.0,0.2304,0.0,0.2416
2734,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1952,0.0,0.1328,0.0,0.1376,0.0,0.1664,0.0,0.0,0.2176,0.0,0.1944
2735,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1792,0.0,0.128,0.0,0.1408,0.0,0.1704,0.0,0.0,0.2024,0.0,0.1656
2736,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1768,0.0,0.136,0.0,0.1536,0.0,0.1768,0.0,0.0,0.1912,0.0,0.1464
2737,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1792,0.0,0.1424,0.0,0.168,0.0,0.184,0.0,0.0,0.1928,0.0,0.1352
2738,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1944,0.0,0.1544,0.0,0.1856,0.0,0.1896,0.0,0.0,0.2048,0.0,0.1368
2739,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2248,0.0,0.1824,0.0,0.2072,0.0,0.1984,0.0,0.0,0.2288,0.0,0.1504
2740,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2632,0.0,0.2192,0.0,0.236,0.0,0.212,0.0,0.0,0.276,0.0,0.1752
2741,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3192,0.0,0.2528,0.0,0.256,0.0,0.2216,0.0,0.0,0.3192,0.0,0.212
2742,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3648,0.0472,0.2808,0.0496,0.2552,0.0488,0.2112,0.0504,0.0432,0.3504,0.0608,0.2464
2743,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4008,0.1944,0.3344,0.192,0.2792,0.1888,0.2072,0.1936,0.1904,0.3904,0.2112,0.2864
2744,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4376,0.344,0.4072,0.348,0.3184,0.3464,0.2184,0.344,0.34,0.4096,0.3456,0.3208
2745,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4616,0.4576,0.4704,0.4496,0.3608,0.4344,0.2392,0.4576,0.46,0.4112,0.4608,0.3416
2746,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4792,0.5368,0.5152,0.5192,0.4104,0.5,0.2632,0.532,0.54,0.4128,0.528,0.3512
2747,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4824,0.576,0.5376,0.5592,0.44,0.5392,0.2736,0.5688,0.58,0.4048,0.5688,0.3408
2748,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.468,0.5808,0.5328,0.5704,0.4408,0.568,0.2768,0.572,0.5848,0.3728,0.5704,0.3192
2749,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4448,0.5432,0.5032,0.5328,0.4232,0.5304,0.288,0.536,0.5512,0.3264,0.532,0.3048
2750,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4224,0.48,0.46,0.4616,0.4,0.4616,0.3064,0.4448,0.472,0.2936,0.4496,0.3008
2751,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.408,0.372,0.4248,0.3552,0.3872,0.348,0.328,0.34,0.348,0.28,0.3392,0.3096
2752,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3984,0.2296,0.4048,0.2144,0.3928,0.2088,0.3584,0.1944,0.2016,0.284,0.1984,0.3272
2753,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3896,0.0728,0.3952,0.0672,0.4072,0.0688,0.3904,0.0624,0.0728,0.3016,0.0512,0.3552
2754,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3896,0.0,0.3952,0.0,0.412,0.0,0.408,0.0,0.0008,0.3248,0.0,0.3824
2755,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4072,0.0,0.404,0.0,0.4176,0.0,0.4208,0.0,0.0,0.3584,0.0,0.4008
2756,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.432,0.0,0.4152,0.0,0.428,0.0,0.4328,0.0,0.0,0.4048,0.0,0.4152
2757,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4624,0.0,0.432,0.0,0.4408,0.0,0.4496,0.0,0.0,0.4504,0.0,0.4352
2758,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4808,0.0,0.444,0.0,0.4464,0.0,0.4632,0.0,0.0,0.472,0.0,0.4496
2759,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4856,0.0,0.46,0.0,0.4672,0.0,0.4816,0.0,0.0,0.472,0.0,0.4472
2760,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4792,0.0,0.48,0.0,0.496,0.0,0.504,0.0,0.0,0.4712,0.0,0.4408
2761,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4768,0.0,0.496,0.0,0.5216,0.0,0.5248,0.0,0.0,0.4784,0.0,0.4496
2762,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4808,0.0,0.508,0.0,0.5408,0.0,0.5416,0.0,0.0,0.4832,0.0,0.468
2763,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4848,0.0,0.5184,0.0,0.56,0.0,0.5592,0.0,0.0,0.4896,0.0,0.4944
