,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada
0,0.0,0.0,0.0,-5.551115123125783e-17,1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
1,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15
2,-3.552713678800501e-15,0.0,1.4210854715202004e-14,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,-1.4210854715202004e-14,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
4,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15
5,0.0,0.0,0.0,1.1102230246251565e-16,0.0,-3.552713678800501e-15,0.0,0.0,1.7763568394002505e-15
6,3.552713678800501e-15,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,-1.7763568394002505e-15
7,0.0,0.0,0.0,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0
8,0.0,0.0,7.105427357601002e-15,1.1102230246251565e-16,-7.105427357601002e-15,3.552713678800501e-15,0.0,8.881784197001252e-16,0.0
9,1.7763568394002505e-15,0.0,0.0,-1.1102230246251565e-16,-7.105427357601002e-15,-3.552713678800501e-15,0.0,-1.7763568394002505e-15,1.7763568394002505e-15
10,0.0,3.552713678800501e-15,0.0,0.0,0.0,3.552713678800501e-15,0.0,1.7763568394002505e-15,1.7763568394002505e-15
11,3.552713678800501e-15,3.552713678800501e-15,-7.105427357601002e-15,0.0,0.0,-3.552713678800501e-15,0.0,1.7763568394002505e-15,-1.7763568394002505e-15
12,0.0,3.552713678800501e-15,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,-1.7763568394002505e-15
13,0.0,-3.552713678800501e-15,0.0,0.0,2.1316282072803006e-14,0.0,0.0,0.0,1.7763568394002505e-15
14,0.0,-3.552713678800501e-15,1.4210854715202004e-14,-1.1102230246251565e-16,0.0,0.0,0.0,-1.7763568394002505e-15,0.0
15,0.0,3.552713678800501e-15,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
16,0.0,-3.552713678800501e-15,0.0,-5.551115123125783e-17,0.0,0.0,-7.105427357601002e-15,0.0,1.7763568394002505e-15
17,0.0,0.0,1.4210854715202004e-14,0.0,-1.4210854715202004e-14,0.0,3.552713678800501e-15,0.0,-1.7763568394002505e-15
18,0.0,0.0,1.4210854715202004e-14,0.0,-1.4210854715202004e-14,3.552713678800501e-15,0.0,0.0,0.0
19,0.0,0.0,-1.4210854715202004e-14,-1.1102230246251565e-16,0.0,-3.552713678800501e-15,0.0,0.0,0.0
20,0.0,0.0,-1.4210854715202004e-14,-1.1102230246251565e-16,-1.4210854715202004e-14,0.0,0.0,0.0,1.7763568394002505e-15
21,0.0,0.0,1.4210854715202004e-14,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
22,0.0,0.0,1.4210854715202004e-14,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,1.7763568394002505e-15
23,0.0,0.0,-1.4210854715202004e-14,1.1102230246251565e-16,-1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
24,0.0,0.0,1.4210854715202004e-14,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
25,0.0,0.0,0.0,-5.551115123125783e-17,1.4210854715202004e-14,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,-1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,0.0,0.0,0.0
31,1.7763568394002505e-15,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,-3.552713678800501e-15
32,0.0,-3.552713678800501e-15,2.842170943040401e-14,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
33,0.0,0.0,5.684341886080802e-14,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0
34,0.0,3.552713678800501e-15,0.0,0.0,0.0,-7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0
35,7.105427357601002e-15,-3.552713678800501e-15,0.0,0.0,0.0,-7.105427357601002e-15,-2.842170943040401e-14,3.552713678800501e-15,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,7.105427357601002e-15,0.0,0.0,0.0,0.0,-7.105427357601002e-15,1.4210854715202004e-14,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,-3.552713678800501e-15,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,-1.4210854715202004e-14,-1.1102230246251565e-16,0.0,-7.105427357601002e-15,0.0,0.0,-1.7763568394002505e-15
41,-3.552713678800501e-15,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,1.7763568394002505e-15,-1.7763568394002505e-15
42,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15
43,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
44,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,1.7763568394002505e-15
45,0.0,0.0,1.4210854715202004e-14,-1.1102230246251565e-16,-1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
46,0.0,0.0,0.0,1.1102230246251565e-16,-1.4210854715202004e-14,0.0,0.0,0.0,1.7763568394002505e-15
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,1.4210854715202004e-14,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0
49,0.0,-3.552713678800501e-15,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,3.552713678800501e-15,-1.4210854715202004e-14,-5.551115123125783e-17,-1.4210854715202004e-14,0.0,0.0,0.0,0.0
52,0.0,0.0,1.4210854715202004e-14,-5.551115123125783e-17,-1.4210854715202004e-14,0.0,0.0,0.0,0.0
53,0.0,0.0,1.4210854715202004e-14,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0
55,0.0,0.0,1.4210854715202004e-14,5.551115123125783e-17,1.4210854715202004e-14,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,3.552713678800501e-15,0.0,-2.220446049250313e-16,0.0,0.0,2.842170943040401e-14,0.0,0.0
59,0.0,3.552713678800501e-15,-1.4210854715202004e-14,0.0,0.0,0.0,2.842170943040401e-14,0.0,0.0
