,MSR geothermal,GLP geothermal,DMA geothermal,MTQ geothermal,LCA geothermal,SKN geothermal,SVG geothermal,GRD geothermal,ATG wind,ATG solar pv,MSR wind,MSR solar pv,GLP wind,GLP solar pv,DMA wind,DMA solar pv,MTQ wind,MTQ solar pv,LCA wind,LCA solar pv,SKN wind,SKN solar pv,SVG wind,SVG solar pv,GRD wind,GRD solar pv,BRB wind,BRB solar pv
2459,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6264,0.6072,0.6264,0.5992,0.6248,0.6016,0.6472,0.5968,0.6208,0.5912,0.5952,0.588,0.628,0.5976,0.5352,0.5808,0.5776,0.604,0.576,0.5928
2460,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5672,0.6152,0.576,0.608,0.5784,0.6056,0.6176,0.5992,0.6,0.5912,0.5832,0.5896,0.5824,0.608,0.5432,0.5888,0.5832,0.6072,0.564,0.592
2461,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5136,0.5816,0.525866666,0.5776,0.5312,0.5696,0.5864,0.5632,0.5792,0.5536,0.5712,0.5552,0.5328,0.58,0.5568,0.5616,0.5832,0.5736,0.5528,0.5536
2462,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4784,0.5088,0.485866666,0.5072,0.4944,0.4936,0.5608,0.488,0.5608,0.4792,0.5576,0.4808,0.4848,0.512,0.5624,0.4864,0.572,0.5016,0.5432,0.476
2463,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.456,0.3944,0.459733334,0.3944,0.4696,0.384,0.536,0.3784,0.5432,0.368,0.5472,0.368,0.4536,0.4016,0.564,0.3744,0.5608,0.3888,0.5424,0.36
2464,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4456,0.244,0.448,0.2456,0.452,0.2312,0.5208,0.2304,0.536,0.2176,0.5472,0.2216,0.4464,0.2536,0.568,0.2256,0.5552,0.2384,0.5464,0.2096
2465,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4704,0.0792,0.4704,0.0816,0.4672,0.072,0.5304,0.0712,0.5448,0.0632,0.5592,0.0648,0.4736,0.088,0.5792,0.0672,0.5456,0.0736,0.5552,0.052
2466,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5168,0.0,0.515733334,0.0,0.516,0.0,0.5648,0.0,0.5736,0.0,0.5888,0.0,0.5144,0.0,0.604,0.0,0.54,0.0,0.5632,0.0
2467,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5584,0.0,0.558133334,0.0,0.5624,0.0,0.5936,0.0,0.5992,0.0,0.6184,0.0,0.5536,0.0,0.6288,0.0,0.5416,0.0,0.5792,0.0
2468,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5912,0.0,0.589066666,0.0,0.5904,0.0,0.6152,0.0,0.612,0.0,0.6304,0.0,0.5856,0.0,0.6408,0.0,0.5464,0.0,0.5976,0.0
2469,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6128,0.0,0.6064,0.0,0.6024,0.0,0.6264,0.0,0.6184,0.0,0.6352,0.0,0.604,0.0,0.6456,0.0,0.5552,0.0,0.604,0.0
2470,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6176,0.0,0.6088,0.0,0.5944,0.0,0.6152,0.0,0.6104,0.0,0.6304,0.0,0.6144,0.0,0.6432,0.0,0.5664,0.0,0.6024,0.0
2471,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6168,0.0,0.608533334,0.0,0.5816,0.0,0.6008,0.0,0.6008,0.0,0.624,0.0,0.6272,0.0,0.6376,0.0,0.58,0.0,0.604,0.0
2472,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6152,0.0,0.6096,0.0,0.5784,0.0,0.5928,0.0,0.596,0.0,0.6176,0.0,0.6352,0.0,0.6304,0.0,0.6,0.0,0.6088,0.0
2473,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6112,0.0,0.606666666,0.0,0.5808,0.0,0.588,0.0,0.5904,0.0,0.6104,0.0,0.628,0.0,0.62,0.0,0.6248,0.0,0.6112,0.0
2474,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.604,0.0,0.5984,0.0,0.58,0.0,0.5832,0.0,0.588,0.0,0.6064,0.0,0.6112,0.0,0.612,0.0,0.648,0.0,0.6112,0.0
2475,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6048,0.0,0.590933334,0.0,0.568,0.0,0.5784,0.0,0.592,0.0,0.6096,0.0,0.6,0.0,0.6088,0.0,0.6576,0.0,0.6152,0.0
2476,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6176,0.0,0.588,0.0,0.548,0.0,0.5696,0.0,0.5984,0.0,0.616,0.0,0.5984,0.0,0.6096,0.0,0.6592,0.0,0.6248,0.0
2477,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6376,0.0,0.601333334,0.0,0.5656,0.0,0.5624,0.0,0.6008,0.0,0.6176,0.0,0.6008,0.0,0.6096,0.0,0.6624,0.0,0.6272,0.0
2478,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.652,0.036,0.623466666,0.0368,0.6072,0.0352,0.5728,0.0376,0.6056,0.0488,0.6168,0.0488,0.6112,0.0328,0.6072,0.0456,0.6688,0.0416,0.6224,0.0608
2479,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6704,0.1648,0.652533334,0.1656,0.66,0.1472,0.6072,0.1544,0.6128,0.2016,0.6152,0.2096,0.6272,0.1616,0.6,0.2056,0.6768,0.1968,0.6168,0.2248
2480,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6944,0.3,0.676533334,0.2888,0.6904,0.2624,0.6488,0.292,0.6232,0.3464,0.6088,0.3648,0.6448,0.2872,0.5896,0.3616,0.6816,0.3512,0.6072,0.3792
2481,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7064,0.456,0.687733334,0.4112,0.6936,0.4304,0.652,0.4456,0.6184,0.4632,0.5984,0.4816,0.6632,0.4,0.5768,0.484,0.6816,0.472,0.5904,0.4976
2482,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7024,0.5352,0.686933334,0.4968,0.68,0.5288,0.6304,0.5216,0.6032,0.5448,0.5848,0.5632,0.6784,0.5104,0.5552,0.5664,0.6752,0.5544,0.5704,0.5744
2483,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6856,0.5808,0.677066666,0.5368,0.664,0.5704,0.6064,0.564,0.584,0.5872,0.568,0.6016,0.6816,0.5752,0.5352,0.6072,0.6688,0.5992,0.5568,0.6104
2484,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6608,0.5952,0.658933334,0.5608,0.644,0.584,0.6016,0.5768,0.5744,0.5848,0.56,0.5872,0.672,0.5872,0.5312,0.5952,0.6672,0.604,0.5456,0.6096
2485,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.632,0.56,0.633333334,0.5344,0.6144,0.5472,0.5968,0.536,0.5704,0.5464,0.5576,0.54,0.6536,0.532,0.5328,0.5456,0.672,0.5728,0.5376,0.5688
2486,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6016,0.46,0.606133334,0.4248,0.5872,0.4464,0.5912,0.4136,0.5672,0.4408,0.5608,0.4728,0.6296,0.42,0.544,0.4824,0.6736,0.4992,0.5312,0.4808
2487,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5736,0.324,0.5784,0.3,0.5584,0.32,0.5792,0.3152,0.5608,0.3192,0.5616,0.3664,0.6032,0.2968,0.552,0.36,0.6688,0.3824,0.5272,0.3432
2488,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5592,0.168,0.561066666,0.1576,0.5416,0.2016,0.5736,0.2224,0.5576,0.2104,0.5624,0.2216,0.5824,0.1696,0.5576,0.212,0.6584,0.2344,0.5304,0.1888
2489,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.556,0.0488,0.5576,0.0472,0.5432,0.056,0.576,0.0688,0.56,0.0656,0.5696,0.0648,0.5736,0.0672,0.5736,0.0648,0.6408,0.0728,0.5408,0.0456
2490,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5584,0.0,0.561333334,0.0,0.5472,0.0,0.584,0.0,0.568,0.0,0.584,0.0,0.5784,0.0,0.5944,0.0,0.62,0.0,0.5568,0.0
2491,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5728,0.0,0.5752,0.0,0.5568,0.0,0.5944,0.0,0.584,0.0,0.6008,0.0,0.596,0.0,0.6112,0.0,0.6072,0.0,0.5752,0.0
2492,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5944,0.0,0.5936,0.0,0.5688,0.0,0.6016,0.0,0.5976,0.0,0.6136,0.0,0.6176,0.0,0.6232,0.0,0.6024,0.0,0.5968,0.0
2493,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6168,0.0,0.6168,0.0,0.592,0.0,0.6144,0.0,0.6096,0.0,0.6232,0.0,0.6416,0.0,0.6352,0.0,0.6008,0.0,0.6112,0.0
2494,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6376,0.0,0.636,0.0,0.616,0.0,0.6312,0.0,0.6224,0.0,0.632,0.0,0.6544,0.0,0.6416,0.0,0.6032,0.0,0.612,0.0
2495,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6352,0.0,0.6336,0.0,0.624,0.0,0.6456,0.0,0.6368,0.0,0.6416,0.0,0.6416,0.0,0.6464,0.0,0.6056,0.0,0.608,0.0
2496,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6096,0.0,0.610933334,0.0,0.6064,0.0,0.64,0.0,0.6392,0.0,0.6456,0.0,0.6168,0.0,0.6456,0.0,0.612,0.0,0.5968,0.0
2497,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5808,0.0,0.583733334,0.0,0.5824,0.0,0.6184,0.0,0.6232,0.0,0.632,0.0,0.588,0.0,0.6312,0.0,0.6256,0.0,0.5904,0.0
2498,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.568,0.0,0.565866666,0.0,0.5696,0.0,0.6024,0.0,0.5992,0.0,0.6064,0.0,0.56,0.0,0.6072,0.0,0.6376,0.0,0.5816,0.0
2499,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5576,0.0,0.553333334,0.0,0.5632,0.0,0.5968,0.0,0.5848,0.0,0.5856,0.0,0.5392,0.0,0.588,0.0,0.6456,0.0,0.5632,0.0
2500,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5384,0.0,0.540533334,0.0,0.5568,0.0,0.5952,0.0,0.5824,0.0,0.5808,0.0,0.5264,0.0,0.5816,0.0,0.6528,0.0,0.5472,0.0
2501,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5152,0.0,0.524266666,0.0,0.5376,0.0,0.576,0.0,0.564,0.0,0.564,0.0,0.52,0.0,0.5616,0.0,0.6584,0.0,0.5272,0.0
2502,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4952,0.044,0.510133334,0.0408,0.5168,0.0456,0.5432,0.0448,0.5256,0.0488,0.5248,0.0464,0.5184,0.0376,0.5168,0.0424,0.6624,0.0352,0.4992,0.0592
2503,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4848,0.1904,0.5,0.1904,0.504,0.1896,0.512,0.1872,0.4864,0.2008,0.4816,0.2008,0.5112,0.1888,0.472,0.1992,0.6616,0.1672,0.464,0.2072
2504,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4864,0.3344,0.488266666,0.3432,0.4848,0.3448,0.4792,0.336,0.4496,0.3616,0.44,0.3552,0.4936,0.34,0.4288,0.3536,0.6576,0.3312,0.4288,0.3472
2505,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4904,0.4488,0.475466666,0.4608,0.4616,0.4736,0.4456,0.4744,0.412,0.4832,0.396,0.4744,0.4744,0.4552,0.384,0.4736,0.648,0.4312,0.3864,0.4672
2506,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.484,0.54,0.460533334,0.5392,0.44,0.5552,0.4168,0.5584,0.3776,0.564,0.3568,0.5536,0.4576,0.5392,0.348,0.5536,0.6312,0.5288,0.3424,0.54
2507,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4672,0.5792,0.438933334,0.5816,0.4168,0.5968,0.396,0.6016,0.3592,0.604,0.3352,0.5824,0.4328,0.5664,0.3232,0.5864,0.6176,0.5648,0.316,0.572
2508,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.444,0.5928,0.419466666,0.5976,0.3984,0.604,0.3864,0.608,0.3576,0.6064,0.3328,0.5864,0.416,0.5552,0.3088,0.5872,0.6032,0.5696,0.3096,0.5688
2509,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4296,0.5616,0.413866666,0.5616,0.3952,0.5688,0.3896,0.5736,0.3664,0.5672,0.3392,0.548,0.4168,0.5368,0.3,0.5496,0.5816,0.5336,0.3176,0.528
2510,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.432,0.4904,0.425066666,0.4904,0.4104,0.4968,0.4064,0.5008,0.3808,0.4856,0.3504,0.4616,0.4328,0.4872,0.2936,0.4728,0.5536,0.4688,0.3376,0.4496
2511,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.452,0.3824,0.4496,0.3808,0.44,0.3824,0.4328,0.3864,0.408,0.3592,0.372,0.3352,0.4568,0.3816,0.2976,0.3512,0.5192,0.3648,0.3568,0.3304
2512,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.476,0.236,0.4744,0.2376,0.468,0.2336,0.4624,0.2352,0.44,0.2056,0.4064,0.1904,0.4792,0.2424,0.3192,0.2,0.4792,0.2216,0.3736,0.1888
2513,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4976,0.0768,0.492533334,0.08,0.4832,0.0728,0.4792,0.072,0.46,0.0592,0.4368,0.0544,0.4968,0.0856,0.3552,0.0584,0.444,0.06,0.4056,0.0464
2514,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5144,0.0,0.505066666,0.0,0.4872,0.0,0.4824,0.0,0.4632,0.0,0.4488,0.0,0.5136,0.0,0.3928,0.0,0.4168,0.0,0.4424,0.0
2515,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5304,0.0,0.518933334,0.0,0.4936,0.0,0.4768,0.0,0.4552,0.0,0.4456,0.0,0.5328,0.0,0.4176,0.0,0.3944,0.0,0.472,0.0
2516,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5512,0.0,0.536266666,0.0,0.5016,0.0,0.4672,0.0,0.44,0.0,0.4344,0.0,0.556,0.0,0.4248,0.0,0.372,0.0,0.4952,0.0
2517,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5728,0.0,0.553333334,0.0,0.5104,0.0,0.4656,0.0,0.4304,0.0,0.4304,0.0,0.5768,0.0,0.4256,0.0,0.3496,0.0,0.5104,0.0
2518,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5848,0.0,0.562933334,0.0,0.5176,0.0,0.4592,0.0,0.42,0.0,0.428,0.0,0.5864,0.0,0.4232,0.0,0.3248,0.0,0.52,0.0
2519,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5912,0.0,0.5688,0.0,0.5272,0.0,0.4768,0.0,0.4352,0.0,0.4376,0.0,0.588,0.0,0.4256,0.0,0.3112,0.0,0.5312,0.0
2520,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5944,0.0,0.572,0.0,0.5392,0.0,0.504,0.0,0.4624,0.0,0.4576,0.0,0.5824,0.0,0.4344,0.0,0.312,0.0,0.5368,0.0
2521,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5808,0.0,0.5616,0.0,0.5408,0.0,0.5096,0.0,0.4752,0.0,0.4752,0.0,0.5632,0.0,0.44,0.0,0.3336,0.0,0.5336,0.0
2522,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.56,0.0,0.5464,0.0,0.5384,0.0,0.5048,0.0,0.4816,0.0,0.4888,0.0,0.5408,0.0,0.4512,0.0,0.3728,0.0,0.5368,0.0
2523,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5464,0.0,0.536533334,0.0,0.5344,0.0,0.5016,0.0,0.488,0.0,0.4968,0.0,0.5288,0.0,0.4632,0.0,0.404,0.0,0.5504,0.0
2524,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.548,0.0,0.54,0.0,0.5408,0.0,0.5072,0.0,0.4952,0.0,0.4992,0.0,0.5312,0.0,0.472,0.0,0.4248,0.0,0.5624,0.0
2525,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5432,0.0,0.5344,0.0,0.532,0.0,0.4944,0.0,0.4808,0.0,0.4832,0.0,0.528,0.0,0.4616,0.0,0.4464,0.0,0.5608,0.0
2526,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5272,0.044,0.514666666,0.04,0.5048,0.0424,0.4592,0.0424,0.4448,0.0384,0.4504,0.0296,0.512,0.0384,0.4344,0.0256,0.4632,0.0264,0.548,0.0376
2527,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.516,0.1912,0.501066666,0.1856,0.4872,0.1792,0.4304,0.1864,0.4144,0.1528,0.4224,0.1176,0.5,0.1888,0.408,0.12,0.4744,0.1392,0.5392,0.1432
2528,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5064,0.3432,0.489066666,0.3312,0.4744,0.3264,0.4096,0.3264,0.3848,0.268,0.4016,0.2192,0.4864,0.3432,0.3912,0.2288,0.4808,0.2632,0.5256,0.2608
2529,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4896,0.46,0.469866666,0.4512,0.456,0.4352,0.38,0.4368,0.3504,0.3712,0.384,0.3104,0.464,0.4656,0.3872,0.3184,0.484,0.352,0.508,0.3512
2530,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4648,0.5384,0.4416,0.5288,0.4272,0.508,0.3472,0.512,0.324,0.4304,0.3776,0.3536,0.4328,0.5464,0.404,0.3752,0.4856,0.4056,0.4912,0.4024
2531,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4472,0.588,0.425866666,0.5776,0.4152,0.5464,0.3296,0.5504,0.3192,0.4512,0.3856,0.3736,0.4152,0.5904,0.4264,0.3928,0.484,0.4184,0.4784,0.4128
2532,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.444,0.5888,0.425333334,0.5792,0.4216,0.5072,0.3272,0.5496,0.3328,0.4368,0.3984,0.372,0.4104,0.5936,0.4392,0.3864,0.484,0.4112,0.4696,0.4248
2533,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4432,0.5504,0.426133334,0.5376,0.4232,0.4856,0.3256,0.5136,0.352,0.4096,0.408,0.3408,0.412,0.5608,0.436,0.36,0.4752,0.384,0.4568,0.3912
2534,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4496,0.4648,0.436266666,0.4544,0.4336,0.4144,0.3312,0.42,0.3736,0.3448,0.4176,0.2864,0.4256,0.4864,0.424,0.296,0.46,0.3288,0.44,0.3088
2535,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4688,0.3552,0.455466666,0.3384,0.4552,0.2912,0.3544,0.2744,0.4,0.2488,0.4288,0.2072,0.4424,0.3736,0.4208,0.22,0.4496,0.2536,0.4304,0.2192
2536,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4928,0.2144,0.4752,0.1976,0.4736,0.1552,0.3992,0.1496,0.436,0.1408,0.448,0.1248,0.4592,0.2256,0.4296,0.1288,0.4472,0.1544,0.4352,0.1224
2537,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5104,0.0664,0.492,0.064,0.4856,0.0464,0.4416,0.044,0.4656,0.0424,0.4768,0.0376,0.48,0.0784,0.4568,0.0376,0.452,0.0456,0.4584,0.0296
2538,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.516,0.0,0.500533334,0.0,0.4864,0.0,0.4736,0.0,0.4864,0.0,0.508,0.0,0.4992,0.0,0.4968,0.0,0.472,0.0,0.5008,0.0
2539,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5168,0.0,0.505333334,0.0,0.4824,0.0,0.4896,0.0,0.5072,0.0,0.5392,0.0,0.5168,0.0,0.5344,0.0,0.4864,0.0,0.5408,0.0
2540,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.512,0.0,0.502933334,0.0,0.4696,0.0,0.4896,0.0,0.5224,0.0,0.5624,0.0,0.5272,0.0,0.5608,0.0,0.488,0.0,0.5752,0.0
2541,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.0,0.494933334,0.0,0.4568,0.0,0.4848,0.0,0.5256,0.0,0.5712,0.0,0.528,0.0,0.568,0.0,0.4824,0.0,0.6,0.0
2542,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4704,0.0,0.472533334,0.0,0.4384,0.0,0.4784,0.0,0.52,0.0,0.5688,0.0,0.5088,0.0,0.568,0.0,0.4712,0.0,0.6152,0.0
2543,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4296,0.0,0.434933334,0.0,0.4136,0.0,0.4632,0.0,0.5088,0.0,0.5616,0.0,0.4616,0.0,0.5656,0.0,0.4656,0.0,0.6168,0.0
2544,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3832,0.0,0.386666666,0.0,0.3856,0.0,0.4408,0.0,0.4912,0.0,0.5512,0.0,0.3912,0.0,0.5568,0.0,0.4656,0.0,0.612,0.0
2545,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.328,0.0,0.333066666,0.0,0.3528,0.0,0.4128,0.0,0.4712,0.0,0.5376,0.0,0.3184,0.0,0.5456,0.0,0.4784,0.0,0.6056,0.0
2546,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2792,0.0,0.288266666,0.0,0.312,0.0,0.3824,0.0,0.4576,0.0,0.5248,0.0,0.2736,0.0,0.536,0.0,0.5008,0.0,0.6088,0.0
2547,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2632,0.0,0.270666666,0.0,0.2904,0.0,0.368,0.0,0.4504,0.0,0.52,0.0,0.2584,0.0,0.5296,0.0,0.52,0.0,0.6232,0.0
2548,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2752,0.0,0.282933334,0.0,0.3016,0.0,0.3856,0.0,0.4616,0.0,0.5272,0.0,0.272,0.0,0.5344,0.0,0.5344,0.0,0.6416,0.0
2549,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2944,0.0,0.304533334,0.0,0.3208,0.0,0.4024,0.0,0.4664,0.0,0.5272,0.0,0.2984,0.0,0.5376,0.0,0.548,0.0,0.6464,0.0
2550,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.336,0.0392,0.333066666,0.0352,0.3408,0.0352,0.4144,0.0352,0.4664,0.0304,0.5248,0.0256,0.3224,0.0336,0.536,0.0272,0.5512,0.0304,0.6448,0.032
2551,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3576,0.1632,0.355466666,0.164,0.3648,0.156,0.4264,0.1584,0.4736,0.1416,0.5344,0.128,0.344,0.1672,0.5416,0.1448,0.5504,0.1552,0.6432,0.1328
2552,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3592,0.2976,0.358666666,0.304,0.3792,0.2792,0.4304,0.2888,0.4744,0.272,0.54,0.2664,0.3376,0.3136,0.5504,0.2976,0.5544,0.3016,0.6368,0.2504
2553,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3456,0.4216,0.345066666,0.4304,0.3768,0.4032,0.4192,0.404,0.4616,0.3872,0.5304,0.3944,0.3128,0.4352,0.5488,0.428,0.5496,0.4184,0.6272,0.3832
2554,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.324,0.5056,0.3224,0.5152,0.3616,0.4856,0.3928,0.488,0.4336,0.4752,0.5064,0.4864,0.2816,0.52,0.5352,0.5032,0.5536,0.488,0.612,0.5008
2555,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.308,0.552,0.304266666,0.564,0.3472,0.5392,0.3664,0.5456,0.4056,0.5296,0.4816,0.5424,0.2576,0.5656,0.5216,0.5512,0.5616,0.5264,0.5896,0.5536
2556,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2992,0.5584,0.292266666,0.5704,0.34,0.552,0.3472,0.5512,0.3824,0.5424,0.456,0.5536,0.2376,0.5728,0.5064,0.556,0.572,0.5424,0.5552,0.5552
2557,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3024,0.5248,0.2888,0.5376,0.3416,0.5256,0.34,0.5304,0.364,0.5232,0.4344,0.5264,0.2224,0.5432,0.4888,0.5248,0.5832,0.5192,0.5176,0.5112
2558,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3152,0.4584,0.294133334,0.4672,0.3544,0.4544,0.3432,0.4576,0.3584,0.4368,0.4224,0.4512,0.2128,0.472,0.4792,0.452,0.5864,0.4536,0.4912,0.4176
2559,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.332,0.3528,0.304266666,0.3608,0.3712,0.348,0.3576,0.3496,0.3664,0.32,0.4272,0.3432,0.2096,0.3672,0.48,0.3392,0.5864,0.344,0.4816,0.2968
2560,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3536,0.216,0.320533334,0.2216,0.3928,0.2096,0.3816,0.2104,0.3912,0.188,0.4488,0.2016,0.2152,0.228,0.4888,0.1984,0.588,0.1976,0.4848,0.1616
2561,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3776,0.0704,0.339466666,0.072,0.4096,0.0656,0.4048,0.0648,0.4232,0.0568,0.4832,0.0584,0.2312,0.0776,0.5104,0.056,0.5888,0.0544,0.5096,0.0384
2562,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3976,0.0,0.356533334,0.0,0.4168,0.0,0.42,0.0,0.4512,0.0,0.5168,0.0,0.2552,0.0,0.5392,0.0,0.5864,0.0,0.544,0.0
2563,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.424,0.0,0.3824,0.0,0.4312,0.0,0.4336,0.0,0.4744,0.0,0.5456,0.0,0.292,0.0,0.5704,0.0,0.5768,0.0,0.572,0.0
2564,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4536,0.0,0.4144,0.0,0.4504,0.0,0.4488,0.0,0.4976,0.0,0.5696,0.0,0.3392,0.0,0.5968,0.0,0.56,0.0,0.596,0.0
2565,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.476,0.0,0.4464,0.0,0.4728,0.0,0.4712,0.0,0.5216,0.0,0.5912,0.0,0.3904,0.0,0.6216,0.0,0.5488,0.0,0.6192,0.0
