,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,MSR wind,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
3928,0.39,1.2958,33.35870821327321,17.275148561904277,74.77303336036991,0.8999999999999999,1.2311240495817994,0.5341304554046846,-0.0,82.87052934422148,45.48255164369646,135.14691901208204,-0.0,6.6,10.000000000000002,140.55644677948027,33.06766844429724,-0.0,65.07588477622251,39.46877971537668,10.136614189105691,36.0,119.13,106.64999999999999,-0.0,0.4266,16.606404063678422,-0.0,9.17695826894698,13.516998243254864,11.606043487798155
3929,0.156,1.3244,33.35870821327321,17.621807061474264,28.26067402596658,0.8999999999999999,0.4768780903518433,0.5390122931874858,-0.0,82.87052934422148,110.30725239143209,60.22221826434646,-0.0,6.6,9.6,137.6173885182536,29.006726705523892,-0.0,65.07588477622251,45.44204142839305,1.3633524760893243,36.0,36.480000000000004,106.5,-0.0,0.14400000000000002,16.606404063678422,-0.0,1.2983778068102874,20.69557870539156,11.606043487798155
3930,0.0105,1.3574000000000002,33.35870821327321,17.997353769341746,1.4719101055190928,0.8999999999999999,0.024330514813869556,0.5447556308433099,-0.0,82.87052934422148,111.00310709475697,1.9637679868808628,-0.0,6.6,10.4,175.06153113995845,0.36258408381904866,-0.0,65.07588477622251,49.26112921370025,0.04426469078212092,36.0,-0.0,105.75,-0.0,0.0018000000000000002,16.606404063678422,-0.0,0.036885733148019524,22.95707077905383,11.606043487798155
3931,-0.0,1.3992000000000002,33.35870821327321,18.17068301912674,-0.0,0.8999999999999999,-0.0,0.5490631345159283,-0.0,82.87052934422148,109.31356208570435,-0.0,-0.0,6.6,11.700000000000001,171.52145288524792,-0.0,-0.0,65.07588477622251,53.40539390448237,-0.0,36.0,-0.0,104.69999999999999,-0.0,-0.0,16.606404063678422,-0.0,-0.0,26.09395651220185,11.606043487798155
3932,-0.0,1.4388,33.35870821327321,18.40178868550673,-0.0,0.8999999999999999,-0.0,0.5530834715642058,-0.0,82.87052934422148,107.28610807484121,-0.0,-0.0,6.6,11.200000000000001,166.48375986344345,-0.0,-0.0,65.07588477622251,52.17053290325507,-0.0,36.0,-0.0,102.30000000000001,-0.0,-0.0,16.606404063678422,-0.0,-0.0,24.893956512201846,11.606043487798155
3933,-0.0,1.4476000000000002,33.35870821327321,18.69067076848172,-0.0,0.8999999999999999,-0.0,0.5565294745023005,-0.0,82.87052934422148,106.94819907303068,-0.0,-0.0,6.6,9.799999999999999,161.44606684163898,-0.0,-0.0,65.07588477622251,48.205393904482364,-0.0,36.0,-0.0,100.2,-0.0,-0.0,16.606404063678422,-0.0,-0.0,22.59395651220185,11.606043487798155
3934,-0.0,1.4212000000000002,33.35870821327321,18.459565102101728,-0.0,0.8999999999999999,-0.0,0.5487759678915873,-0.0,82.87052934422148,105.76551756669384,-0.0,-0.0,6.6,9.3,158.80727525878902,-0.0,-0.0,65.07588477622251,45.90539390448237,-0.0,36.0,-0.0,100.5,-0.0,-0.0,16.606404063678422,-0.0,-0.0,21.493956512201848,11.606043487798155
3935,-0.0,1.3860000000000001,33.35870821327321,17.997353769341746,-0.0,0.8999999999999999,-0.0,0.533268954670161,-0.0,82.87052934422148,102.04851854677808,-0.0,-0.0,5.9,9.0,148.1241152237775,-0.0,-0.0,65.07588477622251,42.505393904482375,-0.0,36.0,-0.0,101.85000000000001,-0.0,-0.0,16.606404063678422,-0.0,-0.0,19.593956512201842,11.606043487798155
3936,-0.0,1.3332000000000002,33.35870821327321,17.70847168636676,-0.0,0.8999999999999999,-0.0,0.5214951110111704,-0.0,82.87052934422148,100.86583704044125,-0.0,-0.0,4.5,9.0,130.1241152237775,-0.0,-0.0,65.07588477622251,37.60539390448237,-0.0,36.0,-0.0,103.8,-0.0,-0.0,16.606404063678422,-0.0,-0.0,16.593956512201842,11.606043487798155
3937,-0.0,1.2848,33.35870821327321,17.072931103821784,-0.0,0.8999999999999999,-0.0,0.5100084348380215,-0.0,82.87052934422148,101.5416550440623,-0.0,-0.0,4.199999999999999,9.0,121.02411522377749,-0.0,-0.0,65.07588477622251,29.543595936321584,-0.0,36.0,-0.0,105.14999999999999,-0.0,-0.0,16.606404063678422,-0.0,-0.0,15.293956512201843,11.606043487798155
3938,-0.0,1.2276000000000002,33.35870821327321,16.177396646599327,-0.0,0.8999999999999999,-0.0,0.4956500889754598,-0.0,82.87052934422148,102.72433655039913,-0.0,-0.0,3.8000000000000007,9.0,116.3241152237775,-0.0,-0.0,65.07588477622251,25.54359593632158,-0.0,36.0,-0.0,106.05,-0.0,-0.0,16.606404063678422,-0.0,-0.0,14.693956512201845,11.606043487798155
3939,-0.0,1.1836000000000002,33.35870821327321,15.455191439161855,-0.0,0.8999999999999999,-0.0,0.48186607722308084,-0.0,82.87052934422148,102.21747304768336,-0.0,-0.0,3.8000000000000007,9.0,118.62411522377748,-0.0,-0.0,65.07588477622251,34.90539390448237,-0.0,36.0,-0.0,98.5882020318392,-0.0,-0.0,16.606404063678422,-0.0,-0.0,15.393956512201845,11.606043487798155
3940,-0.0,1.122,33.35870821327321,15.021868314699372,-0.0,0.8999999999999999,-0.0,0.47152806840879663,-0.0,82.87052934422148,103.40015455402018,-0.0,-0.0,3.5999999999999996,9.0,116.3241152237775,-0.0,-0.0,65.07588477622251,33.80539390448237,-0.0,36.0,-0.0,97.62640406367841,-0.0,-0.0,16.606404063678422,-0.0,-0.0,14.993956512201846,11.606043487798155
3941,-0.0,1.078,33.35870821327321,14.704098023426885,-0.0,0.8999999999999999,-0.0,0.4634873951737425,-0.0,82.87052934422148,103.90701805673596,-0.0,-0.0,4.5,9.0,130.32411522377748,-0.0,-0.0,65.07588477622251,37.10539390448237,-0.0,36.0,-0.0,109.95,-0.0,-0.0,16.606404063678422,-0.0,-0.0,16.593956512201842,11.606043487798155
