,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA wind,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,1.2474,27.883025000000004,5.1869832833262,-0.0,-0.0,-0.0,-0.0,-0.0,114.89189796026706,-0.0,-0.0,-0.0,20.844761367279805,-0.0,141.79999999999998,-0.0,-0.0,-0.0,75.7,-0.0,-0.0,-0.0,60.300000000000004,-0.0,-0.0,47.04,-0.0,-0.0,-0.0,34.343569985027116,-0.0
1,-0.0,1.2562,27.883025000000004,5.294031718816986,-0.0,-0.0,-0.0,-0.0,-0.0,115.50194343616228,-0.0,-0.0,-0.0,20.59286092779606,-0.0,139.6,-0.0,-0.0,-0.0,74.8,-0.0,-0.0,-0.0,59.925000000000004,-0.0,-0.0,46.68,-0.0,-0.0,-0.0,31.703569985027126,-0.0
2,-0.0,1.2298000000000002,9.810572262126987,5.2551050150021545,-0.0,-0.0,-0.0,-0.0,-0.0,115.09524645223213,-0.0,-0.0,-0.0,20.655836037666997,-0.0,138.2,-0.0,-0.0,-0.0,73.4,-0.0,-0.0,-0.0,59.325,-0.0,-0.0,45.6,-0.0,-0.0,-0.0,32.18356998502712,-0.0
3,-0.0,1.2188,27.883025000000004,5.138324903557662,-0.0,-0.0,-0.0,-0.0,-0.0,114.68854946830199,-0.0,-0.0,-0.0,20.844761367279805,-0.0,138.6,-0.0,-0.0,-0.0,72.89999999999999,-0.0,-0.0,-0.0,58.875,-0.0,-0.0,44.64,-0.0,-0.0,-0.0,32.04356998502712,-0.0
4,-0.0,1.2518,21.751575000000003,5.060471495928001,-0.0,-0.0,-0.0,-0.0,-0.0,114.28185248437185,-0.0,-0.0,-0.0,21.065174251828083,-0.0,139.79999999999998,-0.0,-0.0,-0.0,73.2,-0.0,-0.0,-0.0,58.425000000000004,-0.0,-0.0,43.87131678500564,-0.0,-0.0,-0.0,32.18082171529149,-0.0
5,-0.0,1.276,8.904372262126985,5.050739819974293,-0.0,-0.0,-0.0,-0.0,-0.0,110.8249281209656,-0.0,-0.0,-0.0,20.529885817925127,-0.0,137.0,-0.0,-0.0,-0.0,72.39999999999999,-0.0,-0.0,-0.0,57.9,-0.0,-0.0,44.22,-0.0,-0.0,-0.0,32.280821715291495,-0.0
6,-0.0,1.2672,21.346175000000002,5.041008144020585,0.37,-0.0,0.00025,-0.0,-0.0,106.55460978969901,4.253691528669774,-0.0,-0.0,19.585259169861086,-0.0,131.6,2.8881484728108293,-0.0,-0.0,71.1,-0.0,-0.0,-0.0,57.975,-0.0,-0.0,43.98,-0.0,-0.0,-0.0,29.033980107794317,-0.0
7,10.080042349371636,1.2474,12.244188006786137,4.933959708529801,17.47165630464216,-0.0,0.0355,-0.0,-0.0,103.5043824102229,84.63620655044605,-0.0,-0.0,18.89253296128079,-0.0,127.4,10.332281957084,-0.0,-0.0,70.39999999999999,-0.0,-0.0,86.07,31.699801823085824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.019178284708504,-0.0
8,22.84411964384223,1.2210000000000003,-0.0,4.787984569224185,55.736399417603856,-0.0,0.0875,-0.0,-0.0,101.47089749057216,74.8959805874781,-0.0,-0.0,-0.0,-0.0,-0.0,188.767718042916,-0.0,-0.0,-0.0,1.6972517302643801,-0.0,158.5945898772328,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9272031839464877,14.791975100762015,-0.0
9,32.38735500419408,1.1616000000000002,-0.0,4.583619374196323,22.37199663897563,-0.0,0.12975,-0.0,-0.0,98.21732161913096,132.11580030281877,-0.0,-0.0,-0.0,-0.0,127.0,30.532281957084013,-0.0,-0.0,42.67521194585301,-0.0,-0.0,165.9945898772328,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.494433367066692,15.724744917641813,-0.0
