,SKN solar pv,SKN wind,SKN geothermal,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG hydro,GRD solar pv,GRD wind
1237,1.071,-0.0,36.0,59.50323897906069,1.4727347826086956,0.18025,-0.0,60.0,150.1447955211789,25.537662274028587,-0.0,-0.0,9.0,164.6222733470762,-0.0,-0.0,60.0,52.62815923561094,-0.0,9.407394778338148,187.37175,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,35.40375597230808
1238,0.9375,-0.0,36.0,159.4847959158371,1.4727347826086956,0.15775,-0.0,60.0,-0.0,196.0027762383306,-0.0,-0.0,9.0,188.31105998625716,-0.0,-0.0,60.0,2.5897952354046936,-0.0,9.407394778338148,170.31120763152146,121.65,-0.0,-0.0,-0.0,-0.0,-0.0,42.12
1239,-0.0,-0.0,36.0,157.17229591583708,1.4727347826086956,0.12125,-0.0,60.0,-0.0,252.25464591614008,-0.0,-0.0,9.0,150.3222733470762,-0.0,-0.0,60.0,48.32815923561093,-0.0,9.407394778338148,235.41,121.80000000000001,-0.0,13.000355520807464,-0.0,-0.0,-0.0,19.503400451500617
1240,-0.0,-0.0,36.0,84.99229591583708,1.4727347826086956,0.0715,-0.0,60.0,147.60570653265842,-0.0,-0.0,-0.0,9.0,83.28156989802261,60.54070344905359,-0.0,60.0,13.661277960550585,30.661518184687708,9.407394778338148,99.75,120.75000000000001,-0.0,16.105718611180105,-0.0,-0.0,7.659835055265013,10.943565396235606
1241,0.0885,2.035,36.0,18.630368380141036,1.4727347826086956,0.01575,-0.0,60.0,148.4520695288319,17.011820899504144,-0.0,-0.0,9.0,182.73418855499517,-0.0,-0.0,60.0,-0.0,-0.0,9.407394778338148,15.39,120.60000000000001,-0.0,2.776848036410363,17.639751512089017,-0.0,1.5030619731086061,16.30033847839201
1242,-0.0,2.0570000000000004,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,149.97552292194422,-0.0,-0.0,-0.0,9.0,156.28894001374283,-0.0,-0.0,60.0,95.59541520791902,-0.0,9.407394778338148,-0.0,122.39999999999999,-0.0,-0.0,-0.0,-0.0,-0.0,44.79659954849938
1243,-0.0,2.0768,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,151.3297037158218,-0.0,-0.0,-0.0,9.0,216.1443933195905,-0.0,-0.0,60.0,6.289795235404682,-0.0,9.407394778338148,-0.0,-0.0,-0.0,-0.0,56.0928435761913,-0.0,-0.0,22.903400451500616
1244,-0.0,2.09,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,152.00679411276062,-0.0,-0.0,-0.0,9.0,202.04439331959048,-0.0,-0.0,60.0,54.37329523540469,-0.0,9.407394778338148,-0.0,111.82825,-0.0,-0.0,23.283400451500615,-0.0,-0.0,44.29659954849938
1245,-0.0,2.0944000000000003,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,152.5146119104647,-0.0,-0.0,-0.0,9.0,141.92227334707616,-0.0,-0.0,60.0,89.99541520791902,-0.0,9.407394778338148,-0.0,127.64999999999999,-0.0,-0.0,15.754849548499394,-0.0,-0.0,17.60340045150062
1246,-0.0,2.0856,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,148.86389042833608,-0.0,-0.0,-0.0,9.0,170.74439331959047,-0.0,-0.0,60.0,45.67329523540469,-0.0,9.407394778338148,-0.0,90.82825,-0.0,-0.0,43.876599548499385,-0.0,-0.0,16.303400451500618
1247,-0.0,2.09,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,126.66389042833606,-0.0,-0.0,-0.0,9.0,154.04439331959048,-0.0,-0.0,60.0,-0.0,-0.0,9.407394778338148,-0.0,128.4,-0.0,-0.0,33.87814478390406,-0.0,-0.0,13.803400451500618
1248,-0.0,2.0878,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,111.46389042833606,-0.0,-0.0,-0.0,9.0,140.04439331959048,-0.0,-0.0,60.0,-0.0,-0.0,9.407394778338148,-0.0,124.7849456869053,-0.0,-0.0,-0.0,-0.0,-0.0,35.39659954849938
