,ATG H2 Tank,BRB H2 Tank,GLP H2 Tank,MTQ H2 Tank,LCA H2 Tank,SKN H2 Tank,SVG H2 Tank,MSR H2 Tank,GRD H2 Tank
0,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
1,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
2,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
3,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
4,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
5,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
6,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
7,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
8,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
9,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.14424045704083566,-2.936796684427191,-0.0,-1.6450552081348737
10,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-1.582689932717178,-2.936796684427191,-0.0,-1.6450552081348737
11,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-1.582689932717178,-2.936796684427191,-0.0,-1.6450552081348737
12,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-1.582689932717178,-2.936796684427191,-0.0,-1.6450552081348737
13,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-1.564079966590218,-2.936796684427191,-0.0,-1.6450552081348737
14,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
15,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
16,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-8.21396175664536,-0.0,-2.936796684427191,-0.0,-1.6450552081348737
17,-0.0,-0.0,-0.0,-0.0,-1.3336129779188362,6.456390221782588,-0.4118655392648126,-0.0,-1.6450552081348737
18,-0.0,-0.0,-0.0,-0.0,8.374964734043882,-0.0,3.9559687484736195,-0.0,-1.6450552081348737
19,-0.0,-0.0,-0.0,-0.0,10.251483526160582,-0.0,4.199470089636032,-0.0,-1.6450552081348737
20,-0.0,-0.0,-0.0,-0.0,5.434021296814737,-0.0,3.695137650410973,-0.0,-1.6450552081348737
21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.153109947142215,-0.0,-1.6450552081348737
22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.9907757197006055,-0.0,-1.6450552081348737
23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7061314198285196,-0.0,-1.6450552081348737
24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.6450552081348737
25,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.09938161518011412,-0.0,-1.6450552081348737
26,-0.0,-0.0,-0.0,-15.161852629201064,-0.0,-0.0,0.7384620426615651,-0.0,-1.6450552081348737
27,-0.0,-0.0,-0.0,-0.0,1.4025148823816855,-0.0,2.0819044008533716,-0.0,-1.6450552081348737
28,-0.0,-0.0,-0.0,-20.822474342274667,2.4361401991862883,-0.0,1.5982680318557918,-0.0,-1.6450552081348737
29,-0.0,-0.0,-0.0,-20.822474342274667,3.26649630650176,-0.0,-0.0,-0.0,-1.6450552081348737
30,-0.0,-0.0,-9.133303761081962,-20.822474342274667,-0.0,-0.0,-0.0,-0.0,-1.6450552081348737
31,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-0.0,-0.0,-0.0,-0.0,-1.6450552081348737
32,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-0.0,-0.0,-0.0,-0.0,-1.6450552081348737
33,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-0.0,-0.0,-0.0,-0.0,-1.6450552081348737
34,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-0.0,-0.0,-0.0,-0.0,-1.6450552081348737
35,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-0.0,-0.0,-0.0,-0.0,-1.6450552081348737
36,-0.0,-0.0,-14.554460595469347,-20.822474342274667,-0.0,-0.0,-0.0,-0.0,-1.6450552081348737
37,-0.0,-0.0,-14.554460595469347,-20.822474342274667,4.649480355436341,-0.0,1.4233489845345502,-0.0,-1.6450552081348737
38,-6.223953929008998,-0.0,-14.554460595469347,-20.822474342274667,15.176678107954777,-0.0,5.152791151625138,-0.0,-1.6450552081348737
39,-0.0,-0.0,-14.554460595469347,-20.822474342274667,18.336032420495894,-0.0,5.152791151625138,-0.0,-1.6450552081348737
40,6.223953929008998,-0.0,113.20141640848449,67.58543304478587,18.336032420495894,-0.0,5.152791151625138,-0.0,-0.07540156502875348
41,-0.0,-0.0,113.20141640848449,67.58543304478587,18.336032420495894,-0.0,5.152791151625138,-0.0,6.956602466960724
