,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,12.52643809142882,22.76360085314254,26.650000000000002,-0.0,1.5959802393778595,-0.0,-0.0,-0.0,142.41914136885484,-0.0,-0.0,6.6,6.0,141.79999999999998,-0.0,-0.0,-0.0,53.58250914558855,-0.0,-0.0,-0.0,60.300000000000004,-0.0,-0.0,19.769831617622334,-0.0,-0.0,-0.0,26.331151660655273,-0.0
1,-0.0,12.61480802505442,1.1881521853359711,27.200000000000003,-0.0,1.5959802393778595,-0.0,-0.0,-0.0,143.17534919913194,-0.0,-0.0,6.6,5.1,139.6,-0.0,-0.0,-0.0,52.945464783223564,-0.0,-0.0,-0.0,59.925000000000004,-0.0,-0.0,19.618531885854814,-0.0,-0.0,-0.0,27.050078868764103,-0.0
2,-0.0,12.349698224177622,1.18326198621277,27.0,-0.0,1.5959802393778595,-0.0,-0.0,-0.0,142.67121064561388,-0.0,-0.0,6.6,5.0,138.2,-0.0,-0.0,-0.0,51.954506886211355,-0.0,-0.0,-0.0,59.325,-0.0,-0.0,19.164632690552263,-0.0,-0.0,-0.0,26.450078868764106,-0.0
3,-0.0,12.239235807145622,12.440764192854378,26.400000000000002,-0.0,1.5959802393778595,-0.0,-0.0,-0.0,142.16707209209582,-0.0,-0.0,6.6,4.9,138.6,-0.0,-0.0,-0.0,51.600593351564136,-0.0,-0.0,-0.0,58.875,-0.0,-0.0,18.761166739172214,-0.0,-0.0,-0.0,25.650078868764105,-0.0
4,-0.0,12.57062305824162,11.15937694175838,26.0,-0.0,1.5959802393778595,-0.0,-0.0,-0.0,141.66293353857776,-0.0,-0.0,6.6,4.800000000000001,139.79999999999998,-0.0,-0.0,-0.0,51.81294147235247,-0.0,-0.0,-0.0,58.425000000000004,-0.0,-0.0,18.73595011721096,-0.0,-0.0,-0.0,25.750078868764103,-0.0
5,-0.0,12.813640375712021,21.951089182201557,25.95,-0.0,0.9860790424885619,-0.0,-0.0,-0.0,137.37775583367417,-0.0,-0.0,6.6,4.5,137.0,-0.0,-0.0,-0.0,51.246679816916924,-0.0,-0.0,-0.0,57.9,-0.0,-0.0,18.584650385443442,-0.0,-0.0,-0.0,25.850078868764104,-0.0
6,-0.0,12.72527044208642,-0.0,25.900000000000002,0.28243399748306064,1.4069064441161787,0.0030935558838211183,-0.0,-0.0,132.08430102173443,2.1249939257768804,-0.0,6.6,4.200000000000001,131.6,2.2161462520411166,-0.0,-0.0,50.32650462683416,0.17711059138738808,-0.0,5.7,57.975,-0.0,0.045856079574980294,18.483783897598432,-0.0,-0.0,-0.0,24.950078868764106,-0.0
7,8.2782817911781,12.52643809142882,3.025280117393077,25.35,12.509999999999998,1.3779705051600097,0.4392849355025988,-0.0,-0.0,128.3032618703489,106.24969628884402,-0.0,6.6,4.4,127.4,76.45704569541853,-0.0,-0.0,49.831025678328054,5.844649515783806,-0.0,44.67499999999999,58.425000000000004,-0.0,2.0864516206616033,18.685516873288456,-0.0,-0.0,-0.0,25.150078868764105,-0.0
8,18.760839798942087,12.261328290552022,-0.0,24.6,15.469999999999999,-0.0,1.0827445593373914,-0.0,-0.0,125.78256910275854,237.29098837841832,-0.0,6.6,5.300000000000001,126.8,180.06188297834072,-0.0,-0.0,49.972591092186946,15.113437131723781,-0.0,50.77499999999999,59.025000000000006,-0.0,5.319305230697714,19.164632690552263,-0.0,-0.0,6.199530001765412,20.65054886699869,-0.0
9,26.59826634680301,11.664831238579222,-0.0,23.549999999999997,18.86,0.004444496296839517,1.6055555037031606,-0.0,-0.0,120.66506367645178,328.6657271868242,-0.0,6.6,6.0,112.47357801897374,270.3698427490162,-0.0,-0.0,49.972591092186946,24.32318788386796,-0.0,117.2,-0.0,-0.0,8.827295318183706,19.49244877604855,-0.0,-0.0,9.992183649904254,18.357895218859852,-0.0
10,31.74157751883674,10.016447888940267,-0.0,21.2,25.02135243291357,-0.0,1.989156433296979,-0.0,-0.0,111.41462032749354,345.61617053578243,-0.0,6.6,6.6,55.89726358376083,335.7461571842291,-0.0,-0.0,49.547894850610284,30.817242901405525,-0.0,294.67499999999984,-0.0,-0.0,11.578660092682524,19.56809864193231,-0.0,-0.0,12.690802591849195,17.059276276914908,-0.0
11,32.77966800764579,10.118357400131218,-0.0,18.75,97.63,0.3754420639540794,2.165489118674783,-0.0,-0.0,25.440385610277133,441.2904052529988,-0.0,6.6,7.200000000000001,118.39999999999999,279.9434207679899,-0.0,-0.0,48.910850488245295,33.41486490842055,-0.0,316.0,-0.0,-0.0,11.807940490557426,19.391582288203537,-0.0,-0.0,1.20192435585448,29.148154512909624,-0.0
12,35.07248380167763,8.265541606099383,-0.0,17.299999999999997,99.16,-0.0,2.196424677512994,-0.0,-0.0,9.432102895469825,458.9986879678062,-0.0,6.6,6.9,22.344521357989834,377.2988994100001,-0.0,-0.0,47.77832717737421,33.94619668258271,-0.0,264.975,54.525,-0.0,11.464019893745073,19.038549580745997,-0.0,-0.0,2.0322997916155607,28.717779077148542,-0.0
