,SKN diesel,SKN solar pv,SKN wind,SKN geothermal,ATG diesel,ATG wind,ATG solar pv,MSR diesel,MSR geothermal,MSR solar pv,GLP diesel,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ diesel,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA diesel,LCA wind,LCA solar pv,LCA geothermal,BRB diesel,BRB solar pv,BRB wind,SVG diesel,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD diesel,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,-0.0,14.174999999999999,12.775,29.915,13.325000000000001,-0.0,-0.0,1.62,-0.0,43.05000000000001,15.0,50.0,84.74999999999999,-0.0,3.7,6.6,6.0,17.600000000000016,70.89999999999999,-0.0,41.4,50.0,-0.0,37.85,-0.0,9.549999999999997,88.948,-0.0,30.552000000000003,-0.0,-0.0,18.0,-0.0,-0.0,-0.0,-0.0,20.19,6.109999999999999
1,-0.0,-0.0,14.274999999999999,11.005000000000003,27.28,13.600000000000001,-0.0,-0.0,1.53,-0.0,29.200000000000003,15.0,50.0,85.19999999999999,-0.0,3.7,6.6,5.1,7.70000000000001,69.8,-0.0,41.4,50.0,-0.0,37.4,-0.0,6.0,79.638,-0.0,30.362000000000002,-0.0,-0.0,17.0,-0.0,-0.0,-0.0,-0.0,21.33,3.370000000000001
2,-0.0,-0.0,13.975000000000001,11.035,26.36,13.5,-0.0,-0.0,1.5,-0.0,29.700000000000017,15.0,50.0,84.89999999999999,-0.0,3.7,6.6,5.0,4.400000000000013,69.1,-0.0,41.4,50.0,-0.0,36.7,-0.0,5.599999999999994,77.542,-0.0,30.058,-0.0,-0.0,16.6,-0.0,-0.0,-0.0,-0.0,21.81,2.2900000000000027
3,-0.0,-0.0,13.850000000000001,10.829999999999998,25.549999999999997,13.200000000000001,-0.0,-0.0,1.46,-0.0,28.000000000000014,15.0,50.0,84.6,-0.0,3.7,6.6,4.9,1.8999999999999986,69.3,-0.0,41.4,50.0,-0.0,36.449999999999996,-0.0,6.450000000000003,78.67,-0.0,29.830000000000002,-0.0,-0.0,16.3,-0.0,-0.0,-0.0,-0.0,22.38,0.9200000000000017
4,-0.0,-0.0,14.224999999999998,9.505000000000003,25.97,13.0,-0.0,-0.0,1.46,-0.0,23.299999999999997,15.0,50.0,84.30000000000001,-0.0,3.7,6.6,4.800000000000001,-0.0,69.89999999999999,-0.0,40.60000000000001,50.0,-0.0,36.6,-0.0,4.899999999999999,77.49799999999999,-0.0,29.602,-0.0,-0.0,16.1,-0.0,-0.0,-0.0,-0.0,20.19,3.2099999999999973
5,-0.0,-0.0,14.499999999999998,9.65,25.504999999999995,12.975,-0.0,-0.0,1.42,-0.0,24.64999999999999,15.0,50.0,81.75,-0.0,3.7,6.6,4.5,0.6000000000000014,68.5,-0.0,41.4,50.0,-0.0,36.199999999999996,-0.0,5.900000000000006,77.164,-0.0,29.336000000000002,-0.0,-0.0,16.3,-0.0,-0.0,-0.0,-0.0,21.33,2.1700000000000017
6,-0.0,-0.0,14.399999999999999,8.940000000000001,24.244057649667404,12.950000000000001,0.09594235033259424,-0.0,1.4094479495268137,0.0005520504731861196,23.9386699507389,15.0,50.0,78.60000000000001,0.8613300492610838,3.7,6.6,4.200000000000001,-0.0,65.8,1.1647382920110194,38.535261707988994,50.0,-0.0,35.55,0.08236877523553161,5.267631224764472,71.7591634819533,2.9668365180467093,29.374000000000002,-0.0,-0.0,15.5,-0.0,-0.0,-0.0,0.00821316614420062,21.81,0.781786833855802
7,-0.0,2.5614062500000006,14.174999999999999,7.093593749999998,10.601762749445676,12.675,14.583237250554323,-0.0,1.331608832807571,0.07839116719242899,-0.0,15.0,41.88349753694584,76.35,43.066502463054185,-0.0,6.6,4.4,-0.0,63.7,40.18347107438017,4.616528925619818,50.0,-0.0,35.199999999999996,2.7181695827725436,3.6818304172274594,28.698768577494683,44.79923142250531,29.602,-0.0,-0.0,15.7,-0.0,-0.0,-0.0,0.4200000000000017,22.38,-0.0
8,-0.0,5.804843750000001,13.875000000000002,5.580156249999999,-0.0,6.1064079822616435,33.96359201773836,-0.0,1.2967823343848581,0.19321766561514186,-0.0,13.168144499178965,-0.0,74.85,96.18185550082103,-0.0,6.6,5.300000000000001,-0.0,63.4,94.63498622589533,-0.0,9.96501377410467,-0.0,35.3,7.028802153432031,1.771197846567972,-0.0,79.89399999999999,29.906000000000002,-0.0,-0.0,16.6,-0.0,-0.0,-0.0,1.3962382445141053,22.86,0.2437617554858953
9,-0.0,8.229843750000002,13.200000000000001,5.150156249999995,-0.0,-0.0,42.41,-0.0,1.323485804416404,0.2865141955835961,-0.0,-0.0,-0.0,72.45,125.55,-0.0,6.6,6.0,-0.0,36.20192837465564,142.09807162534437,-0.0,-0.0,-0.0,34.588021534320326,11.311978465679674,-0.0,-0.0,87.256,29.944000000000003,-0.0,-0.0,17.8,-0.0,-0.0,-0.0,2.2504075235109697,22.98,0.7695924764890298
10,-0.0,9.821250000000001,12.2,5.998749999999999,-0.0,-0.0,44.6,-0.0,1.325031545741325,0.35496845425867496,-0.0,-0.0,-0.0,66.3,139.39999999999998,-0.0,6.6,6.6,-0.0,10.642148760330542,176.45785123966945,-0.0,-0.0,-0.0,33.667833109017494,14.332166890982503,-0.0,-0.0,94.83600000000001,29.564,-0.0,-0.0,18.7,-0.0,-0.0,-0.0,2.8581818181818153,22.77,1.7718181818181837
11,-0.0,10.654843750000001,11.450000000000001,7.05515625,-0.0,-0.0,46.38,-0.0,1.3435646687697163,0.38643533123028373,-0.0,-0.0,-0.0,36.53045977011493,178.86954022988508,-0.0,6.6,7.200000000000001,-0.0,-0.0,193.8,-0.0,-0.0,-0.0,34.55,15.450000000000003,-0.0,-0.0,126.0,-0.0,-0.0,-0.0,19.6,-0.0,-0.0,-0.0,3.194921630094041,22.35,2.4550783699059577
12,-0.0,10.851875000000001,10.674999999999999,8.073125000000003,-0.0,-0.0,46.46,-0.0,1.3680441640378551,0.39195583596214495,-0.0,-0.0,-0.0,53.4,163.7,-0.0,6.6,6.9,-0.0,-0.0,195.1,-0.0,-0.0,-0.0,33.75,15.787348586810225,1.0626514131897764,-0.0,101.874,27.625999999999998,-0.0,-0.0,19.6,-0.0,-0.0,-0.0,3.211347962382442,22.02,3.168652037617557
13,-0.0,10.260781250000003,9.55,8.079218749999997,-0.0,-0.0,44.89,-0.0,1.2901261829652997,0.3698738170347002,-0.0,-0.0,-0.0,21.233579638752047,181.16642036124796,-0.0,6.6,6.300000000000001,-0.0,54.6,131.6,-0.0,-0.0,-0.0,32.800000000000004,15.099999999999994,-0.0,-0.0,123.3,-0.0,-0.0,-0.0,18.4,-0.0,-0.0,-0.0,2.9813793103448245,21.689999999999998,1.9286206896551792
14,-0.0,8.563281250000001,8.35,9.596718750000003,-0.0,-0.0,41.55,-0.0,1.2358832807570979,0.3141167192429021,-0.0,-0.0,-0.0,49.5,141.9,-0.0,6.6,5.5,-0.0,53.6,121.4,-0.0,-0.0,-0.0,32.0,13.0,-0.0,-0.0,115.5,-0.0,-0.0,3.9727705609623656,13.427229439037633,-0.0,-0.0,-0.0,2.406457680250781,21.509999999999998,1.5835423197492209
15,-0.0,5.456250000000001,7.5249999999999995,12.42875,-0.0,0.34203991130820555,40.007960088691796,-0.0,1.2902208201892744,0.20977917981072547,-0.0,15.0,4.393103448275845,50.550000000000004,114.55689655172415,-0.0,6.6,5.0,-0.0,54.1,108.90303030303032,-0.0,5.396969696969684,-0.0,31.5,10.378465679676983,1.6215343203230148,-0.0,94.64208492569003,15.257915074309977,-0.0,-0.0,16.8,-0.0,-0.0,-0.0,1.700125391849528,21.87,1.2298746081504717
16,-0.0,2.3795312500000003,7.049999999999999,15.490468750000005,18.36422394678492,6.575,15.350776053215077,-0.0,1.4094006309148266,0.08059936908517347,8.950656814449914,15.0,50.0,51.74999999999999,55.699343185550084,3.7,6.6,5.300000000000001,-0.0,55.900000000000006,50.9573002754821,10.642699724517897,50.0,-0.0,31.5,5.326514131897712,6.473485868102287,47.42633970276008,40.64566029723992,23.028,-0.0,-0.0,16.6,-0.0,-0.0,-0.0,0.8705956112852655,22.68,0.8494043887147333
17,-0.0,0.24250000000000002,7.199999999999999,18.0375,34.315576496674055,6.625,0.9594235033259423,-0.0,1.5339274447949527,0.006072555205047316,62.35467980295566,15.0,50.0,53.099999999999994,3.4453201970443352,3.7,6.6,5.300000000000001,19.31460055096418,57.9,3.785399449035813,41.4,50.0,-0.0,32.1,0.49421265141318965,12.005787348586807,88.46453078556263,2.3734692144373675,22.762,-0.0,-0.0,17.1,-0.0,-0.0,-0.0,0.11498432601880866,23.67,0.815015673981191
18,0.4049999999999976,-0.0,7.825,21.67,40.474999999999994,6.925000000000001,-0.0,-0.0,1.77,-0.0,96.45000000000002,15.0,50.0,54.75,-0.0,3.7,6.6,7.4,47.700000000000024,59.8,-0.0,41.4,50.0,-0.0,32.9,-0.0,18.700000000000003,109.22999999999999,-0.0,23.37,-0.0,-0.0,19.896629213483145,-0.0,0.10337078651685516,-0.0,-0.0,24.479999999999997,4.720000000000002
19,0.9699999999999989,-0.0,8.55,21.67,42.575,7.425,-0.0,-0.0,1.83,-0.0,102.70000000000002,15.0,50.0,57.0,-0.0,3.7,6.6,7.9,52.29999999999999,61.9,-0.0,41.4,50.0,-0.0,33.800000000000004,-0.0,20.199999999999996,111.318,-0.0,24.282,-0.0,-0.0,20.408988764044942,-0.0,0.19101123595505953,-0.0,-0.0,24.66,5.539999999999999
20,-0.0,-0.0,9.25,21.01,41.58,8.0,-0.0,-0.0,1.86,-0.0,94.9,15.0,50.0,60.6,-0.0,3.7,6.6,7.9,49.29999999999999,64.0,-0.0,41.4,50.0,-0.0,34.4,-0.0,19.0,109.358,-0.0,25.042,-0.0,-0.0,20.6,-0.0,-0.0,-0.0,-0.0,24.270000000000003,5.429999999999996
21,-0.0,-0.0,9.975000000000001,19.805,39.650000000000006,8.55,-0.0,-0.0,1.81,-0.0,87.05000000000001,15.0,50.0,64.05,-0.0,3.7,6.6,7.4,43.1,65.4,-0.0,41.4,50.0,-0.0,34.699999999999996,-0.0,17.700000000000003,108.51,-0.0,24.89,-0.0,-0.0,19.7,-0.0,-0.0,-0.0,-0.0,23.52,5.68
22,-0.0,-0.0,10.625,19.115,38.195,9.125,-0.0,-0.0,1.79,-0.0,80.55000000000001,15.0,50.0,66.45,-0.0,3.7,6.6,7.200000000000001,39.200000000000024,65.8,-0.0,41.4,50.0,-0.0,34.4,-0.0,16.200000000000003,103.684,-0.0,24.016000000000002,-0.0,-0.0,19.9,-0.0,-0.0,-0.0,-0.0,22.56,6.240000000000002
