,SKN solar pv,SKN wind,SKN geothermal,ATG diesel,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,MSR wind,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA wind,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB diesel,BRB solar pv,BRB wind,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
6898,52.36741427236033,10.705745127328207,-0.0,-0.0,40.30045640265248,20.73954359734752,-0.0,2.8068390273766686,0.6547818706888651,-0.0,-0.0,57.10616677961431,507.84022084268815,-0.0,6.6,5.171139971139972,5.9288600288600275,168.7394098277836,87.86059017221643,-0.0,-0.0,37.56338866489745,28.336611335102553,-0.0,-0.0,212.96937046004842,77.7,17.389275152724103,8.010724847275895,-0.0,-0.0,28.402837128515067,9.297162871484938,-0.0
6899,58.16260096246057,9.432279477101666,-0.0,-0.0,40.020071671764086,22.809928328235916,-0.0,3.1765439945874605,0.6037088847751336,-0.0,-0.0,54.02529458341161,550.4747054165884,-0.0,6.6,4.85800865800866,6.74199134199134,162.8685826665101,96.1314173334899,-0.0,-0.0,36.332475492497736,30.467524507502265,-0.0,-0.0,235.64830508474577,65.0610169491525,18.140592010677857,7.759407989322143,-0.0,-0.0,27.53594958588564,10.364050414114358,-0.0
6900,59.427005331209706,8.784754570206815,-0.0,-0.0,40.363108787128155,23.166891212871846,-0.0,3.2689702363901585,0.5888671628093739,-0.0,-0.0,54.35538803300476,557.7446119669953,-0.0,6.6,4.786435786435788,6.9135642135642135,166.3109319885608,95.58906801143917,-0.0,-0.0,36.87781407063389,30.422185929366105,-0.0,-0.0,237.77445520581114,62.734866828087206,18.75473808312005,7.44526191687995,-0.0,-0.0,26.36906204325622,11.430937956743776,-0.0
6901,56.055260347878665,8.763170406643653,-0.0,-0.0,40.31387146028109,21.846128539718904,-0.0,3.127898604164988,0.6006532364817734,-0.0,-0.0,56.22591758069925,549.3740824193007,-0.0,6.6,4.875901875901877,7.024098124098123,171.2835365226568,89.21646347734323,-0.0,-0.0,38.8807587118506,28.019241288149406,-0.0,-0.0,223.9544794188862,58.95,18.843225726585366,7.256774273414635,-0.0,-0.0,32.31825334855181,25.60684111845804,-0.0
6902,47.52053085882195,9.410695313538504,-0.0,-0.0,42.29678938351416,19.13321061648584,-0.0,2.7046837074894765,0.6399401487231053,-0.0,-0.0,58.97669632730881,545.8233036726912,-0.0,6.6,5.027994227994229,6.372005772005771,181.9134442349501,75.3865557650499,-0.0,-0.0,43.07860079105851,23.62139920894149,-0.0,-0.0,189.5817191283293,57.6,18.806054941073803,7.193945058926197,-0.0,-0.0,25.29551053230532,31.308068959303785,-0.0
6903,31.926210310915856,10.705745127328207,-0.0,-0.0,45.355788326099216,14.314211673900784,-0.0,1.965273773067893,0.7124026753094852,-0.0,-0.0,63.708035771477235,482.4207283588645,-0.0,6.6,5.323232323232324,5.676767676767677,194.9583058033901,54.64169419660992,-0.0,-0.0,47.97134030825765,17.22865969174235,-0.0,-0.0,138.55411622276029,59.550000000000004,16.88540274786174,17.000891012773522,-0.0,-0.0,16.02276273609636,31.244563748432988,-0.0
6904,14.751384302073333,12.432478212381142,-0.0,-0.0,48.686816538009545,7.853183461990455,-0.0,1.0215531988719244,0.7997069251711885,-0.0,-0.0,69.09956211483195,272.7252861325239,-0.0,6.6,5.690043290043292,4.409956709956708,213.8631374985019,63.80472534709321,-0.0,-0.0,54.08645459036254,16.339977971563492,-0.0,-0.0,74.06089588377723,63.15,8.44270137393087,18.84876434653152,-0.0,-0.0,7.500016599874893,30.546006428854202,-0.0
6905,2.5288087374982857,14.15921129743408,12.154868371313354,-0.0,53.553541038383464,1.3564589616165332,-0.0,0.18971702264764312,0.8743520584297191,15.0,-0.0,73.1707146598141,49.69660769525991,-0.0,6.6,5.95844155844156,3.741558441558441,221.5402757676789,13.21976472498627,-0.0,-0.0,56.12360918886961,3.967125586914358,-0.0,-0.0,10.276392251815981,67.2,1.32235081760363,19.35925171425008,-0.0,-0.0,1.2272754436158915,29.65693347666302,-0.0
6906,-0.0,15.605350256165913,-0.0,-0.0,60.97,-0.0,1.35,-0.0,0.9315363409301708,15.0,-0.0,76.03152455628802,-0.0,-0.0,6.6,6.146320346320349,5.053679653679652,226.29278993431228,-0.0,-0.0,-0.0,58.160763787376666,-0.0,-0.0,-0.0,-0.0,72.6,-0.0,20.183885154410838,-0.0,-0.0,-0.0,28.831365735342636,-0.0
6907,-0.0,16.46871679869238,-0.0,-0.0,60.19,-0.0,-0.0,-0.0,0.967331084067538,15.0,-0.0,77.79202295411814,-0.0,-0.0,6.6,6.307359307359309,4.99264069264069,234.7010842291252,-0.0,-0.0,-0.0,61.52206887491332,-0.0,-0.0,-0.0,-0.0,80.25,-0.0,21.5975424804007,-0.0,-0.0,-0.0,27.497756307055862,-0.0
