,ATG H2 Tank,BRB H2 Tank,GLP H2 Tank,MTQ H2 Tank,LCA H2 Tank,SKN H2 Tank,SVG H2 Tank,MSR H2 Tank,GRD H2 Tank
0,-0.0,-0.0,-0.0,-0.0,-0.0,95.03973285787788,-0.0,0.06019556693512927,-0.0
1,-0.0,-0.0,-0.0,-0.0,-0.0,95.35133853937911,-0.0,0.06019556693512927,-0.0
2,-0.0,-0.0,-0.0,-0.0,-0.0,95.66294422088035,-0.0,0.06019556693512927,-0.0
3,-0.0,-0.0,-0.0,-0.0,-0.0,95.97454990238158,-0.0,0.06019556693512927,-0.0
4,-0.0,-0.0,-0.0,-0.0,-0.0,96.28615558388282,-0.0,0.06019556693512927,-0.0
5,-0.0,-0.0,-0.0,-0.0,-0.0,96.59776126538405,-0.0,0.06019556693512927,-0.0
6,-0.0,-0.0,-0.0,-0.0,-0.0,96.90936694688529,-0.0,0.06019556693512927,-0.0
7,-0.0,-0.0,-0.0,-0.0,-0.0,97.22097262838652,-0.0,0.06019556693512927,-0.0
8,-0.0,-0.0,-0.0,15.511199768904355,-0.0,97.53257830988775,-0.0,0.06019556693512927,-0.0
9,-0.0,-0.0,-0.0,31.02239953780871,-0.0,97.84418399138899,-0.0,0.06019556693512927,-0.0
10,-0.0,-0.0,-0.0,46.533599306713064,-0.0,98.15578967289022,-0.0,0.06019556693512927,-0.0
11,-0.0,-0.0,-0.0,62.04479907561742,-0.0,98.46739535439146,-0.0,0.06019556693512927,-0.0
12,-0.0,-0.0,-0.0,77.55599884452178,-0.0,98.77900103589269,-0.0,0.06019556693512927,-0.0
13,-0.0,-0.0,-0.0,93.06719861342614,-0.0,99.09060671739392,-0.0,0.06019556693512927,-0.0
14,-0.0,-0.0,-0.0,108.5783983823305,-0.0,99.40221239889516,-0.0,0.06019556693512927,-0.0
15,-0.0,-0.0,-0.0,124.08959815123487,-0.0,99.7138180803964,-0.0,0.06019556693512927,-0.0
16,-0.0,-0.0,-0.0,139.60079792013923,-0.0,96.19983248381354,-0.0,0.06019556693512927,-0.0
17,-0.0,-0.0,-0.0,155.1119976890436,-0.0,90.78156957746907,-0.0,0.06019556693512927,-0.0
18,-0.0,-0.0,-0.0,170.62319745794795,-0.0,85.3633066711246,-0.0,0.06019556693512927,-0.0
19,-0.0,-0.0,-0.0,185.7754739880619,-0.0,79.94504376478014,-0.0,0.06019556693512927,-0.0
20,-0.0,-0.0,-0.0,201.28667375696625,-0.0,74.52678085843567,-0.0,0.06019556693512927,-0.0
21,-0.0,-0.0,-0.0,216.7978735258706,-0.0,69.1085179520912,-0.0,0.06019556693512927,-0.0
22,-0.0,-0.0,-0.0,232.30907329477498,-0.0,63.69025504574673,-0.0,0.06019556693512927,-0.0
23,-0.0,-0.0,-0.0,247.82027306367934,-0.0,58.27199213940226,-0.0,0.06019556693512927,-0.0
24,-0.0,-0.0,-0.0,263.3314728325837,-0.0,52.853729233057784,-0.0,0.06019556693512927,-0.0
25,-0.0,-0.0,-0.0,278.84267260148806,-0.0,47.43546632671331,-0.0,0.06019556693512927,-0.0
26,-0.0,-0.0,-0.0,294.3538723703924,-0.0,42.01720342036884,-0.0,0.06019556693512927,-0.0
27,-0.0,-0.0,-0.0,309.8650721392968,-0.0,36.59894051402436,-0.0,0.06019556693512927,-0.0
28,-0.0,-0.0,-0.0,325.37627190820115,-0.0,31.180677607679893,-0.0,0.06019556693512927,-0.0
29,-0.0,-0.0,-0.0,340.8874716771055,-0.0,25.762414701335423,-0.0,0.06019556693512927,-0.0
30,-0.0,-0.0,-0.0,356.39867144600987,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
31,-0.0,-0.0,-0.0,371.90987121491423,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
32,-0.0,-0.0,-0.0,387.4210709838186,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
33,2.0920149267456742,-0.0,-0.0,402.93227075272296,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
34,4.1840298534913485,-0.0,5.693603095861538,418.4434705216273,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
35,6.276044780237022,-0.0,11.387206191723076,433.9546702905317,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
36,8.368059706982697,-0.0,17.080809287584614,449.46587005943604,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
37,10.460074633728372,-0.0,22.681650504393815,464.9770698283404,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
38,11.572747924769283,-0.0,-0.0,480.48826959724477,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
39,11.572747924769283,-0.0,-0.0,495.9994693661491,-0.0,21.76922498746568,-0.0,0.06019556693512927,-0.0
40,-0.0,-0.0,-0.0,423.0466281921957,-0.0,16.35096208112121,-0.0,0.06019556693512927,-0.0
41,-0.0,-0.0,-0.0,350.0636744744493,-0.0,10.93269917477674,-0.0,0.06019556693512927,-0.0
42,-0.0,-0.0,-0.0,277.08072075670276,-0.0,5.514436268432269,-0.0,0.06019556693512927,-0.0
43,-0.0,-0.0,-0.0,204.09776703895628,-0.0,0.09617336208779825,-0.0,0.06019556693512927,-0.0
44,-0.0,-0.0,-0.0,131.1148133212098,-0.0,-0.0,-0.0,0.06019556693512927,-0.0
45,-0.0,-0.0,-0.0,58.13185960346331,-0.0,-0.0,-0.0,0.06019556693512927,-0.0
46,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06019556693512927,-0.0
