,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada,Martinique Hydrogen,SaintVincentGrenadines Hydrogen,Grenada Hydrogen
58,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,-7.105427357601002e-15,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,8.881784197001252e-15,-1.7763568394002505e-15,0.0,2.1316282072803006e-14,0.0,8.526512829121202e-14,0.0,0.0,0.0,0.0,0.0
60,0.0,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,-7.105427357601002e-15,0.0,-2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0
61,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,2.220446049250313e-16,-7.105427357601002e-15,1.4210854715202004e-14,-2.842170943040401e-14,-3.552713678800501e-15,0.0,0.0,0.0,0.0
62,0.0,2.6645352591003757e-14,1.7763568394002505e-15,0.0,0.0,1.4210854715202004e-14,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
63,-3.552713678800501e-15,-8.881784197001252e-15,-2.6645352591003757e-14,0.0,4.263256414560601e-14,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0
64,-3.552713678800501e-15,0.0,0.0,1.1102230246251565e-16,0.0,0.0,-1.4210854715202004e-14,-3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,0.0
65,0.0,1.7763568394002505e-15,-2.6645352591003757e-14,5.551115123125783e-17,-1.4210854715202004e-14,3.552713678800501e-15,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0
66,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,5.329070518200751e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,-1.7763568394002505e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.842170943040401e-14,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
70,1.7763568394002505e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1.7763568394002505e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
73,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,-1.7763568394002505e-15,1.7763568394002505e-15,1.2434497875801753e-14,-5.551115123125783e-17,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
80,0.0,5.329070518200751e-15,-1.2434497875801753e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,-7.105427357601002e-15,1.7763568394002505e-15,0.0,0.0,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0
82,0.0,2.1316282072803006e-14,1.7763568394002505e-15,0.0,0.0,7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
83,0.0,2.1316282072803006e-14,3.019806626980426e-14,0.0,0.0,0.0,-2.842170943040401e-14,-3.552713678800501e-15,0.0,0.0,0.0,0.0
84,0.0,7.105427357601002e-15,3.019806626980426e-14,0.0,-3.552713678800501e-14,0.0,-8.526512829121202e-14,0.0,0.0,0.0,0.0,0.0
85,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,2.220446049250313e-16,1.0658141036401503e-14,-1.4210854715202004e-14,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0
87,0.0,-1.7763568394002505e-15,1.5987211554602254e-14,-1.1102230246251565e-16,2.842170943040401e-14,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
88,1.7763568394002505e-15,-5.329070518200751e-15,-1.2434497875801753e-14,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0
89,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.842170943040401e-14,-3.552713678800501e-15,1.4210854715202004e-14,0.0,8.881784197001252e-16,0.0,0.0,0.0
90,0.0,-8.881784197001252e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,-7.105427357601002e-15,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
96,3.552713678800501e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1.7763568394002505e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,-7.105427357601002e-15,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
103,0.0,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
104,-2.1094237467877974e-15,5.329070518200751e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,-2.1094237467877974e-15,-1.7763568394002505e-15,1.7763568394002505e-15,2.220446049250313e-16,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0
106,-2.1094237467877974e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,-2.1094237467877974e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,-2.1094237467877974e-15,1.7763568394002505e-15,-1.7763568394002505e-15,2.220446049250313e-16,2.842170943040401e-14,-7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
109,4.9960036108132044e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,-2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,-2.1094237467877974e-15,8.881784197001252e-15,-1.7763568394002505e-15,-2.220446049250313e-16,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0
111,-2.1094237467877974e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,-2.1094237467877974e-15,-5.329070518200751e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
113,-2.1094237467877974e-15,-5.329070518200751e-15,1.7763568394002505e-15,5.551115123125783e-17,1.4210854715202004e-14,3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
114,-2.1094237467877974e-15,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,-2.1094237467877974e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,-2.1094237467877974e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,-2.1094237467877974e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,-2.1094237467877974e-15,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1.4432899320127035e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1.4432899320127035e-15,0.0,-7.105427357601002e-15,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
123,1.4432899320127035e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
124,1.4432899320127035e-15,0.0,7.105427357601002e-15,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1.4432899320127035e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1.4432899320127035e-15,0.0,-7.105427357601002e-15,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
128,1.4432899320127035e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,1.4432899320127035e-15,0.0,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0
130,1.4432899320127035e-15,1.7763568394002505e-15,-1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,1.4432899320127035e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
132,-2.1094237467877974e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,1.4432899320127035e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,8.526512829121202e-14,0.0,0.0,0.0,0.0,0.0
134,4.9960036108132044e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.842170943040401e-14,-7.105427357601002e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0
135,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,-2.220446049250313e-16,0.0,-7.105427357601002e-15,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0
136,1.4432899320127035e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1.4432899320127035e-15,0.0,0.0,0.0,-3.552713678800501e-15,-7.105427357601002e-15,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,0.0
138,-2.1094237467877974e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,-2.1094237467877974e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,-2.1094237467877974e-15,0.0,-1.7763568394002505e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0
141,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0
142,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,1.4432899320127035e-15,0.0,7.105427357601002e-15,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0
144,1.4432899320127035e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
145,1.4432899320127035e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
146,1.4432899320127035e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
147,1.4432899320127035e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1.4432899320127035e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,1.4432899320127035e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2.3314683517128287e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,1.4432899320127035e-15,0.0,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,-3.552713678800501e-15,0.0,0.0,0.0,0.0
152,1.4432899320127035e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1.4432899320127035e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,-7.105427357601002e-15,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
157,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,4.9960036108132044e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,-7.105427357601002e-15,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
159,4.9960036108132044e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,5.684341886080802e-14,3.552713678800501e-15,0.0,0.0,0.0,0.0
160,1.4432899320127035e-15,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1.4432899320127035e-15,-2.6645352591003757e-15,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,1.4432899320127035e-15,0.0,-1.7763568394002505e-15,0.0,0.0,-7.105427357601002e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
163,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0
166,1.4432899320127035e-15,0.0,1.4210854715202004e-14,0.0,0.0,-7.105427357601002e-15,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
167,1.4432899320127035e-15,0.0,7.105427357601002e-15,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0
168,1.4432899320127035e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
169,1.4432899320127035e-15,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
170,1.4432899320127035e-15,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0
171,1.4432899320127035e-15,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0
172,1.4432899320127035e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1.4432899320127035e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,3.219646771412954e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.1102230246251565e-16,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
