,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
14,55.862122909441524,8.632904448101515,-0.0,-0.0,124.06247475401345,0.14746544313428345,2.458571725852873,-0.0,-0.0,64.05102783622687,434.83649740975966,-0.0,6.6,5.5,107.2,329.9588568127205,-0.0,-0.0,-0.0,26.688080077676574,-0.0,256.0559199223235,49.5,-0.0,-0.0,35.656,-0.0,-0.0,25.5,-0.0
15,35.593565039644155,7.779952811013641,-0.0,13.8,108.53796284308648,-0.0,1.6419283933639575,-0.0,-0.0,82.47292920381147,324.90592222189906,-0.0,6.6,5.0,108.2,246.63006251540128,-0.0,-0.0,-0.0,61.811919922323426,-0.0,181.83,47.175,-0.0,-0.0,35.056,-0.0,-0.0,24.8,-0.0
16,15.522749197844814,7.28885944420547,-0.0,13.15,41.64526152252719,0.8591538278127954,0.6308461721872046,-0.0,-0.0,84.43074354692864,157.9743080477404,-0.0,6.6,5.300000000000001,111.80000000000001,115.40176721977332,-0.0,-0.0,63.0,29.800617966299022,-0.0,78.09,45.449999999999996,-0.0,-0.0,34.856,-0.0,-0.0,24.4,-0.0
17,1.5819362239841848,7.4439415600396295,-0.0,13.25,2.6028288451579495,1.4924704938763065,0.0475295061236935,-0.0,-0.0,86.63328468293548,9.771606683365386,-0.0,6.6,5.300000000000001,115.8,8.57270270775459,-0.0,-0.0,64.2,-0.0,-0.0,4.5600000000000005,44.925,-0.0,-0.0,35.356,-0.0,-0.0,24.6,-0.0
18,-0.0,8.090117042681959,-0.0,13.850000000000001,-0.0,0.3717923479933407,-0.0,-0.0,-0.0,89.32527940472161,-0.0,-0.0,6.6,7.4,119.6,-0.0,-0.0,-0.0,65.8,-0.0,-0.0,-0.0,46.125,-0.0,-0.0,38.256,-0.0,-0.0,29.2,-0.0
19,-0.0,8.83968060254706,-0.0,14.85,-0.0,0.43179234799334076,-0.0,-0.0,-0.0,92.99618129806635,-0.0,-0.0,6.6,7.9,123.8,-0.0,-0.0,-0.0,67.60000000000001,-0.0,-0.0,-0.0,47.925000000000004,-0.0,-0.0,38.856,-0.0,-0.0,30.2,-0.0
20,-0.0,9.563397143106469,-0.0,16.0,-0.0,1.5,-0.0,-0.0,-0.0,98.86962432741791,-0.0,-0.0,6.6,7.9,128.0,-0.0,-0.0,-0.0,68.8,-0.0,-0.0,-0.0,49.425000000000004,-0.0,-0.0,38.856,-0.0,-0.0,29.7,-0.0
21,-0.0,10.312960702971571,-0.0,17.1,-0.0,1.5,-0.0,-0.0,-0.0,104.49834056387981,-0.0,-0.0,6.6,7.4,130.8,-0.0,-0.0,-0.0,69.39999999999999,-0.0,-0.0,-0.0,49.125,-0.0,-0.0,37.956,-0.0,-0.0,29.2,-0.0
22,-0.0,10.984983204919592,-0.0,18.25,-0.0,1.5,-0.0,-0.0,-0.0,108.41396925011418,-0.0,-0.0,6.6,7.200000000000001,131.6,-0.0,-0.0,-0.0,68.8,-0.0,-0.0,-0.0,47.4,-0.0,-0.0,38.156,-0.0,-0.0,28.8,-0.0
23,-0.0,11.29514743658791,-0.0,18.95,-0.0,1.5,-0.0,-0.0,-0.0,112.57432472923821,-0.0,-0.0,6.6,6.300000000000001,131.4,-0.0,-0.0,-0.0,68.30000000000001,-0.0,-0.0,-0.0,45.449999999999996,-0.0,-0.0,36.756,-0.0,-0.0,27.1,-0.0
24,-0.0,11.114218301448059,-0.0,19.2,-0.0,1.5,-0.0,-0.0,-0.0,115.02159265813468,-0.0,-0.0,6.6,5.6,128.8,-0.0,-0.0,-0.0,66.60000000000001,-0.0,-0.0,-0.0,43.199999999999996,-0.0,-0.0,35.71248760053283,-0.0,-0.0,24.9,-0.0
25,-0.0,10.519736857417115,-0.0,18.9,-0.0,0.08179234799334067,-0.0,-0.0,-0.0,115.26631945102433,-0.0,-0.0,6.6,4.9,124.2,-0.0,-0.0,-0.0,63.3,-0.0,-0.0,-0.0,40.650000000000006,-0.0,-0.0,38.88,-0.0,-0.0,23.7,-0.0
26,-0.0,9.8218673361634,-0.0,18.2,-0.0,1.5,-0.0,-0.0,-0.0,113.5532319007968,-0.0,-0.0,6.6,4.700000000000001,118.8,-0.0,-0.0,-0.0,59.8,-0.0,-0.0,-0.0,38.25,-0.0,-0.0,36.54,-0.0,-0.0,22.9,-0.0
27,-0.0,9.123997814909684,-0.0,17.2,-0.0,0.04179234799334064,-0.0,-0.0,-0.0,110.61651038612102,-0.0,-0.0,6.6,4.300000000000001,114.8,-0.0,-0.0,-0.0,57.3,-0.0,-0.0,-0.0,36.6,-0.0,-0.0,34.86,-0.0,-0.0,22.8,-0.0
28,-0.0,8.607057428795823,-0.0,16.400000000000002,-0.0,1.5,-0.0,-0.0,-0.0,107.43506207855559,-0.0,-0.0,6.6,4.700000000000001,111.00000000000001,-0.0,-0.0,-0.0,56.00000000000001,-0.0,-0.0,-0.0,35.475,-0.0,-0.0,33.720000000000006,-0.0,-0.0,23.5,-0.0
29,-0.0,7.935034926847799,-0.0,15.299999999999999,-0.0,1.5,-0.0,-0.0,-0.0,100.09325829186614,-0.0,-0.0,6.6,5.1,102.8,-0.0,-0.0,-0.0,53.1,-0.0,-0.0,-0.0,33.75,-0.0,-0.0,32.1,-0.0,-0.0,24.4,-0.0
30,-0.0,7.366400502122549,-0.0,14.6,0.5205657690315899,1.5,0.004320864193063046,-0.0,-0.0,93.48563488384563,2.4429016708413465,-0.0,6.6,5.9,93.8,5.275509358618209,-0.0,-0.0,49.7,2.1781808685523565,-0.0,11.97,31.349999999999998,-0.0,0.7795123994671572,30.900000000000002,-0.0,-0.0,25.5,-0.0
31,15.91823325384086,7.159624347677005,-0.0,14.649999999999999,41.90554440704299,1.5,0.5833166660635112,-0.0,-0.0,90.05945978339057,118.07358075733173,-0.0,6.6,7.1,87.4,135.1849273145916,-0.0,-0.0,46.6,-0.0,-0.0,84.66899999999998,28.875,-0.0,7.616,30.240000000000002,-0.0,-0.0,28.3,-0.0
32,37.17550126362834,7.082083289759926,-0.0,15.0,96.30466727084412,0.11277654539910764,1.5339067885373812,-0.0,-0.0,90.54891336916985,271.1620854633895,-0.0,6.6,8.5,84.8,268.39153861970135,-0.0,-0.0,37.688080077676574,-0.0,-0.0,142.35591992232344,-0.0,-0.0,10.235999999999997,29.82,-0.0,29.81160965794769,1.6883903420523083,-0.0
33,53.39034755946624,6.694378000174528,-0.0,3.6117044821675393,137.42936302433972,-0.0,2.307341479095667,-0.0,-0.0,90.54891336916985,396.5643712332452,-0.0,6.6,9.200000000000001,82.0,371.26397111275645,-0.0,-0.0,42.1,35.11191992232342,-0.0,102.57808007767657,24.45,-0.0,-0.0,28.86,-0.0,33.4,-0.0,-0.0
34,63.969546057360475,5.815579343780961,-0.0,14.35,127.14106750650728,-0.0,2.821524318070169,-0.0,-0.0,85.89910430426653,487.8221396500937,-0.0,6.6,9.6,59.06989605689097,435.88896075582954,-0.0,-0.0,-0.0,147.68066288784976,-0.0,248.08457461166395,-0.0,-0.0,44.135999999999996,27.12,-0.0,-0.0,34.0,-0.0
35,68.61648371531402,5.0660157839158595,-0.0,-0.0,143.14106750650728,-0.0,3.0678135770747623,-0.0,-0.0,80.27038806780463,498.55085588655555,-0.0,6.6,10.1,31.697962565527234,468.8608942471933,-0.0,-0.0,-0.0,154.41191992232342,-0.0,301.811925586793,19.875,-0.0,62.10115449088352,-0.0,-0.0,34.4,-0.0,-0.0
36,67.5289025613249,4.574922417107689,-0.0,-0.0,143.66106750650727,-0.0,3.0159632067580056,-0.0,-0.0,72.68385748822553,512.3373864661346,-0.0,6.6,10.4,35.55740123535446,468.20145557736606,-0.0,-0.0,31.5,87.18808007767657,-0.0,340.8223779202695,18.975,-0.0,62.014542002053844,-0.0,-0.0,-0.0,35.2,-0.0
37,62.090996791379254,4.161370108216599,-0.0,-0.0,143.1310675065073,-0.0,2.665973207119899,-0.0,-0.0,64.60787332286715,517.0808536614182,-0.0,6.6,10.299999999999999,57.8,426.6568193782477,-0.0,-0.0,27.500000000000004,128.21191992232343,-0.0,347.8440800776765,-0.0,-0.0,35.644,-0.0,-0.0,34.9,-0.0,-0.0
38,52.50050843347514,3.92874693446536,-0.0,9.85,130.66200802692904,1.4041928393363978,2.0740148126702618,-0.0,-0.0,58.489703500625936,421.8076884986058,-0.0,6.6,9.799999999999999,51.4,364.0101457446565,-0.0,-0.0,23.7,103.50975647878315,-0.0,319.20000000000005,19.875,-0.0,50.235243521216795,15.18,-0.0,-0.0,33.8,-0.0
39,39.845018641601655,3.902899915159667,-0.0,9.4,83.29052304505439,1.5,1.3783556775871117,-0.0,-0.0,53.83989443572262,266.27628212170674,-0.0,6.6,9.799999999999999,47.0,264.43490660073775,-0.0,-0.0,21.2,94.31523160831703,-0.0,232.55999999999997,21.224999999999998,-0.0,37.76304512974229,13.32,-0.0,33.8,-0.0,-0.0
40,21.257268009787484,4.00628799238244,-0.0,9.45,36.960169601242875,1.5,0.6826965425039613,-0.0,-0.0,51.39262650682613,92.83026349197117,-0.0,6.6,9.0,45.6,131.22829529562796,-0.0,-0.0,20.1,49.880341889848964,-0.0,115.14,23.025,-0.0,20.09409740848672,12.6,-0.0,21.059577464788735,19.865412474849094,-0.0
41,1.9774202799802312,4.187217127522292,-0.0,9.35,3.1233946141895395,1.5,0.07345469128207179,-0.0,-0.0,50.41371933526754,6.514404455576924,-0.0,6.6,8.9,47.4,10.551018717236419,-0.0,-0.0,20.599999999999998,5.00981599767042,-0.0,7.409999999999999,24.525000000000002,-0.0,2.2519247095717874,12.66,-0.0,2.7350100603621734,36.839999999999996,-0.0
42,-0.0,4.523228378496302,-0.0,9.35,-0.0,1.5,-0.0,-0.0,-0.0,51.88208009260543,-0.0,-0.0,6.6,10.200000000000001,51.800000000000004,-0.0,-0.0,-0.0,22.900000000000002,-0.0,-0.0,-0.0,26.549999999999997,-0.0,-0.0,13.98,-0.0,-0.0,36.24,-0.0
43,-0.0,4.7816985715532345,-0.0,9.35,-0.0,1.5,-0.0,-0.0,-0.0,52.61626047127437,-0.0,-0.0,6.6,10.4,57.99999999999999,-0.0,-0.0,-0.0,26.6,-0.0,-0.0,-0.0,29.400000000000002,-0.0,-0.0,16.26,-0.0,-0.0,34.44,-0.0
44,-0.0,4.600769436413382,-0.0,9.049999999999999,-0.0,1.5,-0.0,-0.0,-0.0,51.39262650682613,-0.0,-0.0,6.6,9.799999999999999,63.800000000000004,-0.0,-0.0,-0.0,30.9,-0.0,-0.0,-0.0,32.4,-0.0,-0.0,18.72,-0.0,-0.0,31.860000000000003,-0.0
45,-0.0,4.0321350116881325,-0.0,8.35,-0.0,0.5617923479933407,-0.0,-0.0,-0.0,47.23227102770212,-0.0,-0.0,6.6,8.6,67.60000000000001,-0.0,-0.0,-0.0,34.9,-0.0,-0.0,-0.0,34.800000000000004,-0.0,-0.0,20.639999999999997,-0.0,-0.0,28.98,-0.0
46,-0.0,3.644429722102735,-0.0,7.199999999999999,-0.0,0.7768773005083522,-0.0,-0.0,-0.0,41.60355479124021,-0.0,-0.0,6.6,8.200000000000001,68.0,-0.0,-0.0,-0.0,37.1,-0.0,-0.0,-0.0,36.449999999999996,-0.0,-0.0,22.2,-0.0,-0.0,26.34,-0.0
47,-0.0,3.6702767414084283,-0.0,7.449999999999999,-0.0,1.5,-0.0,-0.0,-0.0,41.60355479124021,-0.0,-0.0,6.6,7.200000000000001,70.39999999999999,-0.0,-0.0,-0.0,39.0,-0.0,-0.0,-0.0,38.175,-0.0,-0.0,23.16,-0.0,-0.0,24.779999999999998,-0.0
48,-0.0,3.92874693446536,-0.0,9.4,-0.0,1.5,-0.0,-0.0,-0.0,47.966451406371064,-0.0,-0.0,6.6,6.300000000000001,72.6,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,-0.0,39.300000000000004,-0.0,-0.0,23.400000000000002,-0.0,-0.0,24.18,-0.0
49,-0.0,4.057982030993826,0.9665877512039716,11.5,-0.0,1.5,-0.0,-0.0,-0.0,54.818801607281216,-0.0,-0.0,6.6,5.6,70.19999999999999,-0.0,-0.0,-0.0,39.2,-0.0,-0.0,-0.0,40.050000000000004,-0.0,-0.0,23.1,-0.0,-0.0,24.779999999999998,-0.0
50,-0.0,4.290605204745065,-0.0,12.9,-0.0,1.5,-0.0,-0.0,-0.0,61.42642501530172,-0.0,-0.0,6.6,5.1,66.60000000000001,-0.0,-0.0,-0.0,36.8,-0.0,-0.0,-0.0,40.275000000000006,-0.0,-0.0,21.96,-0.0,-0.0,24.6,-0.0
