,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Dominica,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada
0,0.0,0.0,0.0,5.551115123125783e-17,1.7763568394002505e-15,0.0,0.0,-1.4210854715202004e-14,0.0,0.0
1,3.552713678800501e-15,0.0,-7.105427357601002e-15,5.551115123125783e-17,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,1.7763568394002505e-15
2,-1.7763568394002505e-15,3.552713678800501e-15,0.0,5.551115123125783e-17,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0
3,-3.552713678800501e-15,0.0,1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0
4,0.0,0.0,-7.105427357601002e-15,5.551115123125783e-17,-1.7763568394002505e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0
5,-3.552713678800501e-15,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,-1.0658141036401503e-14,0.0,1.7763568394002505e-15
6,3.552713678800501e-15,0.0,1.0658141036401503e-14,5.551115123125783e-17,0.0,3.552713678800501e-15,0.0,1.4210854715202004e-14,0.0,1.7763568394002505e-15
7,5.329070518200751e-15,0.0,1.4210854715202004e-14,5.551115123125783e-17,0.0,-7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,1.7763568394002505e-15
8,1.7763568394002505e-15,0.0,-7.105427357601002e-15,5.551115123125783e-17,0.0,0.0,0.0,1.4210854715202004e-14,-3.552713678800501e-15,0.0
9,5.329070518200751e-15,0.0,-1.4210854715202004e-14,5.551115123125783e-17,0.0,-7.105427357601002e-15,0.0,2.842170943040401e-14,-3.552713678800501e-15,0.0
10,0.0,-7.105427357601002e-15,-7.105427357601002e-15,5.551115123125783e-17,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0
11,0.0,-7.105427357601002e-15,2.1316282072803006e-14,5.551115123125783e-17,0.0,0.0,0.0,2.842170943040401e-14,0.0,0.0
12,-3.552713678800501e-15,7.105427357601002e-15,-7.105427357601002e-15,5.551115123125783e-17,0.0,7.105427357601002e-15,0.0,0.0,-1.7763568394002505e-15,1.7763568394002505e-15
13,-3.552713678800501e-15,0.0,2.1316282072803006e-14,5.551115123125783e-17,-1.7763568394002505e-15,1.4210854715202004e-14,-7.105427357601002e-15,0.0,0.0,-1.7763568394002505e-15
14,4.884981308350689e-15,0.0,-7.105427357601002e-15,5.551115123125783e-17,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0
15,1.7763568394002505e-15,0.0,-7.105427357601002e-15,5.551115123125783e-17,0.0,-1.4210854715202004e-14,0.0,-1.4210854715202004e-14,0.0,0.0
16,-1.7763568394002505e-15,0.0,3.552713678800501e-15,0.0,0.0,1.4210854715202004e-14,0.0,-3.552713678800501e-15,0.0,0.0
17,0.0,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,-1.7763568394002505e-15
18,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,-7.105427357601002e-15,0.0,-1.4210854715202004e-14,0.0,0.0
19,1.7763568394002505e-15,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,7.105427357601002e-15,0.0,-1.7763568394002505e-15
20,1.7763568394002505e-15,0.0,2.842170943040401e-14,5.551115123125783e-17,0.0,7.105427357601002e-15,0.0,0.0,0.0,-1.7763568394002505e-15
