,SKN solar pv,SKN wind,SKN geothermal,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
47,-0.0,0.3124,39.45957523809529,-0.0,1.4235271428571434,-0.0,15.0,180.0,3.7570000000000006,-0.0,-0.0,8.0,9.0,4.576,-0.0,-0.0,135.0,-0.0,36.0,-0.0,43.34210070863628,-0.0,-0.0,18.0,8.0,-0.0,7.0175991863449605,24.0
48,-0.0,0.33440000000000003,39.45957523809529,-0.0,1.4235271428571434,-0.0,15.0,120.0,4.331600000000001,-0.0,-0.0,8.0,9.0,4.718999999999999,-0.0,-0.0,122.06493675688336,-0.0,36.0,-0.0,44.61937283168057,-0.0,-0.0,18.0,8.0,-0.0,6.847681530501258,24.0
49,-0.0,0.34540000000000004,39.45957523809529,-0.0,1.4235271428571434,-0.0,15.0,143.46138908447094,4.9504,-0.0,-0.0,8.0,9.0,4.563,-0.0,-0.0,122.84056149117285,-0.0,36.0,-0.0,45.47088758037677,-0.0,-0.0,18.0,8.0,-0.0,7.0175991863449605,24.0
50,-0.0,0.3652,39.45957523809529,-0.0,1.4235271428571434,-0.0,15.0,138.66468908447095,5.5471,-0.0,-0.0,8.0,9.0,4.329000000000001,-0.0,-0.0,117.67456149117285,-0.0,36.0,-0.0,45.726342004985625,-0.0,-0.0,18.0,8.0,-0.0,7.680278044135406,24.0
51,-0.0,0.4202,39.45957523809529,-0.0,1.4235271428571434,-0.0,15.0,120.0,6.143800000000001,-0.0,-0.0,8.0,9.0,4.134,-0.0,-0.0,90.0,-0.0,36.0,-0.0,45.47088758037677,-0.0,-0.0,18.0,8.0,-0.0,8.478891026600813,24.0
52,-0.0,0.5016,39.45957523809529,-0.0,1.4235271428571434,-0.0,15.0,120.0,7.116200000000001,-0.0,-0.0,8.0,9.0,4.108,-0.0,-0.0,90.0,-0.0,36.0,-0.0,44.61937283168057,-0.0,-0.0,18.0,8.0,-0.0,9.141569884391258,24.0
53,-0.0,0.5434,39.45957523809529,-0.0,1.4235271428571434,-0.0,15.0,120.0,7.536100000000001,-0.0,-0.0,8.0,9.0,3.9,-0.0,-0.0,90.0,-0.0,36.0,-0.0,41.97967711072236,-0.0,-0.0,18.0,8.0,-0.0,9.481405196078665,24.0
54,-0.0,0.5786000000000001,39.45957523809529,0.20699903468589284,1.4235271428571434,-0.0,15.0,120.0,7.8234,0.6113874846270085,-0.0,8.0,9.0,3.8609999999999998,1.8317899886373037,-0.0,124.99114676824605,0.06,36.0,11.114985571976366,40.02119318872112,-0.0,0.018000000000000002,18.0,8.0,0.23365788715486263,9.583355789584886,24.0
55,0.129,0.6468,39.45957523809529,21.11390153796107,1.4235271428571434,0.02325,15.0,120.0,8.751600000000002,32.70923042754496,-0.0,8.0,9.0,4.147,48.8477330303281,-0.0,95.08920372655525,1.182,36.0,117.71780173956789,39.51028433950341,-0.0,0.36719999999999997,18.0,8.0,4.854891655328813,9.549372258416147,24.0
56,0.41100000000000003,0.7018000000000001,39.45957523809529,55.26874226113339,1.5417271428571433,0.069,15.0,120.0,10.0555,74.89496686680855,-0.0,8.0,9.0,4.94,108.07560932960091,-0.0,90.0,2.358,36.0,216.2369920366311,39.85089023898188,-0.0,0.7343999999999999,18.0,8.0,9.969403185274139,9.362462836988072,24.0
57,0.7304999999999999,0.7216000000000001,39.45957523809529,89.8375810536775,1.5614771428571435,0.11925,15.0,120.0,10.9616,124.72304686390974,-0.0,8.0,9.0,5.733,161.5028173315223,-0.0,90.0,3.282,36.0,286.9687184037534,40.19149613846036,-0.0,1.0062000000000002,18.0,8.0,14.253131116446621,9.005635759716295,24.0
58,0.9510000000000001,0.6930000000000001,39.45957523809529,116.74745556284356,1.6059771428571437,0.15475,15.0,120.0,10.9395,160.79490845690327,-0.0,8.0,9.0,6.292,194.1697387955542,-0.0,90.0,3.84,36.0,328.9025276071188,40.78755646254769,-0.0,1.1826,18.0,8.0,16.875291850073413,8.478891026600813,24.0
59,1.059,0.6798000000000001,39.45957523809529,132.06538412959964,1.5999771428571434,0.17075,15.0,120.0,10.7848,183.72193913041608,-0.0,8.0,9.0,6.721,209.7399536989713,-0.0,90.0,4.17,36.0,353.1534052187036,41.043010887156555,-0.0,1.269,18.0,8.0,18.303201160464237,7.901170996732221,24.0
