,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA wind,DMA solar pv,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
4598,35.806640420097736,10.881436860401438,-0.0,24.8,110.52048754021243,-0.0,0.13,-0.0,-0.0,106.7025812165442,391.6143348632936,-0.0,-0.0,2.542191674027907,1.3326918123614906,-0.0,115.6,262.9173707426219,-0.0,-0.0,57.3,34.554641897375674,-0.0,266.76,38.625,-0.0,3.7675789081525584,8.648653164492146,-0.0,-0.0,7.3554821820011105,29.511567534162683,-0.0
4599,27.622265466932543,11.535166594262764,20.216334898151914,26.1,95.62658990807783,-0.0,0.0995,-0.0,-0.0,110.6873249134276,296.1725433879067,-0.0,-0.0,2.5740829674296903,1.02276348390533,-0.0,115.8,195.23567134353112,-0.0,-0.0,58.4,25.51373780892705,-0.0,192.09,39.45,-0.0,2.7623796475252975,8.85580653370154,-0.0,-0.0,5.53774807955256,29.462134422715177,-0.0
4600,17.255390526256623,12.399776887434195,4.321700076884536,27.400000000000002,59.86173797959249,-0.0,0.0615,-0.0,-0.0,115.77894185944528,181.79388852454633,-0.0,-0.0,2.678868645749837,0.6250221290532572,-0.0,119.39999999999999,117.14140280611868,-0.0,-0.0,61.1,14.710623601543524,-0.0,110.01,40.95,-0.0,1.5346553597362764,9.339164395190123,-0.0,-0.0,3.2691031920004936,29.214968865477633,-0.0
4601,6.956718710190417,13.285475236536639,13.064673543848299,28.999999999999996,23.589583186873313,-0.0,0.024,-0.0,-0.0,122.6415560040778,67.41523366118594,-0.0,-0.0,2.8064338193569722,0.2246980381307164,-0.0,123.6,42.17090501020272,-0.0,-0.0,63.800000000000004,5.210012525546666,-0.0,33.629999999999995,43.349999999999994,-0.0,0.49876299191428985,9.995150064353197,-0.0,-0.0,1.1413679247932758,28.81950397389756,-0.0
4602,0.40921874765825983,14.044645250053017,-0.0,30.7,1.0146057284676693,-0.0,0.001,-0.0,-0.0,128.39729689957602,2.272423606556829,-0.0,-0.0,2.911219497677119,0.00516547214093601,-0.0,127.4,0.5206284569160831,-0.0,-0.0,66.3,0.07661783125803918,-0.0,-0.0,46.8,-0.0,-0.0,10.737449637353523,-0.0,-0.0,0.014090962034484886,28.226306636527458,-0.0
4603,-0.0,14.52967053646626,-0.0,32.35,-0.0,-0.0,-0.0,-0.0,-0.0,134.3744124449011,-0.0,-0.0,-0.0,3.043340570341652,-0.0,-0.0,133.0,-0.0,-0.0,-0.0,69.0,-0.0,-0.0,-0.0,50.625,-0.0,-0.0,11.272595841144454,-0.0,-0.0,-0.0,27.484809964814833,-0.0
4604,-0.0,14.803815263569396,20.216334898151914,33.6,-0.0,-0.0,-0.0,-0.0,-0.0,140.79427728987991,-0.0,-0.0,-0.0,3.139014450547003,-0.0,-0.0,138.2,-0.0,-0.0,-0.0,71.5,-0.0,-0.0,-0.0,53.625,-0.0,-0.0,11.755953702633038,-0.0,-0.0,-0.0,26.84217951599722,-0.0
4605,-0.0,14.824903319500407,-0.0,34.4,-0.0,-0.0,-0.0,-0.0,-0.0,145.44314493624387,-0.0,-0.0,-0.0,3.2027970373505705,-0.0,-0.0,140.6,-0.0,-0.0,-0.0,72.39999999999999,-0.0,-0.0,-0.0,55.125,-0.0,-0.0,12.135734879516923,-0.0,-0.0,-0.0,26.69388018165469,-0.0
4606,-0.0,14.550758592397269,20.216334898151914,34.2,-0.0,-0.0,-0.0,-0.0,-0.0,145.00039563659016,-0.0,-0.0,-0.0,3.193685239235775,-0.0,-0.0,139.2,-0.0,-0.0,-0.0,71.1,-0.0,-0.0,-0.0,55.05,-0.0,-0.0,12.20478600258672,-0.0,-0.0,-0.0,27.385943741919814,-0.0
4607,-0.0,13.854852746673924,10.460272576179683,33.0,-0.0,-0.0,-0.0,-0.0,-0.0,140.13015334039935,-0.0,-0.0,-0.0,3.0888995609156287,-0.0,-0.0,134.0,-0.0,-0.0,-0.0,68.0,-0.0,-0.0,-0.0,53.925,-0.0,-0.0,11.859530387237733,-0.0,-0.0,-0.0,28.572338416660017,-0.0
4608,-0.0,12.96915439757148,-0.0,31.2,-0.0,-0.0,-0.0,-0.0,-0.0,133.04616454593997,-0.0,-0.0,-0.0,2.892995901447528,-0.0,-0.0,125.0,-0.0,-0.0,-0.0,63.800000000000004,-0.0,-0.0,-0.0,51.525000000000006,-0.0,-0.0,11.238070279609556,-0.0,-0.0,-0.0,30.203631094427806,-0.0
4609,-0.0,12.062367992538027,20.216334898151914,28.999999999999996,-0.0,-0.0,-0.0,-0.0,-0.0,122.6415560040778,-0.0,-0.0,-0.0,2.637865554233258,-0.0,-0.0,113.6,-0.0,-0.0,-0.0,59.3,-0.0,-0.0,-0.0,48.9,-0.0,-0.0,10.668398514283725,-0.0,-0.0,-0.0,32.08208932943314,-0.0
4610,-0.0,11.218845755297606,-0.0,27.0,-0.0,-0.0,-0.0,-0.0,-0.0,111.35144886290817,-0.0,-0.0,-0.0,2.369067509846795,-0.0,-0.0,103.0,-0.0,-0.0,-0.0,55.300000000000004,-0.0,-0.0,-0.0,47.625,-0.0,-0.0,10.098726748957894,-0.0,-0.0,-0.0,33.91111445299096,-0.0
4611,-0.0,10.712732412953352,20.216334898151914,25.35,-0.0,-0.0,-0.0,-0.0,-0.0,103.38196146914139,-0.0,-0.0,-0.0,2.1458284560343084,-0.0,-0.0,96.39999999999999,-0.0,-0.0,-0.0,53.2,-0.0,-0.0,-0.0,48.075,-0.0,-0.0,9.90883616051595,-0.0,-0.0,-0.0,35.78957268799629,-0.0
4612,-0.0,10.333147406195163,19.572643635702025,24.099999999999998,-0.0,-0.0,-0.0,-0.0,-0.0,96.96209662416258,-0.0,-0.0,-0.0,2.0182632824271733,-0.0,-0.0,94.39999999999999,-0.0,-0.0,-0.0,52.900000000000006,-0.0,-0.0,-0.0,49.800000000000004,-0.0,-0.0,10.081463968190445,-0.0,-0.0,-0.0,36.77823491694646,-0.0
4613,-0.0,10.143354902816068,18.173512587759284,22.85,-0.0,-0.0,-0.0,-0.0,-0.0,92.53460362762547,-0.0,-0.0,-0.0,2.00459558525498,-0.0,-0.0,96.6,-0.0,-0.0,-0.0,54.300000000000004,-0.0,-0.0,-0.0,51.9,-0.0,-0.0,10.357668460469634,-0.0,-0.0,-0.0,37.07483358563152,-0.0
4614,3.6147656043146283,10.080090735023036,16.172011151237683,22.0,15.472737359131957,-0.0,0.01425,-0.0,-0.0,92.09185432797176,46.96342120217447,-0.0,-0.0,2.0866017682881384,0.1497986920871443,-0.0,102.0,31.758335871881062,-0.0,-0.0,56.99999999999999,4.520452044224312,-0.0,33.06,53.925,-0.0,0.39901039353143186,10.633872952748826,-0.0,-0.0,0.43681982306903144,36.531069359708916,-0.0
4615,15.141093663355614,9.974650455367984,-0.0,21.55,37.743620049637094,-0.0,-0.0,-0.0,-0.0,94.96972477572088,157.33995708155945,-0.0,-0.0,2.2323905381248643,0.534626366586877,-0.0,109.4,110.89386132312568,-0.0,-0.0,61.0,15.400184082865877,-0.0,103.74,33.754838980923026,-0.0,1.3581699933666045,10.996391348865263,-0.0,-0.0,1.8036431404140654,35.04807601628366,-0.0
4616,27.21304671927428,9.848122119781921,-0.0,-0.0,56.81264496921221,-0.0,-0.0,-0.0,-0.0,-0.0,278.9106569377052,-0.0,-0.0,2.4374059957077603,0.9633605542845658,-0.0,47.31473566278797,193.15315751586678,-0.0,-0.0,64.1,-0.0,-0.0,168.49502306378892,-0.0,-0.0,2.3403494235978215,11.479749210353846,-0.0,-0.0,3.4663766604832817,33.61451578430591,-0.0
4617,36.96609353846281,9.658329616402826,-0.0,-0.0,58.8978949692122,-0.0,0.13475,-0.0,-0.0,107.80945446567848,182.9012024720267,-0.0,-0.0,2.5740829674296903,1.3042817155863424,-0.0,-0.0,252.5931642439999,-0.0,-0.0,45.284142359455885,35.703909366246265,-0.0,101.38170027274163,57.300000000000004,-0.0,3.1153503802646414,11.859530387237733,-0.0,-0.0,5.030473446311104,32.37868799811819,-0.0
4618,43.649999750214384,9.573977392678785,-0.0,22.1,36.673894969212206,-0.0,0.15875,-0.0,-0.0,-0.0,290.8106569377052,-0.0,-0.0,2.6333096551758604,1.5315624897875268,-0.0,60.14159454277632,308.2120464943211,-0.0,-0.0,67.5,-0.0,-0.0,293.55,1.3547379932970598,-0.0,3.606440095380249,11.945844291074978,-0.0,-0.0,6.495933497897532,32.08208932943314,-0.0
4619,47.46937472835814,9.4052729452307,-0.0,-0.0,67.58048754021245,-0.0,0.01313250942464883,-0.0,-0.0,112.90107141169615,177.60861044558416,-0.0,-0.0,2.624197857061065,1.6581165572404593,-0.0,122.8,327.4752994002162,-0.0,-0.0,41.57101246773906,43.44231032330821,-0.0,326.60999999999996,27.17170027274166,-0.0,3.836638399340691,11.70416536033069,-0.0,-0.0,7.693665270828748,33.0213184469358,-0.0
4620,48.08320284984553,9.257656553713625,-0.0,-0.0,109.77299520207771,-0.0,0.17175,-0.0,-0.0,115.55756720961843,487.8136008741993,-0.0,-0.0,2.6333096551758604,1.6606992933109272,-0.0,122.39999999999999,321.2277579172232,-0.0,-0.0,66.4,18.413322791047268,-0.0,297.1817002727417,54.9,-0.0,3.9287177209248676,11.238070279609556,-0.0,-0.0,8.313667600346083,34.35601245601853,-0.0
4621,45.49148411467655,9.299832665575646,11.359155754999904,23.05,114.51048754021244,-0.0,0.15875,-0.0,-0.0,117.32856440823326,464.3318902731121,-0.0,-0.0,2.683424544807235,1.5496416422808028,-0.0,123.0,276.9743390793562,-0.0,-0.0,64.32744178981406,36.85317683511685,-0.0,300.73170027274165,53.25,-0.0,3.6985194169644258,10.720186856586073,-0.0,-0.0,7.750029118966688,34.998642904836146,-0.0
