,SKN Storage,ATG Storage,MSR Storage,GLP Storage,DMA Storage,MTQ Storage,LCA Storage,BRB Storage,SVG Storage,GRD Storage
326,19.31523694266636,70.0,0.5444512810783344,299.7815533767045,-0.0,206.0427307584476,61.572120123720964,190.0,2.78173721310009,6.114965244847003
327,10.357787326927308,70.0,0.5444512810783344,195.09222866613226,2.6757222946986614,133.59605872610007,16.550720555878215,151.13829972725839,6.267290653971065,4.989513056403589
328,-0.0,23.015902327707884,0.5444512810783344,38.08312739372977,2.277398676834651,32.43225271363174,2.699803941882921,41.263299727258385,5.249659041503433,7.832568725892211
329,1.0483841743904456,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.6120727437734965,8.004785363026794
330,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7249580582564779,3.4770624162650776
331,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6255787005125129,1.4884001873149018
332,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5053598773963994,0.7952028499448005
333,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0177973150654651,3.156709256086863
334,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.29998263307311
335,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.8824775395967706,-0.0
336,3.0923061714978495,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.79329615651927,-0.0
337,-0.0,-0.0,-0.0,-0.0,0.4909750734739067,-0.0,2.6238178113979176,-0.0,7.302096437682591,-0.0
338,-0.0,-0.0,-0.0,-0.0,0.6000868715887018,-0.0,5.5866772089527315,-0.0,7.616089931210487,2.3342043526859335
339,-0.0,-0.0,-0.0,-0.0,0.62286636687569,-0.0,4.686677208952726,-0.0,7.477987685070891,5.105859925061367
340,-0.0,-0.0,-0.0,-0.0,0.613984348023644,-0.0,4.286677208952734,-0.0,6.798827150443039,5.636018825724168
341,3.8606967713570945,-0.0,-0.0,-0.0,0.22974756269970342,-0.0,-0.0,-0.0,4.180943727419555,3.5729803890168697
342,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5753584490963637,2.428338534110363
343,-0.0,-0.0,-0.0,-0.0,0.23176159332914148,-0.0,-0.0,-0.0,1.5329329045619422,2.55823994093446
344,2.629017575301795,-0.0,-0.0,-0.0,-0.0,83.74537495852671,-0.0,-0.0,0.024306703883133274,3.210512646078948
345,12.513399798499947,-0.0,-0.0,0.3052789069682831,-0.0,141.25712966827487,-0.0,25.006266209546652,1.2686236705380907,3.446528249572067
346,17.60391883674955,-0.0,-0.0,317.55424870396394,-0.0,175.73431924763835,10.442854307072999,190.0,0.5602751338346614,4.072887257716365
347,19.71738704982765,55.79490618808319,-0.0,320.0,-0.0,166.43110970963346,48.26583288155467,190.0,0.24663924638191492,4.664606248571637
348,18.252617994177196,70.0,0.20961749057535076,320.0,-0.0,169.0611650202908,47.86186468790918,190.0,0.2641661650031786,1.197547175460464
349,13.804135633373047,70.0,0.2673674905753506,286.9679160749145,-0.0,146.09476982981533,44.94391577507153,190.0,-0.0,0.43745873045012473
350,7.108260806380354,70.0,0.18961749057535085,210.60037384286875,-0.0,93.55569487970348,22.482147016066723,190.0,-0.0,-0.0
351,-0.0,54.31448417960993,-0.0,94.87120109002977,-0.0,41.392520787167,-0.0,118.2862366648448,-0.0,-0.0
