,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Dominica,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada,Antigua Hydrogen,Barbados Hydrogen,Martinique Hydrogen,SaintLucia Hydrogen,SaintVincentGrenadines Hydrogen,Grenada Hydrogen
38,6.411537967210279e-15,-1.5987211554602254e-14,-1.5987211554602254e-14,-1.942890293094024e-16,0.0,-3.019806626980426e-14,2.4424906541753444e-15,2.842170943040401e-14,-8.881784197001252e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0
39,2.858824288409778e-15,3.552713678800501e-15,-8.881784197001252e-15,-1.942890293094024e-16,0.0,-1.5987211554602254e-14,9.547918011776346e-15,-7.105427357601002e-15,-8.881784197001252e-16,-3.1086244689504383e-15,0.0,0.0,0.0,0.0,0.0,0.0
40,-6.938893903907228e-16,7.105427357601002e-15,7.105427357601002e-15,-1.942890293094024e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,-1.4210854715202004e-14,-8.881784197001252e-16,-5.773159728050814e-15,0.0,0.0,0.0,0.0,0.0,0.0
41,2.858824288409778e-15,-7.105427357601002e-15,3.552713678800501e-14,2.7755575615628914e-17,0.0,-3.197442310920451e-14,-4.6629367034256575e-15,0.0,-2.6645352591003757e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0
42,2.858824288409778e-15,1.7763568394002505e-15,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,5.995204332975845e-15,4.263256414560601e-14,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2.858824288409778e-15,-2.4424906541753444e-15,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,2.4424906541753444e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
44,2.858824288409778e-15,-3.1086244689504383e-15,7.105427357601002e-15,-1.942890293094024e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
45,2.858824288409778e-15,-3.552713678800501e-15,7.105427357601002e-15,-1.942890293094024e-16,0.0,2.4868995751603507e-14,2.4424906541753444e-15,0.0,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,-6.938893903907228e-16,-4.884981308350689e-15,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,2.4424906541753444e-15,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,-6.938893903907228e-16,-5.10702591327572e-15,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,6.661338147750939e-16,-5.329070518200751e-15,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,-6.938893903907228e-16,-4.440892098500626e-16,-7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,1.4210854715202004e-14,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
49,-6.938893903907228e-16,-3.9968028886505635e-15,2.1316282072803006e-14,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,0.0,-8.881784197001252e-16,-2.220446049250313e-15,0.0,0.0,0.0,0.0,0.0,0.0
50,-6.938893903907228e-16,-1.1102230246251565e-15,2.1316282072803006e-14,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,-6.938893903907228e-16,1.9984014443252818e-15,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,6.661338147750939e-16,1.5987211554602254e-14,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,-6.938893903907228e-16,0.0,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,-6.938893903907228e-16,-1.7763568394002505e-15,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,2.4424906541753444e-15,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,-6.938893903907228e-16,6.661338147750939e-16,2.1316282072803006e-14,2.7755575615628914e-17,0.0,-1.7763568394002505e-14,-1.1102230246251565e-15,-1.7763568394002505e-14,-8.881784197001252e-16,-1.3322676295501878e-15,0.0,0.0,0.0,0.0,0.0,0.0
55,-6.938893903907228e-16,8.881784197001252e-15,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.197442310920451e-14,-1.1102230246251565e-15,0.0,-2.6645352591003757e-15,-1.3322676295501878e-15,0.0,0.0,0.0,0.0,0.0,0.0
56,2.858824288409778e-15,5.329070518200751e-15,7.105427357601002e-15,-1.942890293094024e-16,0.0,-1.7763568394002505e-14,-1.1102230246251565e-15,-3.552713678800501e-15,-2.6645352591003757e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
57,2.858824288409778e-15,4.440892098500626e-15,-2.1316282072803006e-14,-1.942890293094024e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,1.4210854715202004e-14,-8.881784197001252e-16,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0
58,2.858824288409778e-15,-8.881784197001252e-15,-1.2434497875801753e-14,-1.942890293094024e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,7.105427357601002e-15,-8.881784197001252e-16,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0
59,6.411537967210279e-15,-8.881784197001252e-15,-1.2434497875801753e-14,-1.942890293094024e-16,0.0,-1.4210854715202004e-14,2.4424906541753444e-15,3.552713678800501e-14,-2.6645352591003757e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
60,6.411537967210279e-15,-8.881784197001252e-15,-1.2434497875801753e-14,2.498001805406602e-16,0.0,1.4210854715202004e-14,2.4424906541753444e-15,-2.1316282072803006e-14,-8.881784197001252e-16,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
61,6.411537967210279e-15,-8.881784197001252e-15,-1.2434497875801753e-14,2.498001805406602e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,-2.1316282072803006e-14,8.881784197001252e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0
62,2.858824288409778e-15,-8.881784197001252e-15,-1.2434497875801753e-14,-1.942890293094024e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,0.0,-8.881784197001252e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0
63,2.858824288409778e-15,-8.881784197001252e-15,-1.2434497875801753e-14,-1.942890293094024e-16,0.0,2.4868995751603507e-14,2.4424906541753444e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
64,-6.938893903907228e-16,-1.7763568394002505e-15,1.7763568394002505e-15,-1.942890293094024e-16,0.0,-3.552713678800501e-15,4.218847493575595e-15,-1.4210854715202004e-14,-8.881784197001252e-16,-2.220446049250313e-15,0.0,0.0,0.0,0.0,0.0,0.0
65,2.858824288409778e-15,4.440892098500626e-15,2.1316282072803006e-14,-1.942890293094024e-16,0.0,-1.7763568394002505e-14,2.4424906541753444e-15,-8.659739592076221e-15,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
66,6.411537967210279e-15,0.0,-2.1316282072803006e-14,-1.942890293094024e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,1.4210854715202004e-14,8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
67,-6.938893903907228e-16,8.43769498715119e-15,-2.1316282072803006e-14,-1.942890293094024e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,-1.4210854715202004e-14,-2.6645352591003757e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0
68,2.858824288409778e-15,1.3322676295501878e-15,3.552713678800501e-14,-1.942890293094024e-16,0.0,2.4868995751603507e-14,2.4424906541753444e-15,0.0,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2.858824288409778e-15,-4.440892098500626e-16,2.1316282072803006e-14,-1.942890293094024e-16,0.0,2.4868995751603507e-14,2.4424906541753444e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
70,-6.938893903907228e-16,8.881784197001252e-16,7.105427357601002e-15,-1.942890293094024e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,-6.938893903907228e-16,-2.6645352591003757e-15,2.1316282072803006e-14,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,-6.938893903907228e-16,-3.3306690738754696e-15,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,-1.4210854715202004e-14,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,-6.938893903907228e-16,-3.552713678800501e-15,7.105427357601002e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,0.0,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,-4.246603069191224e-15,2.4424906541753444e-15,1.4210854715202004e-14,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
75,-6.938893903907228e-16,3.3306690738754696e-15,1.5987211554602254e-14,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,0.0,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,-2.4702462297909733e-15,1.9984014443252818e-15,1.5987211554602254e-14,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,0.0,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1.0824674490095276e-15,1.5543122344752192e-15,1.5987211554602254e-14,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,0.0,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,-6.938893903907228e-16,-2.6645352591003757e-15,1.7763568394002505e-15,2.7755575615628914e-17,0.0,2.4868995751603507e-14,2.4424906541753444e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
79,2.858824288409778e-15,-3.9968028886505635e-15,1.5987211554602254e-14,2.7755575615628914e-17,0.0,-3.197442310920451e-14,2.4424906541753444e-15,-1.4210854715202004e-14,-2.6645352591003757e-15,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0
80,6.411537967210279e-15,1.3322676295501878e-15,1.5987211554602254e-14,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-1.1102230246251565e-15,1.0658141036401503e-14,8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
81,-6.938893903907228e-16,-7.105427357601002e-15,1.7763568394002505e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,-4.6629367034256575e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
82,-6.938893903907228e-16,-7.993605777301127e-15,-4.085620730620576e-14,-1.942890293094024e-16,0.0,-3.552713678800501e-15,9.547918011776346e-15,-4.973799150320701e-14,-8.881784197001252e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0
83,2.858824288409778e-15,-8.881784197001252e-15,1.5987211554602254e-14,-1.942890293094024e-16,0.0,-3.552713678800501e-15,9.547918011776346e-15,7.105427357601002e-15,-8.881784197001252e-16,-2.220446049250313e-15,0.0,0.0,0.0,0.0,0.0,0.0
84,-4.246603069191224e-15,-8.881784197001252e-15,-1.2434497875801753e-14,-1.942890293094024e-16,0.0,-3.197442310920451e-14,2.4424906541753444e-15,-2.1316282072803006e-14,-8.881784197001252e-16,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0
85,-6.938893903907228e-16,-1.2878587085651816e-14,1.5987211554602254e-14,-1.942890293094024e-16,0.0,-3.552713678800501e-15,-4.6629367034256575e-15,7.105427357601002e-15,-8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
86,2.858824288409778e-15,-2.220446049250313e-15,1.7763568394002505e-15,-1.942890293094024e-16,0.0,-3.552713678800501e-15,6.661338147750939e-16,2.842170943040401e-14,-2.6645352591003757e-15,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
87,2.858824288409778e-15,-3.552713678800501e-15,-1.2434497875801753e-14,-1.942890293094024e-16,0.0,-3.552713678800501e-15,2.4424906541753444e-15,-7.105427357601002e-15,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0
88,2.858824288409778e-15,-1.9984014443252818e-15,-5.329070518200751e-15,2.7755575615628914e-17,0.0,-3.552713678800501e-15,2.4424906541753444e-15,0.0,8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
89,-6.938893903907228e-16,-4.440892098500626e-16,1.5987211554602254e-14,-1.942890293094024e-16,0.0,-1.509903313490213e-14,-4.6629367034256575e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
90,2.858824288409778e-15,-7.549516567451064e-15,-1.2434497875801753e-14,-1.942890293094024e-16,0.0,-1.4876988529977098e-14,2.4424906541753444e-15,0.0,-8.881784197001252e-16,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0
91,2.858824288409778e-15,-1.3322676295501878e-15,-1.2434497875801753e-14,-1.942890293094024e-16,0.0,-1.4876988529977098e-14,-1.1102230246251565e-15,1.4210854715202004e-14,8.881784197001252e-16,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0
92,2.858824288409778e-15,8.881784197001252e-16,-1.2434497875801753e-14,-1.942890293094024e-16,0.0,-1.4876988529977098e-14,2.4424906541753444e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
93,2.858824288409778e-15,-1.1546319456101628e-14,1.5987211554602254e-14,-1.942890293094024e-16,0.0,1.354472090042691e-14,-1.1102230246251565e-15,-2.842170943040401e-14,-8.881784197001252e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0
94,-6.938893903907228e-16,-8.881784197001252e-16,1.5987211554602254e-14,2.7755575615628914e-17,0.0,-1.4876988529977098e-14,2.4424906541753444e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
95,-4.246603069191224e-15,-6.661338147750939e-16,1.5987211554602254e-14,2.7755575615628914e-17,0.0,6.661338147750939e-16,6.661338147750939e-16,1.7763568394002505e-15,8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
96,-6.938893903907228e-16,-4.440892098500626e-16,1.5987211554602254e-14,2.7755575615628914e-17,0.0,-2.4424906541753444e-15,-1.1102230246251565e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
97,-6.938893903907228e-16,-4.440892098500626e-16,1.5987211554602254e-14,2.7755575615628914e-17,0.0,-2.220446049250313e-16,-1.1102230246251565e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
98,-6.938893903907228e-16,2.220446049250313e-16,1.5987211554602254e-14,2.7755575615628914e-17,0.0,1.5543122344752192e-15,2.4424906541753444e-15,0.0,8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
99,1.0824674490095276e-15,6.661338147750939e-16,1.5987211554602254e-14,2.7755575615628914e-17,0.0,2.220446049250313e-16,2.4424906541753444e-15,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
100,-2.4702462297909733e-15,0.0,1.5987211554602254e-14,2.7755575615628914e-17,0.0,-1.1102230246251565e-15,6.661338147750939e-16,1.7763568394002505e-15,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
101,-6.938893903907228e-16,4.440892098500626e-16,1.5987211554602254e-14,2.7755575615628914e-17,0.0,1.1102230246251565e-15,6.661338147750939e-16,-5.329070518200751e-15,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0
