,SKN MSR link,MSR ATG link,ATG GLP link,GLP DMA link,DMA MTQ link,MTQ LCA link,SCG GRD link,SVG BRB link,LCA BRB link,ATG Electrolyzer,ATG Fuel Cell,BRB Electrolyzer,BRB Fuel Cell,GLP Electrolyzer,GLP Fuel Cell,MTQ Electrolyzer,MTQ Fuel Cell,LCA Electrolyzer,LCA Fuel Cell,SVG Electrolyzer,SVG Fuel Cell,GRD Electrolyzer,GRD Fuel Cell,SKN Electrolyzer,SKN Fuel Cell
0,-0.2131325094246492,-1.8331325094246493,3.4504875402124444,7.853466112675418,-1.730528711327315,-1.0626355326725634,-2.1045738319963365,-5.604971748943974,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,5.253891927991744
1,-0.2131325094246492,-1.7431325094246493,3.4504875402124444,10.45097072778923,1.730528711327315,-1.0626355326725634,-2.1045738319963365,-4.708548433548671,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,5.253891927991744
2,-0.2131325094246492,-1.1686812283463148,3.4504875402124444,6.880801507019806,-1.730528711327315,-1.0626355326725634,-2.1045738319963365,-5.703868611329947,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,5.253891927991744
3,-0.2131325094246492,-1.6731325094246492,3.4504875402124444,3.8297600011438995,-1.730528711327315,-1.0626355326725634,-2.1045738319963365,-4.595482979641952,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,5.253891927991744
4,-0.2131325094246492,-1.1286812283463148,3.4504875402124444,5.204392311647226,-1.730528711327315,-1.0626355326725634,-2.1045738319963365,-4.412745760409402,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,1.292944362244386
5,-0.2131325094246492,-1.6331325094246492,3.4504875402124444,9.860082525904025,1.730528711327315,-1.0626355326725634,-2.1045738319963365,-4.716322445014098,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,-0.0
6,-0.2131325094246492,-1.622882509424649,3.4504875402124444,3.3016650191579355,-1.730528711327315,-1.0626355326725634,-2.1045738319963365,-3.970027014486531,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,-0.0
7,-0.2131325094246492,-1.587632509424649,3.4504875402124444,6.112363138677322,-1.730528711327315,-1.0626355326725634,-2.1045738319963365,-10.132387531116336,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,-0.0
8,-0.2131325094246492,-1.7031325094246492,3.4504875402124444,9.42863383423004,-1.730528711327315,-1.0626355326725634,-2.1045738319963365,-10.132387531116336,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,-0.0
9,-0.2131325094246492,-2.2378337905029837,3.4504875402124444,10.460169397492727,-1.061553183389485,-1.0626355326725634,-2.1045738319963365,-10.132387531116336,17.550687258374708,-0.0,-0.0,-0.0,-0.0,26.241988861077974,-0.0,28.35840312530557,-0.0,-0.0,-0.0,3.2435657026206353,-0.0,3.5176259616636685,-0.0,-0.0,-0.0
