,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada,Antigua Hydrogen,Barbados Hydrogen,Guadeloupe Hydrogen,Martinique Hydrogen,SaintLucia Hydrogen,SaintVincentGrenadines Hydrogen,Grenada Hydrogen,SaintKittsNevis Hydrogen,Montserrat Hydrogen
0,1.7763568394002505e-15,0.0,0.0,0.0,-2.842170943040401e-14,-3.552713678800501e-15,0.0,0.0,3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.7763568394002505e-15,0.0,0.0,-1.1102230246251565e-16,-2.842170943040401e-14,-3.552713678800501e-15,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.7763568394002505e-15,0.0,0.0,1.1102230246251565e-16,-2.842170943040401e-14,3.552713678800501e-15,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.7763568394002505e-15,0.0,0.0,1.1102230246251565e-16,3.6415315207705135e-13,5.3290705182007514e-14,0.0,0.0,0.0,0.0,1.0658141036401503e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.7763568394002505e-15,0.0,0.0,3.3306690738754696e-16,6.536993168992922e-13,7.815970093361102e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.7763568394002505e-15,0.0,0.0,0.0,0.0,5.861977570020827e-14,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-1.7763568394002505e-15,0.0,0.0,0.0,2.540190280342358e-13,3.552713678800501e-15,0.0,1.3322676295501878e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,2.842170943040401e-14,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-1.7763568394002505e-15,7.105427357601002e-15,0.0,0.0,1.4616086119190186e-13,-3.552713678800501e-15,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.7763568394002505e-15,7.105427357601002e-15,0.0,-1.1102230246251565e-16,0.0,4.263256414560601e-14,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3.552713678800501e-15,0.0,-1.4210854715202004e-14,0.0,2.842170943040401e-14,3.552713678800501e-15,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,-1.4210854715202004e-14,1.1102230246251565e-16,0.0,3.552713678800501e-15,-1.4210854715202004e-14,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-3.552713678800501e-15,0.0,0.0,-1.1102230246251565e-16,2.842170943040401e-14,-3.552713678800501e-15,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,7.105427357601002e-15,1.4210854715202004e-14,-1.1102230246251565e-16,0.0,-1.0658141036401503e-14,0.0,1.7763568394002505e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-1.7763568394002505e-15,7.105427357601002e-15,1.4210854715202004e-14,0.0,0.0,2.5224267119483557e-13,0.0,-3.552713678800501e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1.7763568394002505e-15,0.0,0.0,2.220446049250313e-16,8.810729923425242e-13,-7.105427357601002e-15,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.7763568394002505e-15,-7.105427357601002e-15,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-2.6645352591003757e-15,0.0,1.4210854715202004e-14,-1.1102230246251565e-16,0.0,-6.217248937900877e-15,-7.105427357601002e-15,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8.881784197001252e-16,0.0,0.0,-2.7755575615628914e-17,1.7763568394002505e-13,-4.529709940470639e-14,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8.881784197001252e-16,0.0,0.0,-1.3877787807814457e-16,-2.842170943040401e-14,-3.730349362740526e-14,0.0,0.0,0.0,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
