,ATG Electrolyzer,ATG Fuel Cell,BRB Electrolyzer,BRB Fuel Cell,GLP Electrolyzer,GLP Fuel Cell,GRD Electrolyzer,GRD Fuel Cell,LCA Electrolyzer,LCA Fuel Cell,MSR Electrolyzer,MSR Fuel Cell,MTQ Electrolyzer,MTQ Fuel Cell,SKN Electrolyzer,SKN Fuel Cell,SVG Electrolyzer,SVG Fuel Cell
0,-22.132839343394345,-32.21834191913478,-23.44406190834712,-56.511517011924454,-104.48328717951857,-98.63112136131201,-14.180387944862803,-7.570160335633574,-38.79256107484485,-23.615796131371294,-0.05503124442277851,0.0,-105.54844252768184,-84.82501377233214,0.0,0.0,-4.051334532355405,0.0
1,-24.40083934339434,-32.21834191913478,-29.674061908347113,-56.511517011924454,-104.48328717951857,-98.63112136131201,-14.180387944862803,-7.570160335633574,-23.669190750361906,-23.615796131371294,-0.2586505447014125,0.0,-105.54844252768184,-84.82501377233214,0.0,0.0,-3.6758171308565415,0.0
2,-24.890839343394347,-32.21834191913478,-30.68206190834712,-56.511517011924454,0.0,0.0,-14.180387944862803,-7.570160335633574,-23.770403653940072,-23.615796131371294,-0.2586505447014125,0.0,-105.54844252768184,-84.82501377233214,0.0,0.0,-4.521599801773094,0.0
3,-24.995839343394344,-32.21834191913478,-29.54806190834712,-56.511517011924454,0.0,-20.276027097714064,-11.229844442102891,-7.570160335633574,-6.580493827543762,0.0,-0.2586505447014125,0.0,-10.390268520839982,0.0,0.0,0.0,-4.3917766480515565,0.0
4,-24.393839343394347,-32.21834191913478,-116.92704343583245,-56.511517011924454,0.0,0.0,-9.582519461886807,-7.570160335633574,-32.809623200826366,0.0,-0.2586505447014125,0.0,-12.884192001395604,0.0,0.0,0.0,0.0,0.0
5,-24.68083934339435,-32.21834191913478,-116.92704343583245,-56.511517011924454,0.0,0.0,0.0,-7.570160335633574,-6.901641293107389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-25.55144606991927,-32.21834191913478,-34.67268292443147,-56.511517011924454,0.0,0.0,-11.33122435760435,-7.570160335633574,-23.899850160491603,-23.615796131371294,0.0,0.0,-10.366657286560894,0.0,0.0,0.0,-1.6380954451955922,0.0
7,-38.67106177518331,-32.21834191913478,-78.91863925122087,-56.511517011924454,-104.48328717951857,-98.63112136131201,0.0,-7.570160335633574,-38.79256107484485,-23.615796131371294,-0.1999106743604079,0.0,0.0,0.0,-3.8557897465396795,0.0,-3.1281950345872964,0.0
8,-55.19262053321864,-32.21834191913478,-116.92704343583245,-56.511517011924454,-104.48328717951857,-98.63112136131201,-14.180387944862803,-7.570160335633574,-38.79256107484485,-23.615796131371294,0.0,0.0,-0.1651275198159965,0.0,-3.884777367601349,0.0,0.0,0.0
9,-57.91872347389708,-32.21834191913478,-116.92704343583245,-56.511517011924454,-91.27230992206063,0.0,-14.180387944862803,-7.570160335633574,-37.46353349014879,0.0,-0.2586505447014125,0.0,0.0,0.0,-3.884777367601349,0.0,-6.797200975071341,0.0
