,SKN solar pv,SKN wind,SKN geothermal,ATG diesel,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,MSR wind,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB diesel,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,1.2474,18.0,33.032708388172594,9.420654098468445,-0.0,1.204957923469051,-0.0,0.033054251335133525,-0.0,118.3366885110069,19.63024807754893,-0.0,-0.0,3.5999999999999996,9.0,50.72408745770942,-0.0,-0.0,88.99018611292819,4.386852661940461,-0.0,29.952778448234508,-0.0,-0.0,61.36980223693602,-0.0,-0.0,7.8886107752024355,4.386319337575638,-0.0,-0.0,7.308640641756849,16.564794178703295
1,-0.0,1.2562,18.0,-0.0,9.615076603314886,-0.0,1.204957923469051,-0.0,0.03341159459281065,-0.0,118.3366885110069,19.73447948327043,-0.0,-0.0,2.6999999999999993,9.0,49.93711289912719,-0.0,-0.0,88.99018611292819,4.334697214176308,-0.0,29.952778448234508,-0.0,-0.0,60.98814923795009,-0.0,-0.0,7.828238753963641,4.386319337575638,-0.0,-0.0,7.72131277308933,16.564794178703295
2,-0.0,1.2298000000000002,18.0,-0.0,9.544377510643454,-0.0,1.204957923469051,-0.0,0.033054251335133525,15.0,118.3366885110069,19.664991879456096,-0.0,-0.0,2.5999999999999996,9.0,49.436310907302136,-0.0,-0.0,88.99018611292819,4.253566517654291,-0.0,29.952778448234508,-0.0,-0.0,60.37750443957262,-0.0,-0.0,7.647122690247258,4.386319337575638,-0.0,-0.0,7.895069459966164,16.564794178703295
3,-0.0,1.2188,18.0,-0.0,9.332280232629154,-0.0,1.204957923469051,-0.0,0.03267705569410453,15.0,118.3366885110069,19.595504275641762,-0.0,-0.0,2.5,9.0,49.57939719068072,-0.0,-0.0,88.99018611292819,4.224591268896428,-0.0,29.952778448234508,-0.0,-0.0,59.91952084078952,10.0,-0.0,7.486130633610474,4.386319337575638,-0.0,-0.0,8.101405525632405,16.564794178703295
4,-0.0,1.2518,18.0,-0.0,9.190882047286287,-0.0,1.204957923469051,-0.0,0.03277631767042114,15.0,118.3366885110069,19.526016671827435,-0.0,-0.0,2.4000000000000004,9.0,50.00865604081648,-0.0,-0.0,88.99018611292819,4.241976418151146,-0.0,29.952778448234508,-0.0,-0.0,59.46153724200641,-0.0,-0.0,7.4760686300706745,4.386319337575638,-0.0,-0.0,7.308640641756849,16.564794178703295
5,-0.0,1.276,18.0,-0.0,9.173207274118429,-0.0,1.204957923469051,-0.0,0.032637350867843556,15.0,118.3366885110069,18.935372039405607,-0.0,-0.0,2.0999999999999996,9.0,49.007052057166376,-0.0,-0.0,88.99018611292819,4.195616020138565,-0.0,29.952778448234508,-0.0,-0.0,58.92722304342612,-0.0,-0.0,7.4156966088318805,4.386319337575638,-0.0,-0.0,7.72131277308933,16.564794178703295
6,-0.0,1.2672,18.0,-0.0,9.15553250095057,0.15782086133508622,1.3760045737430298,0.001874237892290482,0.032121188364679754,15.0,118.3366885110069,18.205752199355118,0.9018273774890672,-0.0,1.8000000000000007,9.0,47.07538723155544,0.9489805907784765,-0.0,88.99018611292819,4.1202803733681215,0.23108382169147776,29.952778448234508,-0.0,3.5062498684088825,59.003553643223306,-0.0,0.07531954407110748,7.375448594672684,4.386319337575638,-0.0,0.020058917017192385,7.895069459966164,16.564794178703295
7,7.583413378858096,1.2474,18.0,-0.0,8.96110999610413,23.988770922933107,1.204957923469051,0.2661417807052484,0.03142635429223461,15.0,118.3366885110069,17.68459517074762,45.09136887445336,-0.0,2.0,9.0,45.57298125608026,32.739830381857445,-0.0,88.99018611292819,4.079715025107113,7.625766115818767,29.952778448234508,-0.0,52.944373012974125,59.46153724200641,-0.0,3.4270392552353908,7.455944622991077,4.386319337575638,-0.0,1.2637117720831204,8.101405525632405,16.564794178703295
8,17.186078840844086,1.2210000000000003,18.0,-0.0,6.956790718869005,44.69486793009642,1.204957923469051,0.6559832623016686,0.030691815333971275,15.0,118.3366885110069,17.33715715167596,100.70405715294584,-0.0,2.9000000000000004,9.0,45.35835183101238,77.10467300075122,-0.0,88.99018611292819,4.091305124610258,19.719152784339435,29.952778448234508,-0.0,116.7581206180158,60.072182040383886,-0.0,8.73706711224847,7.647122690247258,4.386319337575638,-0.0,3.4100158929227056,8.27516221250924,16.564794178703295
9,24.365641803076606,1.1616000000000002,18.0,-0.0,8.324818162061232,82.29605401997281,1.204957923469051,0.9727294660987601,0.02942126154874948,-0.0,118.3366885110069,16.781256321161298,139.48263438497574,-0.0,3.5999999999999996,9.0,45.429894972701675,115.77563207497414,-0.0,88.99018611292819,4.091305124610258,31.735511512296277,29.952778448234508,-0.0,172.50749352571702,60.14851264018107,9.711019047112103,14.499012233688191,7.777928736264646,4.386319337575638,-0.0,5.496143262710714,8.31860138422845,16.564794178703295
10,29.077229997041695,1.0736,18.0,-0.0,7.494103823171896,104.95087278783234,1.204957923469051,1.2051349647427798,0.026880153918748675,12.627731847936715,118.3366885110069,15.356760442967483,169.2429378421149,-0.0,4.199999999999999,9.0,44.21366156398368,143.7705595029392,-0.0,88.99018611292819,4.0565348261008225,40.208584974317134,29.952778448234508,-0.0,208.2712421834876,59.385206642209226,10.0,19.018184877954642,7.808114746884042,4.386319337575638,-0.0,6.98050312198295,8.242582833719833,16.564794178703295
11,31.54520476530912,1.0076,18.0,-0.0,6.628039937946841,109.75196006205316,1.204957923469051,1.3119665246033372,0.024358898731656958,15.0,118.3366885110069,13.689057951423504,187.2794853918963,-0.0,4.800000000000001,9.0,42.35353988006203,159.19149410308944,-0.0,88.99018611292819,4.004379378336669,43.597814359125465,29.952778448234508,-0.0,227.20499147289559,57.782264046468356,-0.0,19.39478259831018,7.737680722105449,4.386319337575638,-0.0,7.802918719687838,8.090545732702603,16.564794178703295
12,32.12854425599051,0.9394,18.0,-0.0,6.115471516078952,110.34452848392104,1.204957923469051,1.330708903526242,0.022413363197784683,15.0,118.3366885110069,12.368793478951185,194.7947135376385,-0.0,4.5,9.0,40.56496133782968,161.56394558003564,-0.0,88.99018611292819,3.911658582311508,44.291065824199904,29.952778448234508,-0.0,224.0493665913276,55.49234605255283,-0.0,18.82988601777687,7.596812672548263,4.386319337575638,-0.0,7.843036553722223,7.971088010474779,16.564794178703295
13,30.37852578394634,0.8404,18.0,-0.0,5.744301279553929,106.37126053984812,1.204957923469051,1.255739387834623,0.020646499352308178,15.0,118.3366885110069,11.569686035086363,189.6843583985338,-0.0,3.9000000000000004,9.0,39.062555362354516,150.41342363838854,-0.0,88.99018611292819,3.8015526370316284,42.36536731010426,29.952778448234508,-0.0,200.2068674861472,52.97343625924576,-0.0,17.963711260959133,7.365386591132886,4.386319337575638,-0.0,7.281386877240836,7.851630288246956,16.564794178703295
14,25.352831710383573,0.7348000000000001,18.0,-0.0,5.284757177189615,91.06263699034474,1.204957923469051,1.066441360713284,0.01911786428572588,15.0,118.3366885110069,11.465454629364864,160.52527319305395,-0.0,3.0999999999999996,9.0,38.347123945461576,126.68890886892663,-0.0,88.99018611292819,3.7088318410064667,38.20585851965766,29.952778448234508,-0.0,163.74186885469481,50.3781958661415,-0.0,16.683279011750308,7.123898506177708,4.386319337575638,-0.0,5.877262686037368,7.786471530668143,16.564794178703295
15,16.154016665023164,0.6622,18.0,-0.0,4.878237394328876,65.81129917673096,1.204957923469051,0.7122103990703831,0.018145096548568343,15.0,118.3366885110069,11.708661242715028,119.94304120604593,-0.0,2.5999999999999996,9.0,38.704839653908046,88.72968523778755,-0.0,88.99018611292819,3.6508813434907403,29.116561533126198,29.952778448234508,-0.0,111.84937080224336,48.01194727242879,10.0,12.653683403946058,6.932720438921527,4.386319337575638,-0.0,4.152195822558824,7.916789045825769,16.564794178703295
16,7.044946156690657,0.6204,18.0,-0.0,4.648465343146719,25.251337813613794,1.204957923469051,0.2736387322744103,0.017668638871665518,15.0,118.3366885110069,11.986611657972356,58.318170410959674,-0.0,2.9000000000000004,9.0,39.99261620431533,41.51790084655835,-0.0,88.99018611292819,3.6508813434907403,14.943420469382229,29.952778448234508,-0.0,48.035623197201694,46.25634347709356,10.0,6.213862385866368,6.852224410603136,4.386319337575638,-0.0,2.1262452038223927,8.210003454930428,16.564794178703295
17,0.7179562962232517,0.6336,18.0,-0.0,4.683814889482435,1.5782086133508622,1.204957923469051,0.0206166168151953,0.018006129686433545,15.0,156.69338461490685,12.299305875136852,3.6073095099562686,-0.0,2.9000000000000004,9.0,41.423479038101206,3.0841869200300485,-0.0,88.99018611292819,3.720421940509612,1.3865029301488665,29.952778448234508,-0.0,2.804999894727106,45.72202927851327,10.0,0.6402161246044137,6.902534428302131,4.386319337575638,2.1514097557963714,0.2808248382406934,8.568376621613899,16.564794178703295
18,-0.0,0.6886000000000001,18.0,-0.0,4.895912167496734,-0.0,1.204957923469051,-0.0,0.018959045040239198,15.0,118.3366885110069,12.681487696115681,-0.0,-0.0,5.0,9.0,42.7827987301978,-0.0,-0.0,88.99018611292819,3.8131427365347736,-0.0,29.952778448234508,-0.0,-0.0,46.94331887526822,10.0,-0.0,7.033340474319517,4.386319337575638,-0.0,-0.0,8.861591030718555,16.564794178703295
