,SKN Storage,ATG Storage,MSR Storage,GLP Storage,MTQ Storage,LCA Storage,BRB Storage,SVG Storage,GRD Storage
0,13.538070333645953,18.747507022665747,0.1200000000000001,71.19502230645227,38.10000000000002,-0.0,59.199999999999996,-0.0,-0.0
1,11.773453545876261,15.882033434015323,0.030000000000000027,57.129686141707765,29.30000000000001,-0.0,50.074999999999996,-0.0,-0.0
2,11.78730390918534,15.045842011706384,-0.0,57.773243584870784,26.700000000000017,-0.0,48.27499999999999,-0.0,-0.0
3,11.575574893897455,14.487267744779576,-0.0,56.216801028033785,24.0,-0.0,49.625,-0.0,-0.0
4,10.270761939761107,15.074884900161702,-0.0,51.66035847119676,20.700000000000017,-0.0,48.67499999999999,-0.0,-0.0
5,10.430565773394449,14.630837044584467,-0.0,54.230596738082255,23.5,-0.0,48.6,-0.0,-0.0
6,9.715182561164143,13.323639710688909,-0.0,54.25693482243737,21.95716586815267,-0.0,40.89999999999999,-0.0,-0.0
7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10,-0.0,-0.0,0.0158226877874299,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
15,-0.0,-0.0,0.5165048543689322,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
16,6.722249597975983,2.100669485880978,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
17,7.49283796957462,28.0911869447838,0.011530403679100708,87.56627228472327,50.285789071496175,-0.0,64.49499999999999,-0.0,-0.0
18,12.496236357021484,34.671255994893826,0.27,123.95076662275235,79.30000000000001,-0.0,86.475,2.952025950909121,-0.0
19,13.10026464569121,36.35221310643851,0.33000000000000007,129.12408579902984,81.8,-0.0,87.67499999999998,3.113022327327382,-0.0
20,21.507947131303357,34.87531378471489,0.3600000000000001,91.39273861612611,76.69999999999999,-0.0,84.975,2.820353244939554,-0.0
21,10.341975419973078,32.484366607414046,0.7999999999999998,110.10048588469932,69.1,-0.0,84.275,1.8959641547405681,-0.0
22,9.686966299470068,30.547467285690427,0.7999999999999998,102.45202633939529,64.80000000000001,-0.0,80.30000000000001,2.388633237128392,-0.0
23,7.463115936160991,26.5641372637717,0.17999999999999994,57.3731302075621,53.79999999999998,-0.0,76.25,1.2813023195162216,-0.0
24,5.568695314757951,23.254376541657873,0.050000000000000044,68.4640008566948,43.19999999999999,-0.0,69.4,0.29347321369491297,-0.0
25,14.59274184443369,22.110089408194465,-0.0,59.1422221351133,39.499999999999986,-0.0,67.64999999999999,0.5958695510573779,-0.0
26,4.971405161879122,21.303419430113195,-0.0,55.89467318618381,41.000000000000014,-0.0,67.95,0.9470440688178172,-0.0
27,12.01570209410086,22.052462318568512,-0.0,29.04735998021411,43.500000000000014,-0.0,68.9,1.7299385943894112,-0.0
28,6.373152418173019,22.767696629332768,-0.0,34.130483360773596,48.89999999999999,-0.0,71.525,2.1933313081701336,-0.0
29,7.948161538676028,26.49864380663362,0.030000000000000027,52.88384500821864,66.50000000000001,-0.0,78.75,4.051836743542745,-0.0
30,9.73855387140934,28.315674871915704,0.19000000000000017,66.34085542206276,79.61433173630535,0.6190764749384314,74.57750000000001,4.829377718359442,-0.0
31,1.0768322549362317,6.618955674879679,-0.0,37.55303546328214,8.529750742824163,-0.0,-0.0,2.5891599296080843,-0.0
32,-0.0,-0.0,0.09939959121103725,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.8131527569387327,-0.0
38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
39,-0.0,-0.0,-0.0,-0.0,-0.0,3.1251862174863305,-0.0,-0.0,-0.0
40,4.02785185726173,-0.0,0.061073071027082315,84.13923798639425,49.205936648773104,19.52376679671876,17.42999999999998,3.8587496842331115,-0.0
41,17.8695784565681,42.0891552531229,0.4360015329586101,147.05555197231286,142.16230461015988,35.78513336419691,114.0825,8.246539572654234,-0.0
42,22.23051553507591,48.96694899294277,0.7000000000000002,103.2603240356159,169.0336411375492,35.78513336419691,132.55,9.292121100064815,5.006164998826055
43,22.01397356565168,39.51467734355674,0.7200000000000002,176.70891699502974,165.0336411375492,35.78513336419691,133.4,9.292121100064815,6.730693227361179
44,20.629552944248644,47.88266185947936,0.6000000000000001,161.01781060293723,148.33364113754922,33.113948919449896,122.69999999999999,7.9906038579165175,6.815850354928195
45,18.929945276981954,45.56599188139809,0.45999999999999996,152.28804886982275,129.83364113754922,25.69115913555992,112.6,5.910152971548982,7.155095520584407
