,SKN Storage,ATG Storage,MSR Storage,GLP Storage,DMA Storage,MTQ Storage,LCA Storage,BRB Storage,SVG Storage,GRD Storage
572,84.01316332289879,124.4127124775905,1.297059274399591,1089.2207879749546,-0.0,836.2010149772913,-0.0,745.0600000000001,27.793482452643662,8.95572714096297
573,67.67994242540122,103.13231425180305,0.8470592743995911,990.8769570029299,-0.0,751.4010149772913,-0.0,650.71,23.49996193710715,4.143147216506122
574,63.11114214930669,84.07263385967411,0.517059274399591,901.1322154345306,-0.0,674.0010149772913,-0.0,563.26,20.51132869997876,0.5715736082530611
575,51.11599607015458,68.40938416774028,0.3270592743995911,828.6132440934794,-0.0,615.9010149772913,-0.0,489.18500000000006,19.412920906034135,-0.0
576,41.71566294513882,57.13589519792029,0.25705927439959103,776.6773961329876,-0.0,578.5010149772913,-0.0,423.76000000000005,20.180349465074293,-0.0
577,33.36014277425941,47.697879816750714,0.27705927439959105,740.8117864393814,-0.0,555.2010149772914,-0.0,364.63500000000005,21.608774400532713,-0.0
578,26.19308975445877,39.98319445749986,0.3470592743995911,710.3381937342422,-0.0,538.1010149772914,-0.0,306.48500000000007,22.35674844962359,-0.0
579,29.813541294909637,33.6856476978588,0.40705927439959116,688.7348392959884,-0.0,518.9010149772913,-0.0,248.13500000000005,22.70232616135201,-0.0
580,23.64984745375546,28.109287393404752,0.4570592743995912,664.1274933519683,-0.0,490.3010149772913,-0.0,185.71000000000004,21.61867480631492,-0.0
581,13.441065418666938,16.61340564472305,0.3170592743995913,613.041015533155,-0.0,433.9010149772913,-0.0,106.68500000000002,18.200907106104204,-0.0
582,-0.0,-0.0,-0.0,534.6110978929065,-0.0,355.64380883987144,-0.0,18.167500000000004,12.562431513374413,-0.0
583,-0.0,-0.0,0.08574603985692375,540.3010403629062,-0.0,355.3140580970473,-0.0,-0.0,10.650204380711461,-0.0
584,11.963967013823169,-0.0,-0.0,639.6632939942244,-0.0,437.2260944851241,-0.0,-0.0,13.10253682515726,-0.0
585,33.21733812973159,49.92940674214819,-0.0,788.4877039837403,-0.0,585.4087022845141,-0.0,185.7425,19.248673737571266,-0.0
586,60.94469465750898,119.38292926380079,0.7999999999999998,985.4139501456633,-0.0,780.1763743085912,-0.0,357.4024999999999,26.920144239145504,-0.0
587,90.40644094492093,188.8364517854534,0.7999999999999998,1202.2952791416974,-0.0,972.6867999259814,-0.0,557.4024999999999,35.82321877167474,-0.0
588,119.86818723233287,258.289974307106,1.5999999999999996,1418.320854434901,-0.0,1167.897064466303,-0.0,757.4024999999999,42.95193577697276,-0.0
589,149.32993351974483,327.74349682875857,2.3999999999999995,1596.6887330962406,-0.0,1319.0506061004105,16.430657886070293,957.4024999999999,48.62862634909903,-0.0
590,168.91460201434137,386.8624516030902,3.1999999999999993,1728.4195472681822,-0.0,1442.9473040205028,49.9922011517108,1140.135,51.57352015395816,3.597103839127236
591,178.70160767628724,422.59964372904625,3.821957077158916,1785.4614096421053,-0.0,1484.3736318756178,72.38075598150635,1239.12,52.21275926410637,3.597103839127236
592,178.70160767628724,428.44417600945104,3.8744711292795095,1747.930050258335,-0.0,1452.57246406687,82.74257504037132,1239.6299999999999,48.7615562862233,19.127605074752736
593,169.81478288288818,400.5570825242846,3.0744711292795097,1604.8594474733925,-0.0,1343.5865944568395,76.47210216110018,1144.87,40.473141884515925,25.14453639257515
594,143.53820891615143,359.84246670474056,2.3944711292795096,1433.8215659643142,-0.0,1192.0865944568395,57.45697445972494,1018.9949999999999,31.18102078445111,23.226798951787476
595,117.19548531272375,318.4735637517331,1.6744711292795094,1255.2658972394208,-0.0,1029.6865944568397,35.268172888015705,891.3949999999999,21.888899684386296,16.55836983869386
596,92.95352813375669,279.56752219911584,1.0744711292795093,1066.3786455886639,-0.0,874.8865944568396,16.711394891944984,774.2449999999999,12.59677858432148,9.59824273709053
597,71.44675800065328,243.39291631381565,0.6244711292795093,906.8598110120435,-0.0,738.8865944568396,5.075442043221997,670.7449999999999,4.283945464360476,4.420128267894768
598,58.583223550908144,209.29736325121456,0.2744711292795093,760.9103041059341,-0.0,623.1865944568395,-0.0,576.7449999999999,4.283945464360476,0.9371081529919785
599,49.285080253238135,179.60062373342646,0.13447112927950938,638.5568056940582,-0.0,532.2865944568396,-0.0,494.99499999999995,4.283945464360476,-0.0
600,40.77845156348333,151.60912846064645,0.09447112927950935,530.2250860037639,-0.0,461.5865944568395,-0.0,426.41999999999996,4.283945464360476,-0.0
601,32.79027178380129,123.5552602774924,0.12447112927950937,427.1694627783614,-0.0,402.0865944568395,-0.0,365.86999999999995,2.8908403671244827,-0.0
602,25.42786754908287,97.27567922780176,0.20447112927950944,342.51687496286,-0.0,345.6865944568395,-0.0,304.24499999999995,-0.0,-0.0
603,19.839135752312885,73.22180111040387,0.2944711292795095,266.75721473220017,-0.0,286.8865944568395,0.6351526678579589,240.84499999999997,5.8627777898400115,-0.0
604,15.367926756800422,51.638860236063024,0.3744711292795096,192.12514592163734,-0.0,226.28659445683948,9.129651685539692,173.89499999999998,11.174333760077994,-0.0
605,9.220194032869738,26.930196560941745,0.2544711292795095,102.28509409954151,-0.0,148.6865944568395,11.322186066679187,91.295,11.174333760077994,0.43673405155828443
606,-0.0,-0.0,-0.0,-0.0,-0.0,51.55797125349599,4.014321816253336,-0.0,6.816315176140122,-0.0
607,-0.0,-0.0,0.1286867654573326,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
608,-0.0,-0.0,0.73017884517118,-0.0,-0.0,-0.0,-0.0,-0.0,0.9725202122973347,-0.0
609,-0.0,-0.0,1.53017884517118,-0.0,-0.0,-0.0,-0.0,82.23749999999993,-0.0,-0.0
610,24.757879867540975,-0.0,1.1958763413387845,-0.0,-0.0,160.88470592408868,-0.0,275.54999999999995,8.885721791615307,12.739999473292311
611,47.88521139141848,-0.0,1.1958763413387845,32.77408054212154,-0.0,350.623674206288,-0.0,475.54999999999995,10.313178186011738,32.80555850987277
612,77.34695767883042,-0.0,1.9958763413387843,255.9567567473847,-0.0,520.9200902415101,-0.0,675.55,11.017579502061233,56.551892142295884
613,105.61483027505795,51.213763717797804,2.795876341338784,470.5118510404185,-0.0,628.0744775302283,4.998156349296217,875.55,18.58137166677556,80.11612290008532
