,SKN diesel,SKN solar pv,SKN wind,SKN geothermal,ATG diesel,ATG wind,ATG solar pv,MSR diesel,MSR geothermal,MSR solar pv,GLP diesel,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ diesel,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA diesel,LCA wind,LCA solar pv,BRB diesel,BRB solar pv,BRB wind,SVG diesel,SVG solar pv,SVG wind,SVG hydro,GRD diesel,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,-0.0,13.411929666354046,-0.0,-0.0,24.492492977334255,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,125.30497769354773,-0.0,-0.0,6.6,6.0,-0.0,141.79999999999998,-0.0,-0.0,-0.0,-0.0,47.4,-0.0,-0.0,-0.0,60.300000000000004,-0.0,-0.0,18.0,-0.0,-0.0,-0.0,26.3,-0.0
1,-0.0,-0.0,13.50654645412374,-0.0,-0.0,24.99796656598468,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,125.97031385829223,-0.0,-0.0,6.6,5.1,-0.0,139.6,-0.0,-0.0,-0.0,-0.0,43.4,-0.0,-0.0,-0.0,59.925000000000004,-0.0,-0.0,17.0,-0.0,-0.0,-0.0,24.7,-0.0
2,-0.0,-0.0,13.222696090814662,-0.0,-0.0,24.814157988293616,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,125.52675641512923,-0.0,-0.0,6.6,5.0,-0.0,138.2,-0.0,-0.0,-0.0,-0.0,42.3,-0.0,-0.0,-0.0,59.325,-0.0,-0.0,16.6,-0.0,-0.0,-0.0,24.1,-0.0
3,-0.0,-0.0,13.104425106102545,-0.0,-0.0,24.262732255220424,-0.0,-0.0,1.46,-0.0,-0.0,-0.0,-0.0,125.08319897196623,-0.0,-0.0,6.6,4.9,-0.0,138.6,-0.0,-0.0,-0.0,-0.0,42.9,-0.0,-0.0,-0.0,58.875,-0.0,-0.0,16.3,-0.0,-0.0,-0.0,23.3,-0.0
4,-0.0,-0.0,13.459238060238894,-0.0,-0.0,23.895115099838296,-0.0,-0.0,1.46,-0.0,-0.0,-0.0,-0.0,124.63964152880325,-0.0,-0.0,6.6,4.800000000000001,-0.0,139.79999999999998,-0.0,-0.0,-0.0,-0.0,41.5,-0.0,-0.0,-0.0,58.425000000000004,-0.0,-0.0,16.1,-0.0,-0.0,-0.0,23.4,-0.0
5,-0.0,-0.0,13.71943422660555,-0.0,-0.0,23.84916295541553,-0.0,-0.0,1.42,-0.0,-0.0,-0.0,-0.0,120.86940326191774,-0.0,-0.0,6.6,4.5,-0.0,137.0,-0.0,-0.0,-0.0,-0.0,42.1,-0.0,-0.0,-0.0,57.9,-0.0,-0.0,16.3,-0.0,-0.0,-0.0,23.5,-0.0
6,-0.0,-0.0,13.624817438835857,-0.0,-0.0,23.803210810992766,0.16314947831832233,-0.0,1.4074118548799182,0.0025881451200817575,-0.0,-0.0,-0.0,116.21205010870624,1.6310150688563942,-0.0,6.6,4.200000000000001,-0.0,131.6,1.9428341318473334,-0.0,-0.0,-0.0,40.9,-0.0,-0.0,5.2250000000000005,57.975,-0.0,-0.0,15.5,-0.0,-0.0,-0.0,22.6,-0.0
7,-0.0,12.408331847516221,13.411929666354046,-0.0,-0.0,23.297737222342338,24.798720704384994,-0.0,1.5,0.3675166070516095,-0.0,-0.0,-0.0,112.88536928498372,81.5507534428197,-0.0,6.6,4.4,-0.0,127.4,67.027777548733,-0.0,-0.0,-0.0,41.6,-0.0,-0.0,78.8975,24.2025,-0.0,2.125768383759368,18.072315837448272,-0.0,-0.0,-0.0,22.8,-0.0
8,-0.0,28.120657382240903,13.128079303044968,-0.0,-0.0,22.60845505600085,57.7549153246861,-0.0,1.384149207971385,0.905850792028615,-0.0,-0.0,-0.0,110.66758206916872,182.13001602229735,-0.0,6.6,5.300000000000001,-0.0,126.8,157.85527321259585,-0.0,-0.0,-0.0,21.88533221814879,22.21466778185121,-0.0,109.8,-0.0,-0.0,5.419541373979928,13.522119432889873,-0.0,-0.0,-0.0,24.5,-0.0
9,-0.0,39.868190492315435,12.489415985599537,-0.0,-0.0,21.643460023122763,85.81662559543756,-0.0,0.2667526826775679,1.3432473173224322,-0.0,-0.0,-0.0,107.1191225238647,252.2636639831223,-0.0,6.6,6.0,-0.0,127.0,237.02576408537465,-0.0,-0.0,-0.0,10.148269038583209,35.75173096141679,-0.0,173.52499999999924,-0.0,-0.0,8.239354376249004,18.85276672381581,-0.0,-0.0,-0.0,26.0,-0.0
10,-0.0,45.93849817950934,11.543248107902603,-0.0,-0.0,19.483709235252764,94.56981328639985,-0.0,-0.0,1.66417731221257,-0.0,-0.0,-0.0,98.0261949390232,306.08716125538325,-0.0,6.6,6.6,-0.0,123.6,271.221539935128,-0.0,-0.0,-0.0,48.0,-0.0,-0.0,310.365,14.034999999999997,-0.0,11.796846525258033,16.19527457480678,-0.0,-0.0,14.84710401460364,12.552895985396358,-0.0
11,-0.0,47.788124087782045,10.833622199629902,-0.0,-0.0,17.23205415853723,98.60146836311537,-0.0,-0.0,1.81170158405723,-0.0,-0.0,-0.0,87.38081630311117,338.7074626325112,-0.0,6.6,7.200000000000001,-0.0,75.61111431773787,325.91042561739016,-0.0,-0.0,-0.0,50.0,-0.0,-0.0,326.0,-0.0,-0.0,12.030447446550271,16.861673653514544,-0.0,-0.0,-0.0,28.0,-0.0
12,-0.0,52.57021066758351,6.49153561982844,-0.0,-0.0,-0.0,115.9135225216526,-0.0,0.6551303014818624,1.8375830352580476,-0.0,-0.0,-0.0,78.95322488301414,352.2992548729811,-0.0,6.6,6.9,-0.0,72.05402898811951,330.76751094700853,-0.0,-0.0,-0.0,50.6,-0.0,-0.0,274.975,54.525,-0.0,11.680046064611913,17.212075035452905,-0.0,-0.0,-0.0,28.4,-0.0
13,-0.0,48.31584305540622,9.035903232005726,-0.0,-0.0,4.380774135103337,109.96274838654926,-0.0,-0.0,1.7340572304547774,-0.0,-0.0,-0.0,73.85231428663965,343.05683614946156,-0.0,6.6,6.300000000000001,-0.0,85.98233003732565,307.93920989780236,-0.0,-0.0,-0.0,47.9,-0.0,-0.0,298.34749999999997,24.952500000000043,-0.0,11.142763945639764,16.54935715442505,-0.0,-0.0,15.487065394543453,11.112934605456548,-0.0
