,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada,Antigua Hydrogen,Barbados Hydrogen,Guadeloupe Hydrogen,Martinique Hydrogen,SaintLucia Hydrogen,SaintVincentGrenadines Hydrogen,Grenada Hydrogen,SaintKittsNevis Hydrogen,Montserrat Hydrogen
62,4.440892098500626e-15,6.661338147750939e-15,2.842170943040401e-14,-1.6653345369377348e-16,2.842170943040401e-14,1.0658141036401503e-14,2.842170943040401e-14,8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,4.440892098500626e-15,0.0,0.0,1.6653345369377348e-16,0.0,3.552713678800501e-15,1.4210854715202004e-14,-8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8.881784197001252e-16,3.552713678800501e-15,-1.4210854715202004e-14,2.7755575615628914e-16,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8.881784197001252e-16,5.329070518200751e-15,1.4210854715202004e-14,5.551115123125783e-17,1.4210854715202004e-14,-3.552713678800501e-15,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8.881784197001252e-16,0.0,0.0,-1.6653345369377348e-16,0.0,0.0,0.0,8.881784197001252e-16,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8.881784197001252e-16,0.0,0.0,-1.6653345369377348e-16,0.0,7.105427357601002e-15,0.0,8.881784197001252e-16,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,2.842170943040401e-14,3.552713678800501e-15,0.0,8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,4.440892098500626e-15,0.0,0.0,5.551115123125783e-17,0.0,-3.552713678800501e-15,0.0,8.881784197001252e-16,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8.881784197001252e-16,0.0,-1.5987211554602254e-14,5.551115123125783e-17,0.0,0.0,0.0,8.881784197001252e-16,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,8.881784197001252e-16,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8.881784197001252e-16,0.0,1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,0.0,8.881784197001252e-16,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8.881784197001252e-16,0.0,-1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,4.440892098500626e-15,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0
78,8.881784197001252e-16,0.0,1.4210854715202004e-14,5.551115123125783e-17,1.4210854715202004e-14,-3.552713678800501e-15,0.0,1.7763568394002505e-15,-1.6888712650597881e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,4.440892098500626e-15,-1.7763568394002505e-15,1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,-1.554312234475219e-14,8.881784197001252e-16,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,3.9968028886505635e-15,3.552713678800501e-15,1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,3.552713678800501e-15,3.552713678800501e-15,1.4210854715202004e-14,5.551115123125783e-17,-1.4210854715202004e-14,3.552713678800501e-15,-1.4210854715202004e-14,8.881784197001252e-16,4.440892098500626e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8.881784197001252e-16,3.552713678800501e-15,1.4210854715202004e-14,5.551115123125783e-17,0.0,-7.105427357601002e-15,1.4210854715202004e-14,-1.3322676295501878e-15,-6.217248937900877e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,-2.6645352591003757e-15,1.7763568394002505e-14,4.263256414560601e-14,5.551115123125783e-17,0.0,-7.105427357601002e-15,-7.105427357601002e-15,-1.7763568394002505e-15,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8.881784197001252e-16,-1.0658141036401503e-14,0.0,-1.6653345369377348e-16,0.0,0.0,0.0,-3.552713678800501e-15,-4.440892098500626e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-2.6645352591003757e-15,3.552713678800501e-15,-1.4210854715202004e-14,5.551115123125783e-17,0.0,-7.105427357601002e-15,0.0,-3.552713678800501e-15,1.509903313490213e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8.881784197001252e-16,3.552713678800501e-15,-1.4210854715202004e-14,-5.551115123125783e-17,0.0,7.105427357601002e-15,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,3.552713678800501e-15,-1.7763568394002505e-15,-1.4210854715202004e-14,5.551115123125783e-17,0.0,3.552713678800501e-15,0.0,4.884981308350689e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,-2.6645352591003757e-15,0.0,0.0,5.551115123125783e-17,1.4210854715202004e-14,0.0,1.4210854715202004e-14,8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,-5.329070518200751e-15,0.0,4.440892098500626e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,-2.6645352591003757e-15,0.0,0.0,-1.6653345369377348e-16,0.0,0.0,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8.881784197001252e-16,0.0,0.0,-1.6653345369377348e-16,0.0,0.0,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,8.881784197001252e-16,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8.881784197001252e-16,0.0,1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,0.0,8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8.881784197001252e-16,0.0,1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8.881784197001252e-16,-2.220446049250313e-16,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,4.440892098500626e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,8.881784197001252e-16,-8.881784197001252e-16,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,8.881784197001252e-16,-6.661338147750939e-16,0.0,-1.6653345369377348e-16,0.0,0.0,0.0,0.0,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,-7.105427357601002e-15,-1.9539925233402755e-14,-2.2026824808563106e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,8.881784197001252e-16,0.0,0.0,-1.6653345369377348e-16,-3.552713678800501e-15,-3.552713678800501e-15,-1.4210854715202004e-14,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,8.881784197001252e-16,3.552713678800501e-15,2.1316282072803006e-14,-2.211772431870429e-16,2.842170943040401e-14,-3.552713678800501e-15,-1.4210854715202004e-14,-1.7763568394002505e-15,-3.9968028886505635e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,8.881784197001252e-16,3.552713678800501e-15,2.1316282072803006e-14,-1.1102230246251565e-16,-2.842170943040401e-14,-3.552713678800501e-15,1.4210854715202004e-14,-1.7763568394002505e-15,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,4.440892098500626e-15,3.552713678800501e-15,1.4210854715202004e-14,-2.220446049250313e-16,2.842170943040401e-14,-7.105427357601002e-15,-1.4210854715202004e-14,1.7763568394002505e-15,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,4.440892098500626e-15,-1.0658141036401503e-14,1.4210854715202004e-14,5.551115123125783e-17,5.684341886080802e-14,0.0,-1.4210854715202004e-14,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,4.440892098500626e-15,3.552713678800501e-15,-1.4210854715202004e-14,2.7755575615628914e-16,2.842170943040401e-14,-7.105427357601002e-15,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,-2.6645352591003757e-15,3.552713678800501e-15,1.4210854715202004e-14,5.551115123125783e-17,-3.552713678800501e-14,0.0,1.4210854715202004e-14,0.0,-5.329070518200751e-15,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0
