,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,MSR wind,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,LCA wind,LCA solar pv,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,5.851537371096257,16.201574199421895,35.13123088798289,-0.0,1.0095142172111358,-0.0,0.3560784440624723,-0.0,30.0,99.2595281306715,-0.0,-0.0,3.5999999999999996,9.0,160.35083206074276,-0.0,-0.0,54.6546406364006,-0.0,-0.0,96.48,-0.0,-0.0,23.64294489452891,-0.0,-0.0,18.43799953258006,9.628769133633886
1,-0.0,5.892818058017571,16.201574199421895,35.85626567178741,-0.0,1.0095142172111358,-0.0,0.3599279407550396,-0.0,30.0,99.78656987295825,-0.0,-0.0,2.6999999999999993,9.0,157.86301943356622,-0.0,-0.0,54.00484966450152,-0.0,-0.0,95.88,-0.0,-0.0,23.462003989723907,-0.0,-0.0,19.479075286277002,9.628769133633886
2,-0.0,5.76897599725363,16.201574199421895,35.59261665949486,-0.0,1.0095142172111358,-0.0,0.3560784440624723,-0.0,30.0,99.43520871143375,-0.0,-0.0,2.5999999999999996,9.0,156.27986594354476,-0.0,-0.0,52.99406370821406,-0.0,-0.0,94.92,-0.0,-0.0,22.919181275308667,-0.0,-0.0,19.917422972044136,9.628769133633886
3,-0.0,5.717375138601987,16.201574199421895,34.8016696226172,-0.0,1.0095142172111358,-0.0,0.3520150866564011,-0.0,30.0,99.08384754990925,-0.0,-0.0,2.5,9.0,156.73219551212233,-0.0,-0.0,52.63306872382568,-0.0,-0.0,94.2,-0.0,-0.0,22.43667219582852,-0.0,-0.0,20.437960848892608,9.628769133633886
4,-0.0,5.872177714556914,16.201574199421895,34.27437159803208,-0.0,1.0095142172111358,-0.0,0.3530843908655035,-0.0,30.0,98.73248638838476,-0.0,-0.0,2.4000000000000004,9.0,158.089184217855,-0.0,-0.0,52.8496657144587,-0.0,-0.0,93.47999999999999,-0.0,-0.0,22.40651537836101,-0.0,-0.0,18.43799953258006,9.628769133633886
5,-0.0,5.985699603590527,16.201574199421895,34.208459344958946,-0.0,1.0095142172111358,-0.0,0.3515873645878105,-0.0,30.0,95.74591651542649,-0.0,-0.0,2.0999999999999996,9.0,154.92287723781212,-0.0,-0.0,52.2720737394373,-0.0,-0.0,92.64,-0.0,-0.0,17.780459578844756,-0.0,-0.0,19.479075286277002,9.628769133633886
6,-0.0,5.944418916669213,16.201574199421895,34.14254709188581,0.14563119225746218,1.0095142172111358,0.0022590840628189993,0.3460269802624635,-0.0,30.0,92.05662431941924,1.5955446000487612,-0.0,1.8000000000000007,9.0,148.81642806201515,1.6741403615496948,-0.0,51.333486780027506,0.3775489753312274,4.032301891934992,92.75999999999999,-0.0,0.04815841785299017,17.68395776294872,-0.0,0.030823847376655687,19.917422972044136,9.628769133633886
7,7.300049953872188,5.851537371096257,16.201574199421895,33.417512308081285,22.13594122313425,1.0095142172111358,0.3207899369202979,0.3385418482324157,-0.0,30.0,89.42141560798548,79.7772300024379,-0.0,2.0,9.0,144.06696759195086,57.757842473464464,-0.0,50.82809380188378,12.459116185930505,60.88775856821838,93.47999999999999,-0.0,2.1912080123110527,17.87696139474079,-0.0,1.9419023847293082,20.437960848892608,9.628769133633886
8,16.54390019131981,5.727695310332316,16.201574199421895,32.42882851198421,51.55344205914162,1.0095142172111358,0.7906794219866498,0.3306289934921944,-0.0,30.0,87.66460980036297,178.16914700544467,-0.0,2.9000000000000004,9.0,143.3884732390845,136.0239043759127,-0.0,50.97249179563913,32.21751256159807,134.27565300143524,94.44000000000001,-0.0,5.586376470946859,18.335345020246965,-0.0,5.240054054031467,20.876308534659742,9.628769133633886
9,23.45519008847691,5.4490506736134465,16.201574199421895,31.044671197448295,76.60200712742511,1.0095142172111358,1.1724646286030607,0.31694189435470504,-0.0,30.0,84.85372050816697,246.77756480754124,-0.0,3.5999999999999996,9.0,143.6146380233733,204.24512410906277,-0.0,50.97249179563913,51.850059278821895,198.3892530832016,94.55999999999999,-0.0,9.270495436700607,18.648975921909084,-0.0,8.445734181203658,20.985895456101524,9.628769133633886
