,SKN load,ATG load,GLP load,MSR load,DMA load,MTQ load,LCA load,BRB load,SVG load,GRD load
6103,32.98,53.75,242.2,2.0,15.6,222.6,57.5,147.4,22.6,32.4
6104,35.59,57.0,258.8,2.15,16.8,236.6,61.5,154.0,23.6,34.0
6105,37.85,59.9,271.1,2.25,17.4,249.3,64.9,163.3,24.6,35.7
6106,38.09,61.23,285.6,2.32,17.7,255.8,66.6,168.3,25.6,37.3
6107,38.42,60.1,279.0,2.31,17.6,253.8,65.9,167.3,25.6,36.8
6108,37.25,60.7,275.8,2.29,17.8,251.5,64.4,168.3,25.3,36.8
6109,36.65,59.21,274.5,2.24,17.4,246.0,64.0,162.5,24.8,35.9
6110,36.33,57.08,265.0,2.14,16.6,239.8,61.7,159.0,24.0,34.8
6111,35.6,56.55,257.5,2.12,16.4,236.4,61.0,155.1,23.5,34.1
6112,34.37,55.3,250.4,2.07,16.2,229.6,58.9,153.7,23.0,33.3
6113,33.65,53.04,244.8,2.0,15.8,223.4,57.5,147.6,22.3,32.1
6114,35.94,58.69,268.9,2.15,16.8,241.1,63.4,157.5,24.0,34.7
6115,36.8,59.19,270.7,2.16,17.0,243.9,63.6,159.5,24.3,34.8
6116,35.44,57.02,257.7,2.14,16.8,237.0,61.2,155.1,23.8,34.4
6117,33.69,53.85,243.1,2.01,15.5,223.9,57.8,145.9,22.1,32.7
6118,32.31,52.08,235.6,1.95,15.4,217.0,56.3,142.4,21.8,31.8
6119,29.93,48.86,222.7,1.85,14.0,202.5,52.8,134.2,20.2,29.7
6120,27.96,45.75,209.5,1.69,13.2,188.2,49.5,125.1,18.7,27.3
6121,26.5,43.33,193.1,1.6,12.4,178.2,46.1,118.9,17.7,25.5
6122,25.74,40.86,187.3,1.54,12.1,172.2,44.9,112.4,17.1,25.2
6123,25.15,40.45,187.4,1.5,11.9,169.4,44.2,110.9,16.7,24.5
6124,24.96,40.23,182.1,1.52,11.6,167.9,43.3,110.2,16.9,24.2
6125,25.35,40.33,184.3,1.52,11.8,167.2,43.4,108.8,16.6,24.5
6126,24.35,38.87,179.5,1.47,11.4,163.2,43.0,106.5,16.1,23.7
6127,25.94,41.39,185.7,1.51,12.0,170.4,44.9,111.7,17.2,25.1
6128,26.64,42.68,191.5,1.59,12.2,175.6,45.2,115.8,17.5,25.4
6129,26.93,43.53,199.8,1.61,12.8,180.3,47.3,118.3,18.2,26.1
6130,28.04,44.0,205.9,1.65,12.8,185.0,47.4,121.8,18.6,26.7
6131,28.82,45.76,212.4,1.73,13.7,193.4,50.1,128.4,19.2,28.0
6132,29.45,46.14,217.5,1.78,13.5,195.0,50.4,130.1,19.6,28.6
6133,28.65,44.84,205.7,1.69,13.1,188.4,49.6,125.0,19.1,27.2
6134,27.53,44.22,197.3,1.64,12.7,182.1,46.7,120.3,18.5,26.6
6135,26.41,42.28,197.7,1.62,12.4,178.0,46.7,118.3,17.9,25.9
6136,26.62,42.92,197.4,1.59,12.4,177.0,45.7,116.0,17.7,25.5
6137,27.65,44.07,201.8,1.64,13.0,183.6,47.5,121.2,18.4,26.6
6138,32.18,51.51,229.9,1.92,14.8,211.8,54.5,140.1,21.2,30.9
6139,32.93,52.33,242.5,1.99,15.6,219.8,57.0,146.9,21.8,31.9
6140,33.01,51.91,237.0,1.93,15.2,217.4,56.0,144.5,21.7,31.2
6141,31.42,50.18,228.9,1.91,14.9,210.1,55.4,137.5,21.1,30.5
6142,31.13,49.3,226.2,1.86,14.5,205.6,52.9,136.9,20.5,29.7
6143,29.01,46.12,212.6,1.72,13.5,193.7,50.5,128.4,19.3,28.1
6144,27.68,43.48,199.9,1.66,12.6,182.1,47.2,118.5,18.1,26.5
6145,26.53,41.66,196.0,1.57,12.1,175.9,45.6,117.5,17.5,25.7
6146,26.21,41.08,189.4,1.57,12.2,172.5,44.7,114.3,17.3,25.0
6147,25.2,41.39,187.1,1.53,11.8,170.0,44.7,112.5,16.8,24.8
6148,25.79,41.56,192.7,1.56,11.9,173.0,44.5,113.2,17.3,25.4
6149,28.12,46.09,206.4,1.69,13.4,189.5,49.6,126.5,18.7,27.2
6150,29.95,49.25,220.9,1.83,14.0,202.3,52.1,134.6,20.2,29.3
6151,32.89,52.72,242.3,1.97,15.2,218.6,57.2,146.3,22.0,31.8
6152,36.29,57.54,265.9,2.14,16.8,238.4,61.1,155.0,23.7,35.1
6153,36.36,58.26,266.4,2.2,17.1,244.3,63.4,159.0,24.3,35.0
6154,32.62,53.39,240.0,1.95,15.2,219.6,57.9,145.9,22.0,32.0
6155,32.11,51.64,238.4,1.94,15.1,216.6,56.7,143.4,21.8,31.1
6156,32.1,50.24,234.2,1.91,14.9,211.9,55.0,141.8,21.1,30.7
6157,30.99,49.2,226.2,1.86,14.5,204.4,53.4,134.7,20.6,29.6
6158,30.75,49.38,223.1,1.85,14.4,202.9,52.6,135.7,20.3,29.4
6159,30.46,49.92,224.4,1.84,14.5,205.1,53.2,134.4,20.4,29.5
6160,30.21,49.25,220.3,1.84,14.3,203.1,52.7,135.4,20.3,29.7
6161,30.45,48.5,221.5,1.81,14.3,203.5,53.5,134.9,20.6,29.5
6162,33.72,53.49,245.6,2.01,15.8,225.2,58.5,150.7,22.6,33.0
6163,34.38,55.85,251.5,2.06,16.1,230.0,59.5,151.2,22.9,33.1
6164,33.17,52.34,241.5,1.99,15.3,220.0,57.5,146.8,22.2,31.5
6165,31.31,50.82,233.2,1.87,14.6,209.1,54.7,139.7,20.9,30.1
6166,30.39,48.53,224.8,1.85,14.1,203.8,53.2,135.9,20.2,29.7
6167,29.09,46.21,211.6,1.72,13.3,191.8,49.3,127.9,19.2,27.7
6168,26.77,43.52,196.4,1.62,12.4,179.1,46.6,118.8,18.2,26.1
6169,25.11,41.29,188.9,1.53,11.9,169.9,44.2,111.9,17.1,24.3
6170,24.26,38.84,178.3,1.46,11.4,163.9,43.2,107.7,16.6,23.7
6171,24.66,38.64,179.3,1.45,11.4,162.2,42.8,107.1,16.0,23.6
6172,24.12,38.58,180.2,1.47,11.4,162.3,42.8,105.7,16.1,23.4
6173,25.23,39.56,179.9,1.5,11.7,165.9,43.6,110.1,16.6,23.9
6174,25.24,39.86,186.2,1.51,11.9,168.5,43.4,111.9,16.7,24.4
6175,28.23,43.91,202.1,1.69,13.0,185.6,47.8,123.4,18.3,27.0
6176,30.66,48.1,221.2,1.83,14.0,201.4,52.4,131.0,20.4,29.0
6177,31.75,50.38,228.0,1.91,14.7,210.2,55.2,136.9,21.1,30.5
6178,32.36,50.27,234.6,1.89,15.0,212.6,56.1,138.5,21.2,31.3
6179,33.06,52.14,238.8,1.93,15.4,217.5,56.1,141.8,21.8,31.5
6180,32.54,53.01,239.7,1.99,15.6,220.2,56.5,146.1,22.2,32.1
6181,32.53,52.01,236.1,1.92,15.2,214.7,55.5,142.2,21.7,30.7
6182,31.37,50.0,231.8,1.88,14.5,209.6,54.6,139.8,21.2,30.2
6183,30.9,49.44,228.1,1.85,14.5,206.1,53.8,135.3,20.5,29.7
6184,30.8,48.54,223.5,1.8,14.1,202.9,52.7,133.4,20.5,29.0
6185,30.21,48.99,221.0,1.8,14.2,201.6,53.0,133.3,20.1,29.0
6186,33.47,53.35,245.1,2.02,15.5,223.7,58.6,145.8,22.3,32.0
6187,35.07,56.43,258.2,2.09,16.3,232.2,59.5,152.4,23.3,33.2
6188,33.56,54.28,252.3,2.02,16.0,226.2,58.1,149.9,22.6,32.7
6189,31.87,51.04,239.3,1.94,14.9,215.5,55.9,140.3,21.7,31.1
6190,31.94,50.18,232.6,1.92,14.9,211.3,55.1,140.2,21.1,30.4
6191,30.0,47.17,217.3,1.81,14.1,199.5,52.0,131.0,20.1,29.2
6192,28.06,44.99,206.7,1.7,13.2,187.8,48.6,123.9,19.1,27.4
6193,26.39,42.99,195.3,1.58,12.5,178.3,46.7,116.4,17.7,25.6
6194,25.94,40.85,187.3,1.57,12.1,171.8,44.8,112.8,17.2,24.6
6195,25.06,40.07,185.3,1.52,11.8,168.6,44.0,110.9,16.9,24.8
6196,25.62,40.33,186.3,1.52,11.9,169.7,44.6,111.7,17.1,24.7
6197,25.41,41.75,186.9,1.55,11.9,171.6,44.8,114.4,17.2,24.8
6198,25.55,41.16,189.2,1.53,11.9,169.7,44.8,110.5,17.2,24.4
6199,26.55,42.51,197.9,1.62,12.4,178.4,46.6,119.4,18.0,25.5
6200,28.59,45.21,212.2,1.72,13.1,190.5,50.1,126.2,19.3,27.8
6201,29.29,47.12,218.7,1.77,13.7,196.7,51.1,129.5,19.5,28.8
6202,29.81,47.7,218.1,1.8,13.9,201.2,52.9,132.8,20.3,28.8
6203,31.01,50.05,231.5,1.86,14.5,207.7,53.8,138.3,20.6,30.1
6204,30.88,50.38,231.2,1.89,14.6,208.6,53.6,137.5,20.6,30.1
6205,29.93,47.62,220.2,1.8,13.9,199.7,51.4,130.3,19.9,28.7
6206,28.19,45.39,210.1,1.73,13.4,189.9,49.7,126.9,19.0,27.9
6207,27.37,44.49,204.9,1.64,13.1,185.0,47.5,123.3,18.3,26.8
6208,27.4,43.61,203.4,1.63,12.8,183.9,47.4,121.9,18.4,26.7
6209,27.95,45.71,203.7,1.71,13.3,187.6,48.7,125.5,18.9,27.0
6210,32.54,51.23,235.9,1.92,15.0,214.0,56.2,139.7,21.4,31.2
6211,33.56,54.34,247.6,2.01,15.8,226.3,59.5,149.8,22.3,32.5
6212,33.64,54.48,247.8,2.02,15.7,224.7,58.9,148.1,22.4,32.4
6213,32.62,51.52,236.2,1.93,15.0,217.3,56.3,144.4,21.9,31.1
6214,31.77,50.2,231.3,1.88,15.0,211.5,55.1,139.0,21.0,31.0
6215,28.79,46.33,216.3,1.73,13.6,194.0,50.1,126.5,19.6,27.8
6216,27.77,43.77,204.3,1.66,13.0,183.8,47.8,120.9,18.2,26.6
6217,26.31,42.33,195.8,1.57,12.2,175.7,45.1,116.7,17.8,25.4
6218,25.81,41.69,190.3,1.54,12.2,172.1,44.5,113.1,17.4,24.6
6219,25.47,40.46,188.1,1.55,11.8,170.1,44.3,113.4,17.0,24.5
6220,25.76,41.89,190.2,1.55,12.1,173.5,45.1,114.3,17.5,25.3
6221,28.58,44.77,206.3,1.72,13.1,189.3,48.9,125.5,18.8,27.5
6222,31.41,49.51,226.6,1.85,14.3,206.9,54.6,138.0,20.4,29.7
6223,32.72,52.88,236.6,1.95,15.4,218.2,56.2,145.2,21.9,31.2
6224,35.96,56.64,259.4,2.14,16.6,236.7,62.0,154.5,23.7,33.9
6225,36.85,58.29,272.0,2.19,17.0,244.6,64.4,161.3,24.3,35.2
6226,37.99,59.78,280.0,2.26,17.5,251.8,64.8,166.2,25.4,36.6
6227,39.37,62.45,284.4,2.35,17.9,258.7,67.3,170.6,26.0,38.0
6228,39.48,61.77,284.2,2.35,18.5,261.1,68.2,173.7,26.4,38.2
6229,38.72,62.09,280.6,2.34,18.1,258.2,66.4,169.0,26.0,37.2
6230,37.83,61.05,279.2,2.31,18.1,254.9,66.0,166.5,25.3,37.3
6231,37.35,59.88,275.0,2.26,17.7,251.0,64.4,165.6,25.1,36.7
6232,35.82,56.83,260.7,2.17,16.8,240.0,62.0,158.0,24.2,34.4
6233,34.98,56.5,256.9,2.11,16.2,232.4,60.5,155.4,23.5,34.0
6234,38.56,60.84,282.2,2.33,17.7,254.8,67.0,169.3,25.6,36.9
6235,38.62,62.35,286.0,2.36,17.9,258.7,66.8,169.1,26.0,37.4
6236,37.34,60.5,277.1,2.26,17.5,249.7,65.6,165.4,24.7,35.8
6237,35.93,57.04,257.7,2.16,16.4,236.6,61.7,154.5,23.9,34.4
6238,33.87,54.01,252.8,2.07,15.7,227.3,59.0,151.1,22.7,32.6
6239,32.21,50.5,236.8,1.91,14.8,213.2,55.3,140.8,21.0,30.9
6240,30.31,48.22,219.8,1.82,13.9,199.4,52.4,130.5,20.2,28.7
6241,28.19,44.94,208.7,1.68,13.1,189.2,48.7,124.0,18.6,27.4
6242,27.94,45.69,210.1,1.67,13.3,188.6,49.0,124.1,18.7,27.1
6243,26.35,42.47,192.7,1.57,12.5,177.6,45.8,117.3,17.8,26.1
6244,27.37,43.77,204.5,1.69,12.8,184.6,47.9,122.1,18.3,27.2
6245,30.27,48.06,220.5,1.82,13.8,199.4,51.9,129.8,20.1,28.7
6246,31.78,49.75,230.8,1.9,14.6,209.6,54.2,138.0,21.2,30.0
6247,33.82,53.61,247.0,2.03,15.8,224.0,58.9,147.8,22.1,32.4
6248,36.01,57.72,267.2,2.15,16.9,242.4,63.5,159.5,24.2,35.0
6249,37.81,61.33,280.8,2.25,17.7,252.5,66.6,166.2,25.5,36.8
6250,38.24,61.18,282.0,2.31,17.8,254.5,66.0,165.9,25.2,36.6
6251,39.18,62.99,282.6,2.34,18.2,259.9,67.5,171.6,25.9,37.3
6252,39.03,63.61,288.8,2.35,18.6,263.0,68.3,172.8,26.6,38.4
6253,38.64,61.86,284.1,2.31,18.1,260.6,67.4,172.5,26.2,37.4
6254,39.13,62.74,280.4,2.36,18.0,258.3,67.7,172.7,26.0,37.0
6255,37.68,60.01,274.8,2.29,17.8,251.0,65.2,163.2,25.1,36.9
6256,36.06,56.28,261.7,2.11,16.5,237.2,61.7,154.2,23.6,34.8
6257,34.97,55.82,254.3,2.08,16.3,234.0,60.5,155.8,23.3,34.1
6258,37.8,61.34,282.4,2.3,17.8,252.9,65.4,167.5,25.0,36.7
6259,38.28,62.08,284.7,2.32,18.0,257.8,66.1,171.6,26.1,37.3
6260,37.27,59.83,271.7,2.27,17.2,249.0,63.8,166.6,24.7,36.0
6261,34.87,56.25,260.8,2.11,16.7,236.0,61.0,154.5,23.5,34.6
6262,34.62,55.16,247.1,2.02,15.8,227.8,58.7,150.9,22.9,32.7
6263,32.16,50.44,231.7,1.89,14.9,212.5,56.0,138.4,21.1,30.6
6264,29.54,46.93,214.5,1.8,13.8,197.2,50.7,131.2,19.9,28.2
6265,27.49,45.11,201.7,1.68,13.0,185.9,48.4,123.1,18.4,26.8
6266,27.08,42.89,197.0,1.61,12.7,180.3,47.1,117.8,18.2,25.9
6267,27.03,43.08,198.2,1.59,12.6,177.9,46.4,119.1,17.7,25.9
6268,27.48,43.24,198.0,1.62,12.8,180.9,47.6,120.3,18.1,25.9
6269,28.85,45.96,212.3,1.74,13.6,193.4,50.0,126.5,19.1,28.2
6270,30.84,48.17,223.6,1.82,14.2,203.1,52.3,135.5,20.4,29.8
6271,32.88,52.11,239.7,1.96,15.2,220.4,58.2,147.6,22.0,32.2
6272,35.96,57.62,271.6,2.2,17.1,243.3,62.4,160.5,24.4,35.0
6273,37.67,59.03,269.8,2.26,17.1,247.9,63.9,162.2,24.8,35.5
6274,37.73,60.38,277.1,2.27,17.5,251.1,65.8,166.1,24.8,36.1
6275,38.72,61.65,287.2,2.35,18.0,257.6,68.0,171.0,25.4,37.1
6276,37.36,60.12,281.4,2.3,17.5,252.6,66.3,169.2,25.6,36.8
6277,37.6,59.48,273.8,2.27,17.5,249.5,64.7,166.7,25.1,36.0
6278,36.16,58.72,269.6,2.19,16.8,242.8,63.6,159.8,23.9,35.3
6279,35.04,56.14,256.4,2.15,16.6,235.4,60.8,154.4,23.4,34.4
6280,34.12,53.67,252.5,2.04,16.0,226.8,59.0,147.6,22.6,33.3
6281,34.08,54.09,246.5,2.02,15.5,224.1,57.7,145.8,22.1,32.7
6282,36.61,59.96,272.2,2.21,17.5,247.0,63.8,162.1,24.9,36.1
6283,37.76,61.1,280.1,2.28,17.7,251.6,65.4,165.8,24.9,36.8
6284,35.89,58.7,262.2,2.15,17.0,242.0,63.8,157.4,23.9,35.1
6285,33.6,53.88,249.4,2.04,15.9,226.6,58.4,149.0,22.5,33.0
6286,33.41,54.46,247.5,1.99,15.5,224.1,58.2,146.7,22.6,32.8
6287,31.37,50.18,232.2,1.88,14.5,210.5,55.5,139.3,20.8,30.3
6288,30.06,47.93,220.6,1.77,13.8,198.7,51.3,131.2,20.0,28.7
6289,28.26,45.39,208.0,1.68,13.2,188.7,49.7,125.3,18.8,27.0
6290,27.27,44.13,200.4,1.67,13.0,184.2,48.2,120.3,18.2,26.7
6291,26.84,43.75,201.5,1.65,12.7,180.7,47.7,117.8,18.0,26.2
6292,27.42,44.25,203.5,1.67,12.9,183.8,47.1,119.7,18.5,26.6
6293,29.31,47.04,210.0,1.75,13.6,193.7,50.9,129.1,19.3,27.7
6294,30.76,49.89,229.2,1.88,14.4,206.2,52.9,134.9,20.4,30.3
6295,34.23,54.06,246.3,2.04,16.1,227.3,59.6,150.8,22.8,32.9
6296,35.97,57.88,261.4,2.2,16.7,240.5,62.7,160.3,23.9,34.9
6297,37.8,60.68,275.2,2.27,17.6,252.3,66.3,165.4,25.0,37.0
6298,38.38,61.02,281.8,2.3,18.0,254.6,66.0,166.5,25.4,36.4
6299,38.91,62.11,283.3,2.28,18.0,256.1,67.4,171.3,25.8,37.5
6300,37.56,61.68,283.5,2.27,18.0,254.2,66.6,165.4,25.1,37.3
6301,38.61,60.23,276.1,2.28,18.0,254.5,66.4,170.5,25.7,36.9
6302,37.6,61.57,277.8,2.28,17.7,253.2,66.6,166.8,25.3,36.5
6303,37.31,59.41,272.9,2.24,17.8,250.2,64.2,163.8,25.3,35.9
6304,36.0,57.07,263.5,2.14,16.8,239.8,62.2,158.6,24.2,34.7
6305,34.99,55.27,252.2,2.09,16.2,231.8,60.0,152.5,23.0,34.0
6306,37.66,60.63,283.0,2.31,18.0,254.0,65.9,165.4,25.3,36.6
6307,38.4,60.96,281.3,2.32,18.0,257.6,66.0,171.7,25.7,37.7
6308,36.92,59.65,273.0,2.19,17.1,246.4,64.6,164.5,24.5,36.2
6309,34.91,55.83,252.3,2.07,16.2,232.2,60.5,153.4,23.1,34.0
6310,34.0,53.29,247.1,2.0,15.8,223.5,58.4,147.6,22.4,32.7
6311,30.99,49.16,230.0,1.86,14.8,207.9,54.5,135.3,20.5,30.3
6312,28.81,46.63,212.4,1.77,13.6,194.4,50.7,127.9,19.3,27.8
6313,27.63,43.99,205.3,1.67,12.7,184.4,47.9,122.0,18.4,26.6
6314,26.59,43.42,194.8,1.61,12.4,179.5,46.9,117.7,17.8,25.7
6315,26.28,42.46,196.0,1.59,12.3,177.7,46.4,117.8,17.5,25.4
6316,27.42,43.54,198.7,1.62,12.5,180.5,47.0,119.7,17.9,26.6
6317,29.01,46.85,215.3,1.76,13.4,193.2,49.6,128.1,19.5,28.3
6318,31.37,49.88,230.3,1.84,14.6,206.9,54.5,137.8,20.6,30.3
6319,33.36,54.03,245.5,1.99,15.6,224.4,58.2,147.7,22.2,32.5
6320,36.38,57.98,265.6,2.18,16.9,240.6,63.3,157.2,24.1,35.4
6321,37.31,58.88,273.9,2.2,17.1,246.2,64.7,161.9,24.4,35.5
6322,37.29,60.62,279.7,2.23,17.3,250.7,64.5,165.5,24.8,36.5
6323,38.39,60.57,282.7,2.3,18.0,254.1,66.2,166.8,25.6,36.9
6324,38.0,60.69,282.8,2.28,17.9,254.2,65.3,169.3,25.4,36.9
6325,37.7,59.92,272.8,2.26,17.3,249.1,64.2,166.5,25.2,36.5
6326,37.33,59.99,270.2,2.22,17.4,246.5,64.0,162.1,24.9,35.7
6327,36.6,57.51,262.7,2.18,16.7,242.2,62.5,158.7,24.1,34.7
6328,34.43,56.32,252.4,2.11,16.4,231.4,60.2,153.9,23.4,33.9
6329,33.52,54.33,247.9,1.99,15.8,223.4,57.6,147.7,22.1,32.3
6330,36.71,57.38,268.8,2.18,17.2,241.8,62.6,157.4,24.5,34.9
6331,36.92,58.55,268.3,2.23,17.2,244.6,63.8,162.1,24.7,35.5
6332,35.28,56.39,256.4,2.1,16.3,236.0,60.7,157.8,23.7,34.6
6333,33.48,53.55,239.9,1.99,15.5,221.2,57.4,144.7,21.9,32.2
6334,32.51,51.87,234.2,1.95,15.1,215.2,55.3,140.0,21.7,30.8
6335,30.39,48.01,220.3,1.83,14.2,200.7,53.0,133.8,20.2,28.7
6336,28.51,45.0,205.9,1.66,13.2,187.5,48.7,121.9,18.7,26.9
6337,26.5,43.06,198.2,1.6,12.6,177.9,45.7,118.0,17.5,25.9
6338,25.64,41.07,186.9,1.57,12.0,172.4,44.6,114.9,17.1,25.1
6339,25.29,40.88,188.6,1.54,11.8,169.1,44.1,112.7,17.1,24.2
6340,26.39,42.5,191.6,1.57,12.2,175.2,45.4,116.8,17.7,25.5
6341,26.31,42.45,192.4,1.55,12.1,175.2,45.6,115.3,17.5,25.5
6342,26.52,41.87,193.4,1.6,12.5,176.1,45.7,114.7,17.5,25.8
6343,28.74,46.2,208.7,1.71,13.4,190.4,50.2,127.2,18.9,27.6
6344,30.66,48.27,226.9,1.85,14.5,203.8,53.8,135.6,20.2,29.2
6345,32.2,51.67,233.1,1.91,15.1,212.3,55.0,139.8,21.3,30.5
6346,32.71,52.36,239.6,1.95,15.3,216.1,56.3,141.3,21.8,31.0
6347,33.26,52.47,238.0,1.99,15.5,219.4,57.8,144.0,22.1,32.1
6348,33.25,53.85,244.9,1.99,15.7,221.1,57.4,145.8,22.4,31.8
6349,32.36,51.01,235.3,1.91,14.9,213.9,55.2,140.0,21.1,31.4
6350,30.74,50.02,231.8,1.86,14.6,207.7,54.6,137.4,20.7,30.5
6351,31.22,49.68,224.1,1.83,14.3,205.1,53.1,135.8,20.5,29.4
6352,30.09,48.85,221.8,1.82,14.2,202.4,52.5,134.3,20.5,29.5
6353,30.71,49.16,220.4,1.83,14.3,203.4,52.1,133.1,20.1,29.2
6354,32.86,52.98,245.8,2.0,15.4,221.2,57.8,144.3,22.1,31.8
6355,34.4,55.18,254.2,2.08,16.3,230.2,59.4,153.8,23.0,33.3
6356,34.28,55.31,250.7,2.05,15.8,227.7,58.6,149.8,22.6,32.9
6357,32.1,52.0,239.2,1.93,15.3,217.1,57.1,141.3,21.9,31.6
6358,31.7,50.9,237.9,1.94,15.0,214.2,56.1,140.4,21.4,31.2
6359,30.27,48.58,227.2,1.83,14.4,203.8,53.2,136.3,20.1,29.4
6360,28.19,46.3,210.5,1.72,13.4,190.5,49.0,127.6,19.0,27.7
6361,27.12,43.61,201.6,1.65,12.5,181.0,46.4,118.7,18.3,26.2
6362,25.93,41.57,191.6,1.57,12.4,174.9,45.3,115.3,17.4,25.2
6363,25.41,41.55,190.0,1.56,12.0,171.5,45.1,114.6,17.0,24.8
6364,25.33,40.51,185.3,1.54,11.9,170.1,44.2,110.8,16.9,24.3
6365,25.59,40.49,189.1,1.54,12.1,170.3,44.4,113.8,16.9,25.0
6366,25.33,40.3,186.6,1.5,11.9,168.4,44.1,109.7,16.7,24.1
6367,27.08,42.83,196.5,1.63,12.6,179.3,47.2,120.0,17.9,25.9
6368,27.91,45.32,204.3,1.68,13.2,187.7,49.0,122.2,18.5,27.6
6369,28.79,46.79,210.8,1.75,13.4,193.8,49.9,128.1,19.5,28.4
6370,29.83,47.5,217.3,1.81,14.0,198.5,52.1,132.0,20.1,28.7
6371,30.22,49.29,223.8,1.86,14.3,204.0,52.8,134.1,20.3,29.8
6372,30.04,49.22,226.0,1.82,14.1,203.1,53.3,134.9,20.3,29.4
6373,30.0,46.79,214.7,1.75,13.8,197.2,51.2,131.1,19.5,29.0
6374,28.44,46.38,210.2,1.72,13.5,192.4,50.8,125.9,19.0,27.5
6375,28.21,45.05,206.1,1.67,13.3,188.6,49.1,124.9,19.1,27.1
6376,27.79,45.37,207.4,1.7,13.3,187.4,48.7,122.1,18.5,27.3
6377,28.58,44.85,210.4,1.69,13.1,188.9,49.5,123.8,18.8,27.3
6378,32.24,51.5,239.3,1.95,15.0,216.9,56.0,144.6,22.0,31.2
6379,34.85,54.6,254.3,2.1,16.3,230.4,59.7,151.8,23.1,33.8
6380,34.95,54.58,257.0,2.05,16.0,230.6,59.6,151.7,22.8,33.5
6381,32.93,53.58,244.7,2.03,15.5,222.6,57.5,146.5,22.1,31.9
6382,32.23,52.47,240.4,1.96,15.2,215.9,56.4,142.0,21.8,31.7
6383,30.6,48.84,220.2,1.84,14.1,202.5,52.7,132.1,20.4,29.4
6384,28.77,44.98,207.1,1.71,13.3,189.9,49.9,125.1,19.1,27.5
6385,27.01,43.9,198.2,1.61,12.6,181.4,47.0,120.3,17.9,26.2
6386,26.65,42.86,194.7,1.6,12.4,176.9,45.7,116.1,17.7,25.9
6387,26.27,41.6,194.6,1.56,12.4,174.4,44.7,114.5,17.6,25.1
6388,26.38,42.29,193.2,1.62,12.4,177.7,45.6,115.9,17.8,25.6
6389,28.79,46.03,214.9,1.74,13.7,194.1,50.1,126.5,19.4,27.8
6390,31.15,48.98,225.7,1.87,14.3,205.7,53.2,137.1,20.3,29.9
6391,33.27,53.1,242.7,1.99,15.7,220.8,56.8,147.5,21.8,32.1
6392,35.51,56.85,261.4,2.18,16.7,239.9,61.6,158.7,24.1,35.1
6393,38.07,60.61,282.4,2.29,17.5,253.1,66.6,169.0,25.2,36.6
6394,39.13,63.14,289.5,2.38,18.5,261.2,67.0,171.4,26.3,38.2
6395,42.42,67.05,312.7,2.56,19.9,280.3,71.8,183.0,27.8,40.4
6396,42.79,68.55,312.6,2.53,20.0,283.1,74.1,186.1,28.6,41.1
6397,42.82,68.56,312.0,2.51,19.9,281.7,74.1,187.2,28.4,41.3
6398,42.38,66.33,307.0,2.54,19.4,280.5,73.5,183.6,27.9,41.0
6399,40.61,65.91,305.6,2.49,19.3,273.9,70.8,183.2,27.3,39.6
6400,39.58,62.49,285.7,2.37,18.4,260.1,68.0,169.8,25.8,37.4
6401,36.84,59.17,275.6,2.23,17.2,247.8,64.4,163.3,24.8,36.2
6402,40.92,65.48,299.3,2.48,19.1,272.9,70.9,179.0,27.0,39.6
6403,41.86,67.2,302.3,2.54,19.7,278.2,73.0,186.0,27.4,40.2
6404,39.38,63.66,292.3,2.42,18.5,266.4,69.4,177.6,26.3,38.5
6405,37.7,59.57,273.5,2.24,17.7,251.7,65.4,168.2,24.9,36.8
6406,36.07,57.62,268.7,2.19,17.0,240.9,61.9,159.1,24.4,34.8
6407,34.12,53.8,244.0,2.0,15.8,224.2,57.4,149.4,22.4,32.4
6408,30.11,48.27,221.2,1.82,13.9,199.4,52.5,131.4,20.0,29.3
6409,28.15,45.79,209.7,1.72,13.3,190.4,49.8,124.0,18.8,27.3
6410,27.74,43.72,201.1,1.66,12.7,183.7,48.0,120.0,18.3,26.3
6411,27.68,44.18,202.4,1.63,12.9,182.4,47.8,121.0,18.1,26.5
6412,27.68,44.67,202.5,1.69,12.9,186.0,48.3,121.9,18.3,26.8
6413,30.59,47.68,220.4,1.82,14.2,201.5,52.7,134.5,19.9,29.6
6414,31.61,50.64,230.8,1.91,14.6,210.1,54.4,138.3,20.8,30.1
6415,34.39,53.82,249.3,2.01,15.9,226.1,58.0,151.0,22.8,32.3
6416,36.56,58.61,266.8,2.18,17.0,244.2,62.8,161.7,24.2,35.9
6417,37.74,60.49,278.5,2.3,17.7,252.7,65.2,166.7,25.5,36.8
6418,37.73,60.4,282.1,2.31,17.6,254.2,66.9,166.0,25.3,36.4
6419,39.16,62.51,281.5,2.32,18.0,257.9,66.9,171.8,25.4,37.1
6420,38.92,62.51,285.9,2.38,18.2,262.7,68.8,175.6,26.5,38.5
6421,39.06,62.23,285.2,2.38,18.5,261.6,67.5,173.9,25.8,37.4
6422,37.62,59.7,276.5,2.24,17.9,252.4,65.3,166.0,25.4,36.4
6423,36.97,58.29,263.6,2.21,17.1,243.0,63.6,161.8,24.4,35.7
6424,35.07,55.84,258.2,2.09,16.1,233.2,61.0,156.0,23.2,33.5
6425,34.12,55.01,254.0,2.09,16.3,229.8,59.7,149.8,23.1,33.7
6426,38.16,61.65,283.2,2.34,18.0,257.9,67.5,170.9,25.5,37.0
