,SVG BRB link,LCA BRB link,SKN ATG link
0,12.412194678780011,32.659153191467325,11.341216318217157
1,9.792572769849407,-19.642572769849416,4.036519878749679
2,7.492572769849403,-18.542572769849414,7.542282949038018
3,12.412194678780011,32.659153191467325,4.599119878749683
4,12.412194678780011,32.659153191467325,5.58211987874968
5,9.042572769849421,-18.34257276984942,5.186319878749682
6,-12.412194678780011,-17.142572769849416,5.98751987874968
7,-12.412194678780011,-17.84257276984942,-20.5228647456964
8,-12.412194678780011,-20.34257276984942,3.3748198787496797
9,-12.412194678780011,-22.142572769849416,-7.253850753611147
10,-12.412194678780011,-24.242572769849417,-20.5228647456964
11,-12.412194678780011,-26.242572769849417,0.9624198787496816
12,-12.412194678780011,-26.84257276984942,0.4737198787496766
13,-12.412194678780011,-24.142572769849416,0.17031987874968024
14,-12.412194678780011,-21.242572769849417,-20.5228647456964
15,-12.412194678780011,-19.742572769849417,3.8525198787496784
16,-12.412194678780011,-19.542572769849414,3.9962198787496774
17,-12.412194678780011,-20.84257276984942,3.2379198787496826
18,12.412194678780011,32.659153191467325,-1.1510801212503168
19,12.412194678780011,-30.242572769849417,20.5228647456964
20,-12.412194678780011,-29.642572769849416,-1.3856801212503207
21,12.412194678780011,-28.642572769849416,-0.8418801212503197
22,12.412194678780011,20.487805321219994,-0.7446801212503189
23,12.412194678780011,32.659153191467325,1.2217198787496812
24,12.412194678780011,13.787805321219992,17.918512319315923
25,12.412194678780011,32.659153191467325,4.735719878749681
26,12.412194678780011,-17.84257276984942,16.24546480268489
27,12.412194678780011,19.887805321219986,17.27241728605385
28,-12.412194678780011,32.659153191467325,4.542919878749682
29,12.412194678780011,32.659153191467325,3.5257198787496797
30,-12.412194678780011,-22.742572769849417,20.5228647456964
31,-12.412194678780011,-27.042572769849414,-20.5228647456964
32,-12.412194678780011,-32.24257276984942,-20.5228647456964
33,-12.412194678780011,-32.659153191467325,-20.5228647456964
34,-12.412194678780011,-32.659153191467325,-20.5228647456964
35,-12.412194678780011,-32.659153191467325,-6.177480121250326
36,-12.412194678780011,-32.659153191467325,-20.5228647456964
37,-12.412194678780011,-32.659153191467325,-20.5228647456964
38,-12.412194678780011,-32.659153191467325,-20.5228647456964
39,-12.412194678780011,-32.659153191467325,-20.5228647456964
40,-12.412194678780011,-32.659153191467325,-8.394976402478715
41,-12.412194678780011,-32.659153191467325,-4.723280121250319
42,3.460000000000001,-32.659153191467325,11.473892414602759
43,7.720000000000002,14.057427230150587,20.5228647456964
44,-12.412194678780011,24.45742723015058,-6.388080121250326
45,12.412194678780011,32.659153191467325,20.5228647456964
46,12.412194678780011,32.659153191467325,-3.319480121250322
47,12.412194678780011,32.659153191467325,-1.3072801212503187
48,11.440846808532669,32.659153191467325,1.12471987874968
49,-12.412194678780011,32.659153191467325,20.5228647456964
50,12.412194678780011,19.337805321219975,20.5228647456964
51,12.412194678780011,32.659153191467325,3.5305198787496828
52,12.412194678780011,32.659153191467325,20.120741151906774
53,9.790846808532677,32.659153191467325,1.9637198787496786
54,-12.412194678780011,-24.44257276984942,0.7489198787496818
55,-12.412194678780011,-30.142572769849416,-2.28388012125032
56,-12.412194678780011,-32.659153191467325,-5.779680121250323
57,-12.412194678780011,-32.659153191467325,-5.52918012125032
58,-12.412194678780011,-32.659153191467325,-20.5228647456964
59,-12.412194678780011,-32.659153191467325,-20.5228647456964
60,-12.412194678780011,-32.659153191467325,-20.5228647456964
61,-12.412194678780011,-32.659153191467325,-20.5228647456964
62,-12.412194678780011,-32.659153191467325,-20.5228647456964
63,-12.412194678780011,-32.659153191467325,-5.585380121250317
64,-12.412194678780011,-32.659153191467325,-19.76851412935531
65,-12.412194678780011,-32.659153191467325,-4.310580121250318
66,-12.412194678780011,32.659153191467325,-8.147280121250319
67,-12.412194678780011,-32.659153191467325,20.5228647456964
68,12.412194678780011,32.659153191467325,-7.3180801212503255
69,12.412194678780011,32.659153191467325,-4.814080121250321
70,12.412194678780011,-31.94257276984942,20.5228647456964
71,12.412194678780011,32.659153191467325,-0.5140801212503199
72,12.412194678780011,-22.44257276984942,18.412931218430934
73,12.412194678780011,32.659153191467325,3.6493198787496794
74,12.412194678780011,32.659153191467325,9.156797419102151
75,12.412194678780011,32.659153191467325,4.321919878749682
76,12.412194678780011,32.659153191467325,8.171978197374912
77,12.412194678780011,32.659153191467325,11.382740076532677
78,-12.412194678780011,-28.242572769849417,-0.627680121250318
79,-12.412194678780011,-31.742572769849417,-20.5228647456964
80,-12.412194678780011,-32.659153191467325,-20.5228647456964
81,-12.412194678780011,-32.659153191467325,-20.5228647456964
82,-12.412194678780011,-32.659153191467325,-6.425180121250321
83,-12.412194678780011,-32.659153191467325,-20.5228647456964
84,-12.412194678780011,-32.659153191467325,-8.79268012125032
85,-12.412194678780011,-32.659153191467325,-20.5228647456964
86,-12.412194678780011,-32.659153191467325,-20.5228647456964
87,-12.412194678780011,-32.659153191467325,-6.87678012125032
88,-12.412194678780011,-32.659153191467325,-5.025980121250321
89,-12.412194678780011,-32.659153191467325,-4.8147801212503225
90,2.2600000000000016,5.757427230150576,20.5228647456964
91,-12.412194678780011,-32.659153191467325,-8.236680121250316
92,9.980000000000004,25.457427230150586,20.5228647456964
93,12.412194678780011,32.659153191467325,14.146336807939537
94,12.412194678780011,32.659153191467325,-2.2154801212503195
95,-12.412194678780011,32.659153191467325,13.514720962342842
96,12.412194678780011,32.659153191467325,1.372319878749682
97,12.412194678780011,32.659153191467325,2.5001109213295862
98,12.412194678780011,15.887805321219986,-0.09714631370248128
99,-7.809153191467345,32.659153191467325,4.57891987874968
100,-7.359153191467314,32.659153191467325,2.3003198787496792
101,12.412194678780011,13.687805321219997,1.4913198787496817
102,-12.412194678780011,-28.84257276984942,1.7777860712018416
103,-12.412194678780011,-32.659153191467325,-4.119680121250319
104,-12.412194678780011,-32.659153191467325,-6.569680121250322
105,-12.412194678780011,-32.659153191467325,-6.48508012125032
106,-12.412194678780011,-32.659153191467325,-20.5228647456964
107,-12.412194678780011,-32.659153191467325,-7.46968012125032
108,-12.412194678780011,-32.659153191467325,-5.566980121250317
109,-12.412194678780011,-32.659153191467325,-5.795080121250322
110,-12.412194678780011,-32.659153191467325,-20.5228647456964
111,-12.412194678780011,-32.659153191467325,-5.650180121250322
112,-12.412194678780011,-32.659153191467325,-20.5228647456964
113,-12.412194678780011,-32.659153191467325,11.57324647650509
114,12.412194678780011,32.659153191467325,10.393312567266996
115,12.412194678780011,32.659153191467325,-7.484680121250321
116,12.412194678780011,32.659153191467325,-5.5366801212503205
117,12.412194678780011,32.659153191467325,9.19712020958098
118,12.412194678780011,32.659153191467325,-2.080480121250318
119,12.412194678780011,32.659153191467325,0.2675198787496811
120,12.412194678780011,32.659153191467325,2.859919878749679
121,12.412194678780011,32.659153191467325,2.090319878749682
122,12.412194678780011,-19.542572769849414,3.2903198787496812
123,12.412194678780011,26.28780532121999,3.6703198787496802
124,1.1908468085326689,32.659153191467325,5.27711987874968
125,12.412194678780011,32.659153191467325,5.017719878749681
126,-12.412194678780011,-21.042572769849414,2.35031987874968
127,-12.412194678780011,-24.44257276984942,2.237219878749684
128,-12.412194678780011,-28.042572769849414,-1.5696801212503182
129,-12.412194678780011,-30.542572769849414,-2.9296801212503176
130,-12.412194678780011,-29.94257276984942,-3.5996801212503193
131,-12.412194678780011,-32.142572769849416,-0.8540801212503197
132,-12.412194678780011,-32.042572769849414,-4.289680121250321
133,-12.412194678780011,-31.44257276984942,-3.279680121250319
134,-12.412194678780011,-27.84257276984942,0.8857198787496827
135,-12.412194678780011,-26.84257276984942,-20.5228647456964
136,-12.412194678780011,-27.042572769849414,-1.5196801212503175
137,-12.412194678780011,-28.94257276984942,-2.0066801212503194
138,-12.412194678780011,-32.659153191467325,2.4818568625891935
139,12.412194678780011,32.659153191467325,7.138243645284263
140,0.5908468085326746,32.659153191467325,-2.0994801212503162
141,12.412194678780011,8.337805321219989,3.0050437528216705
142,-12.412194678780011,25.312194678780003,0.8531198787496805
143,12.412194678780011,-23.84257276984942,0.5003198787496821
144,12.412194678780011,-20.242572769849417,4.33491987874968
