,ATG GLP link,GLP DMA link,DMA MTQ link,MTQ LCA link,LCA SVG link,SVG GRD link,SVG BRB link,LCA BRB link,SKN ATG link
0,-6.15336550698942,15.776470588235288,19.376470588235286,44.040080393004914,14.461767205481843,6.004000000000001,-23.325820231485135,14.845929768514868,-1.456491784043802
1,-6.15336550698942,15.776470588235288,18.476470588235287,44.040080393004914,14.461767205481843,9.428,-23.325820231485135,14.845929768514868,-3.135291784043801
2,-6.15336550698942,15.776470588235288,18.376470588235286,44.040080393004914,14.461767205481843,10.796,-23.325820231485135,14.845929768514868,-3.3788917840438017
3,-6.15336550698942,15.776470588235288,18.276470588235288,44.040080393004914,14.461767205481843,13.906347450643525,-23.325820231485135,14.845929768514868,-3.6978917840438044
4,-6.15336550698942,15.776470588235288,18.17647058823529,28.59932329635525,5.080963940544681,13.906347450643525,-23.325820231485135,14.845929768514868,-4.680891784043801
5,-6.15336550698942,15.776470588235288,17.876470588235286,7.139934460467092,14.461767205481843,13.906347450643525,-13.497907114154543,-14.845929768514868,-4.285091784043804
6,-6.15336550698942,15.776470588235288,17.57647058823529,7.712718739228752,14.461767205481843,13.906347450643525,-14.269464018788973,-14.845929768514868,-5.086291784043802
7,3.689879158180837,1.8321802792084227,3.8321802792084227,25.9913390240473,14.461767205481843,13.906347450643525,-23.325820231485135,1.3938202314851331,-3.929451784043806
8,6.15336550698942,-7.484319154610745,15.415680845389254,25.59931690543054,14.461767205481843,13.309746824685874,-19.87273273144582,-2.1580153086043197,-2.6172917840438004
9,6.15336550698942,-15.776470588235288,7.823529411764714,15.940610767957637,13.803421873386274,12.756509588023114,-23.325820231485135,-14.845929768514868,-1.3695317840438044
10,-6.15336550698942,15.776470588235288,20.0,44.040080393004914,14.461767205481843,13.906347450643525,-23.325820231485135,11.237015088317783,14.366921009399043
11,-6.15336550698942,15.776470588235288,20.0,44.040080393004914,14.461767205481843,13.906347450643525,-23.325820231485135,12.306117679001531,14.366921009399043
12,-6.15336550698942,15.5,20.0,44.040080393004914,14.461767205481843,12.663250387789269,-23.325820231485135,13.686193172677314,14.366921009399043
13,-6.15336550698942,-3.129411764705864,20.0,44.040080393004914,14.461767205481843,13.037470130622285,-23.325820231485135,13.16789866145676,14.366921009399043
14,6.15336550698942,-15.776470588235288,7.323529411764714,44.040080393004914,14.461767205481843,13.906347450643525,-23.27943985956835,13.264101592540186,-1.2820117840437995
15,6.15336550698942,-15.776470588235288,6.823529411764714,42.285650997344604,14.461767205481843,11.694268192411625,-17.96809441543428,14.845929768514868,-2.229971784043805
16,6.15336550698942,-2.8999999999999986,20.0,-2.8642548748134047,5.276220052623511,12.657277431862955,-23.325820231485135,-14.845929768514868,-3.094991784043799
17,-6.15336550698942,15.776470588235288,20.0,44.040080393004914,14.461767205481843,13.373602679680012,-16.05910077483805,14.845929768514868,-2.336691784043804
18,-6.15336550698942,15.776470588235288,16.294007929740772,44.040080393004914,14.461767205481843,9.968000000000007,-4.294530598352644,14.845929768514868,2.052308215956195
19,-6.15336550698942,15.776470588235288,12.701934072141796,44.040080393004914,14.461767205481843,9.255999999999997,-3.7238601555329147,14.845929768514868,3.2785082159561973
20,6.15336550698942,15.776470588235288,20.0,44.040080393004914,14.461767205481843,13.906347450643525,-8.868427310963305,14.845929768514868,2.286908215956199
21,-6.15336550698942,15.776470588235288,20.0,44.040080393004914,14.461767205481843,13.906347450643525,-23.325820231485135,14.845929768514868,-14.366921009399043
22,-6.15336550698942,15.776470588235288,20.0,44.040080393004914,14.461767205481843,13.906347450643525,-18.054070231485138,-14.845929768514868,1.6459082159561973
