,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,MSR wind,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG hydro,GRD solar pv,GRD wind
0,-0.0,1.2474,27.159091784043802,22.122017394600398,-0.0,0.8999999999999999,-0.0,0.19125316306425805,-0.0,93.48536468822572,47.31595186491396,-0.0,-0.0,-0.0,9.0,72.58435947543765,-0.0,-0.0,82.65203071979273,62.1323834190082,-0.0,-0.0,111.02010953702974,-0.0,-0.0,49.783587436966975,-0.0,-0.0,32.304
1,-0.0,1.2562,27.159091784043802,22.578569348335115,-0.0,0.8999999999999999,-0.0,0.19332076482711488,-0.0,93.48536468822572,47.56718700755952,-0.0,-0.0,-0.0,9.0,60.684359475437645,-0.0,-0.0,82.65203071979273,58.1323834190082,-0.0,-0.0,101.52010953702973,-0.0,-0.0,45.35958743696698,-0.0,-0.0,34.128
2,-0.0,1.2298000000000002,27.159091784043802,22.412550456067944,-0.0,0.8999999999999999,-0.0,0.47813290766064515,-0.0,93.48536468822572,47.39969691246248,-0.0,-0.0,-0.0,9.0,56.584359475437644,-0.0,-0.0,82.65203071979273,57.0323834190082,-0.0,-0.0,99.12010953702972,-0.0,-0.0,43.591587436966975,-0.0,-0.0,34.896
3,-0.0,1.2188,27.159091784043802,21.914493779266433,-0.0,0.8999999999999999,-0.0,0.47267673662916204,-0.0,93.48536468822572,47.23220681736544,-0.0,-0.0,-0.0,9.0,54.18435947543763,-0.0,-0.0,82.65203071979273,57.6323834190082,-0.0,-0.0,100.02010953702973,-0.0,-0.0,40.181239986323455,-0.0,-0.0,35.808
4,-0.0,1.2518,27.159091784043802,21.582455994732094,-0.0,0.8999999999999999,-0.0,0.47411257061236767,-0.0,93.48536468822572,47.06471672226841,-0.0,-0.0,-0.0,9.0,67.4251165720873,-0.0,-0.0,82.65203071979273,50.1724295872957,-0.0,-0.0,98.62010953702972,-0.0,-0.0,30.600436721386295,-0.0,-0.0,32.304
5,-0.0,1.276,27.159091784043802,21.5409512716653,-0.0,0.8999999999999999,-0.0,0.4721024025189794,-0.0,93.48536468822572,45.64105091394356,-0.0,-0.0,-0.0,9.0,88.58450540797546,-0.0,-0.0,82.65203071979273,49.62409702350012,-0.0,-0.0,78.15616311733059,-0.0,-0.0,30.353326868992863,-0.0,-0.0,34.128
6,-0.0,1.2672,27.159091784043802,21.49944654859851,0.3589393292735171,0.8999999999999999,0.004866102962773911,0.46463606253260714,-0.0,93.48536468822572,43.88240491542464,1.9620181003587265,-0.0,-0.0,9.0,81.55380035571844,1.1579207734953685,-0.0,82.65203071979273,48.733056607332294,0.26382469492948135,5.7,69.28460621269616,-0.0,0.13629680623004561,30.188586967397246,-0.0,0.007257334262858079,34.896
7,0.10139999999999999,0.49896000000000007,27.159091784043802,8.417157837945517,21.82351121982984,0.8999999999999999,0.328165911346034,0.18183408865396603,-0.0,93.48536468822572,42.626229202196825,42.04610498854987,-0.0,-0.0,9.0,37.7095038611323,15.979306674236083,-0.0,82.65203071979273,48.25326561401117,3.4824859730691538,34.428000000000004,46.739999999999995,-0.0,2.48060187338683,37.10063811293662,-0.0,0.457212058560059,35.808
8,0.2298,0.48840000000000006,27.159091784043802,8.168129499544762,50.82580902513002,0.8999999999999999,0.6812544147883476,0.17758401778931535,-0.0,93.48536468822572,16.71551149068465,87.63680848268979,-0.0,-0.0,9.0,37.53190808156652,37.63242513859947,-0.0,82.65203071979273,48.39034875496006,9.005216253592964,75.924,47.220000000000006,-0.0,6.324171809074116,31.30058130316767,-0.0,1.2337468246858736,36.576
9,0.3258,0.46464000000000005,27.159091784043802,7.819489825783705,75.520834879148,0.8999999999999999,1.010202975071864,0.17023254514188013,-0.0,93.48536468822572,16.179543186374122,121.38351980885987,-0.0,-0.0,9.0,37.59110667475511,56.50653374657398,-0.0,82.65203071979273,48.39034875496006,14.492769908126174,112.176,47.279999999999994,-0.0,10.49485407971351,31.835985983353435,-0.0,1.9885095880231136,36.768
10,0.972,1.0736,27.159091784043802,7.039201032128005,95.47786158675555,0.8999999999999999,1.2515616820254498,0.155529598985509,-0.0,93.48536468822572,37.01531101644597,176.4197402054181,-0.0,-0.0,9.0,36.584730590549064,70.16999887381932,-0.0,82.65203071979273,47.97909933211338,18.362198767091904,135.43200000000002,46.68,-0.0,13.765977429234606,31.959540909550153,-0.0,2.5255523234746113,36.431999999999995
11,1.0545,1.0076,27.159091784043802,6.225708460018873,102.80022390393529,0.8999999999999999,1.3625088295766952,0.14094152016807485,-0.0,93.48536468822572,32.995548734116994,386.98925048243257,-0.0,-0.0,9.0,35.04556716764571,77.69648390153922,-0.0,82.65203071979273,47.362225197843344,19.90997031067819,147.744,45.42,-0.0,14.038571041694697,31.671246081757815,-0.0,2.8231030282517926,35.76
12,1.0739999999999998,0.9394,27.159091784043802,5.74425367244408,103.37452683077292,0.8999999999999999,1.3819732414277905,0.12968457694979846,-0.0,93.48536468822572,29.813236927273223,392.14803287751164,-0.0,-0.0,9.0,33.56560233793094,78.85440467503459,-0.0,82.65203071979273,46.265560070252185,20.22655994459357,145.692,43.62,-0.0,13.62968062300456,31.09465642617315,-0.0,2.837617696777509,35.232000000000006
13,1.0155,0.8404,27.159091784043802,5.395613998683023,104.90154662778082,0.8999999999999999,1.3041155940234082,0.11946143547445122,-0.0,93.48536468822572,27.887100833657257,398.0035807358335,-0.0,-0.0,9.0,32.322431880970534,73.41217703960635,-0.0,82.65203071979273,44.96327023123768,19.34714429482863,130.188,41.64,-0.0,13.00271531434635,30.14740199199834,-0.0,2.6344123374174826,34.704
14,0.339,0.29392,27.159091784043802,4.963964878788381,99.15065783017839,0.8999999999999999,1.1075250343273422,0.11061669431284113,-0.0,93.48536468822572,11.05434627640468,139.69568874554133,-0.0,-0.0,9.0,31.73044594908463,61.83296930465268,-0.0,82.65203071979273,43.86660510364651,17.447606491336366,106.476,39.6,-0.0,12.07589703198204,29.158962582424625,-0.0,2.126398939017417,34.416
15,0.21599999999999997,0.26488,27.159091784043802,4.582121426573891,97.38454128239289,0.8999999999999999,1.8089779694254116,0.10498822313445332,-0.0,93.48536468822572,11.288832409540536,104.37936293908425,-0.0,-0.0,9.0,32.02643891502758,43.30623692872678,-0.0,82.65203071979273,43.181189398902035,13.29676462444586,72.732,37.74,-0.0,9.159145378659064,28.376448049845433,-0.0,1.5022681924116223,34.992000000000004
16,0.2355,0.6204,27.159091784043802,10.915742166566424,57.43029268376274,0.8999999999999999,0.710451032564991,0.25557855152919345,-0.0,93.48536468822572,11.5568165616958,89.11118425706789,-0.0,-0.0,9.0,33.09201359242221,20.26361353616895,-0.0,82.65203071979273,43.181189398902035,6.824265442175918,31.236,36.36,-0.0,4.497794605591505,28.04696824665419,-0.0,0.7692774318629564,36.288
17,0.024,0.6336,27.159091784043802,10.99875161270001,3.589393292735171,0.8999999999999999,0.05352713259051302,0.2604603884504938,-0.0,93.48536468822572,29.64574683217618,7.848072401434906,-0.0,-0.0,9.0,61.94464637334241,3.763242513859947,-0.0,82.65203071979273,58.699204151177454,0.6331792678307552,1.824,35.94,-0.0,0.46340914118215504,28.252893123648715,-0.0,0.1016026796800131,37.872
18,-0.0,0.6886000000000001,27.159091784043802,11.49680828950152,-0.0,0.8999999999999999,-0.0,0.2742444002028728,-0.0,93.48536468822572,30.566942355209907,-0.0,-0.0,-0.0,9.0,88.50189681694313,-0.0,-0.0,82.65203071979273,66.33238341900821,-0.0,-0.0,36.9,-0.0,-0.0,28.78829780383448,-0.0,-0.0,39.168000000000006
