,SKN diesel,SKN solar pv,SKN wind,SKN geothermal,ATG diesel,ATG wind,ATG solar pv,MSR diesel,MSR geothermal,MSR solar pv,GLP diesel,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ diesel,MTQ wind,MTQ solar pv,MTQ biomass,LCA diesel,LCA wind,LCA solar pv,BRB diesel,BRB solar pv,BRB wind,SVG diesel,SVG solar pv,SVG wind,SVG hydro,GRD diesel,GRD solar pv,GRD wind
471,-0.0,28.353953381249102,13.169937863042179,-0.0,-0.0,24.349999999999998,70.31741239892186,-0.0,1.3694547516327606,1.1664921644527055,-0.0,-0.0,-0.0,148.87571873748485,214.88236640474412,-0.0,6.6,7.0,-0.0,138.6,230.96814350127428,-0.0,-0.0,12.892624767682513,37.907375232317484,-0.0,217.33726995772167,53.324999999999996,-0.0,9.881318970661706,15.938406522626984,-0.0,-0.0,-0.0,28.8
472,-0.0,14.996090899416192,14.92592957811447,-0.0,-0.0,26.950000000000003,37.47177897574125,-0.0,1.5,0.6263555752604745,-0.0,-0.0,-0.0,163.98303336951741,116.99668973447022,-0.0,6.6,6.800000000000001,-0.0,145.6,126.18212115271517,-0.0,-0.0,29.615845393942486,20.384154606057514,-0.0,109.45799552350147,54.6,-0.0,5.185940452687704,18.65765400222391,-0.0,-0.0,11.788026335099188,16.11197366490081
473,-0.0,2.079289914624934,16.483664164065694,-0.0,-0.0,28.849999999999998,4.626145552560649,-0.0,1.5,0.08621898606824346,-0.0,-0.0,-0.0,174.42081438801267,15.382034905328755,-0.0,6.6,7.5,-0.0,150.6,17.007155459713783,-0.0,-0.0,51.0,-0.0,-0.0,10.524807261875141,55.95,-0.0,0.7241628560059405,18.82837763361681,-0.0,-0.0,-0.0,29.2
474,-0.0,-0.0,17.786496726861266,-0.0,-0.0,30.65,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,181.83713248010142,-0.0,-0.0,6.6,8.9,-0.0,154.8,-0.0,-0.0,-0.0,57.6,-0.0,-0.0,-0.0,57.525,-0.0,-0.0,18.87715581401478,-0.0,-0.0,-0.0,32.5
475,-0.0,-0.0,18.80610481948389,-0.0,-0.0,32.45,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,188.70409367647989,-0.0,-0.0,6.6,9.700000000000001,-0.0,158.8,-0.0,-0.0,-0.0,59.0,-0.0,-0.0,-0.0,59.475,-0.0,-0.0,19.194213986601593,-0.0,-0.0,-0.0,33.0
476,-0.0,-0.0,19.315908865795198,-0.0,-0.0,33.6,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,192.27491349859665,-0.0,-0.0,6.6,8.700000000000001,-0.0,161.4,-0.0,-0.0,-0.0,57.7,-0.0,-0.0,-0.0,60.974999999999994,-0.0,-0.0,19.560050339586375,-0.0,-0.0,-0.0,32.4
477,-0.0,-0.0,19.400876206847084,-0.0,-0.0,34.35,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,194.47234108143775,-0.0,-0.0,6.6,8.1,-0.0,162.6,-0.0,-0.0,-0.0,53.8,-0.0,-0.0,-0.0,61.949999999999996,-0.0,-0.0,19.852719421974196,-0.0,-0.0,-0.0,30.0
478,-0.0,-0.0,19.259263971760607,-0.0,-0.0,34.75,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,194.74701952929288,-0.0,-0.0,6.6,7.6,-0.0,162.6,-0.0,-0.0,-0.0,53.4,-0.0,-0.0,-0.0,62.55,-0.0,-0.0,20.0,-0.0,-0.0,-0.0,29.3
479,-0.0,-0.0,19.344231312812493,-0.0,-0.0,35.3,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,198.86719624711995,-0.0,-0.0,6.6,6.9,-0.0,164.79999999999998,-0.0,-0.0,-0.0,49.1,-0.0,-0.0,-0.0,63.375,-0.0,-0.0,19.0,-0.0,-0.0,-0.0,27.9
480,-0.0,-0.0,19.45752110088167,-0.0,-0.0,35.8,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,196.5,-0.0,-0.0,6.6,5.700000000000001,-0.0,167.4,-0.0,-0.0,-0.0,46.7,-0.0,-0.0,-0.0,63.975,-0.0,-0.0,17.8,-0.0,-0.0,-0.0,25.3
481,-0.0,-0.0,19.42919865386438,-0.0,-0.0,35.449999999999996,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,183.5,-0.0,-0.0,6.6,5.0,-0.0,167.8,-0.0,-0.0,-0.0,43.6,-0.0,-0.0,-0.0,64.05,-0.0,-0.0,16.9,-0.0,-0.0,-0.0,24.3
482,-0.0,-0.0,19.45752110088167,-0.0,-0.0,34.9,-0.0,-0.0,1.45,-0.0,-0.0,-0.0,-0.0,179.6,-0.0,-0.0,6.6,4.6,-0.0,161.6,-0.0,-0.0,-0.0,42.1,-0.0,-0.0,-0.0,63.975,-0.0,-0.0,15.9,-0.0,-0.0,-0.0,23.6
483,-0.0,-0.0,19.655778230002735,-0.0,-0.0,34.75,-0.0,-0.0,1.45,-0.0,-0.0,-0.0,-0.0,172.8,-0.0,-0.0,6.6,4.4,-0.0,159.1,-0.0,-0.0,-0.0,41.4,-0.0,-0.0,-0.0,63.6,-0.0,-0.0,15.8,-0.0,-0.0,-0.0,22.8
484,-0.0,-0.0,19.8540353591238,-0.0,-0.0,35.099999999999994,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,176.6,-0.0,-0.0,6.6,4.5,-0.0,158.2,-0.0,-0.0,-0.0,41.0,-0.0,-0.0,-0.0,62.925,-0.0,-0.0,15.9,-0.0,-0.0,-0.0,23.1
485,-0.0,-0.0,19.74074557105462,-0.0,-0.0,34.849999999999994,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,176.9,-0.0,-0.0,6.6,4.700000000000001,-0.0,158.9,-0.0,-0.0,-0.0,41.8,-0.0,-0.0,-0.0,62.099999999999994,-0.0,-0.0,15.7,-0.0,-0.0,-0.0,23.4
486,-0.0,0.18902635587499403,19.37255375982979,-0.0,-0.0,34.2,0.7710242587601082,-0.0,1.2798565898743242,0.010143410125675701,-0.0,-0.0,-0.0,178.2,-0.0,-0.0,6.6,4.6,-0.0,160.1,-0.0,-0.0,-0.0,41.1,-0.0,-0.0,14.20848980353144,61.724999999999994,-0.0,-0.0,15.9,-0.0,-0.0,-0.0,23.1
487,-0.0,11.845651634832958,13.46434836516704,-0.0,-0.0,9.251185983827476,32.22881401617252,-0.0,1.0605804614361474,0.48941953856385256,-0.0,-0.0,-0.0,92.20942375845213,93.69057624154787,-0.0,6.6,5.4,-0.0,41.97478925700844,128.92521074299157,-0.0,-0.0,43.8,-0.0,-0.0,51.15,61.65,-0.0,5.676502387401405,11.523497612598593,-0.0,-0.0,11.206554184040483,13.693445815959516
488,-0.0,25.140505331374207,12.640113568875336,-0.0,-0.0,32.85,11.990000000000002,-0.0,0.610157051992565,1.049842948007435,-0.0,-0.0,-0.0,13.189869358036702,191.1101306419633,-0.0,6.6,6.5,-0.0,-0.0,185.8,-0.0,-0.0,8.904541030309055,39.69545896969095,-0.0,61.925,62.175,-0.0,-0.0,18.4,-0.0,-0.0,21.77877511238056,5.021224887619439
489,-0.0,32.41947109495335,18.013076302999625,-0.0,-0.0,32.0,14.770000000000003,-0.0,1.0300807427996521,1.4758661732858143,-0.0,-0.0,-0.0,197.21912555998912,13.080874440010888,-0.0,6.6,6.800000000000001,-0.0,167.4,25.099999999999994,-0.0,-0.0,50.5,-0.0,-0.0,127.4,-0.0,-0.0,13.969335093275886,5.2306649067241135,-0.0,-0.0,-0.0,27.5
490,-0.0,33.54592003529925,17.446627362653725,-0.0,-0.0,30.9,15.969999999999999,-0.0,-0.0,1.7395948365533827,-0.0,-0.0,-0.0,190.90152125932096,23.79847874067903,-0.0,6.6,7.1,-0.0,-0.0,194.6,-0.0,-0.0,51.0,-0.0,-0.0,129.9,-0.0,-0.0,-0.0,19.3,-0.0,-0.0,-0.0,28.3
491,-0.0,45.80738690704022,5.835160490912749,-0.0,-0.0,29.849999999999998,18.150000000000002,-0.0,0.7371670105553947,1.858779905530072,-0.0,-0.0,-0.0,184.03456006294252,38.66543993705747,-0.0,6.6,7.300000000000001,-0.0,166.6,33.0,-0.0,-0.0,-0.0,51.9,-0.0,254.70796754538884,-0.0,-0.0,-0.0,20.1,-0.0,-0.0,29.3,-0.0
492,-0.0,35.75036483318129,16.00218256477168,-0.0,-0.0,-0.0,48.55,-0.0,-0.0,1.8739950207185856,-0.0,-0.0,-0.0,-0.0,217.8,-0.0,6.6,7.300000000000001,-0.0,163.2,37.80000000000001,-0.0,-0.0,-0.0,52.9,-0.0,257.44049676697296,62.775,-0.0,-0.0,20.0,-0.0,-0.0,-0.0,29.4
493,-0.0,35.33003824370014,15.152509154252831,-0.0,-0.0,-0.0,47.02,-0.0,0.7535294067493139,1.7624175093361527,-0.0,-0.0,-0.0,-0.0,211.3,-0.0,6.6,6.9,-0.0,-0.0,200.19686336012535,-0.0,-0.0,-0.0,49.7,-0.0,314.1154967669729,-0.0,-0.0,16.352064490456723,2.7479355095432787,-0.0,-0.0,-0.0,27.7
494,-0.0,34.97816473702875,14.614382660924225,-0.0,-0.0,26.85,72.49886792452827,-0.0,-0.0,1.516439813788517,-0.0,-0.0,-0.0,-0.0,199.8,-0.0,6.6,6.4,-0.0,48.52211331111545,335.2055479317781,-0.0,-0.0,-0.0,47.3,-0.0,308.9030931360354,0.8124036309375242,-0.0,-0.0,18.6,-0.0,-0.0,26.6,-0.0
495,-0.0,28.353953381249102,15.03921936618365,-0.0,-0.0,27.6,68.77536388140165,-0.0,-0.0,1.151277049264192,-0.0,-0.0,-0.0,167.82853163948937,176.71072346649174,-0.0,6.6,6.1,-0.0,129.3578906096844,250.1697706332092,-0.0,-0.0,46.7,-0.0,-0.0,229.96703867197184,57.225,-0.0,10.441961181763078,13.81281561712441,-0.0,-0.0,-0.0,26.3
496,-0.0,15.752196322916168,16.22876214091004,-0.0,-0.0,29.299999999999997,37.62598382749328,-0.0,1.5,0.6415706904489881,-0.0,-0.0,-0.0,176.61824197085377,106.7419997975844,-0.0,6.6,5.9,-0.0,156.0,136.05724367771026,-0.0,-0.0,46.5,-0.0,-0.0,121.5615238746579,55.725,-0.0,5.676502387401405,19.999053963168112,-0.0,-0.0,-0.0,25.9
497,-0.0,2.520351411666587,17.47494980967102,-0.0,-0.0,31.15,5.0887601078167135,-0.0,1.5,0.09889824872533808,-0.0,-0.0,-0.0,185.95730919792848,13.517545825894967,-0.0,6.6,6.0,-0.0,159.20000000000002,17.555773377769068,-0.0,-0.0,47.1,-0.0,-0.0,12.103528351156413,54.525,-0.0,0.84096331665206,20.218555774958983,-0.0,-0.0,-0.0,26.4
498,-0.0,-0.0,18.636170137380116,-0.0,-0.0,33.1,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,194.1976626335826,-0.0,-0.0,6.6,8.200000000000001,-0.0,160.20000000000002,-0.0,-0.0,-0.0,55.1,-0.0,-0.0,-0.0,54.375,-0.0,-0.0,20.072221233765067,-0.0,-0.0,-0.0,31.1
499,-0.0,-0.0,19.74074557105462,-0.0,-0.0,34.949999999999996,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,201.61398072567135,-0.0,-0.0,6.6,9.0,-0.0,160.8,-0.0,-0.0,-0.0,57.5,-0.0,-0.0,-0.0,55.05,-0.0,-0.0,19.90149760237217,-0.0,-0.0,-0.0,32.7
500,-0.0,-0.0,20.392161852452407,-0.0,-0.0,36.05,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,206.2835143392087,-0.0,-0.0,6.6,8.700000000000001,-0.0,160.60000000000002,-0.0,-0.0,-0.0,57.6,-0.0,-0.0,-0.0,55.275,-0.0,-0.0,19.6819957905813,-0.0,-0.0,-0.0,32.3
501,-0.0,-0.0,20.278872064383226,-0.0,-0.0,36.35,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,206.55819278706383,-0.0,-0.0,6.6,7.800000000000001,-0.0,158.6,-0.0,-0.0,-0.0,54.5,-0.0,-0.0,-0.0,55.425,-0.0,-0.0,19.36493761799449,-0.0,-0.0,-0.0,30.0
502,-0.0,-0.0,19.62745578298544,-0.0,-0.0,35.85,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,202.43801606923677,-0.0,-0.0,6.6,7.5,-0.0,154.6,-0.0,-0.0,-0.0,52.1,-0.0,-0.0,-0.0,55.199999999999996,-0.0,-0.0,19.09665762580565,-0.0,-0.0,-0.0,28.6
503,-0.0,-0.0,19.259263971760607,-0.0,-0.0,35.6,-0.0,-0.0,1.4802401821189217,-0.0,-0.0,-0.0,-0.0,199.41655314283022,-0.0,-0.0,6.6,6.1,-0.0,151.6,-0.0,-0.0,-0.0,47.0,-0.0,-0.0,-0.0,56.025,-0.0,-0.0,18.901544904213765,-0.0,-0.0,-0.0,26.9
504,-0.0,-0.0,19.344231312812493,-0.0,-0.0,35.699999999999996,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,197.49380400784426,-0.0,-0.0,6.6,5.1,-0.0,148.8,-0.0,-0.0,-0.0,44.2,-0.0,-0.0,-0.0,56.925,-0.0,-0.0,18.755210363019852,-0.0,-0.0,-0.0,24.8
505,-0.0,-0.0,19.42919865386438,-0.0,-0.0,35.6,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,194.1976626335826,-0.0,-0.0,6.6,4.5,-0.0,144.4,-0.0,-0.0,-0.0,41.5,-0.0,-0.0,-0.0,56.85,-0.0,-0.0,18.633264912024924,-0.0,-0.0,-0.0,23.4
506,-0.0,-0.0,19.45752110088167,-0.0,-0.0,35.449999999999996,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,190.35216436361068,-0.0,-0.0,6.6,4.300000000000001,-0.0,139.6,-0.0,-0.0,-0.0,39.9,-0.0,-0.0,-0.0,56.55,-0.0,-0.0,18.56009764142797,-0.0,-0.0,-0.0,22.5
507,-0.0,-0.0,19.599133335968144,-0.0,-0.0,35.25,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,188.42941522862472,-0.0,-0.0,6.6,4.1,-0.0,135.8,-0.0,-0.0,-0.0,40.3,-0.0,-0.0,-0.0,56.325,-0.0,-0.0,18.60887582182594,-0.0,-0.0,-0.0,22.2
508,-0.0,-0.0,19.797390465089208,-0.0,-0.0,34.75,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,187.33070143720417,-0.0,-0.0,6.6,4.5,-0.0,132.4,-0.0,-0.0,-0.0,41.7,-0.0,-0.0,-0.0,55.875,-0.0,-0.0,18.803988543417823,-0.0,-0.0,-0.0,22.9
509,-0.0,-0.0,19.825712912106503,-0.0,-0.0,33.95,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,184.85859540650793,-0.0,-0.0,6.6,6.1,-0.0,128.6,-0.0,-0.0,-0.0,46.2,-0.0,-0.0,-0.0,55.275,-0.0,-0.0,18.803988543417823,-0.0,-0.0,-0.0,25.9
510,-0.0,0.18902635587499403,19.74074557105462,-0.0,-0.0,33.2,0.7710242587601082,-0.0,1.5,0.010143410125675701,-0.0,-0.0,-0.0,181.28777558439114,3.728978158867577,-0.0,6.6,7.300000000000001,-0.0,124.4,6.0347970986081165,-0.0,-0.0,51.8,-0.0,-0.0,16.313451255906468,54.675,-0.0,0.39712156619680616,18.462541280632028,-0.0,-0.0,-0.0,29.3
511,-0.0,12.097686775999618,19.45752110088167,-0.0,-0.0,32.550000000000004,19.119999999999997,-0.0,1.5,0.507170506283785,-0.0,-0.0,-0.0,175.79420662728836,98.35179894013234,-0.0,6.6,8.200000000000001,-0.0,118.39999999999999,94.7,-0.0,-0.0,55.5,-0.0,-0.0,87.9,54.0,-0.0,5.746582663789077,17.804035845259417,-0.0,-0.0,9.039248893730768,21.760751106269232
512,-0.0,25.392540472540865,19.061006842639543,-0.0,-0.0,31.95,21.59,-0.0,1.0058023975581054,1.0041976024418944,-0.0,-0.0,-0.0,170.57531611804075,193.90686426111398,-0.0,6.6,9.200000000000001,-0.0,112.99999999999999,149.1997059400117,-0.0,-0.0,21.39130431818731,36.20869568181269,-0.0,149.0,-0.0,-0.0,10.488681366021527,17.267475860881735,-0.0,-0.0,19.558608717429145,13.341391282570854
513,-0.0,35.6629724750822,18.352945667207166,-0.0,-0.0,31.05,35.33986522911036,-0.0,1.450941203553706,1.4150057125317603,-0.0,-0.0,-0.0,162.8267145132221,263.3590824700226,-0.0,6.6,9.4,-0.0,107.4,293.5105861595766,-0.0,-0.0,53.952432778470595,5.947567221529404,-0.0,187.7709649340988,-0.0,-0.0,14.062775461792782,16.80408314710101,-0.0,-0.0,27.699218832251006,6.000781167748997
514,-0.0,42.089868574832,15.73267882312097,-0.0,-0.0,29.75,83.5503234501348,-0.0,1.2072125402861378,1.6787343757993285,-0.0,-0.0,-0.0,118.4532648287929,314.63253215445184,-0.0,6.6,10.000000000000002,-0.0,102.0,333.9276612428936,-0.0,-0.0,52.098093845004335,9.301906154995663,-0.0,345.0154967669729,-0.0,-0.0,16.445504858973617,16.487024974514203,-0.0,-0.0,1.4606362014973158,32.43936379850268
515,-0.0,44.92526391295691,13.127283484996056,-0.0,-0.0,27.6,86.5903234501348,-0.0,1.1605633238408677,1.7953835922445989,-0.0,-0.0,-0.0,106.34715133587059,337.93864564737413,-0.0,6.6,10.1,-0.0,61.384061948637566,379.64359929425603,-0.0,-0.0,-0.0,62.7,-0.0,300.79049676697286,45.225,-0.0,17.636869557564037,15.95046499013652,-0.0,-0.0,1.2785951156490327,34.121404884350966
516,-0.0,44.736237557081914,14.20630984087105,-0.0,-0.0,25.45,89.79032345013479,-0.0,1.1805633238408677,1.7953835922445989,-0.0,-0.0,-0.0,103.8810290660121,338.4047679172326,-0.0,6.6,10.6,-0.0,90.4,354.9276612428936,-0.0,-0.0,-0.0,63.8,-0.0,349.3154967669729,-0.0,-0.0,17.73030992608093,15.170014103768983,-0.0,-0.0,35.3,-0.0
517,-0.0,41.58579829249869,13.594774568301604,-0.0,-0.0,23.46582210242586,92.21450134770893,-0.0,0.40129989939123023,1.6153380625138554,-0.0,-0.0,-0.0,104.10313173709733,315.09865442431027,-0.0,6.6,10.6,-0.0,84.13154283473824,358.79611840815534,-0.0,-0.0,0.3640901262720533,62.13590987372795,-0.0,305.7654967669729,41.550000000000004,-0.0,16.679105780265857,14.292006856605504,-0.0,-0.0,-0.0,35.3
518,-0.0,33.07961227812395,13.594774568301604,-0.0,-0.0,23.05,70.93423180592995,-0.0,1.5,1.2704621182408815,-0.0,-0.0,-0.0,97.23617054071887,263.82520473988103,-0.0,6.6,10.4,-0.0,82.8,304.4829445206823,-0.0,-0.0,44.85734181908848,45.510429467927175,-0.0,304.3154967669729,41.1,-0.0,14.273016290955796,13.365221429044057,-0.0,-0.0,-0.0,35.2
519,-0.0,25.77059318429085,14.1895459556648,-0.0,-0.0,23.1,56.13056603773587,-0.0,1.5,0.9763032245962862,-0.0,-0.0,-0.0,96.13745674929832,187.38115248309575,-0.0,6.6,10.1,-0.0,81.2,223.2874926485003,-0.0,-0.0,43.709417717418894,38.533204540398195,-0.0,237.33440375528446,41.475,-0.0,10.488681366021527,12.779883264268404,-0.0,-0.0,19.135719880295543,15.06428011970446
520,-0.0,13.10582734066625,15.067541813200945,-0.0,-0.0,23.75,29.14471698113209,-0.0,1.5,0.4995629486895283,-0.0,-0.0,-0.0,99.70827657141511,91.35996489225563,-0.0,6.6,9.3,-0.0,82.39999999999999,116.30699862772006,-0.0,-0.0,43.79771957139348,19.579516924239453,-0.0,126.82392750559545,42.449999999999996,-0.0,5.232660636946152,12.58477054267652,-0.0,-0.0,8.986387789089067,24.113612210910937
521,-0.0,1.9532723440416049,15.605668306529552,-0.0,-0.0,23.75,3.2383018867924545,-0.0,1.5,0.06593216581689205,-0.0,-0.0,-0.0,101.08166881069081,9.78856766702739,-0.0,6.6,9.0,-0.0,85.0,13.1668300333268,-0.0,-0.0,44.68073811113931,2.2351046717168326,-0.0,13.682249440437683,43.65,-0.0,0.654082579618269,12.731105083870434,-0.0,-0.0,-0.0,31.8
522,-0.0,-0.0,15.945537670737089,5.815163564257368,-0.0,23.75,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,104.37781018495247,-0.0,-0.0,6.6,10.9,-0.0,90.4,-0.0,-0.0,-0.0,46.97658631447849,-0.0,-0.0,-0.0,45.3,-0.0,-0.0,13.316443248646086,2.3914356512890738,-0.0,-0.0,35.4
523,-0.0,-0.0,16.115472352840857,-0.0,-0.0,24.15,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,111.24477138133092,-0.0,-0.0,6.6,10.799999999999999,-0.0,97.6,-0.0,-0.0,-0.0,50.243754911538076,-0.0,-0.0,-0.0,47.85,-0.0,-0.0,14.194450495809562,1.3134284041255988,-0.0,-0.0,35.8
524,-0.0,-0.0,15.66231320056414,-0.0,-0.0,24.2,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,116.73834033843367,-0.0,-0.0,6.6,10.000000000000002,-0.0,105.0,-0.0,-0.0,-0.0,53.24601794667392,-0.0,-0.0,-0.0,50.175000000000004,-0.0,-0.0,15.096846833172027,-0.0,-0.0,-0.0,34.7
525,-0.0,-0.0,14.7559948960107,10.0,-0.0,23.549999999999997,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,118.66108947341965,-0.0,-0.0,6.6,8.8,-0.0,110.2,-0.0,-0.0,-0.0,55.630168003987684,-0.0,-0.0,-0.0,51.9,-0.0,-0.0,15.828519539141592,-0.0,-0.0,-0.0,31.8
526,-0.0,-0.0,13.877999038474554,-0.0,-0.0,22.6,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,117.5623756819991,-0.0,-0.0,6.6,7.5,-0.0,111.20000000000002,-0.0,-0.0,-0.0,52.5,-0.0,-0.0,-0.0,52.5,-0.0,-0.0,16.267523162723332,-0.0,-0.0,-0.0,29.7
527,-0.0,-0.0,13.73638680338808,-0.0,-0.0,23.400000000000002,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,124.70401532623269,-0.0,-0.0,6.6,6.700000000000001,-0.0,115.8,-0.0,-0.0,-0.0,48.8,-0.0,-0.0,-0.0,53.474999999999994,-0.0,-0.0,16.755304966703044,-0.0,-0.0,-0.0,26.9
528,-0.0,-0.0,14.047933720578325,-0.0,-0.0,25.2,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,135.14179634472794,-0.0,-0.0,6.6,5.5,-0.0,120.8,-0.0,-0.0,-0.0,44.9,-0.0,-0.0,-0.0,53.775,-0.0,-0.0,17.047974049090865,-0.0,-0.0,-0.0,24.9
529,-0.0,-0.0,14.1895459556648,-0.0,-0.0,26.1,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,141.18472219754096,-0.0,-0.0,6.6,4.9,-0.0,120.6,-0.0,-0.0,-0.0,42.2,-0.0,-0.0,-0.0,52.724999999999994,-0.0,-0.0,16.877250417697965,-0.0,-0.0,-0.0,23.5
530,-0.0,-0.0,14.331158190751275,9.858841809248727,-0.0,26.650000000000002,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,143.93150667609237,-0.0,-0.0,6.6,4.6,-0.0,119.6,-0.0,-0.0,-0.0,42.3,-0.0,-0.0,-0.0,50.400000000000006,-0.0,-0.0,16.462635884315215,-0.0,-0.0,-0.0,23.0
531,-0.0,-0.0,15.010896919166354,-0.0,-0.0,27.85,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,149.69975408105026,-0.0,-0.0,6.6,4.6,-0.0,119.6,-0.0,-0.0,-0.0,41.5,-0.0,-0.0,-0.0,47.4,-0.0,-0.0,16.12118862152942,-0.0,-0.0,-0.0,22.9
532,-0.0,-0.0,16.22876214091004,8.38123785908996,-0.0,30.15,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,158.7641428602698,-0.0,-0.0,6.6,4.800000000000001,-0.0,122.0,-0.0,-0.0,-0.0,42.5,-0.0,-0.0,-0.0,45.0,-0.0,-0.0,16.048021350932462,-0.0,-0.0,-0.0,23.7
533,-0.0,-0.0,17.220047786515366,-0.0,-0.0,32.15,-0.0,-0.0,1.5,-0.0,-0.0,-0.0,-0.0,165.08174716093797,-0.0,-0.0,6.6,6.200000000000001,-0.0,122.0,-0.0,-0.0,-0.0,48.5,-0.0,-0.0,-0.0,43.275,-0.0,-0.0,15.46268318615681,-0.0,-0.0,-0.0,26.6
534,-0.0,0.12601757058332935,17.75817427984397,-0.0,-0.0,33.300000000000004,0.7710242587601082,-0.0,1.5,0.010143410125675701,-0.0,-0.0,-0.0,170.02595922233047,3.728978158867577,-0.0,6.6,7.800000000000001,-0.0,122.2,6.0347970986081165,-0.0,-0.0,53.2,-0.0,-0.0,15.260970529718955,42.9,-0.0,0.42048165832603,14.511508668396374,-0.0,-0.0,-0.0,30.1
535,-0.0,11.152554996624646,17.503272256688316,-0.0,-0.0,33.45,18.879999999999995,-0.0,1.5,0.507170506283785,-0.0,-0.0,-0.0,172.22338680517157,68.37661319482842,-0.0,6.6,9.0,-0.0,121.6,98.30000000000001,-0.0,-0.0,52.53960311487725,5.060396885122749,-0.0,136.29625404128308,10.503745958716934,-0.0,5.16258036055848,13.462777789839999,-0.0,-0.0,-0.0,31.5
536,-0.0,24.195373551999236,16.936823316342416,-0.0,-0.0,-0.0,51.75,-0.0,0.8883450710229692,1.0244844226932457,-0.0,-0.0,-0.0,52.644559294922516,180.85544070507748,-0.0,6.6,8.5,-0.0,120.0,92.9,-0.0,-0.0,17.539645702025886,37.46035429797411,-0.0,95.17500000000001,43.724999999999994,-0.0,10.348520813246184,12.462825091681593,-0.0,-0.0,22.88885830985627,7.71114169014373
537,-0.0,34.59182312512391,16.51198661108299,-0.0,-0.0,30.95,25.029999999999998,-0.0,0.6323150248111453,1.4276849751888547,-0.0,-0.0,-0.0,34.81519876579932,267.5541828987486,-0.0,6.6,9.500000000000002,-0.0,-0.0,231.8,-0.0,-0.0,9.08663441919959,50.51336558080041,-0.0,169.53279035066197,-0.0,-0.0,13.361972697916064,11.243370581732318,-0.0,-0.0,31.13519063396153,2.8648093660384717
538,-0.0,41.198621962302354,15.803925435650616,-0.0,-0.0,28.999999999999996,48.47188679245275,-0.0,0.46443096362737113,1.693949490987842,-0.0,-0.0,-0.0,-0.0,315.09865442431027,-0.0,6.6,9.9,-0.0,114.99999999999999,119.40000000000002,-0.0,-0.0,0.805152929302146,60.794847070697855,-0.0,343.0154967669729,-0.0,-0.0,16.118463569164483,10.658032416956665,-0.0,-0.0,33.8,-0.0
539,-0.0,42.87803410123629,14.274513296716684,-0.0,-0.0,0.7776010781670948,111.9527223719677,-0.0,1.0474538308067456,1.8384930852787207,-0.0,-0.0,-0.0,149.42507563319512,286.1607213500496,-0.0,6.6,10.1,-0.0,-0.0,368.0342285826307,-0.0,-0.0,-0.0,62.5,-0.0,343.1154967669729,-0.0,-0.0,17.029507162204215,10.877534228747535,-0.0,-0.0,-0.0,34.1
540,-0.0,43.93234826332587,12.4901991346271,-0.0,-0.0,22.6,90.26032345013479,-0.0,-0.0,1.861315758061491,-0.0,-0.0,-0.0,137.8885808232793,291.99721615996543,-0.0,6.6,9.700000000000001,-0.0,119.19999999999999,312.5276612428936,-0.0,-0.0,-0.0,60.2,-0.0,341.1154967669729,-0.0,-0.0,17.35654845201335,10.853145138548548,-0.0,-0.0,39.592967376633595,1.0660676174052668
