,SKN diesel,SKN geothermal,ATG diesel,MSR diesel,GLP diesel,GLP coal,GLP hydro,GLP geothermal,GLP biomass,DMA diesel,MTQ diesel,MTQ biomass,MTQ geothermal,LCA diesel,LCA geothermal,BRB diesel,BRB biomass,SVG diesel,SVG geothermal,SVG hydro,GRD diesel,GRD geothermal,GRD hydro
38,150.0,-0.0,-0.0,150.0,150.0,80.0,-0.0,-0.0,120.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
39,150.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,170.0,140.0,20.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
40,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
41,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
42,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,-0.0,-0.0,-0.0,170.0,20.0,10.0
43,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,-0.0,-0.0,-0.0,170.0,20.0,10.0
44,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
45,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
46,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
47,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
48,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
49,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
50,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
51,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
52,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
53,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
54,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
55,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
56,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
57,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
58,150.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
59,150.0,-0.0,170.0,150.0,150.0,80.0,-0.0,-0.0,120.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
60,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
61,150.0,-0.0,170.0,150.0,150.0,80.0,-0.0,-0.0,120.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
62,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
63,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
64,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
65,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
66,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
67,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
68,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
69,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
70,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
71,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
72,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
73,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
74,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
75,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
76,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
77,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
78,-0.0,-0.0,-0.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
79,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
80,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
81,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
82,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
83,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
84,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
85,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
86,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
87,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
88,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
89,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
90,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,170.0,20.0,10.0
91,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,170.0,20.0,10.0
92,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
93,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
94,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
95,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
96,150.0,-0.0,170.0,150.0,-0.0,-0.0,-0.0,-0.0,-0.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
97,150.0,-0.0,170.0,150.0,150.0,80.0,-0.0,-0.0,120.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
98,150.0,-0.0,170.0,150.0,160.0,90.0,-0.0,10.0,130.0,150.0,30.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
99,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,30.0,-0.0,-0.0,170.0,20.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
100,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,30.0,-0.0,-0.0,170.0,20.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
101,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,30.0,-0.0,-0.0,170.0,20.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
102,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,30.0,-0.0,-0.0,170.0,20.0,-0.0,-0.0,160.0,10.0,-0.0,170.0,20.0,10.0
103,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
104,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
105,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
106,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,170.0,20.0,10.0,170.0,20.0,10.0
107,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,170.0,20.0,10.0,170.0,20.0,10.0
108,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,170.0,20.0,10.0,170.0,20.0,10.0
109,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,170.0,20.0,10.0,170.0,20.0,10.0
110,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
111,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
112,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
113,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
114,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
115,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
116,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
117,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
118,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
119,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
120,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
121,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
122,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
123,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
124,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
125,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
126,150.0,-0.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
127,170.0,20.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
128,170.0,20.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
129,170.0,20.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
130,170.0,20.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
131,170.0,20.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
132,170.0,20.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
133,170.0,20.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
134,170.0,20.0,170.0,150.0,170.0,100.0,10.0,20.0,140.0,150.0,170.0,140.0,20.0,170.0,20.0,170.0,140.0,160.0,10.0,-0.0,170.0,20.0,10.0
