,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG hydro,GRD solar pv,GRD wind
13,69.35711174194392,10.438424703667636,-0.0,-0.0,114.89,-0.0,2.558516483516484,-0.0,-0.0,-0.0,522.4,-0.0,6.6,6.300000000000001,-0.0,426.2,-0.0,-0.0,-0.0,47.9,261.25,52.05,-0.0,16.80116477933313,22.2930257406866,-0.0,26.6,-0.0
14,60.028208880532446,9.126790185929295,-0.0,14.95,96.6,0.40106791686188403,2.1728296703296706,-0.0,-0.0,52.3892307186307,459.0107692813693,-0.0,6.6,5.5,107.2,307.8,-0.0,-0.0,45.0,-0.0,256.0,49.5,-0.0,15.603597478500165,21.562106863942773,-0.0,-0.0,25.5
15,38.248062295560494,8.225041454984183,-0.0,-0.0,110.35,-0.0,1.4510989010989013,-0.0,-0.0,82.74388222692178,342.96872086753996,-0.0,6.6,5.0,108.2,267.4568978955573,-0.0,-0.0,43.5,-0.0,181.83,47.175,-0.0,11.834782737643467,20.983462753187247,-0.0,19.261820232468068,5.538179767531933
16,16.680404945563883,7.705852791712756,-0.0,13.15,45.18943959728968,0.2623591256530904,0.5575274725274726,-0.0,-0.0,84.70812868928193,166.75672142431767,-0.0,6.6,5.300000000000001,111.80000000000001,125.14694420246664,-0.0,-0.0,43.3,-0.0,78.09,45.449999999999996,-0.0,5.811723665807059,20.739823127605977,-0.0,-0.0,24.4
17,1.699913879802689,7.8698071064300485,-0.0,13.25,2.824339974830605,1.5,0.04200549450549451,-0.0,-0.0,86.91790595943712,10.314848747895939,-0.0,6.6,5.300000000000001,115.8,9.296630140754665,-0.0,-0.0,44.6,-0.0,4.5600000000000005,44.925,-0.0,0.5987836504164848,20.892097893594272,-0.0,-0.0,24.6
18,-0.0,8.55295008441877,-0.0,13.850000000000001,-0.0,1.5,-0.0,-0.0,-0.0,89.61874484518233,-0.0,-0.0,6.6,7.4,119.6,-0.0,-0.0,-0.0,51.6,-0.0,-0.0,46.125,-0.0,-0.0,21.28801228516384,-0.0,-0.0,29.2
19,-0.0,9.345395938885684,-0.0,14.85,-0.0,1.5,-0.0,-0.0,-0.0,93.30170696210764,-0.0,-0.0,6.6,7.9,123.8,-0.0,-0.0,-0.0,54.0,-0.0,-0.0,47.925000000000004,-0.0,-0.0,21.836201442721705,-0.0,-0.0,30.2
20,-0.0,10.110516074233049,-0.0,16.0,-0.0,0.8361024128084453,-0.0,-0.0,-0.0,99.19444634918813,-0.0,-0.0,6.6,7.9,128.0,-0.0,-0.0,-0.0,53.4,-0.0,-0.0,49.425000000000004,-0.0,-0.0,22.20166088109362,-0.0,-0.0,29.7
21,-0.0,10.902961928699964,-0.0,17.1,-0.0,1.5,-0.0,-0.0,-0.0,104.84165492847359,-0.0,-0.0,6.6,7.4,130.8,-0.0,-0.0,-0.0,52.4,-0.0,-0.0,49.125,-0.0,-0.0,22.232115834291278,-0.0,-0.0,29.2
22,-0.0,11.613430625808233,-0.0,18.25,-0.0,1.5,-0.0,-0.0,-0.0,108.7701478531939,-0.0,-0.0,6.6,7.200000000000001,131.6,-0.0,-0.0,-0.0,50.6,-0.0,-0.0,47.4,-0.0,-0.0,21.866656395919367,-0.0,-0.0,28.8
23,-0.0,11.941339255242818,-0.0,18.95,-0.0,0.6561024128084452,-0.0,-0.0,-0.0,112.94417158570926,-0.0,-0.0,6.6,6.300000000000001,131.4,-0.0,-0.0,-0.0,48.0,-0.0,-0.0,45.449999999999996,-0.0,-0.0,21.501196957547453,-0.0,-0.0,27.1
24,-0.0,11.750059221405976,-0.0,19.2,-0.0,1.5,-0.0,-0.0,-0.0,115.39947966365945,-0.0,-0.0,6.6,5.6,128.8,-0.0,-0.0,-0.0,44.1,-0.0,-0.0,43.199999999999996,-0.0,-0.0,20.861642940396614,-0.0,-0.0,24.9
25,-0.0,11.121567681656353,-0.0,18.9,-0.0,1.5,-0.0,-0.0,-0.0,115.64501047145447,-0.0,-0.0,6.6,4.9,124.2,-0.0,-0.0,-0.0,42.3,-0.0,-0.0,40.650000000000006,-0.0,-0.0,19.73480967208322,-0.0,-0.0,23.7
26,-0.0,10.383773265428538,-0.0,18.2,-0.0,0.39610241280844516,-0.0,-0.0,-0.0,113.92629481688934,-0.0,-0.0,6.6,4.700000000000001,118.8,-0.0,-0.0,-0.0,41.6,-0.0,-0.0,38.25,-0.0,-0.0,18.547066497374505,-0.0,-0.0,22.9
27,-0.0,9.64597884920072,-0.0,17.2,-0.0,1.5,-0.0,-0.0,-0.0,110.97992512334909,-0.0,-0.0,6.6,4.300000000000001,114.8,-0.0,-0.0,-0.0,41.4,-0.0,-0.0,36.6,-0.0,-0.0,17.694327807840043,-0.0,-0.0,22.8
28,-0.0,9.099464466809746,-0.0,16.400000000000002,-0.0,1.5,-0.0,-0.0,-0.0,107.78802462201382,-0.0,-0.0,6.6,4.700000000000001,111.00000000000001,-0.0,-0.0,-0.0,41.1,-0.0,-0.0,35.475,-0.0,-0.0,17.11568369708452,-0.0,-0.0,23.5
29,-0.0,8.388995769701475,-0.0,15.299999999999999,-0.0,1.5,-0.0,-0.0,-0.0,100.42210038816322,-0.0,-0.0,6.6,5.1,102.8,-0.0,-0.0,-0.0,44.1,-0.0,-0.0,33.75,-0.0,-0.0,16.29339996074772,-0.0,-0.0,24.4
30,-0.0,7.787829949071402,-0.0,14.6,0.564867994966121,1.5,0.0038186813186813196,-0.0,-0.0,93.79276857769769,2.5787121869739846,-0.0,6.6,5.9,93.8,5.721003163541333,-0.0,-0.0,46.5,-0.0,11.97,31.349999999999998,-0.0,0.31700310904402135,15.684300896794532,-0.0,-0.0,25.5
31,17.105383415514556,7.569224196115013,-0.0,14.649999999999999,31.700000000000003,1.2344780219780218,0.5155219780219782,-0.0,-0.0,90.3553372685674,124.63775570374258,-0.0,6.6,7.1,87.4,146.60070606574664,-0.0,-0.0,46.6,4.199999999999996,98.725,28.875,-0.0,7.114958669654703,15.34929641162028,-0.0,-0.0,28.3
32,39.94797617536319,7.487247038756367,-0.0,15.0,76.60947883814075,0.6243681318681318,1.3556318681318682,-0.0,-0.0,90.84639888415744,286.2370527541123,-0.0,6.6,8.5,84.8,291.05603594516526,-0.0,-0.0,44.5,11.5,249.09,2.1349999999999625,-0.0,14.6525881513681,15.136111739236664,-0.0,-0.0,31.5
33,57.37209344334075,7.077361251963135,-0.0,15.15,110.39,0.0008241758241753772,2.0391758241758247,-0.0,-0.0,90.84639888415744,418.6109450187768,-0.0,6.6,9.200000000000001,82.0,402.6155976342212,-0.0,-0.0,42.1,16.799999999999997,316.65000000000003,24.45,-0.0,20.04164100511646,14.648832488074117,-0.0,33.4,-0.0
34,68.74026751452124,6.148286801898476,-0.0,14.35,111.64,0.40363339704546153,2.4935989010989017,-0.0,-0.0,86.18131353605206,516.6020081237882,-0.0,6.6,9.6,28.446968845995173,472.69788638760264,-0.0,-0.0,38.800000000000004,22.299999999999997,322.79999999999995,21.599999999999998,-0.0,23.740010610630048,13.765638845341998,-0.0,-0.0,34.0
35,73.73376453644163,5.355840947431561,-0.0,13.0,114.64,-0.0,2.7112637362637364,-0.0,-0.0,80.5341049567666,533.6805512121005,-0.0,6.6,10.1,-0.0,506.7448552335978,-0.0,-0.0,35.099999999999994,42.23300636310592,328.625,19.875,-0.0,25.254581020507036,12.486530811040307,-0.0,-0.0,34.4
36,72.56507374407728,4.8366522841601345,-0.0,-0.0,128.16,-0.0,2.6654395604395607,-0.0,-0.0,72.92264991512097,547.492006253746,-0.0,6.6,10.4,64.4,445.5448552335978,-0.0,-0.0,31.5,105.5,330.72499999999997,18.975,-0.0,25.21935845283548,10.933328197959684,-0.0,-0.0,35.2
37,66.72161978225553,4.399440778247354,-0.0,-0.0,127.63,0.7877712135651809,2.356126373626374,-0.0,-0.0,64.82013325788532,545.8274129094934,-0.0,6.6,10.299999999999999,57.8,449.2448552335977,-0.0,-0.0,27.500000000000004,109.89999999999999,328.92499999999995,18.975,-0.0,23.70478804295849,9.197395865693105,-0.0,34.9,-0.0
38,56.41589188595174,4.153509306171415,-0.0,-0.0,135.30136275572718,1.2709305542245217,1.8329670329670331,-0.0,-0.0,58.68186306300981,445.257637617508,-0.0,6.6,9.799999999999999,51.4,394.74921828435197,-0.0,-0.0,23.7,98.42891806753462,319.20000000000005,19.875,-0.0,20.4290892495036,7.705103159007799,-0.0,33.8,-0.0
39,42.816580847530226,4.126183587051866,-0.0,9.4,90.37887919457935,0.8818406593406591,1.218159340659341,-0.0,-0.0,54.01677771490442,281.07962838016437,-0.0,6.6,9.799999999999999,47.0,286.7652835725093,-0.0,-0.0,21.2,73.10415355616209,232.55999999999997,21.224999999999998,-0.0,15.357039504799259,6.760999609880361,-0.0,-0.0,33.8
40,22.842592759848632,4.235486463530061,-0.0,9.45,40.105627642594584,1.5,0.6033516483516485,-0.0,-0.0,51.56146963695422,97.99106310501142,-0.0,6.6,9.0,45.6,142.30995369309065,-0.0,-0.0,20.1,38.662473820695425,115.14,23.025,-0.0,8.17163569980144,6.39554017150845,-0.0,21.495074752174514,19.373357098192432
41,2.124892349753361,4.426766497366903,-0.0,9.35,3.3892079697967255,1.5,0.06491758241758243,-0.0,-0.0,50.57934640577414,6.876565831930626,-0.0,6.6,8.9,47.4,11.442006327082666,-0.0,-0.0,20.599999999999998,3.883130558410457,7.409999999999999,24.525000000000002,-0.0,0.9157867594605063,6.425995124706109,-0.0,2.7915681496330533,36.839999999999996
42,-0.0,4.782000845921036,-0.0,9.35,-0.0,1.5,-0.0,-0.0,-0.0,52.05253125254426,-0.0,-0.0,6.6,10.200000000000001,51.800000000000004,-0.0,-0.0,-0.0,22.900000000000002,-0.0,-0.0,26.549999999999997,-0.0,-0.0,7.096004095054614,-0.0,-0.0,36.24
43,-0.0,5.055258037116524,-0.0,9.35,-0.0,1.5,-0.0,-0.0,-0.0,52.789123675929325,-0.0,-0.0,6.6,10.4,57.99999999999999,-0.0,-0.0,-0.0,26.6,-0.0,-0.0,29.400000000000002,-0.0,-0.0,8.253292316565666,-0.0,-0.0,34.44
44,-0.0,4.863978003279683,-0.0,9.049999999999999,-0.0,1.5,-0.0,-0.0,-0.0,51.56146963695422,-0.0,-0.0,6.6,9.799999999999999,63.800000000000004,-0.0,-0.0,-0.0,30.9,-0.0,-0.0,32.4,-0.0,-0.0,9.501945397669697,-0.0,-0.0,31.860000000000003
45,-0.0,4.26281218264961,-0.0,8.35,-0.0,1.5,-0.0,-0.0,-0.0,47.387445904438884,-0.0,-0.0,6.6,8.6,67.60000000000001,-0.0,-0.0,-0.0,34.9,-0.0,-0.0,34.800000000000004,-0.0,-0.0,10.476503899994794,-0.0,-0.0,28.98
46,-0.0,3.852926395856378,-0.0,7.199999999999999,-0.0,1.5,-0.0,-0.0,-0.0,41.74023732515342,-0.0,-0.0,6.6,8.200000000000001,68.0,-0.0,-0.0,-0.0,37.1,-0.0,-0.0,36.449999999999996,-0.0,-0.0,11.268332683133936,-0.0,-0.0,26.34
47,-0.0,3.8802521149759266,-0.0,7.449999999999999,-0.0,1.5,-0.0,-0.0,-0.0,41.74023732515342,-0.0,-0.0,6.6,7.200000000000001,70.39999999999999,-0.0,-0.0,-0.0,39.0,-0.0,-0.0,38.175,-0.0,-0.0,11.755611934296486,-0.0,-0.0,24.779999999999998
48,-0.0,4.153509306171415,-0.0,9.4,-0.0,1.5,-0.0,-0.0,-0.0,48.124038327823946,-0.0,-0.0,6.6,6.300000000000001,72.6,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,39.300000000000004,-0.0,-0.0,11.877431747087122,-0.0,-0.0,24.18
49,-0.0,4.2901379017691585,-0.0,11.5,-0.0,1.5,-0.0,-0.0,-0.0,54.998900946084504,-0.0,-0.0,6.6,5.6,70.19999999999999,-0.0,-0.0,-0.0,39.2,-0.0,-0.0,40.050000000000004,-0.0,-0.0,11.725156981098825,-0.0,-0.0,24.779999999999998
50,-0.0,4.536069373845098,-0.0,12.9,-0.0,1.5,-0.0,-0.0,-0.0,61.62823275655005,-0.0,-0.0,6.6,5.1,66.60000000000001,-0.0,-0.0,-0.0,36.8,-0.0,-0.0,40.275000000000006,-0.0,-0.0,11.1465128703433,-0.0,-0.0,24.6
51,-0.0,5.219212351833818,-0.0,14.2,-0.0,1.5,-0.0,-0.0,-0.0,68.25756456701559,-0.0,-0.0,6.6,5.200000000000001,63.6,-0.0,-0.0,-0.0,34.699999999999996,-0.0,-0.0,40.050000000000004,-0.0,-0.0,10.476503899994794,-0.0,-0.0,23.9
52,-0.0,6.2302639592571225,-0.0,16.650000000000002,-0.0,1.5,-0.0,-0.0,-0.0,79.06092010999647,-0.0,-0.0,6.6,5.300000000000001,63.2,-0.0,-0.0,-0.0,33.4,-0.0,-0.0,39.300000000000004,-0.0,-0.0,9.745585023250971,-0.0,-0.0,24.7
53,-0.0,6.749452622528549,-0.0,18.6,-0.0,1.5,-0.0,-0.0,-0.0,83.72600545810187,-0.0,-0.0,6.6,5.9,60.0,-0.0,-0.0,-0.0,31.4,-0.0,-0.0,36.975,-0.0,-0.0,8.831936427321192,-0.0,-0.0,25.7
54,-0.0,7.18666412844133,-0.0,19.7,0.2824339974830605,1.5,-0.0,-0.0,-0.0,86.91790595943712,1.7191414579826565,-0.0,6.6,6.6,59.4,4.290752372656,-0.0,-0.0,31.0,1.6883176340915031,12.54,35.25,-0.0,0.3522256767155793,8.466476988949282,-0.0,-0.0,26.8
55,9.137037103939452,8.033761421147341,-0.0,21.3,28.429999999999996,1.5,0.3551373626373627,-0.0,-0.0,97.23019988682796,91.97406800207212,-0.0,6.6,7.700000000000001,63.800000000000004,114.42006327082665,-0.0,-0.0,33.0,20.9,132.81,34.800000000000004,-0.0,7.185403804997818,9.045121099704808,-0.0,-0.0,29.9
56,29.11102519162105,8.716904399136062,-0.0,-0.0,53.82,0.920906593406593,1.0539560439560443,-0.0,-0.0,111.71651754673415,146.22003486729056,-0.0,6.6,9.200000000000001,76.0,253.15438998670396,-0.0,-0.0,37.5,20.4,243.96,35.1,-0.0,14.370807609995635,10.202409321215862,-0.0,32.6,-0.0
57,51.74112871649434,8.962835871212,-0.0,-0.0,55.85,0.2584890109890108,1.8215109890109893,-0.0,-0.0,121.78328066632997,350.7048574284619,-0.0,6.6,9.500000000000002,88.2,378.30133418917063,-0.0,-0.0,42.3,16.900000000000006,306.0,35.4,-0.0,19.689415328400887,11.451062402319891,-0.0,1.3000000000000007,31.8
58,67.35908748718154,8.607601522657866,-0.0,24.3,36.20462801725796,-0.0,2.3637637362637367,-0.0,-0.0,121.53774985853495,452.13420344943864,-0.0,6.6,9.799999999999999,21.48024849846405,454.81975150153596,-0.0,-0.0,45.2,17.099999999999994,346.2,-0.0,-0.0,23.14122696021356,12.151526325866056,-0.0,34.3,-0.0
59,75.00869994629365,8.443647207940574,-0.0,23.65,104.31,0.5857382465322134,2.6081593406593413,-0.0,-0.0,119.8190342039698,468.4809657960302,-0.0,6.6,10.200000000000001,-0.0,481.4,-0.0,-0.0,48.0,14.200000000000003,348.8,-0.0,-0.0,24.831910208448342,12.577895670633284,-0.0,35.0,-0.0
60,75.32743379875664,8.443647207940574,-0.0,-0.0,128.17000000000002,0.1413806497927128,2.6539835164835166,-0.0,-0.0,115.89054127924949,469.5094587207505,-0.0,6.6,10.500000000000002,104.80000000000001,402.7994147230205,-0.0,-0.0,-0.0,63.1,315.325,35.475,-0.0,24.937577911463016,13.126084828191152,-0.0,9.760000000000002,25.74
61,70.01520292437326,8.279692893223281,-0.0,21.5,106.03,-0.0,2.4935989010989017,-0.0,-0.0,26.357738342610673,556.1422616573893,-0.0,6.6,10.000000000000002,34.86209424143783,471.98276099215997,-0.0,-0.0,-0.0,86.5879055915503,376.20000000000005,22.50476190476153,-0.0,22.753778715826424,13.70472893894668,-0.0,11.219999999999995,23.580000000000002
62,58.64702885319277,8.115738578505988,-0.0,19.950000000000003,105.59,1.0383481366421035,2.115549450549451,-0.0,-0.0,93.49996249384748,480.5000375061525,-0.0,6.6,9.700000000000001,95.19999999999999,407.34485523359774,-0.0,-0.0,41.99187601769411,94.20812398230588,327.75,33.45,-0.0,19.231521948670633,14.222463143306888,-0.0,10.86,22.740000000000002
63,40.26671002782619,7.897132825549598,-0.0,19.35,109.86682502091053,1.5,1.5083791208791213,-0.0,-0.0,95.26595342446781,353.28356961543585,-0.0,6.6,9.700000000000001,90.60000000000001,305.3585438540186,-0.0,-0.0,47.4,71.07817239525228,241.10999999999999,32.775,-0.0,14.617365583696541,14.46610276888816,-0.0,38.749782109993646,-0.0
64,17.53036188546523,7.43259560051727,-0.0,19.75,54.50976151423067,1.262087912087912,0.717912087912088,-0.0,-0.0,93.05617615431262,177.0715701722136,-0.0,6.6,8.9,87.4,163.76371555637064,-0.0,-0.0,45.6,37.987146767058825,124.83,32.025,-0.0,8.030745429115209,14.435647815690501,-0.0,22.053388382101122,26.04
65,1.1686907923643486,6.366892554854867,-0.0,19.55,3.9540759647628465,1.5,0.057280219780219785,-0.0,-0.0,92.8106453465176,12.893560934869923,-0.0,6.6,8.8,81.8,15.732758699738664,-0.0,-0.0,42.4,3.883130558410457,9.120000000000001,30.3,-0.0,0.9510093271320642,13.735183892144338,-0.0,3.256829507905229,28.080000000000002
66,-0.0,5.246538070953366,-0.0,18.5,-0.0,1.5,-0.0,-0.0,-0.0,94.0382993854927,-0.0,-0.0,6.6,10.700000000000001,77.4,-0.0,-0.0,-0.0,39.7,-0.0,-0.0,28.875,-0.0,-0.0,12.82153529621456,-0.0,-0.0,28.98
67,-0.0,4.727349407681939,-0.0,17.2,-0.0,1.5,-0.0,-0.0,-0.0,95.02042261667279,-0.0,-0.0,6.6,10.700000000000001,77.2,-0.0,-0.0,-0.0,39.2,-0.0,-0.0,28.575,-0.0,-0.0,12.36471099824967,-0.0,-0.0,29.22
68,-0.0,4.863978003279683,-0.0,16.0,-0.0,1.5,-0.0,-0.0,-0.0,93.30170696210764,-0.0,-0.0,6.6,10.200000000000001,76.8,-0.0,-0.0,-0.0,39.4,-0.0,-0.0,28.650000000000002,-0.0,-0.0,12.181981279063715,-0.0,-0.0,29.82
69,-0.0,5.4104923856706595,-0.0,15.299999999999999,-0.0,1.5,-0.0,-0.0,-0.0,87.16343676723213,-0.0,-0.0,6.6,9.1,73.8,-0.0,-0.0,-0.0,38.9,-0.0,-0.0,29.025000000000002,-0.0,-0.0,11.877431747087122,-0.0,-0.0,31.200000000000003
70,-0.0,5.9296810489420855,-0.0,15.1,-0.0,1.5,-0.0,-0.0,-0.0,79.3064509177915,-0.0,-0.0,6.6,8.3,68.2,-0.0,-0.0,-0.0,37.4,-0.0,-0.0,28.8,-0.0,-0.0,11.268332683133936,-0.0,-0.0,30.8
71,-0.0,6.7767783416480984,-0.0,17.1,-0.0,1.5,-0.0,-0.0,-0.0,82.9894130347168,-0.0,-0.0,6.6,7.0,69.6,-0.0,-0.0,-0.0,38.2,-0.0,-0.0,28.8,-0.0,-0.0,11.390152495924573,-0.0,-0.0,28.3
72,-0.0,8.115738578505988,-0.0,20.65,-0.0,1.5,-0.0,-0.0,-0.0,93.79276857769769,-0.0,-0.0,6.6,5.9,74.6,-0.0,-0.0,-0.0,40.2,-0.0,-0.0,28.35,-0.0,-0.0,12.029706513075418,-0.0,-0.0,25.7
73,-0.0,9.42737309624433,-0.0,23.5,-0.0,1.5,-0.0,-0.0,-0.0,100.66763119595824,-0.0,-0.0,6.6,5.300000000000001,75.4,-0.0,-0.0,-0.0,40.2,-0.0,-0.0,26.325,-0.0,-0.0,12.242891185459033,-0.0,-0.0,24.4
74,-0.0,10.629704737504477,-0.0,25.2,-0.0,1.5,-0.0,-0.0,-0.0,107.2969630064238,-0.0,-0.0,6.6,4.800000000000001,73.6,-0.0,-0.0,-0.0,38.7,-0.0,-0.0,24.075,-0.0,-0.0,12.212436232261375,-0.0,-0.0,24.0
75,-0.0,11.695407783166878,-0.0,25.95,-0.0,1.5,-0.0,-0.0,-0.0,115.15394885586443,-0.0,-0.0,6.6,5.0,72.8,-0.0,-0.0,-0.0,37.5,-0.0,-0.0,22.5,-0.0,-0.0,12.181981279063715,-0.0,-0.0,23.7
76,-0.0,12.78843654794883,-0.0,26.900000000000002,-0.0,1.5,-0.0,-0.0,-0.0,124.23858874428018,-0.0,-0.0,6.6,5.1,74.6,-0.0,-0.0,-0.0,37.4,-0.0,-0.0,21.825,-0.0,-0.0,12.36471099824967,-0.0,-0.0,23.9
77,-0.0,13.00704230090522,-0.0,27.150000000000002,-0.0,1.5,-0.0,-0.0,-0.0,125.7117735910503,-0.0,-0.0,6.6,6.1,73.0,-0.0,-0.0,-0.0,36.0,-0.0,-0.0,21.525,-0.0,-0.0,12.212436232261375,-0.0,-0.0,26.1
78,-0.0,12.569830794992441,-0.0,27.35,0.564867994966121,1.5,0.0038186813186813196,-0.0,-0.0,118.83691097278972,0.8595707289913282,-0.0,6.6,7.200000000000001,68.60000000000001,5.721003163541333,-0.0,-0.0,33.900000000000006,2.3636446877281045,17.099999999999998,21.674999999999997,-0.0,0.4226708120586952,11.786066887494144,-0.0,0.4400000000000013,28.56
79,16.574160328076218,12.269247884677403,-0.0,27.950000000000003,23.04,1.3133791208791208,0.5766208791208792,-0.0,-0.0,109.99780189216901,85.0975021701415,-0.0,6.6,8.1,62.8,130.1528219705653,-0.0,-0.0,31.8,23.7,139.1,-0.0,-0.0,8.277303402816115,11.268332683133936,-0.0,3.879999999999999,27.12
80,38.885530000486504,12.214596446438307,-0.0,-0.0,54.25,0.6852747252747251,1.374725274725275,-0.0,-0.0,102.38634685052338,221.7692480797627,-0.0,6.6,9.4,59.0,266.7417725001146,-0.0,-0.0,-0.0,59.5,270.18,12.619999999999806,-0.0,15.603597478500165,11.116057917145639,-0.0,32.5,-0.0
81,56.09715803348873,11.941339255242818,-0.0,-0.0,56.77,0.08755494505494488,2.012445054945055,-0.0,-0.0,82.9894130347168,353.28356961543585,-0.0,6.6,9.9,57.199999999999996,374.0105818165146,-0.0,-0.0,-0.0,62.0,346.0,-0.0,-0.0,21.133540602934758,10.994238104355002,-0.0,34.1,-0.0
82,67.46533210466922,11.203544839015,-0.0,-0.0,126.94,0.7513975871915544,2.4325000000000006,-0.0,-0.0,66.53884891245045,345.547433054514,-0.0,6.6,10.1,55.800000000000004,425.0,-0.0,-0.0,-0.0,62.4,325.425,21.674999999999997,-0.0,24.761465073105224,10.65923361918075,-0.0,11.419999999999998,23.580000000000002
83,73.30878606649095,10.356447546308988,-0.0,-0.0,60.407225419553924,0.6753811036750705,2.558516483516484,-0.0,-0.0,78.81538930220145,320.6198819137654,-0.0,6.6,10.700000000000001,1.448509216625439,485.5701435055706,-0.0,-0.0,27.200000000000003,37.3,331.375,19.425,-0.0,26.628261159697797,9.86740483604161,-0.0,35.2,-0.0
