,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada
0,-3.552713678800501e-15,0.0,1.4210854715202004e-14,-5.551115123125783e-17,1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
1,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0
2,-3.552713678800501e-15,0.0,0.0,-5.551115123125783e-17,0.0,0.0,-7.105427357601002e-15,0.0,-1.7763568394002505e-15
3,0.0,0.0,0.0,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
4,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,-7.105427357601002e-15,0.0,0.0
5,3.552713678800501e-15,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
6,7.105427357601002e-15,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,-7.105427357601002e-15,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0
8,4.440892098500626e-15,-8.881784197001252e-16,-7.105427357601002e-15,1.1102230246251565e-16,-2.1316282072803006e-14,0.0,-7.105427357601002e-15,0.0,1.7763568394002505e-15
9,-3.552713678800501e-15,3.552713678800501e-15,7.105427357601002e-15,-1.1102230246251565e-16,-7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,1.7763568394002505e-15
10,3.552713678800501e-15,7.105427357601002e-15,0.0,0.0,2.1316282072803006e-14,0.0,0.0,0.0,1.7763568394002505e-15
11,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15
12,0.0,0.0,-7.105427357601002e-15,0.0,2.1316282072803006e-14,7.105427357601002e-15,1.4210854715202004e-14,1.7763568394002505e-15,-1.7763568394002505e-15
13,0.0,7.105427357601002e-15,0.0,0.0,-7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,-1.7763568394002505e-15
14,-3.552713678800501e-15,7.105427357601002e-15,2.842170943040401e-14,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,-1.7763568394002505e-15
15,0.0,-3.552713678800501e-15,0.0,0.0,1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-1.7763568394002505e-15
16,0.0,0.0,0.0,-5.551115123125783e-17,-1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
17,0.0,3.552713678800501e-15,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0
18,0.0,0.0,-1.4210854715202004e-14,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0
19,0.0,-3.552713678800501e-15,-1.4210854715202004e-14,-1.1102230246251565e-16,0.0,0.0,-7.105427357601002e-15,0.0,0.0
20,0.0,3.552713678800501e-15,1.4210854715202004e-14,-1.1102230246251565e-16,-1.4210854715202004e-14,0.0,0.0,0.0,1.7763568394002505e-15
21,0.0,0.0,-1.4210854715202004e-14,0.0,1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,1.7763568394002505e-15
22,3.552713678800501e-15,0.0,-1.4210854715202004e-14,0.0,1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.7763568394002505e-15
23,-3.552713678800501e-15,0.0,0.0,1.1102230246251565e-16,1.4210854715202004e-14,0.0,0.0,0.0,-1.7763568394002505e-15
24,-3.552713678800501e-15,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0
25,3.552713678800501e-15,0.0,-1.4210854715202004e-14,-5.551115123125783e-17,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,0.0
26,0.0,1.7763568394002505e-15,-1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
27,3.552713678800501e-15,1.7763568394002505e-15,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
28,-3.552713678800501e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0
29,3.552713678800501e-15,-3.552713678800501e-15,-1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
30,3.552713678800501e-15,7.105427357601002e-15,1.4210854715202004e-14,0.0,1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-1.7763568394002505e-15
31,3.552713678800501e-15,0.0,0.0,0.0,-1.4210854715202004e-14,-3.552713678800501e-15,7.105427357601002e-15,1.7763568394002505e-15,-1.7763568394002505e-15
32,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,-1.4210854715202004e-14,0.0,1.4210854715202004e-14,0.0,-1.7763568394002505e-15
33,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,1.0658141036401503e-14,1.7763568394002505e-15,0.0
34,0.0,-3.552713678800501e-14,0.0,0.0,0.0,-3.552713678800501e-15,5.329070518200751e-15,-1.7763568394002505e-15,0.0
35,7.105427357601002e-15,7.105427357601002e-15,5.684341886080802e-14,0.0,0.0,-7.105427357601002e-15,1.4210854715202004e-14,0.0,0.0
36,-7.105427357601002e-15,-7.105427357601002e-15,0.0,0.0,0.0,3.552713678800501e-15,2.3092638912203256e-14,1.7763568394002505e-15,0.0
37,0.0,2.1316282072803006e-14,5.684341886080802e-14,0.0,0.0,0.0,-7.105427357601002e-15,-1.7763568394002505e-15,0.0
38,-7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,8.526512829121202e-14,0.0,0.0
39,0.0,0.0,2.842170943040401e-14,0.0,-5.684341886080802e-14,7.105427357601002e-15,1.4210854715202004e-14,1.7763568394002505e-15,0.0
40,0.0,0.0,1.4210854715202004e-14,-1.1102230246251565e-16,1.4210854715202004e-14,-3.552713678800501e-15,-5.329070518200751e-15,-1.7763568394002505e-15,1.7763568394002505e-15
41,0.0,0.0,1.4210854715202004e-14,0.0,1.4210854715202004e-14,3.552713678800501e-15,-1.4210854715202004e-14,0.0,-1.7763568394002505e-15
42,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,-3.552713678800501e-15,-8.881784197001252e-15,0.0,-1.7763568394002505e-15
43,0.0,0.0,2.842170943040401e-14,0.0,-1.4210854715202004e-14,0.0,-2.6645352591003757e-14,0.0,-1.7763568394002505e-15
44,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,-1.7763568394002505e-15
45,0.0,0.0,1.4210854715202004e-14,-1.1102230246251565e-16,1.4210854715202004e-14,0.0,1.4210854715202004e-14,0.0,1.7763568394002505e-15
46,3.552713678800501e-15,0.0,0.0,1.1102230246251565e-16,1.4210854715202004e-14,0.0,0.0,0.0,1.7763568394002505e-15
47,-3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,0.0
48,3.552713678800501e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0
49,-3.552713678800501e-15,0.0,0.0,0.0,1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,0.0
50,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,-2.1316282072803006e-14,0.0,0.0
51,3.552713678800501e-15,0.0,1.4210854715202004e-14,-5.551115123125783e-17,0.0,0.0,-7.105427357601002e-15,0.0,0.0
52,3.552713678800501e-15,0.0,-1.4210854715202004e-14,-5.551115123125783e-17,1.4210854715202004e-14,0.0,0.0,0.0,0.0
53,0.0,0.0,-1.4210854715202004e-14,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,-1.7763568394002505e-15,0.0
55,-3.552713678800501e-15,0.0,1.4210854715202004e-14,5.551115123125783e-17,0.0,0.0,7.105427357601002e-15,-1.7763568394002505e-15,0.0
56,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,-1.7763568394002505e-15,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,-3.552713678800501e-15,-1.7763568394002505e-15,0.0
58,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,-7.105427357601002e-15,-1.7763568394002505e-15,0.0
59,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,2.1316282072803006e-14,-1.7763568394002505e-15,0.0
