,ATG Storage,BRB Storage,GLP Storage,GRD Storage,LCA Storage,MSR Storage,MTQ Storage,SKN Storage,SVG Storage
0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,-0.0,-0.0,-0.0,0.5639011599381192,-0.0,-0.0,-0.0,-0.0,-0.0
4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,4.9101190809627635,-0.0,-0.0,0.6868010298647009,-0.0,-0.0,-0.0,-0.0,-0.0
7,-0.0,19.30591025498054,5.639561038781515,2.997597909610199,-0.0,-0.0,-0.0,0.5587805399750678,0.7536363021855108
8,11.581658648965426,67.03030265839968,113.17963684189186,5.093639322469098,12.955619692157317,0.2676557802635545,72.31731804617706,18.24855598011714,3.2009139532207938
9,48.21087218203405,115.45600616589809,186.11545487670844,6.9137302139722046,33.44839999557775,0.43280252641168987,148.90491946848107,31.120842736110156,5.483667323287568
10,67.84497661100423,143.25644882569682,242.64733457077514,7.561132549334664,46.90920854322403,0.5591260964236437,201.12409595030672,38.86738858231089,7.17409592144786
11,70.0,158.98725551936394,269.99529668239666,7.771722105537155,50.95922638575837,0.5885247608277343,250.0,42.487760829705586,6.347764690232978
12,70.0,150.04171264388043,282.2699224371593,7.081228723833119,51.2227893529484,0.5604047593449762,250.0,43.0365085232535,5.756722656226538
13,67.22556181940205,139.88030374539295,283.5002154178713,7.669927366094756,49.84843962598454,0.5763408235054661,227.06608919490782,40.99280322375244,6.020383661881805
14,54.797394167534364,98.62006472083633,228.05938638844876,6.429440560138486,44.60914900910094,0.49758760440456107,166.1884700057849,32.05645450585041,5.832368684599556
15,30.33953657105983,49.96131807467214,143.39788621324232,4.87366075259245,28.982561985323223,0.20950814207692692,88.13485695653334,14.586880401503326,3.8023740459530444
16,-0.0,-0.0,3.54646458117848,3.0373141117196973,2.8885134223145146,-0.0,-0.0,-0.0,0.2379517698567879
17,-0.0,-0.0,-0.0,1.0691447255334143,-0.0,-0.0,-0.0,-0.0,-0.0
18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.347365300616495
24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.435474831334702
25,0.23377264562302003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
26,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
27,1.2528303579158369,-0.0,-0.0,0.4880965743095871,-0.0,-0.0,-0.0,-0.0,-0.0
28,0.9900339872300989,-0.0,-0.0,0.33191201629209033,-0.0,0.08504851491485058,-0.0,-0.0,-0.0
29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6909924460303729
31,-0.0,-0.0,57.05901035820773,-0.0,-0.0,-0.0,1.421397404330314,-0.0,2.546876218719869
32,44.81885903251198,48.24947397686006,54.43690025287102,1.4410337893313585,17.455723807019137,0.14059411750191264,85.08683572786612,11.93744725160818,4.724243061837619
33,33.144871054786584,124.84236124101176,271.08324363673734,4.822524473341815,36.071763212509246,0.3914911141794333,155.25566704839048,37.4299874988847,-0.0
34,49.456727708290146,115.65757880655214,320.0,7.160937262506231,47.862088865502045,0.5484660351464761,200.9532435202641,33.31698064654316,0.08453289814185183
35,56.483118790192975,121.02197459012532,256.86211479467175,7.433205888565517,52.88682362891564,0.6055031797170476,177.3894096657196,36.635741369351244,-0.0
36,55.64372077599589,117.50350744519557,262.47552615728756,6.52946519095811,51.89348056583845,0.532279508013245,170.57922162896102,35.32101072080396,-0.0
37,45.859836275360436,101.42163311631029,226.82556549029934,5.000405215862216,43.863570991606494,0.40959069382905944,177.83560830796614,30.43815106712349,-0.0
38,59.33071109245397,73.97760157715123,152.04891827072368,3.0820681385910085,31.098456959084128,-0.0,86.86127237712091,22.46931684329812,-0.0
39,-0.0,21.856554373685483,25.75868796602388,-0.0,9.402842886793456,-0.0,8.033749037458524,11.336526234545925,-0.0
40,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
41,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
42,-0.0,-0.0,-0.0,3.908204338494979,-0.0,-0.0,-0.0,-0.0,-0.0
43,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
44,-0.0,-0.0,-0.0,3.47299685233482,-0.0,-0.0,-0.0,-0.0,-0.0
45,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
46,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
