,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,MSR wind,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,1.2474,18.0,42.64,-0.0,1.0831948984318018,-0.0,0.0652800829029331,-0.0,30.0,137.51154385358572,-0.0,-0.0,3.5999999999999996,9.0,144.17345690513295,-0.0,-0.0,30.0,21.061239799774473,-0.0,18.0,-0.0,96.48,-0.0,-0.0,14.098550346543986,2.847325906994941,-0.0,-0.0,12.180242637643603,12.0
1,-0.0,1.2562,18.0,43.519999999999996,-0.0,1.0831948984318018,-0.0,0.06598581352891077,-0.0,30.0,138.24169364395874,-0.0,-0.0,2.6999999999999993,9.0,141.93663317317743,-0.0,-0.0,30.0,25.4,-0.0,18.0,-0.0,95.88,-0.0,-0.0,13.990653277565333,2.847325906994941,-0.0,-0.0,12.867982935162857,12.0
2,-0.0,1.2298000000000002,18.0,43.2,-0.0,1.0831948984318018,-0.0,0.0652800829029331,-0.0,30.0,137.7549271170434,-0.0,-0.0,2.5999999999999996,9.0,140.51319988920574,-0.0,-0.0,30.0,24.299999999999997,-0.0,18.0,-0.0,94.92,-0.0,-0.0,13.666962070629374,2.847325906994941,-0.0,-0.0,13.157557797276226,12.0
3,-0.0,1.2188,18.0,42.24,-0.0,1.0831948984318018,-0.0,0.06453514505916395,-0.0,30.0,137.26816059012805,-0.0,-0.0,2.5,9.0,132.6,-0.0,-0.0,30.0,20.282224325013992,-0.0,18.0,-0.0,94.2,-0.0,-0.0,13.379236553352966,2.847325906994941,-0.0,-0.0,13.501427946035854,12.0
4,-0.0,1.2518,18.0,41.6,-0.0,1.0831948984318018,-0.0,0.06473118126574323,-0.0,30.0,136.78139406321273,-0.0,-0.0,2.4000000000000004,9.0,130.5,-0.0,-0.0,30.0,20.36569026873833,-0.0,18.0,-0.0,93.47999999999999,-0.0,-0.0,13.36125370852319,2.847325906994941,-0.0,-0.0,12.180242637643603,12.0
5,-0.0,1.276,18.0,41.52,-0.0,1.0831948984318018,-0.0,0.06445673050595918,-0.0,30.0,132.6438785844323,-0.0,-0.0,2.0999999999999996,9.0,130.5,-0.0,-0.0,30.0,20.143114418806764,-0.0,18.0,-0.0,92.64,-0.0,-0.0,13.253356639544537,2.847325906994941,-0.0,-0.0,12.867982935162857,12.0
6,-0.0,1.2672,18.0,41.44,0.1337238950356105,1.0831948984318018,0.002454644432993977,0.06343734178478419,-0.0,30.0,127.53283005182112,1.5960553117160885,-0.0,1.8000000000000007,9.0,123.880475059157,1.6195249408429964,-0.0,30.0,22.65935531730767,0.24064468269232608,18.0,4.360887165834793,92.75999999999999,-0.0,0.06159582021956762,13.181425260225435,2.847325906994941,-0.0,0.029097608665271436,13.157557797276226,12.0
7,6.974491631371198,1.2474,18.0,40.56,20.326032045412795,1.0831948984318018,0.3126157332387055,0.049652070341642436,-0.0,30.0,123.88208109995601,79.80276558580442,-0.0,2.0,9.0,103.6259430731393,44.6988883672667,-0.0,30.0,19.586674793977846,7.941274528846763,18.0,65.84939620410537,93.47999999999999,-0.0,2.802609819990326,13.325288018863638,2.847325906994941,-0.0,1.8331493459121004,13.501427946035854,12.0
8,13.9541180843777,1.2210000000000003,18.0,39.36,47.338258842606116,1.0831948984318018,0.8495723666790188,0.04849153537765015,-0.0,30.0,121.44824846537927,178.2261764749632,-0.0,2.9000000000000004,9.0,103.13790880434898,105.26912115479476,-0.0,30.0,19.642318756460735,20.535012923078497,18.0,145.2175426222986,94.44000000000001,-0.0,7.145115145469844,13.666962070629374,2.847325906994941,-0.0,4.9465934730961445,13.791002808149223,12.0
9,22.409165419139413,1.1616000000000002,18.0,37.68,70.33876878873112,1.0831948984318018,1.273960460723874,0.05810515487216028,-0.0,30.0,94.0432930000452,197.485243903004,-0.0,3.5999999999999996,9.0,103.30058689394576,158.06563422627644,-0.0,30.0,19.642318756460735,33.048536423079454,18.0,214.55564855907178,94.55999999999999,-0.0,11.857195392266766,13.900739053416455,2.847325906994941,-0.0,7.972744774284373,13.863396523677565,12.0
10,26.742429450464712,1.0736,18.0,33.92,88.92639019868098,1.0831948984318018,1.578336370415127,0.05308662593711192,-0.0,30.0,107.57540244829185,299.5263801653859,-0.0,4.199999999999999,9.0,125.66882421350094,245.35802853771395,-0.0,30.0,19.475386869012063,41.87217478846475,18.0,259.0366976505867,93.36,-0.0,15.552944605440823,13.017261941183495,2.847325906994941,-0.0,10.125967815514459,13.736707521502964,12.0
11,29.012234419254153,1.0076,18.0,30.0,95.7463088454971,1.0831948984318018,1.7182511030957837,0.04810730433747683,-0.0,30.0,95.89300580232351,331.4474863997077,-0.0,4.800000000000001,9.0,96.30542904128487,217.34024706113013,-0.0,30.0,19.224989037839048,45.401630134618856,18.0,282.58548834609456,90.84,-0.0,15.86092370653866,13.828807674097353,2.847325906994941,-0.0,11.318969770790588,13.483329517153766,12.0
12,29.548733775513476,0.9394,18.0,27.68,96.28120442563954,1.0831948984318018,1.7427975474257233,0.044264993112391224,-0.0,30.0,86.6444417909319,344.7479473306751,-0.0,4.5,9.0,92.23847680136574,220.5792969428161,-0.0,30.0,18.77983733797592,46.12356418269584,18.0,278.6606898968432,87.24,-0.0,15.398955054891903,13.577047846480497,2.847325906994941,-0.0,11.377164988121132,13.284246799450827,12.0
13,27.93923570673551,0.8404,18.0,26.0,90.12990525400147,1.0831948984318018,1.6446117701059646,0.04077554731791622,-0.0,30.0,81.04662673140541,335.7036338976173,-0.0,3.9000000000000004,9.0,88.82223691983368,205.35576249889192,-0.0,30.0,18.25121969438845,44.118191826926456,18.0,249.00665716916666,83.28,-0.0,14.690603122366875,13.163442415395659,2.847325906994941,-0.0,10.56243194549353,13.085164081747886,12.0
14,23.317087406655187,0.7348000000000001,18.0,23.919999999999998,77.15868743554725,1.0831948984318018,1.3966926823735726,0.03775658848980455,-0.0,30.0,80.31647694103238,284.0978454854638,-0.0,3.0999999999999996,9.0,108.99432002983254,216.20657960254002,-0.0,30.0,17.806067994525314,39.78658753846458,18.0,203.6534306444848,79.2,-0.0,13.643474178634227,12.731854139481047,2.847325906994941,-0.0,8.52559933892453,12.97657350845537,12.0
15,14.856905250258173,0.6622,18.0,22.08,55.762864229849576,1.0831948984318018,0.9327648845377111,0.035835432936072636,-0.0,30.0,82.0201597852361,212.27535645823977,-0.0,2.5999999999999996,9.0,110.01105808981232,151.42558196882015,-0.0,30.0,17.527848182110855,30.32123001923309,18.0,139.11230059012988,75.48,-0.0,10.348097796887359,12.390180087715313,2.847325906994941,-0.0,6.023204993711187,13.193754655040399,12.0
16,6.479261456362592,0.6204,18.0,21.04,21.395823205697678,1.0967274540147771,0.35837808721712056,0.03489445876810243,-0.0,30.0,83.96722589289747,103.21157682430706,-0.0,2.9000000000000004,9.0,113.67131510573954,70.85421616188108,-0.0,30.0,17.527848182110855,15.561689480770422,18.0,59.74415417193666,72.72,-0.0,5.081655168114328,12.24631732907711,2.847325906994941,-0.0,3.084346518518772,13.68241223485671,12.0
17,0.6603069000114744,0.6336,22.304917362364133,21.2,1.3372389503561048,1.4774379291783994,0.027001088762933743,0.03556098205866681,-0.0,30.0,86.15767526401655,6.384221246864354,-0.0,2.9000000000000004,9.0,117.73826734565864,5.263456057739738,-0.0,30.0,22.327139946260257,1.8048351201924457,18.0,3.488709732667834,71.88,-0.0,0.5235644718663247,12.336231553225987,2.847325906994941,-0.0,0.4073665213138001,14.279660387965533,12.0
18,-0.0,0.6886000000000001,27.0,22.16,-0.0,1.6247923476477026,-0.0,0.03744293039460723,-0.0,30.0,88.83489116205097,-0.0,-0.0,5.0,9.0,121.60187197358181,-0.0,-0.0,30.0,22.883579571089168,-0.0,18.0,-0.0,73.8,-0.0,-0.0,12.570008536013068,2.847325906994941,-0.0,-0.0,14.768317967781856,12.0
19,-0.0,0.7524000000000001,18.0,23.76,-0.0,1.0831948984318018,-0.0,0.03995219492094229,-0.0,30.0,92.48564011391608,-0.0,-0.0,5.5,9.0,125.87217182549689,-0.0,-0.0,30.0,23.509574149021716,-0.0,18.0,-0.0,76.67999999999999,-0.0,-0.0,12.893699742949027,2.847325906994941,-0.0,-0.0,14.876908541074348,12.0
20,-0.0,0.8140000000000001,27.0,25.6,-0.0,1.6247923476477026,-0.0,0.04289273919584919,-0.0,30.0,98.32683843690025,-0.0,-0.0,5.5,9.0,130.14247167741198,-0.0,-0.0,30.0,23.92690386764339,-0.0,18.0,-0.0,79.08,-0.0,-0.0,13.109493880906333,2.847325906994941,-0.0,-0.0,14.641628965607245,12.0
21,-0.0,0.8778000000000001,18.0,27.36,-0.0,1.0831948984318018,-0.0,0.045794076135342816,-0.0,30.0,103.92465349642674,-0.0,-0.0,5.0,9.0,132.98933824535536,-0.0,-0.0,30.0,24.135568726954233,-0.0,18.0,-0.0,78.60000000000001,-0.0,-0.0,13.127476725736107,2.847325906994941,-0.0,-0.0,14.189168243555105,12.0
22,-0.0,0.935,18.0,29.2,-0.0,1.6247923476477026,-0.0,0.04834254787946938,-0.0,30.0,107.81878571174953,-0.0,-0.0,4.800000000000001,9.0,133.8027286933392,-0.0,-0.0,30.0,23.92690386764339,-0.0,18.0,-0.0,75.84,-0.0,-0.0,12.911682587778802,2.847325906994941,-0.0,-0.0,13.610018519328367,12.0
23,-0.0,0.9614,18.0,30.320000000000004,-0.0,1.0831948984318018,-0.0,0.05002845989120874,-0.0,30.0,111.95630119052998,-0.0,-0.0,3.9000000000000004,9.0,133.59938108134324,-0.0,-0.0,30.0,23.753016484884355,-0.0,18.0,-0.0,72.72,-0.0,-0.0,12.695888449821496,2.847325906994941,-0.0,-0.0,13.085164081747886,12.0
24,-0.0,0.9460000000000001,18.0,31.849930074058776,-0.0,1.499657882013594,-0.0,0.050342117986406074,-0.0,30.0,114.39013382510672,-0.0,-0.0,3.1999999999999993,9.0,130.9558621253958,-0.0,-0.0,30.0,23.161799383503627,-0.0,18.0,-0.0,69.12,-0.0,-0.0,12.318248708396212,2.847325906994941,-0.0,-0.0,12.741293932988258,12.0
25,-0.0,0.8954,18.0,37.8,-0.0,1.0831948984318018,-0.0,0.049244314829648084,-0.0,30.0,114.63351708856439,-0.0,-0.0,2.5,9.0,126.27886704948881,-0.0,-0.0,30.0,22.01414265729399,-0.0,18.0,-0.0,65.03999999999999,-0.0,-0.0,11.652883449694519,2.847325906994941,-0.0,-0.0,12.705097075224087,12.0
26,-0.0,0.8360000000000001,18.0,36.4,-0.0,1.0831948984318018,-0.0,0.04736236649370767,-0.0,30.0,112.92983424436069,-0.0,-0.0,2.3000000000000007,9.0,120.78848152559799,-0.0,-0.0,30.0,20.796930977980736,-0.0,18.0,-0.0,76.5,-0.0,-0.0,10.951552501333273,2.847325906994941,-0.0,-0.0,12.904179792927028,12.0
27,-0.0,0.7766000000000001,18.0,34.4,-0.0,1.0831948984318018,-0.0,0.04504913829157366,-0.0,30.0,110.0092350828686,-0.0,-0.0,1.9000000000000004,9.0,116.72152928567886,-0.0,-0.0,30.0,19.927494064185556,-0.0,18.0,-0.0,73.2,-0.0,-0.0,10.44803284609956,2.847325906994941,-0.0,-0.0,13.175656226158313,12.0
28,-0.0,0.7326000000000001,23.5174,32.800000000000004,-0.0,1.0831948984318018,-0.0,0.04312798273784174,-0.0,30.0,106.84525265791883,-0.0,-0.0,2.3000000000000007,9.0,112.8579246577557,-0.0,-0.0,30.0,19.475386869012063,-0.0,18.0,-0.0,70.95,-0.0,-0.0,10.106358794333827,2.847325906994941,-0.0,-0.0,13.483329517153766,12.0
29,-0.0,0.6754,24.5346,30.599999999999998,-0.0,1.4899301833080614,-0.0,0.04006981669193857,-0.0,30.0,99.54375475418861,-0.0,-0.0,2.6999999999999993,9.0,104.5206725659215,-0.0,-0.0,30.0,18.466840049009654,-0.0,18.0,-0.0,67.5,-0.0,-0.0,9.620821983929888,2.847325906994941,-0.0,-0.0,13.610018519328367,12.0
30,-0.0,0.627,25.853,29.2,0.3343097375890262,1.5799455960659894,0.002454644432993977,0.03759975950101678,-0.0,30.0,92.97240664083142,1.5960553117160885,-0.0,3.5,9.0,95.37003002610346,3.2390498816859927,-0.0,30.0,17.284405846248205,1.002686177884692,18.0,11.447328810316328,62.699999999999996,-0.0,0.2771811909880542,9.261165087334378,2.847325906994941,-0.0,0.14548804332635717,13.429034230507511,12.0
31,6.644338181365461,0.6094,18.0,24.820452899266712,21.52954710073329,1.0831948984318018,0.3313769984541869,0.03677640710404285,-0.0,30.0,89.56504095242398,77.14267339961094,-0.0,4.699999999999999,9.0,88.86290644223287,83.00065321820355,-0.0,30.0,12.965043258513745,19.834956741486252,18.0,102.04475968053414,46.2,-0.0,6.2211778421763295,9.063353794206847,2.847325906994941,-0.0,4.131860430468544,13.229951512804568,12.0
32,15.517212150269646,0.6028000000000001,18.0,24.0,49.477841163175874,1.0831948984318018,0.8713987737128617,0.0370116506460354,-0.0,30.0,90.05180747933933,177.16213960048583,-0.0,6.1,9.0,86.21938748628543,164.78666273077488,-0.0,30.0,12.380781652443382,33.61004068269488,18.0,190.57076914698044,42.96,-0.0,12.811930605670064,8.93747388039842,2.847325906994941,-0.0,9.51491803354376,12.958475079573285,12.0
33,22.28535787538726,0.5698000000000001,18.0,30.3,80.54607348369044,1.0831948984318018,1.3107801272187836,0.0365411635620503,-0.0,30.0,90.05180747933933,259.092978935245,-0.0,6.6,9.200000000000001,66.69801673467364,214.56444092275464,-0.0,30.0,11.713054102648682,46.043349288465066,18.0,255.11189920133538,39.12,-0.0,17.524010852466983,8.649748363122011,2.847325906994941,-0.0,15.188951723271689,12.560309644167402,12.0
34,26.701160269213993,0.49500000000000005,18.0,28.7,106.31049655331034,1.0831948984318018,1.6028828147450669,0.03383586282913595,-0.0,30.0,85.42752547364353,319.74308078045635,-0.0,6.6,9.6,77.47544017045932,267.62649647430516,-0.0,30.0,13.493660902101215,67.98212286058214,18.0,296.1042385601824,34.56,-0.0,20.757791413994287,8.128245863058522,2.847325906994941,-0.0,18.88434802376116,12.017356777704835,12.0
35,28.6408117879977,0.4312,18.0,26.0,116.00547894339209,1.0831948984318018,1.7427975474257233,0.030738489447819504,-0.0,30.0,79.82971041411703,354.8562976382104,-0.0,6.6,10.1,57.100009448464505,230.29644658787407,-0.0,30.0,12.206894269684346,72.19340480769783,18.0,310.0590774908537,31.8,-0.0,22.082101548714988,7.372966380207951,2.847325906994941,-0.0,20.31013084835946,11.546797626770609,12.0
36,28.186850794239813,0.3894,18.0,23.3,116.1726338121866,1.0831948984318018,1.7133418142297956,0.027719530737329603,-0.0,30.0,72.28482924692914,366.0286848202229,-0.0,6.6,10.4,65.4779310626979,287.46567699963185,-0.0,30.0,10.954905113819285,72.79501651442865,18.0,308.31472262451985,30.36,-0.0,22.051303638605205,6.455841293889401,2.847325906994941,-0.0,20.48471650035109,11.383911766831838,12.0
37,25.91704582545037,0.3542,18.0,21.2,105.64187707813228,1.0831948984318018,1.5145156151572836,0.02497502266900199,-0.0,30.0,64.25318155282591,337.83170764657206,-0.0,6.6,10.299999999999999,58.767459866831345,261.9581591813547,-0.0,30.0,9.563806051746996,68.18266009615907,18.0,286.07419807876244,30.36,-0.0,20.726993503884504,5.430819138592198,2.847325906994941,-0.0,19.175324110413875,11.13053376248264,12.0
38,21.913935244130805,0.33440000000000003,18.0,19.7,83.91174413484558,1.0831948984318018,1.1782293278371088,0.02305386711527007,-0.0,30.0,58.16859996638406,275.5855504896446,-0.0,6.6,9.799999999999999,52.26033628296075,223.49444183633352,-0.0,30.0,8.242261942778319,58.45660417067755,18.0,288.58230116231374,31.8,-0.0,17.86278786367461,4.549659741933199,2.847325906994941,-0.0,16.556539330539447,10.985746331425954,12.0
39,16.631480044039012,0.3322,18.0,18.8,53.489558014244196,1.2950515692518227,0.7830315741250786,0.02191685662309881,-0.0,30.0,53.544317960688254,173.97002897705366,-0.0,6.6,9.799999999999999,47.78668881904971,162.3573753195104,-0.0,30.0,5.89826002318651,36.00173997681349,18.0,222.4052454575744,42.449999999999996,-0.0,13.42788880786574,3.992191552210159,2.847325906994941,-0.0,12.39558129140563,11.003844760308041,12.0
40,8.872873968904186,0.341,24.26612603109581,18.9,23.73599136882086,1.5604453591704321,0.3878338204130483,0.021720820416519536,-0.0,30.0,51.110485326111515,60.65010184521137,-0.0,6.6,9.0,46.36325553507802,80.57136580693907,-0.0,30.0,6.990272786913258,22.96151347355945,18.0,110.11240093732852,46.05,-0.0,7.145115145469844,3.776397414252853,2.847325906994941,-0.0,6.721547601677701,11.09433690471847,12.0
41,0.8253836250143429,0.35640000000000005,18.0,18.7,2.005858425534157,1.0831948984318018,0.04172895536089761,0.021760027634311035,-0.0,30.0,50.136952272280816,4.256147497909569,-0.0,6.5,9.0,48.19338404304162,6.4780997633719855,-0.0,30.0,7.164160169672294,2.3061782091347918,18.0,7.086441644481537,49.050000000000004,-0.0,0.800745662854379,3.7943802590826285,2.847325906994941,-0.0,0.872928259958143,11.112435333600555,12.0
42,-0.0,0.385,18.0,18.7,-0.0,1.0831948984318018,-0.0,0.022504965478080192,-0.0,30.0,51.59725185302686,-0.0,-0.0,6.6,10.200000000000001,52.66703150695266,-0.0,-0.0,30.0,7.964042130363861,-0.0,18.0,-0.0,53.099999999999994,-0.0,-0.0,4.190002845337689,2.847325906994941,2.346971717406303,-0.0,10.931451044779699,12.0
43,-0.0,0.40700000000000003,27.0,18.7,-0.0,1.0831948984318018,-0.0,0.023014659897478567,-0.0,30.0,52.32740164339988,-0.0,-0.0,6.6,10.4,58.9708074788273,-0.0,-0.0,30.0,9.25080876278073,-0.0,18.0,-0.0,58.800000000000004,-0.0,-0.0,4.873350948869159,2.847325906994941,-0.0,-0.0,10.38849817831713,12.0
