,ATG H2 Tank,BRB H2 Tank,GLP H2 Tank,GRD H2 Tank,LCA H2 Tank,MSR H2 Tank,MTQ H2 Tank,SKN H2 Tank,SVG H2 Tank
0,448.5361935919175,532.5337498286591,1735.0719861436437,114.1569147837614,66.88093052495674,3.3808707847216475,2075.0709867296396,13.689784789814691,286.45550283518304
1,419.2397964034205,468.0219500504654,1824.1940234073427,112.33862312860937,66.88093052495674,3.3808707847216475,2132.374707089839,13.689784789814691,286.45550283518304
2,390.4333992149235,404.5181502722718,1824.1940234073427,109.0625661821472,66.88093052495674,3.3808707847216475,2136.303947012283,13.689784789814691,288.70435884201083
3,361.7320020264265,339.88035049407813,1824.1940234073427,109.0625661821472,66.88093052495674,3.3808707847216475,2136.303947012283,13.689784789814691,290.9532148488386
4,332.4286048379296,362.6215322433698,1824.1940234073427,109.60873602849772,66.88093052495674,3.3808707847216475,2136.303947012283,13.689784789814691,291.0292205797013
5,303.4122076494326,385.3627139926615,1824.1940234073427,102.68399912409163,66.88093052495674,3.3808707847216475,2136.303947012283,13.689784789814691,291.0292205797013
6,275.26641718746055,325.8495352305522,1824.1940234073427,102.68399912409163,66.88093052495674,3.3808707847216475,2136.303947012283,13.689784789814691,291.4424634709093
7,260.2402424307525,310.58231279523227,1913.3160606710417,105.85820322845521,77.80932095398144,3.4056946761301523,2136.303947012283,14.251755016325,293.69131947773707
8,261.7356264320798,333.32349454452395,2002.4380979347407,105.85820322845521,88.73771138300614,3.430518567538657,2185.5888679836835,14.813725242835307,293.69131947773707
9,265.95711337408557,356.06467629381564,2088.908073766875,110.96464847770926,99.66610181203085,3.455342458947162,2185.5888679836835,15.375695469345615,295.94017548456486
10,270.1786003160913,378.8058580431073,2178.030111030574,109.14635682255724,110.59449224105555,3.480166350355667,2242.8925883438833,15.937665695855923,298.18903149139265
11,274.4000872580971,401.547039792399,2267.152148294273,114.25280207181129,121.52288267008025,3.5049902417641716,2300.196308704083,16.49963592236623,300.43788749822045
12,278.6215742001028,424.2882215416907,2356.274185557972,119.35924732106534,132.45127309910495,3.5298141331726764,2357.500029064283,17.06160614887654,302.68674350504824
13,282.8430611421086,447.0294032909824,2445.396222821671,124.46569257031939,143.37966352812967,3.5546380245811813,2357.500029064283,17.623576375386847,302.68674350504824
14,287.06454808411434,469.77058504027406,2464.3264579044594,122.64740091516737,154.30805395715439,3.579461915989686,2414.8037494244827,18.185546601897155,304.93559951187603
15,291.2860350261201,492.51176678956574,2464.3264579044594,120.82910926001534,165.2364443861791,3.604285807398191,2472.1074697846825,18.747516828407463,307.1844555187038
16,295.50752196812584,452.83887493172773,2464.3264579044594,119.01081760486332,170.689120750196,3.604285807398191,2505.0253416720166,18.873279847861276,309.4333115255316
17,273.66610248572016,371.4491719664016,2464.3264579044594,116.45538903680333,166.5757458609505,3.604285807398191,2505.0253416720166,15.737986951820623,307.1118480790104
18,224.8537052972232,394.1903537156933,2464.3264579044594,112.40258564977309,148.7150451460991,3.604285807398191,2505.0253416720166,12.60269405577997,307.1118480790104
19,175.34130810872625,351.5105178832389,2464.3264579044594,106.864099884897,148.7150451460991,3.604285807398191,2505.0253416720166,9.467401159739318,307.1118480790104
20,127.4109109202293,374.2516996325306,2464.3264579044594,105.04580822974496,159.64343557512382,3.604285807398191,2562.3290620322164,6.332108263698665,303.11385464319864
21,81.67851373173232,281.26389985433696,2464.3264579044594,103.22751657459293,160.7404326702004,3.604285807398191,2562.3290620322164,3.1968153676580133,299.1158612073869
22,37.85011654323536,190.33410007614333,2464.3264579044594,101.40922491944089,160.7404326702004,3.604285807398191,2562.3290620322164,0.06152247161736124,299.05074860949514
23,15.083449876568704,101.4203002979497,2464.3264579044594,99.59093326428885,160.7404326702004,3.604285807398191,2562.3290620322164,-0.0,299.05074860949514
24,-0.0,16.356500519756068,2464.3264579044594,96.18263756336154,155.84343164270643,3.604285807398191,2562.3290620322164,-0.0,299.05074860949514
25,-0.0,-0.0,2464.3264579044594,92.86985811146286,155.84343164270643,3.604285807398191,2562.3290620322164,-0.0,299.05074860949514
26,-0.0,-0.0,2464.3264579044594,94.27278396651178,155.84343164270643,3.604285807398191,2562.3290620322164,-0.0,299.05074860949514
27,-0.0,-0.0,2464.3264579044594,94.27278396651178,155.84343164270643,3.604285807398191,2562.3290620322164,-0.0,299.05074860949514
28,-0.0,-0.0,2464.3264579044594,95.66111462851941,149.80240975772654,3.604285807398191,2562.3290620322164,-0.0,299.05074860949514
29,-0.0,-0.0,2464.3264579044594,95.66111462851941,149.80240975772654,3.604285807398191,2562.3290620322164,-0.0,295.0527551736834
30,-0.0,-0.0,2464.3264579044594,91.69693281564759,160.73080018675125,3.604285807398191,2562.3290620322164,-0.0,295.0527551736834
31,-0.0,-0.0,2464.3264579044594,88.42385377138322,160.73080018675125,3.604285807398191,2562.7086444234506,-0.0,295.0527551736834
32,15.097488814223114,-0.0,2464.3264579044594,86.6055621162312,160.73080018675125,3.604285807398191,2562.7086444234506,-0.0,295.0527551736834
33,49.44596571186181,-0.0,2550.1458692333013,91.05004507343855,171.65919061577597,3.604285807398191,2620.0123647836504,-0.0,295.0527551736834
34,104.76031329917905,-0.0,2550.1458692333013,91.05004507343855,182.5875810448007,3.604285807398191,2677.31608514385,-0.0,295.0527551736834
35,114.81614855955351,-0.0,2550.1458692333013,91.05004507343855,193.5159714738254,3.604285807398191,2677.31608514385,-0.0,295.0527551736834
36,122.73499222808414,-0.0,2550.1458692333013,96.1564903226926,204.44436190285012,3.604285807398191,2677.31608514385,-0.0,295.0527551736834
