,ATG H2 Tank,BRB H2 Tank,GLP H2 Tank,GRD H2 Tank,LCA H2 Tank,MSR H2 Tank,MTQ H2 Tank,SKN H2 Tank,SVG H2 Tank
0,31.56439718849697,70.74179977819364,-0.0,1.818291655152029,-0.5668880626542308,-0.0,-0.0,-0.0,-2.248856006827798
1,29.29639718849697,64.51179977819365,-89.12203726369908,1.818291655152029,-0.0,-0.0,-57.30372036019979,-0.0,-0.0
2,28.806397188496963,63.50379977819364,-0.0,3.2760569464621714,-0.0,-0.0,-3.9292399224440118,-0.0,-2.248856006827798
3,28.701397188496966,64.63779977819364,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.248856006827798
4,29.303397188496966,-22.741181749291698,-0.0,-0.5461698463505235,-0.0,-0.0,-0.0,-0.0,-0.07600573086269069
5,29.016397188496963,-22.741181749291698,-0.0,6.924736904406083,-0.0,-0.0,-0.0,-0.0,-0.0
6,28.14579046197204,59.513178762109284,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41324289120796037
7,15.02617475670801,15.26722243531988,-89.12203726369908,-3.1742041043635822,-10.928390429024708,-0.024823891408504824,-0.0,-0.5619702265103073,-2.248856006827798
8,-1.4953840013273165,-22.741181749291698,-89.12203726369908,-0.0,-10.928390429024708,-0.024823891408504824,-49.284920971400425,-0.5619702265103073,-0.0
9,-4.221486942005733,-22.741181749291698,-86.46997583213442,-5.106445249254054,-10.928390429024708,-0.024823891408504824,-0.0,-0.5619702265103073,-2.248856006827798
10,-4.221486942005733,-22.741181749291698,-89.12203726369908,1.818291655152029,-10.928390429024708,-0.024823891408504824,-57.30372036019979,-0.5619702265103073,-2.248856006827798
11,-4.221486942005733,-22.741181749291698,-89.12203726369908,-5.106445249254054,-10.928390429024708,-0.024823891408504824,-57.30372036019979,-0.5619702265103073,-2.248856006827798
12,-4.221486942005733,-22.741181749291698,-89.12203726369908,-5.106445249254054,-10.928390429024708,-0.024823891408504824,-57.30372036019979,-0.5619702265103073,-2.248856006827798
13,-4.221486942005733,-22.741181749291698,-89.12203726369908,-5.106445249254054,-10.928390429024708,-0.024823891408504824,-0.0,-0.5619702265103073,-0.0
14,-4.221486942005733,-22.741181749291698,-18.930235082788386,1.818291655152029,-10.928390429024708,-0.024823891408504824,-57.30372036019979,-0.5619702265103073,-2.248856006827798
15,-4.221486942005733,-22.741181749291698,-0.0,1.818291655152029,-10.928390429024708,-0.024823891408504824,-57.30372036019979,-0.5619702265103073,-2.248856006827798
16,-4.221486942005733,39.67289185783798,-0.0,1.818291655152029,-5.452676364016895,-0.0,-32.91787188733406,-0.12576301945381346,-2.248856006827798
17,21.84141948240568,81.38970296532615,-0.0,2.5554285680599955,4.113374889245506,-0.0,-0.0,3.135292896040652,2.3214634465212467
18,48.812397188496966,-22.741181749291698,-0.0,4.052803387030238,17.86070071485139,-0.0,-0.0,3.135292896040652,-0.0
19,49.51239718849696,42.67983583245437,-0.0,5.538485764876086,-0.0,-0.0,-0.0,3.135292896040652,-0.0
20,47.93039718849696,-22.741181749291698,-0.0,1.818291655152029,-10.928390429024708,-0.0,-57.30372036019979,3.135292896040652,3.997993435811743
21,45.73239718849697,92.98779977819363,-0.0,1.818291655152029,-1.0969970950765742,-0.0,-0.0,3.135292896040652,3.997993435811743
