,SaintKittsNevis,Antigua,Guadeloupe,Montserrat,Martinique,SaintLucia,Barbados,SaintVincentGrenadines,Grenada,Antigua Hydrogen,Barbados Hydrogen,Guadeloupe Hydrogen,Martinique Hydrogen,SaintLucia Hydrogen,SaintVincentGrenadines Hydrogen,Grenada Hydrogen,Montserrat Hydrogen
88,4.440892098500626e-15,3.552713678800501e-15,-1.4210854715202004e-14,0.0,0.0,0.0,-2.842170943040401e-14,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,-1.7763568394002505e-15,-7.105427357601002e-15,-2.842170943040401e-14,0.0,1.4210854715202004e-14,0.0,-2.1316282072803006e-14,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,-4.440892098500626e-16,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,8.881784197001252e-16,0.0,0.0,0.0,-3.552713678800501e-15,0.0,-1.7763568394002505e-15,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,8.881784197001252e-16,0.0,0.0,0.0,-3.552713678800501e-15,0.0,0.0,8.881784197001252e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,-1.7763568394002505e-15,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,-1.7763568394002505e-15,0.0,0.0,-7.105427357601002e-15,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,8.881784197001252e-16,-3.552713678800501e-15,0.0,0.0,9.947598300641403e-14,1.3500311979441904e-13,-3.552713678800501e-15,-1.7763568394002505e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,-4.440892098500626e-16,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,8.881784197001252e-16,1.7763568394002505e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,-7.105427357601002e-15,-7.105427357601002e-15,-7.105427357601002e-15,0.0,0.0,-2.6645352591003757e-15,7.105427357601002e-15,-3.552713678800501e-15,-3.552713678800501e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,-7.105427357601002e-15,2.220446049250313e-16,-1.4210854715202004e-14,-2.6645352591003757e-15,7.105427357601002e-15,-3.552713678800501e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,3.552713678800501e-15,-7.105427357601002e-15,-5.684341886080802e-14,-2.220446049250313e-16,1.4210854715202004e-14,0.0,7.105427357601002e-15,5.329070518200751e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,3.552713678800501e-15,-1.4210854715202004e-14,-2.842170943040401e-14,0.0,-1.4210854715202004e-14,-7.105427357601002e-15,7.105427357601002e-15,-1.7763568394002505e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,3.552713678800501e-15,0.0,0.0,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15,5.329070518200751e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,3.552713678800501e-15,0.0,-2.842170943040401e-14,2.220446049250313e-16,0.0,3.552713678800501e-15,7.105427357601002e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,-7.105427357601002e-15,2.842170943040401e-14,2.220446049250313e-16,0.0,-8.881784197001252e-16,7.105427357601002e-15,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0
111,0.0,-7.105427357601002e-15,0.0,-1.1102230246251565e-16,-2.1316282072803006e-14,3.552713678800501e-15,7.105427357601002e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1.7763568394002505e-15,7.105427357601002e-15,-1.4210854715202004e-14,0.0,1.4210854715202004e-14,3.552713678800501e-15,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,8.881784197001252e-16,0.0,0.0,0.0,-1.4210854715202004e-14,-3.552713678800501e-15,7.105427357601002e-15,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,8.881784197001252e-16,0.0,0.0,-2.220446049250313e-16,-1.4210854715202004e-14,3.552713678800501e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,-4.440892098500626e-16,-7.105427357601002e-15,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,-4.440892098500626e-16,0.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,1.1102230246251565e-15,-8.881784197001252e-16,-3.552713678800501e-15,0.0,0.0,-3.552713678800501e-15,0.0,1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
120,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
