,ATG Storage,BRB Storage,GLP Storage,GRD Storage,LCA Storage,MSR Storage,MTQ Storage,SKN Storage,SVG Storage
6570,26.43262591194521,71.43916666666769,111.2532988986932,26.719387182438755,23.62314727673668,0.4056632753133293,85.94666552319052,14.909986683699216,4.568880706357419
6571,27.717975458280925,63.951875,117.55329889869321,26.835246049837135,23.717507533388705,0.44582241064501354,192.49036779706913,15.494280435736485,4.692356219522367
6572,23.663325004616645,116.59333333333332,100.15329889869324,5.428321628234507,22.602377084247664,0.3164589505395358,76.5282738292193,13.585692931661953,3.7708115470046124
6573,21.74169887045594,46.551874999999995,89.51574613481318,4.90815878292495,19.9457062501286,0.2386868408864708,66.46505721716173,12.485636667401089,2.4454051931924745
6574,19.310771828966658,40.20187499999999,74.80308784317307,2.600093644801131,17.19467515935751,0.15202867616817078,53.714101734418364,10.56987415517749,1.7376818306037034
6575,47.891854082978554,29.72687499999998,58.88431146123304,0.30412621386304295,13.070054004423419,-0.016698244042784915,38.85088512236081,7.551286651102963,0.46918613175606083
6576,11.504495241141669,105.775,42.03410040571288,-1.6477543662432836,9.145432849489332,0.0,25.51219076893156,5.709874155177495,-0.3012404077387769
6577,9.656820467973809,14.926874999999981,33.95899487795282,16.367235193483168,7.226451437903222,-0.23462948855012913,18.122540932758966,4.651286651102964,-0.9501222747158575
6578,8.414495241141665,10.726874999999978,29.11532402377287,-5.52328754302256,40.92618576937793,-0.2941520835098863,119.68272393512204,3.4798178909166317,0.0
6579,8.117519560645242,9.051874999999981,26.896547641832882,-6.371135554066974,6.613109769665094,-0.03717507783191776,117.22563788772159,3.3626428827675703,-1.0597764779518197
6580,8.285893426484535,8.40187499999999,27.846336586312702,-5.667102985005066,7.086699833828092,-0.29033284318794345,14.81258843712834,3.4697616266557745,-0.9205488142106946
6581,12.511242972820249,21.10187499999998,47.33367829467258,-3.15124411760668,11.118749513013071,-0.10905976339889928,33.51680803629861,5.559761626655774,0.9186788495304299
6582,14.379717863631356,102.41499999999999,49.250890872704076,-1.5589302508596425,11.802350804283755,-0.04018917424235113,32.68592329937951,6.8701617726571556,3.4556296002825917
6583,0.4636353059344742,-8.933125000000018,-5.233163835075217,-3.9357636976886745,-5.297732490380831,-0.0406691811440027,-34.082745894076055,-1.571886897032238,-0.40779850072474844
6584,-21.483147629696354,-45.473125,60.511820314521906,-5.212743080244955,-22.428202216334217,-0.1329597281705347,0.0,0.18809381598009978,-1.6642206395766408
6585,-39.12997434326009,-76.83312500000001,-144.08807863206567,-7.463586373260119,-38.6392320629324,-0.2752009151634112,-156.42001449442225,-23.252246424035587,-3.547035611732916
6586,-52.476291830252514,-96.50312500000003,-183.6200646388752,-10.42935153149438,-41.89029489343409,-0.3316698062549071,-195.6618946098934,-27.181794439724317,-3.6056771179273053
6587,-53.43349001027629,-100.42812500000002,-201.72724117408342,-9.471471961555892,-44.58717579939736,-0.3109050633234795,-100.67972989621916,-28.091928600815397,-3.317138957631453
6588,-49.87918769472286,-91.768125,-196.15665533554045,-8.469864083051252,-44.84750606407117,0.16957574088944227,-194.61113614750118,-25.311915571555232,-2.857710961362123
6589,-37.57410314058488,-75.133125,-160.35604996960035,-7.31644229525137,-29.161687538615638,-0.14090311631019065,-155.139846405568,-16.584791116636694,-3.096552113862895
6590,-18.27317897786107,-51.173125000000006,-100.72377012124971,-4.359034146595441,-30.6066142528369,-0.02867262457925185,-115.16083938762853,-12.685495252998354,-1.57849607899343
6591,-4.14380582320036,-12.923125000000013,-33.82216034311199,-0.8885912885744887,0.0,0.12432441937707883,-47.957711072808124,-3.912040602013576,1.3004572118684583
6592,9.835205478318755,18.62687499999997,25.000668440128948,22.740989367820422,6.2791498104214725,0.21192749243618111,20.46680097122453,5.810072935245898,3.9710103866513906
6593,20.336662195963076,43.55187499999998,82.6366006908334,6.614034885139958,21.403012728470404,0.23759774647128087,71.53606814677893,11.042580103876627,5.691431907903645
6594,28.928917745988105,68.22687499999998,125.289163218412,12.267018865758061,30.339246304862822,0.48619169204377227,107.96625022175202,15.766880370543973,8.005162965000084
6595,29.171242972820252,66.82687499999997,127.74549236423202,12.402769169616747,30.63924630486282,0.51555515214925,108.17851135106618,16.726880370543974,8.387479973776715
6596,27.14426729232382,62.45187499999997,113.60182151005213,11.710562898891308,28.63924630486282,0.38555515214925007,99.27238078640909,15.20688037054397,7.050183150682784
6597,22.929616838659538,50.126874999999984,100.12671598229204,10.098465191705575,23.60719662567784,0.2765099622297359,84.52946683380955,12.626880370543972,5.693272495718292
6598,21.367291611827397,42.126875,90.71405769065196,8.766476048059548,22.016687331470898,0.19762390716450084,72.68655288120999,11.516880370543973,4.018678849530427
6599,16.227291611827397,33.926874999999995,71.69528130871191,6.134486904413517,16.020538293915973,0.007783042496185203,54.862030622581706,8.336880370543973,2.365629875860318
6600,12.667291611827402,21.80187499999998,50.495281308711924,24.48925933706056,12.903619063872036,-0.07221695750381486,40.34363892861046,5.946880370543973,0.09296707031964813
6601,10.807291611827402,15.976874999999978,41.19528130871191,2.4105628988913104,9.550799192198042,-0.18221695750381497,31.74976949326755,5.416880370543975,-0.46587442529203615
6602,9.80961683865954,9.52687499999999,38.91405769065194,0.8307257442008655,8.524389256361045,-0.20253522768977836,26.13137779929631,4.0668803705439736,-0.9658744252920362
6603,8.66194206549168,5.676874999999981,34.451610454531966,0.29497544034218137,7.807470026317107,-0.26317176758430055,22.99459441135385,3.7811741225812385,-1.8031712483859668
6604,10.16659251915597,7.876874999999984,38.58304512811212,-0.3687314381006175,8.184911052925193,-0.2347631180367134,24.03328876478308,3.8354678746185065,-1.91506171766776
6605,12.998917745988106,15.27687499999999,56.414479801692266,0.7594965453327589,10.95671233618529,-0.05635446801172132,38.216808036298644,6.984055378693038,-0.5642490100434867
6606,14.773326535803845,14.571874999999977,58.383912414975576,1.5232879716870649,11.6100249347814,0.01982152101958686,40.565095737938435,8.034654553355562,-0.586208844544633
6607,7.507949805331403,-10.198125000000005,26.613200983489975,0.9485794754606047,3.394196876385024,0.01812848866967398,19.929543207475696,3.754836126805558,-1.0737622409027856
6608,-4.428444093021138,-37.72312500000004,-16.668856276949086,0.09405428714894626,-3.7483423128801086,0.10687600588225141,-0.6652226166138462,-0.8327781151253999,-0.7867219910730725
