,ATG Storage,BRB Storage,GLP Storage,GRD Storage,LCA Storage,MSR Storage,MTQ Storage,SKN Storage,SVG Storage
0,33.819345901531555,49.199999999999996,122.37865579611102,4.771306326222049,25.58049766782023,0.005040202665212545,104.65342965813274,17.71455740512977,2.6227558134796993
1,31.264923396685116,40.074999999999996,108.73498494193109,1.9557188676729247,21.81818709035318,0.3621757724237555,53.42086586936057,16.021732413278837,1.7404388047030679
2,30.315622489356546,38.27499999999999,99.09743217805106,0.8438925693364503,21.087926192071112,0.3350402026652126,91.56377982196011,15.820207388831644,1.6934877783731785
3,29.417719767370848,-0.0,97.25987941417102,-0.0,21.819975871256087,0.0205508761973216,89.05151869264596,15.518738628645313,-0.0
4,29.77911795271371,-0.0,102.42232665029097,1.8713063262220473,20.340746063745105,-0.0,86.3147353047035,14.483144909204304,0.589002803108734
5,29.306792725881568,38.6,92.60312815731062,0.7557188676729254,21.152025550441063,-0.0,87.80056320990256,14.840376181614227,-0.0
6,-0.0,33.275,98.15398266341205,-0.0,-0.0,-0.0,42.1364818088302,14.053201173465164,-0.0
7,4.9101190809627635,-0.0,-0.0,-0.0,-0.0,-0.0,17.42340099837918,-0.0,-0.0
8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
16,10.390196843239487,16.604999999999997,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
17,2.605268108994103,56.394999999999996,112.4275000510668,-0.0,23.245396407910757,0.02644179000230195,62.62918146140907,13.4019650416339,-0.0
18,9.471379444330665,76.475,152.02337940810713,3.0968587848398137,32.39508131568273,0.26802606234849113,94.03392233506823,19.11394438766423,-0.0
19,44.750592369146105,-0.0,159.30502513720742,3.9049239229636363,0.6953469842080153,0.3178414211717068,98.5051804772696,20.23846319674494,-0.0
20,43.92407258628536,74.975,153.15565830376786,3.820782790362017,33.40278324057288,0.3359062951656353,95.37643861947099,19.14868825378839,6.30151656636059
21,42.15522757659248,-0.0,146.88751508838834,4.12051138151276,32.24432362555091,0.5690880054021892,89.09061071427193,18.503207062869098,3.7106994733835634
22,40.868707793731744,-0.0,141.48793719942864,4.744163978185711,30.602783240572883,0.2437865284601844,85.16608845564363,18.31484461583801,5.8172687169367645
23,37.28126096938172,66.25,127.00713569240897,3.971849143920572,28.134832919757855,0.12694372304250498,93.81866820182222,16.306369640285205,-0.0
24,34.112887103542434,59.4,111.29489951180916,2.379642873195131,24.68380182898677,-0.0,62.2519163608427,14.28631337602434,-0.0
25,-0.0,57.64999999999999,102.11367589374919,1.2436211604871907,23.7553297116076,-0.0,56.39291934795544,12.897557079167225,-0.0
26,31.5963825668996,-0.0,97.88224122016906,0.09174058038086486,23.979677465902427,-0.0,55.35844459369654,12.791625774161046,-0.0
27,-0.0,58.9,97.55692463688882,-0.0,-0.0,-0.0,55.98105588683807,12.865694469154866,-0.0
28,-0.0,61.525,100.81283167166856,-0.0,24.483255027708232,-0.0,59.59753661532251,6.271238386999016,-0.0
29,35.15151941063538,68.75,-0.0,-0.0,28.24914316698109,0.017364016131463877,73.34888976626266,14.458181875440635,-0.0
30,3.5506161241426213,-0.0,124.59524311216242,1.6105874186402847,30.11805660701453,0.1156419989774663,81.86555188220424,15.853719330620784,-0.0
31,15.762132786868655,22.034999999999997,-0.0,0.5574449081898623,6.942081925158521,0.014815752380071573,-0.0,4.433349141767161,-0.0
32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
39,1.1144670172150586,5.295000000000027,-0.0,1.2751274035265663,-0.0,0.10358369094837583,-0.0,-0.0,1.747629518808722
40,27.538905561692548,55.40500000000001,-0.0,5.600433529519527,17.739763727270972,-0.0,49.0543005792188,-0.0,5.386693575588088
41,14.408258693416876,22.79687499999997,183.57837524251062,10.937857825303475,46.84561624362836,0.5119721765704095,144.92862958901918,21.452293398663723,7.370839523333807
42,54.25481741761051,38.17687499999998,91.50076875223596,-0.0,22.40058830334476,0.7281780105797603,174.61218375381716,26.371406606521532,3.7296530426162953
43,22.04210902943791,39.02687499999999,215.6069221171042,17.538231547178984,20.423420677375944,0.7281780105797603,173.52213624944778,26.334344126894194,11.484651563077804
44,53.00086605661766,112.69999999999999,199.2130402074041,-0.0,51.11214892279397,0.6594521772081359,54.176125341885665,11.371168233177308,9.48048445638478
