,ATG Storage,BRB Storage,DMA Storage,GLP Storage,GRD Storage,LCA Storage,MSR Storage,MTQ Storage,SKN Storage,SVG Storage
1514,18.957299359293227,50.02825,-12.155012638252316,110.22410195264533,7.710644657048782,18.154158566122632,0.12759942380628098,37.04244817200575,0.0,26.451325299292204
1515,18.367499359293223,50.47824999999999,0.0,96.66137013424617,11.33064465704878,18.954158566122643,0.10759942380628118,46.34244817200576,0.0,26.2313252992922
1516,31.863052711390175,79.3995752992922,20.0,71.69820887595807,12.710644657048782,22.354158566122635,0.1477102565548163,62.842448172005746,0.0,0.0
1517,28.481299359293217,93.69752447977794,-8.920455447822473,136.15363652547657,18.202695476563036,30.554158566122638,0.34654651153145033,53.14244817200577,0.0,0.0
1518,39.379150155479635,132.8575474627384,20.0,85.63514483958545,18.57849474050911,0.0,0.4417259854269491,65.86891749310509,0.0,0.0
1519,0.0,81.50643652272123,-6.599439829885507,0.0,17.19737036646159,0.0,0.0,28.45909199371829,0.0,0.0
1520,0.0,9.954422537045726,-5.578424211948541,-227.88518925129085,12.501851434753823,0.0,-0.5225664311193177,22.402236465564158,-22.72264730209493,0.0
1521,0.0,-64.78015877019598,-4.717070054699252,0.0,6.419042553122246,0.0,-0.5623164009995407,-0.47619913077143394,-22.72264730209493,0.0
1522,-70.0,-118.99921826032457,-4.3758851671061265,-320.0,0.0,0.0,-1.0788014198178415,-21.571006811510145,0.0,0.0
1523,-70.0,-168.37142910484016,-3.494361740200678,-143.89352642994925,0.0,0.0,-1.1118533443665641,-29.808655897751137,-22.72264730209493,0.0
1524,-70.0,-150.2009687103142,-3.152330504326745,-320.0,0.0,0.0,-1.1118533443665641,-31.769636881238156,0.0,0.0
1525,-26.337187855160153,-123.45478452522008,-3.3094529201720086,-320.0,-6.512180652480655,0.0,-1.1118533443665641,-22.567184422520697,-22.72264730209494,0.0
1526,-70.0,-110.26249849424352,-3.287590953954237,-320.0,0.0,0.0,-1.0551941098257147,0.0,-22.72264730209493,0.0
1527,-70.0,-35.57358422783585,-3.6674216842980782,-213.52421032496756,2.455117511392082,5.932969917819605,0.0,39.13743309308778,-22.72264730209493,0.0
1528,-43.662812144839855,37.85249344685985,-4.429622189828171,-51.25050097821634,10.361291301217292,24.81833886727958,-0.11668167133727736,39.01763618300484,0.0,0.0
1529,32.60374504365854,130.90383861953984,20.0,104.57526110172445,19.55325998254407,0.0,0.5119265717881312,117.11421135732495,0.0,0.0
1530,30.298052057198298,125.62957529929218,-5.265025728538819,211.3303220279313,24.350644657048782,30.054158566122638,0.9548589759840655,92.14244817200576,22.72264730209493,0.0
1531,66.74685271139018,109.47825,20.0,185.16018504881774,25.090644657048777,26.45415856612263,0.9853023074769547,128.24244817200577,0.0,21.1113252992922
1532,29.076852057198288,101.87465942799048,-6.8155204472208,203.88317109830786,20.990644657048783,14.854158566122635,0.8874635482346347,61.842448172005774,22.72264730209493,7.75491587130173
1533,44.81209935929322,83.05957529929218,-7.856705334813926,189.1263492892516,14.83064465704878,0.3541585661226314,0.7003452025227912,72.04244817200573,0.0,0.0
1534,38.602699359293226,59.12825000000001,-8.918059492063215,176.31071930179925,8.99064465704878,0.0,0.6326172761952558,26.14793203742059,0.0,0.0
1535,13.38495846898931,43.97825,-4.944652438708857,152.55862847317087,2.0706446570487804,0.0,0.45405810342245867,0.0,20.08854089030391,0.0
1536,21.58711182108626,26.22825,20.0,94.99941008574017,0.0,0.0,0.3440581034224588,0.0,17.772940890303914,0.0
1537,36.17465271139018,9.77825,0.0,90.05191956657794,0.0,0.0,0.293559355555302,-2.6329067547057434,0.0,0.0
1538,34.92585271139018,2.028249999999993,8.548658933037217,80.06293596224997,0.0,0.0,0.24367018830383724,0.0,0.0,0.0
1539,9.599174908840205,-0.4717500000000072,7.862903764727743,86.64809195742023,0.0,0.0,0.2334485226405172,-8.78957759150461,16.153140890303916,0.0
1540,24.50149935929322,-0.5717500000000015,0.0,97.26258586882263,0.0,0.0,0.0,0.0,0.0,0.0
1541,18.101273712129135,19.37824999999999,-11.726796966819444,136.83056078922445,0.0,0.0,0.37907221250848666,0.0,14.209225647164082,0.0
1542,19.58517571884984,23.36825,11.726796966819444,107.7532864133853,0.0,0.0,0.0,11.422484346210354,22.66674089030392,0.0
1543,-23.754006074552322,0.0,0.0,0.0,0.0,0.0,0.05073969814449053,0.0,0.0,0.0
1544,-68.38548081718582,0.0,-0.9641546781940562,-211.17149539055313,0.0,0.0,-0.47669390850122584,0.0,-22.72264730209493,0.0
1545,0.0,0.0,0.0,0.0,0.0,0.0,-0.8063156740803581,0.0,0.0,0.0
1546,-70.0,0.0,-20.0,0.0,0.0,0.0,-1.1118533443665641,0.0,-22.72264730209493,0.0
1547,0.0,-200.0,-6.342460503123399,-47.98343741931987,0.0,0.0,-1.1118533443665641,0.0,0.0,0.0
1548,-70.0,-200.0,-20.0,-320.0,0.0,0.0,-1.1118533443665641,0.0,-2.1316282072803006e-14,0.0
1549,-70.0,-149.16825,-20.0,-320.0,0.0,0.0,-0.5906107392115212,-14.718236776118246,-22.72264730209493,0.0
1550,-36.4107837287757,-63.76825000000001,-20.0,0.0,0.0,0.0,-0.9356986577162587,0.0,-22.72264730209493,0.0
1551,-70.0,16.23174999999999,0.0,0.0,0.0,0.0,-0.5262410535903284,0.0,-22.72264730209493,0.0
1552,-11.449729379486158,79.39174999999999,0.0,-85.83739012566632,0.0,0.0,0.007170343046298822,0.0,-22.72264730209493,0.0
1553,3.837012121096059,129.84175,18.53054132579004,81.25107044409816,0.0,0.0,0.601290324163889,0.0,22.72264730209493,0.0
1554,55.726099359293215,71.82825,20.0,146.2136481714133,0.0,0.0,0.9373170105419006,13.072588416010412,0.0,0.0
1555,70.0,69.97825,20.0,138.293152068089,0.0,0.0,1.0258207669404296,1.6456483601078347,1.3772527113901774,0.0
1556,54.76649935929322,59.21212272442165,7.552461407191773,135.8761681212227,0.0,0.0,0.9235486932679657,0.0,0.0,0.0
1557,35.29540540929524,80.88437727557827,5.8087374747562315,102.93606929176637,0.0,0.0,0.7803899567759716,0.0,22.72264730209493,0.0
1558,32.18060540929524,28.37824999999999,4.886029160257658,90.69090473148276,0.0,0.0,0.6767324724168209,0.0,22.72264730209493,0.0
