,SKN solar pv,SKN wind,SKN geothermal,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,1.2474,36.0,-0.0,2.824011904761908,-0.0,-0.0,120.0,12.4865,-0.0,-0.0,-0.0,9.0,9.216999999999999,-0.0,-0.0,90.0,-0.0,36.0,-0.0,59.348306391351144,-0.0,-0.0,18.0,-0.0,-0.0,19.617234042553193,24.0
1,-0.0,1.2562,36.0,-0.0,2.824011904761908,-0.0,-0.0,120.0,12.5528,-0.0,-0.0,-0.0,9.0,9.074,-0.0,-0.0,90.0,-0.0,36.0,-0.0,58.979224883942244,-0.0,-0.0,18.0,-0.0,-0.0,20.724893617021273,24.0
2,-0.0,1.2298000000000002,36.0,-0.0,2.824011904761908,-0.0,-0.0,120.0,12.5086,-0.0,-0.0,-0.0,9.0,8.982999999999999,-0.0,-0.0,90.0,-0.0,36.0,-0.0,58.388694472088005,-0.0,-0.0,18.0,-0.0,-0.0,21.19127659574468,24.0
3,-0.0,1.2188,36.0,-0.0,2.824011904761908,-0.0,15.0,120.0,12.4644,-0.0,-0.0,-0.0,9.0,9.008999999999999,-0.0,-0.0,90.0,-0.0,36.0,-0.0,57.94579666319733,-0.0,-0.0,18.0,-0.0,-0.0,21.745106382978722,24.0
4,-0.0,1.2518,36.0,-0.0,2.824011904761908,-0.0,-0.0,120.0,12.420200000000001,-0.0,-0.0,-0.0,9.0,9.087,-0.0,-0.0,90.0,-0.0,36.0,-0.0,57.50289885430664,-0.0,-0.0,18.0,-0.0,-0.0,19.617234042553193,24.0
5,-0.0,1.276,36.0,-0.0,2.824011904761908,-0.0,-0.0,120.0,12.044500000000001,-0.0,-0.0,-0.0,9.0,8.905000000000001,-0.0,-0.0,90.0,-0.0,36.0,-0.0,56.98618474393418,-0.0,-0.0,18.0,-0.0,-0.0,20.724893617021273,24.0
6,-0.0,1.2672,36.0,0.23901717319118426,2.824011904761908,0.00025,-0.0,120.0,11.580400000000001,0.9119580889124748,-0.0,-0.0,9.0,8.554,0.8908212846420194,-0.0,90.0,0.018000000000000002,36.0,5.335897366169072,57.060001045415966,-0.0,0.039395281685166636,18.0,-0.0,0.04228241312258452,21.19127659574468,24.0
7,0.2535,1.2474,36.0,36.33061032506001,2.824011904761908,0.0355,-0.0,120.0,11.2489,45.59790444562373,-0.0,-0.0,9.0,8.281,30.73333432014967,-0.0,90.0,0.5940000000000001,36.0,80.57205022915298,57.50289885430664,-0.0,1.792485316675082,18.0,-0.0,2.6637920267228243,21.745106382978722,24.0
8,0.5745,1.2210000000000003,36.0,84.61207930967923,2.824011904761908,0.0875,-0.0,120.0,11.0279,101.83531992855968,-0.0,-0.0,9.0,8.242,72.37922937716408,-0.0,90.0,1.536,36.0,177.6853822934301,58.09342926616089,-0.0,4.56985267547933,18.0,-0.0,7.188010230839368,22.211489361702128,24.0
9,0.6516,0.9292800000000001,36.0,118.26558716374159,2.824011904761908,0.1038,-0.0,120.0,10.6743,141.0495177517961,-0.0,-0.0,9.0,8.255,108.68019672632636,-0.0,90.0,2.472,36.0,262.5261504155183,58.16724556764267,-0.0,7.583591724394577,18.0,-0.0,11.585381195588157,22.32808510638298,24.0
10,0.972,1.0736,36.0,158.94642017213755,2.824011904761908,0.16075,-0.0,120.0,9.7682,171.14413468590774,-0.0,-0.0,9.0,8.034,134.95942462326593,-0.0,90.0,3.132,36.0,316.9523035504429,57.429082552824866,-0.0,9.947308625504576,18.0,-0.0,14.714279766659411,22.12404255319149,24.0
11,0.8436,0.80608,36.0,158.6575902012676,2.824011904761908,0.14,-0.0,120.0,8.707400000000002,189.38329646415727,-0.0,-0.0,9.0,7.696,149.43527049869874,-0.0,90.0,3.396,36.0,340.02063581951757,44.703152177365986,-0.0,10.144285033930409,18.0,-0.0,16.447858704685377,21.71595744680851,24.0
12,1.0739999999999998,0.9394,36.0,161.31381515553477,2.824011904761908,0.1775,-0.0,120.0,7.8676,196.98294720509455,-0.0,-0.0,9.0,7.3709999999999996,151.6623237103038,-0.0,90.0,3.4499999999999997,36.0,340.96384169820374,47.259946298679836,-0.0,9.84882042129166,18.0,-0.0,16.532423530930547,21.395319148936167,24.0
13,1.0155,0.8404,36.0,159.74381515553478,2.824011904761908,0.1675,-0.0,120.0,7.359300000000001,191.81518470125718,-0.0,-0.0,9.0,7.098000000000001,141.19517361576007,-0.0,90.0,3.3000000000000003,36.0,304.679739608254,51.22851322835534,-0.0,9.395774681912242,18.0,-0.0,15.348515963498178,21.074680851063828,24.0
14,0.8474999999999999,0.7348000000000001,36.0,137.91290893131332,2.824011904761908,0.14225,-0.0,120.0,7.293000000000001,162.32853982642052,-0.0,-0.0,9.0,6.968,118.9246414997096,-0.0,90.0,2.976,36.0,249.18640700009567,48.71875897797482,-0.0,8.72605489326441,18.0,-0.0,12.388747044917261,20.89978723404255,24.0
15,0.54,0.6622,36.0,99.67016122072384,2.824011904761908,0.095,-0.0,120.0,7.447700000000001,121.29042582535915,-0.0,-0.0,9.0,7.033,83.29179011402881,-0.0,90.0,2.268,36.0,170.2151259807934,46.43045363203964,-0.0,6.618407323107996,18.0,-0.0,8.752459516374994,21.249574468085104,24.0
16,0.2355,0.6204,36.0,38.242747710589484,2.824011904761908,0.0365,-0.0,120.0,7.6245,58.97328974967337,-0.0,-0.0,9.0,7.267,38.973431203088346,-0.0,90.0,1.1640000000000001,36.0,73.10179391651629,44.7326786979587,-0.0,3.2501107390262476,18.0,-0.0,4.481935790993958,22.03659574468085,24.0
